time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,train/loss,train/learning_rate,time/time_elapsed,train/n_updates,time/total_timesteps,time/episodes,rollout/success_rate,rollout/exploration_rate,phase,phase_learning_rate,phase_buffer_size
451,-12.31,256.0,0.0001876796304713,4.666666666666667e-05,335,37862,151552,592,0.0,0.05,3,4.666666666666667e-05,100000
451,-12.22,256.0,0.0002552945225033,4.666666666666667e-05,338,38118,152576,596,0.0,0.05,3,4.666666666666667e-05,100000
451,-12.17,256.0,0.0003750715404748,4.666666666666667e-05,340,38374,153600,600,0.0,0.05,3,4.666666666666667e-05,100000
450,-11.86,256.0,0.0001647696190048,4.666666666666667e-05,342,38630,154624,604,0.0,0.05,3,4.666666666666667e-05,100000
450,-11.79,256.0,7.51140178181231e-05,4.666666666666667e-05,345,38886,155648,608,0.0,0.05,3,4.666666666666667e-05,100000
450,-11.76,256.0,6.852814112789929e-05,4.666666666666667e-05,347,39142,156672,612,0.0,0.05,3,4.666666666666667e-05,100000
450,-11.67,256.0,0.0001433282450307,4.666666666666667e-05,350,39398,157696,616,0.0,0.05,3,4.666666666666667e-05,100000
450,-11.72,256.0,0.0001042775693349,4.666666666666667e-05,352,39654,158720,620,0.0,0.05,3,4.666666666666667e-05,100000
450,-11.64,256.0,7.334338442888111e-05,4.666666666666667e-05,354,39910,159744,624,0.0,0.05,3,4.666666666666667e-05,100000
450,-11.6,256.0,0.0001051248764269,4.666666666666667e-05,357,40166,160768,628,0.0,0.05,3,4.666666666666667e-05,100000
449,-11.66,256.0,9.886430052574724e-05,4.666666666666667e-05,359,40422,161792,632,0.0,0.05,3,4.666666666666667e-05,100000
449,-11.73,256.0,0.0001259957352885,4.666666666666667e-05,361,40678,162816,636,0.0,0.05,3,4.666666666666667e-05,100000
449,-11.86,256.0,0.0004201770643703,4.666666666666667e-05,364,40934,163840,640,0.0,0.05,3,4.666666666666667e-05,100000
449,-11.79,256.0,9.200981730828062e-05,4.666666666666667e-05,366,41190,164864,644,0.0,0.05,3,4.666666666666667e-05,100000
449,-11.92,256.0,7.4008981755469e-05,4.666666666666667e-05,369,41446,165888,648,0.0,0.05,3,4.666666666666667e-05,100000
449,-11.94,256.0,9.313853661296888e-05,4.666666666666667e-05,371,41702,166912,652,0.0,0.05,3,4.666666666666667e-05,100000
449,-11.87,256.0,0.0001409758260706,4.666666666666667e-05,373,41958,167936,656,0.0,0.05,3,4.666666666666667e-05,100000
449,-11.96,256.0,0.0002987614134326,4.666666666666667e-05,376,42214,168960,660,0.0,0.05,3,4.666666666666667e-05,100000
448,-11.88,256.0,0.0002645935164764,4.666666666666667e-05,378,42470,169984,664,0.0,0.05,3,4.666666666666667e-05,100000
448,-11.73,256.0,0.0001030359126161,4.666666666666667e-05,381,42726,171008,668,0.0,0.05,3,4.666666666666667e-05,100000
448,-11.8,256.0,0.0001192987401736,4.666666666666667e-05,383,42982,172032,672,0.0,0.05,3,4.666666666666667e-05,100000
448,-11.75,256.0,0.0014569987542927,4.666666666666667e-05,385,43238,173056,676,0.0,0.05,3,4.666666666666667e-05,100000
448,-11.85,256.0,1.8426268070470545e-05,4.666666666666667e-05,388,43494,174080,680,0.0,0.05,3,4.666666666666667e-05,100000
448,-11.75,256.0,0.0001391130936099,4.666666666666667e-05,390,43750,175104,684,0.0,0.05,3,4.666666666666667e-05,100000
448,-12.02,256.0,0.0002051299088634,4.666666666666667e-05,392,44006,176128,688,0.0,0.05,3,4.666666666666667e-05,100000
448,-12.04,256.0,0.0001476808392908,4.666666666666667e-05,395,44262,177152,692,0.0,0.05,3,4.666666666666667e-05,100000
448,-12.1,256.0,0.0007639834657311,4.666666666666667e-05,397,44518,178176,696,0.0,0.05,3,4.666666666666667e-05,100000
448,-12.1,256.0,8.982638973975554e-05,4.666666666666667e-05,399,44774,179200,700,0.0,0.05,3,4.666666666666667e-05,100000
447,-12.16,256.0,0.0004369122034404,4.666666666666667e-05,402,45030,180224,704,0.0,0.05,3,4.666666666666667e-05,100000
447,-12.19,256.0,0.0005246387445367,4.666666666666667e-05,404,45286,181248,708,0.0,0.05,3,4.666666666666667e-05,100000
447,-12.24,256.0,5.787456757389009e-05,4.666666666666667e-05,407,45542,182272,712,0.0,0.05,3,4.666666666666667e-05,100000
447,-12.11,256.0,9.77639138000086e-05,4.666666666666667e-05,409,45798,183296,716,0.0,0.05,3,4.666666666666667e-05,100000
447,-12.17,256.0,9.640518692322075e-05,4.666666666666667e-05,411,46054,184320,720,0.0,0.05,3,4.666666666666667e-05,100000
447,-12.15,256.0,4.134823029744439e-05,4.666666666666667e-05,414,46310,185344,724,0.0,0.05,3,4.666666666666667e-05,100000
447,-12.02,256.0,9.658695489633828e-05,4.666666666666667e-05,416,46566,186368,728,0.0,0.05,3,4.666666666666667e-05,100000
447,-11.93,256.0,0.0001206649540108,4.666666666666667e-05,418,46822,187392,732,0.0,0.05,3,4.666666666666667e-05,100000
447,-11.97,256.0,9.730437159305438e-05,4.666666666666667e-05,421,47078,188416,736,0.0,0.05,3,4.666666666666667e-05,100000
447,-11.84,256.0,6.943588959984481e-05,4.666666666666667e-05,423,47334,189440,740,0.0,0.05,3,4.666666666666667e-05,100000
447,-11.8,256.0,0.000180660164915,4.666666666666667e-05,426,47590,190464,744,0.0,0.05,3,4.666666666666667e-05,100000
446,-11.65,256.0,9.574097202857956e-05,4.666666666666667e-05,428,47846,191488,748,0.0,0.05,3,4.666666666666667e-05,100000
446,-11.44,256.0,0.0001775085693225,4.666666666666667e-05,430,48102,192512,752,0.0,0.05,3,4.666666666666667e-05,100000
446,-11.58,256.0,0.0001740197621984,4.666666666666667e-05,433,48358,193536,756,0.0,0.05,3,4.666666666666667e-05,100000
446,-11.6,256.0,0.0002217326546087,4.666666666666667e-05,435,48614,194560,760,0.0,0.05,3,4.666666666666667e-05,100000
446,-11.59,256.0,5.6807242799550295e-05,4.666666666666667e-05,437,48870,195584,764,0.0,0.05,3,4.666666666666667e-05,100000
446,-11.75,256.0,4.625248766387813e-05,4.666666666666667e-05,440,49126,196608,768,0.0,0.05,3,4.666666666666667e-05,100000
446,-11.86,256.0,0.0007549499860033,4.666666666666667e-05,442,49382,197632,772,0.0,0.05,3,4.666666666666667e-05,100000
446,-12.02,256.0,0.0001098793582059,4.666666666666667e-05,445,49638,198656,776,0.0,0.05,3,4.666666666666667e-05,100000
446,-12.07,256.0,1.9611145035014488e-05,4.666666666666667e-05,447,49894,199680,780,0.0,0.05,3,4.666666666666667e-05,100000
446,-12.19,256.0,0.0001427445677109,4.666666666666667e-05,449,50150,200704,784,0.0,0.05,3,4.666666666666667e-05,100000
446,-12.03,256.0,0.0001291427615797,4.666666666666667e-05,452,50406,201728,788,0.0,0.05,3,4.666666666666667e-05,100000
446,-11.93,256.0,8.43495290610008e-05,4.666666666666667e-05,454,50662,202752,792,0.0,0.05,3,4.666666666666667e-05,100000
446,-12.02,256.0,7.689021003898233e-05,4.666666666666667e-05,456,50918,203776,796,0.0,0.05,3,4.666666666666667e-05,100000
445,-12.17,256.0,6.0117930843262e-05,4.666666666666667e-05,459,51174,204800,800,0.0,0.05,3,4.666666666666667e-05,100000
445,-12.29,256.0,7.764370820950717e-05,4.666666666666667e-05,461,51430,205824,804,0.0,0.05,3,4.666666666666667e-05,100000
445,-12.3,256.0,3.2649608328938484e-05,4.666666666666667e-05,463,51686,206848,808,0.0,0.05,3,4.666666666666667e-05,100000
445,-12.45,256.0,7.983156683621928e-05,4.666666666666667e-05,466,51942,207872,812,0.0,0.05,3,4.666666666666667e-05,100000
445,-12.45,256.0,0.0011869049631059,4.666666666666667e-05,468,52198,208896,816,0.0,0.05,3,4.666666666666667e-05,100000
445,-12.42,256.0,2.1730340449721552e-05,4.666666666666667e-05,470,52454,209920,820,0.0,0.05,3,4.666666666666667e-05,100000
445,-12.49,256.0,6.518595182569697e-05,4.666666666666667e-05,473,52710,210944,824,0.0,0.05,3,4.666666666666667e-05,100000
445,-12.69,256.0,0.0007204409339465,4.666666666666667e-05,475,52966,211968,828,0.0,0.05,3,4.666666666666667e-05,100000
445,-12.71,256.0,7.846802327549085e-05,4.666666666666667e-05,477,53222,212992,832,0.0,0.05,3,4.666666666666667e-05,100000
445,-12.68,256.0,8.449616143479943e-05,4.666666666666667e-05,480,53478,214016,836,0.0,0.05,3,4.666666666666667e-05,100000
445,-12.63,256.0,7.052060391288251e-05,4.666666666666667e-05,482,53734,215040,840,0.0,0.05,3,4.666666666666667e-05,100000
445,-12.69,256.0,4.334869663580321e-05,4.666666666666667e-05,484,53990,216064,844,0.0,0.05,3,4.666666666666667e-05,100000
445,-12.86,256.0,0.000230436984566,4.666666666666667e-05,487,54246,217088,848,0.0,0.05,3,4.666666666666667e-05,100000
445,-13.02,256.0,1.7336586097371764e-05,4.666666666666667e-05,489,54502,218112,852,0.0,0.05,3,4.666666666666667e-05,100000
445,-13.0,256.0,6.042519089533016e-05,4.666666666666667e-05,492,54758,219136,856,0.0,0.05,3,4.666666666666667e-05,100000
445,-12.89,256.0,0.0002281979104736,4.666666666666667e-05,494,55014,220160,860,0.0,0.05,3,4.666666666666667e-05,100000
445,-13.09,256.0,0.0001080876827472,4.666666666666667e-05,496,55270,221184,864,0.0,0.05,3,4.666666666666667e-05,100000
445,-12.91,256.0,0.0001030860003083,4.666666666666667e-05,499,55526,222208,868,0.0,0.05,3,4.666666666666667e-05,100000
445,-12.86,256.0,9.946911450242624e-05,4.666666666666667e-05,501,55782,223232,872,0.0,0.05,3,4.666666666666667e-05,100000
445,-12.84,256.0,8.299115143017843e-05,4.666666666666667e-05,503,56038,224256,876,0.0,0.05,3,4.666666666666667e-05,100000
445,-13.05,256.0,0.001418937346898,4.666666666666667e-05,506,56294,225280,880,0.0,0.05,3,4.666666666666667e-05,100000
444,-13.16,256.0,0.0005971019272692,4.666666666666667e-05,508,56550,226304,884,0.0,0.05,3,4.666666666666667e-05,100000
444,-13.12,256.0,6.17007608525455e-05,4.666666666666667e-05,510,56806,227328,888,0.0,0.05,3,4.666666666666667e-05,100000
444,-13.19,256.0,0.0002404920087428,4.666666666666667e-05,513,57062,228352,892,0.0,0.05,3,4.666666666666667e-05,100000
444,-12.92,256.0,0.000725774327293,4.666666666666667e-05,515,57318,229376,896,0.0,0.05,3,4.666666666666667e-05,100000
444,-12.84,256.0,0.0002564291644375,4.666666666666667e-05,518,57574,230400,900,0.0,0.05,3,4.666666666666667e-05,100000
444,-12.81,256.0,8.778873598203063e-05,4.666666666666667e-05,520,57830,231424,904,0.0,0.05,3,4.666666666666667e-05,100000
444,-12.8,256.0,5.604829857475124e-05,4.666666666666667e-05,522,58086,232448,908,0.0,0.05,3,4.666666666666667e-05,100000
444,-12.67,256.0,4.9847541959024966e-05,4.666666666666667e-05,525,58342,233472,912,0.0,0.05,3,4.666666666666667e-05,100000
444,-12.8,256.0,0.0002045223372988,4.666666666666667e-05,527,58598,234496,916,0.0,0.05,3,4.666666666666667e-05,100000
444,-12.77,256.0,0.0009097451693378,4.666666666666667e-05,530,58854,235520,920,0.0,0.05,3,4.666666666666667e-05,100000
444,-12.85,256.0,0.0005241679027676,4.666666666666667e-05,532,59110,236544,924,0.0,0.05,3,4.666666666666667e-05,100000
444,-12.82,256.0,0.0058458503335714,4.666666666666667e-05,534,59366,237568,928,0.0,0.05,3,4.666666666666667e-05,100000
444,-12.89,256.0,7.601801917189732e-05,4.666666666666667e-05,537,59622,238592,932,0.0,0.05,3,4.666666666666667e-05,100000
443,-12.73,256.0,0.0001255544339073,4.666666666666667e-05,539,59878,239616,936,0.0,0.05,3,4.666666666666667e-05,100000
443,-12.8,256.0,0.0002194346743635,4.666666666666667e-05,542,60134,240640,940,0.0,0.05,3,4.666666666666667e-05,100000
443,-13.03,256.0,2.624378066684585e-05,4.666666666666667e-05,544,60390,241664,944,0.0,0.05,3,4.666666666666667e-05,100000
443,-13.0,256.0,0.000127879626234,4.666666666666667e-05,546,60646,242688,948,0.0,0.05,3,4.666666666666667e-05,100000
443,-12.93,256.0,0.0001091844897018,4.666666666666667e-05,549,60902,243712,952,0.0,0.05,3,4.666666666666667e-05,100000
443,-12.96,256.0,0.0005337918992154,4.666666666666667e-05,551,61158,244736,956,0.0,0.05,3,4.666666666666667e-05,100000
443,-13.16,256.0,0.0003559844335541,4.666666666666667e-05,553,61414,245760,960,0.0,0.05,3,4.666666666666667e-05,100000
443,-13.0,256.0,5.1532391807995737e-05,4.666666666666667e-05,556,61670,246784,964,0.0,0.05,3,4.666666666666667e-05,100000
443,-13.11,256.0,0.0007123072864487,4.666666666666667e-05,558,61926,247808,968,0.0,0.05,3,4.666666666666667e-05,100000
443,-12.97,256.0,0.0005951419007033,4.666666666666667e-05,560,62182,248832,972,0.0,0.05,3,4.666666666666667e-05,100000
443,-13.03,256.0,8.607209019828588e-05,4.666666666666667e-05,563,62438,249856,976,0.0,0.05,3,4.666666666666667e-05,100000
462,-199.25,256.0,0.077863872051239,2e-05,2,230,1024,4,0.0,0.980544,4,1.9999999999999998e-05,50000
514,-201.0,256.0,0.069477766752243,2e-05,3,486,2048,8,0.0,0.9610880000000002,4,1.9999999999999998e-05,50000
534,-200.25,256.0,0.0746164545416832,2e-05,5,742,3072,12,0.0,0.941632,4,1.9999999999999998e-05,50000
545,-198.625,256.0,0.0716607421636581,2e-05,7,998,4096,16,0.0,0.9221760000000002,4,1.9999999999999998e-05,50000
552,-196.8,256.0,0.0604119449853897,2e-05,9,1254,5120,20,0.0,0.9027199999999996,4,1.9999999999999998e-05,50000
557,-195.5,256.0,0.0506387501955032,2e-05,11,1510,6144,24,0.0,0.8832639999999998,4,1.9999999999999998e-05,50000
558,-193.8928571428571,256.0,0.0594665482640266,2e-05,12,1766,7168,28,0.0,0.8638079999999999,4,1.9999999999999998e-05,50000
559,-192.0,256.0,0.0494071692228317,2e-05,14,2022,8192,32,0.0,0.8443519999999999,4,1.9999999999999998e-05,50000
558,-189.61111111111111,256.0,0.0318307280540466,2e-05,16,2278,9216,36,0.0,0.824896,4,1.9999999999999998e-05,50000
558,-189.125,256.0,0.0413774698972702,2e-05,18,2534,10240,40,0.0,0.80544,4,1.9999999999999998e-05,50000
558,-187.6818181818182,256.0,0.0480014719069004,2e-05,20,2790,11264,44,0.0,0.785984,4,1.9999999999999998e-05,50000
557,-186.79166666666663,256.0,0.0448076613247394,2e-05,22,3046,12288,48,0.0,0.7665280000000001,4,1.9999999999999998e-05,50000
556,-185.53846153846155,256.0,0.0426835305988788,2e-05,23,3302,13312,52,0.0,0.7470720000000002,4,1.9999999999999998e-05,50000
554,-183.55357142857144,256.0,0.0505305156111717,2e-05,25,3558,14336,56,0.0,0.7276160000000003,4,1.9999999999999998e-05,50000
553,-181.96666666666667,256.0,0.035496674478054,2e-05,27,3814,15360,60,0.0,0.7081599999999998,4,1.9999999999999998e-05,50000
552,-180.71875,256.0,0.0319785922765731,2e-05,29,4070,16384,64,0.0,0.6887039999999998,4,1.9999999999999998e-05,50000
550,-178.60294117647058,256.0,0.0349557250738143,2e-05,31,4326,17408,68,0.0,0.6692479999999998,4,1.9999999999999998e-05,50000
548,-177.19444444444446,256.0,0.0471343472599983,2e-05,33,4582,18432,72,0.0,0.6497919999999999,4,1.9999999999999998e-05,50000
547,-175.21052631578948,256.0,0.0362701192498207,2e-05,35,4838,19456,76,0.0,0.630336,4,1.9999999999999998e-05,50000
545,-173.2875,256.0,0.0314938127994537,2e-05,37,5094,20480,80,0.0,0.6108800000000001,4,1.9999999999999998e-05,50000
544,-171.51190476190476,256.0,0.0395313166081905,2e-05,39,5350,21504,84,0.0,0.5914240000000002,4,1.9999999999999998e-05,50000
542,-169.375,256.0,0.0410120636224746,2e-05,41,5606,22528,88,0.0,0.5719680000000001,4,1.9999999999999998e-05,50000
541,-167.6195652173913,256.0,0.0459689460694789,2e-05,43,5862,23552,92,0.0,0.5525120000000002,4,1.9999999999999998e-05,50000
539,-165.83333333333334,256.0,0.0507471300661563,2e-05,45,6118,24576,96,0.0,0.5330560000000003,4,1.9999999999999998e-05,50000
538,-163.88,256.0,0.0352931693196296,2e-05,47,6374,25600,100,0.0,0.5135999999999998,4,1.9999999999999998e-05,50000
536,-160.87,256.0,0.0335461571812629,2e-05,49,6630,26624,104,0.0,0.4941439999999999,4,1.9999999999999998e-05,50000
534,-157.48,256.0,0.0276945382356643,2e-05,51,6886,27648,108,0.0,0.474688,4,1.9999999999999998e-05,50000
533,-154.34,256.0,0.038062073290348,2e-05,53,7142,28672,112,0.0,0.4552319999999999,4,1.9999999999999998e-05,50000
531,-150.63,256.0,0.0342625677585601,2e-05,55,7398,29696,116,0.0,0.435776,4,1.9999999999999998e-05,50000
529,-146.94,256.0,0.0316431336104869,2e-05,58,7654,30720,120,0.0,0.4163200000000001,4,1.9999999999999998e-05,50000
528,-143.43,256.0,0.0362445376813411,2e-05,60,7910,31744,124,0.0,0.3968640000000001,4,1.9999999999999998e-05,50000
525,-139.93,256.0,0.0378160588443279,2e-05,62,8166,32768,128,0.0,0.3774080000000002,4,1.9999999999999998e-05,50000
524,-135.99,256.0,0.0229036323726177,2e-05,64,8422,33792,132,0.0,0.3579520000000002,4,1.9999999999999998e-05,50000
522,-133.04,256.0,0.0422901362180709,2e-05,66,8678,34816,136,0.0,0.3384959999999998,4,1.9999999999999998e-05,50000
520,-128.54,256.0,0.0271436832845211,2e-05,68,8934,35840,140,0.0,0.3190400000000004,4,1.9999999999999998e-05,50000
519,-124.33,256.0,0.0209863781929016,2e-05,71,9190,36864,144,0.0,0.2995839999999999,4,1.9999999999999998e-05,50000
513,-120.0,256.0,0.021777780726552,2e-05,73,9446,37888,148,0.0,0.280128,4,1.9999999999999998e-05,50000
511,-115.48,256.0,0.0274145267903804,2e-05,76,9702,38912,152,0.0,0.260672,4,1.9999999999999998e-05,50000
507,-111.53,256.0,0.0255422368645668,2e-05,78,9958,39936,156,0.0,0.2412160000000001,4,1.9999999999999998e-05,50000
505,-107.24,256.0,0.0188837647438049,2e-05,81,10214,40960,160,0.0,0.2217600000000001,4,1.9999999999999998e-05,50000
503,-102.88,256.0,0.0158988237380981,2e-05,83,10470,41984,164,0.0,0.2023040000000002,4,1.9999999999999998e-05,50000
502,-98.97,256.0,0.0202703177928924,2e-05,85,10726,43008,168,0.0,0.1828480000000003,4,1.9999999999999998e-05,50000
500,-94.66,256.0,0.0236216504126787,2e-05,87,10982,44032,172,0.0,0.1633919999999998,4,1.9999999999999998e-05,50000
496,-90.3,256.0,0.0270019471645355,2e-05,90,11238,45056,176,0.0,0.1439360000000002,4,1.9999999999999998e-05,50000
494,-86.06,256.0,0.0269628521054983,2e-05,93,11494,46080,180,0.0,0.1244799999999998,4,1.9999999999999998e-05,50000
493,-81.98,256.0,0.0282440036535263,2e-05,95,11750,47104,184,0.0,0.1050239999999999,4,1.9999999999999998e-05,50000
490,-77.9,256.0,0.0144764008000493,2e-05,98,12006,48128,188,0.0,0.0855679999999999,4,1.9999999999999998e-05,50000
489,-73.34,256.0,0.0119995754212141,2e-05,100,12262,49152,192,0.0,0.066112,4,1.9999999999999998e-05,50000
487,-68.89,256.0,0.0207577161490917,2e-05,102,12518,50176,196,0.0,0.05,4,1.9999999999999998e-05,50000
486,-64.9,256.0,0.0184183157980442,2e-05,105,12774,51200,200,0.0,0.05,4,1.9999999999999998e-05,50000
485,-60.45,256.0,0.0122450087219476,2e-05,107,13030,52224,204,0.0,0.05,4,1.9999999999999998e-05,50000
484,-56.22,256.0,0.0193234235048294,2e-05,109,13286,53248,208,0.0,0.05,4,1.9999999999999998e-05,50000
482,-51.91,256.0,0.0126828094944357,2e-05,112,13542,54272,212,0.0,0.05,4,1.9999999999999998e-05,50000
481,-48.38,256.0,0.0159844793379306,2e-05,114,13798,55296,216,0.0,0.05,4,1.9999999999999998e-05,50000
480,-44.91,256.0,0.011220927350223,2e-05,117,14054,56320,220,0.0,0.05,4,1.9999999999999998e-05,50000
478,-41.23,256.0,0.013037116266787,2e-05,119,14310,57344,224,0.0,0.05,4,1.9999999999999998e-05,50000
476,-37.88,256.0,0.0078526800498366,2e-05,122,14566,58368,228,0.0,0.05,4,1.9999999999999998e-05,50000
476,-35.21,256.0,0.0088953943923115,2e-05,124,14822,59392,232,0.0,0.05,4,1.9999999999999998e-05,50000
475,-31.82,256.0,0.007699308451265,2e-05,127,15078,60416,236,0.0,0.05,4,1.9999999999999998e-05,50000
474,-29.38,256.0,0.0094429049640893,2e-05,129,15334,61440,240,0.0,0.05,4,1.9999999999999998e-05,50000
473,-27.18,256.0,0.0141243319958448,2e-05,131,15590,62464,244,0.0,0.05,4,1.9999999999999998e-05,50000
473,-24.9,256.0,0.0067166970111429,2e-05,134,15846,63488,248,0.0,0.05,4,1.9999999999999998e-05,50000
472,-23.03,256.0,0.0065388814546167,2e-05,136,16102,64512,252,0.0,0.05,4,1.9999999999999998e-05,50000
472,-21.28,256.0,0.009623747318983,2e-05,138,16358,65536,256,0.0,0.05,4,1.9999999999999998e-05,50000
471,-19.9,256.0,0.0100934784859418,2e-05,141,16614,66560,260,0.0,0.05,4,1.9999999999999998e-05,50000
470,-18.2,256.0,0.0040833372622728,2e-05,143,16870,67584,264,0.0,0.05,4,1.9999999999999998e-05,50000
470,-16.8,256.0,0.0075140604749321,2e-05,145,17126,68608,268,0.0,0.05,4,1.9999999999999998e-05,50000
469,-15.47,256.0,0.0036660160403698,2e-05,148,17382,69632,272,0.0,0.05,4,1.9999999999999998e-05,50000
469,-14.78,256.0,0.0068592587485909,2e-05,150,17638,70656,276,0.0,0.05,4,1.9999999999999998e-05,50000
468,-14.0,256.0,0.0025470326654613,2e-05,152,17894,71680,280,0.0,0.05,4,1.9999999999999998e-05,50000
468,-13.14,256.0,0.0023306601215153,2e-05,155,18150,72704,284,0.0,0.05,4,1.9999999999999998e-05,50000
467,-12.73,256.0,0.0055850739590823,2e-05,157,18406,73728,288,0.0,0.05,4,1.9999999999999998e-05,50000
467,-12.74,256.0,0.004129908978939,2e-05,160,18662,74752,292,0.0,0.05,4,1.9999999999999998e-05,50000
466,-12.77,256.0,0.0037195240147411,2e-05,162,18918,75776,296,0.0,0.05,4,1.9999999999999998e-05,50000
466,-12.54,256.0,0.002938135061413,2e-05,164,19174,76800,300,0.0,0.05,4,1.9999999999999998e-05,50000
465,-12.61,256.0,0.0027406523004174,2e-05,167,19430,77824,304,0.0,0.05,4,1.9999999999999998e-05,50000
465,-12.64,256.0,0.0005546754691749,2e-05,169,19686,78848,308,0.0,0.05,4,1.9999999999999998e-05,50000
464,-12.59,256.0,0.0019081986974924,2e-05,171,19942,79872,312,0.0,0.05,4,1.9999999999999998e-05,50000
464,-12.42,256.0,0.0013722197618335,2e-05,174,20198,80896,316,0.0,0.05,4,1.9999999999999998e-05,50000
463,-12.38,256.0,0.000643475097604,2e-05,176,20454,81920,320,0.0,0.05,4,1.9999999999999998e-05,50000
463,-12.55,256.0,0.0011917821830138,2e-05,178,20710,82944,324,0.0,0.05,4,1.9999999999999998e-05,50000
463,-12.35,256.0,0.0007170335738919,2e-05,181,20966,83968,328,0.0,0.05,4,1.9999999999999998e-05,50000
462,-12.58,256.0,0.0003021517768502,2e-05,183,21222,84992,332,0.0,0.05,4,1.9999999999999998e-05,50000
462,-12.51,256.0,0.0008747766260057,2e-05,185,21478,86016,336,0.0,0.05,4,1.9999999999999998e-05,50000
462,-12.49,256.0,0.0007609067251905,2e-05,188,21734,87040,340,0.0,0.05,4,1.9999999999999998e-05,50000
461,-12.49,256.0,0.0019360757432878,2e-05,190,21990,88064,344,0.0,0.05,4,1.9999999999999998e-05,50000
461,-12.46,256.0,0.0012440640712156,2e-05,193,22246,89088,348,0.0,0.05,4,1.9999999999999998e-05,50000
461,-12.46,256.0,0.0002137145638698,2e-05,195,22502,90112,352,0.0,0.05,4,1.9999999999999998e-05,50000
460,-12.41,256.0,0.0008375871693715,2e-05,197,22758,91136,356,0.0,0.05,4,1.9999999999999998e-05,50000
460,-12.07,256.0,5.746584793087095e-05,2e-05,200,23014,92160,360,0.0,0.05,4,1.9999999999999998e-05,50000
460,-12.22,256.0,0.0001363983028568,2e-05,202,23270,93184,364,0.0,0.05,4,1.9999999999999998e-05,50000
459,-12.22,256.0,0.0001910755236167,2e-05,204,23526,94208,368,0.0,0.05,4,1.9999999999999998e-05,50000
459,-12.23,256.0,7.777819701004773e-05,2e-05,207,23782,95232,372,0.0,0.05,4,1.9999999999999998e-05,50000
459,-12.31,256.0,0.0006293948972597,2e-05,209,24038,96256,376,0.0,0.05,4,1.9999999999999998e-05,50000
459,-12.37,256.0,3.571566048776731e-05,2e-05,211,24294,97280,380,0.0,0.05,4,1.9999999999999998e-05,50000
458,-12.32,256.0,8.27133480925113e-05,2e-05,214,24550,98304,384,0.0,0.05,4,1.9999999999999998e-05,50000
457,-12.35,256.0,0.0001742183667374,2e-05,217,24806,99328,388,0.0,0.05,4,1.9999999999999998e-05,50000
457,-12.31,256.0,8.866612188285217e-05,2e-05,219,25062,100352,392,0.0,0.05,4,1.9999999999999998e-05,50000
456,-12.29,256.0,1.601844087417703e-05,2e-05,221,25318,101376,396,0.0,0.05,4,1.9999999999999998e-05,50000
456,-12.3,256.0,0.0002628106740303,2e-05,224,25574,102400,400,0.0,0.05,4,1.9999999999999998e-05,50000
456,-12.34,256.0,0.0001201609484269,2e-05,226,25830,103424,404,0.0,0.05,4,1.9999999999999998e-05,50000
456,-12.31,256.0,4.482703297981061e-05,2e-05,228,26086,104448,408,0.0,0.05,4,1.9999999999999998e-05,50000
455,-12.39,256.0,4.945112959831022e-05,2e-05,231,26342,105472,412,0.0,0.05,4,1.9999999999999998e-05,50000
455,-12.51,256.0,0.0002542317961342,2e-05,233,26598,106496,416,0.0,0.05,4,1.9999999999999998e-05,50000
455,-12.91,256.0,0.0001554033224238,2e-05,236,26854,107520,420,0.0,0.05,4,1.9999999999999998e-05,50000
455,-12.91,256.0,5.0983526307391e-05,2e-05,238,27110,108544,424,0.0,0.05,4,1.9999999999999998e-05,50000
454,-13.08,256.0,2.790149846987333e-05,2e-05,240,27366,109568,428,0.0,0.05,4,1.9999999999999998e-05,50000
454,-12.79,256.0,7.658662798348814e-05,2e-05,243,27622,110592,432,0.0,0.05,4,1.9999999999999998e-05,50000
454,-12.94,256.0,9.71611007116735e-05,2e-05,245,27878,111616,436,0.0,0.05,4,1.9999999999999998e-05,50000
454,-13.07,256.0,0.0001611553307157,2e-05,248,28134,112640,440,0.0,0.05,4,1.9999999999999998e-05,50000
453,-12.96,256.0,0.0004407306259963,2e-05,250,28390,113664,444,0.0,0.05,4,1.9999999999999998e-05,50000
453,-12.94,256.0,1.7251717508770525e-05,2e-05,252,28646,114688,448,0.0,0.05,4,1.9999999999999998e-05,50000
453,-12.94,256.0,7.570861635031179e-05,2e-05,255,28902,115712,452,0.0,0.05,4,1.9999999999999998e-05,50000
453,-12.95,256.0,2.5332676159450784e-05,2e-05,257,29158,116736,456,0.0,0.05,4,1.9999999999999998e-05,50000
453,-13.24,256.0,6.796367961214855e-05,2e-05,259,29414,117760,460,0.0,0.05,4,1.9999999999999998e-05,50000
452,-13.15,256.0,0.0001529402507003,2e-05,262,29670,118784,464,0.0,0.05,4,1.9999999999999998e-05,50000
452,-13.33,256.0,7.022388308541849e-05,2e-05,264,29926,119808,468,0.0,0.05,4,1.9999999999999998e-05,50000
452,-13.56,256.0,9.423393930774182e-05,2e-05,267,30182,120832,472,0.0,0.05,4,1.9999999999999998e-05,50000
451,-13.35,256.0,2.504581425455399e-05,2e-05,270,30438,121856,476,0.0,0.05,4,1.9999999999999998e-05,50000
450,-13.46,256.0,0.0019500323105603,2e-05,272,30694,122880,480,0.0,0.05,4,1.9999999999999998e-05,50000
