time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,train/loss,train/learning_rate,time/time_elapsed,train/n_updates,time/total_timesteps,time/episodes,rollout/success_rate,rollout/exploration_rate,phase,phase_learning_rate,phase_buffer_size
450,-13.43,256.0,2.737594513746444e-05,2e-05,275,30950,123904,484,0.0,0.05,4,1.9999999999999998e-05,50000
449,-13.28,256.0,0.0001250398636329,2e-05,277,31206,124928,488,0.0,0.05,4,1.9999999999999998e-05,50000
449,-13.1,256.0,4.210893530398607e-05,2e-05,280,31462,125952,492,0.0,0.05,4,1.9999999999999998e-05,50000
449,-13.04,256.0,8.599506691098213e-05,2e-05,282,31718,126976,496,0.0,0.05,4,1.9999999999999998e-05,50000
449,-13.09,256.0,0.0004907824913971,2e-05,285,31974,128000,500,0.0,0.05,4,1.9999999999999998e-05,50000
448,-12.94,256.0,6.623499211855233e-05,2e-05,287,32230,129024,504,0.0,0.05,4,1.9999999999999998e-05,50000
448,-13.01,256.0,0.000332455150783,2e-05,289,32486,130048,508,0.0,0.05,4,1.9999999999999998e-05,50000
448,-13.06,256.0,1.5761808754177764e-05,2e-05,292,32742,131072,512,0.0,0.05,4,1.9999999999999998e-05,50000
447,-13.06,256.0,0.0006995233707129,2e-05,295,32998,132096,516,0.0,0.05,4,1.9999999999999998e-05,50000
447,-12.88,256.0,2.655501702975016e-05,2e-05,297,33254,133120,520,0.0,0.05,4,1.9999999999999998e-05,50000
447,-12.82,256.0,7.794630073476583e-05,2e-05,300,33510,134144,524,0.0,0.05,4,1.9999999999999998e-05,50000
446,-12.88,256.0,4.346478817751631e-05,2e-05,302,33766,135168,528,0.0,0.05,4,1.9999999999999998e-05,50000
446,-12.83,256.0,9.727290307637304e-05,2e-05,304,34022,136192,532,0.0,0.05,4,1.9999999999999998e-05,50000
446,-12.74,256.0,4.0201608499046415e-05,2e-05,307,34278,137216,536,0.0,0.05,4,1.9999999999999998e-05,50000
446,-12.63,256.0,0.0001514180476078,2e-05,309,34534,138240,540,0.0,0.05,4,1.9999999999999998e-05,50000
446,-12.83,256.0,5.243826672085561e-05,2e-05,311,34790,139264,544,0.0,0.05,4,1.9999999999999998e-05,50000
446,-12.9,256.0,3.096414002357051e-05,2e-05,314,35046,140288,548,0.0,0.05,4,1.9999999999999998e-05,50000
446,-12.81,256.0,6.558385939570144e-05,2e-05,316,35302,141312,552,0.0,0.05,4,1.9999999999999998e-05,50000
446,-12.76,256.0,0.0001834637951105,2e-05,319,35558,142336,556,0.0,0.05,4,1.9999999999999998e-05,50000
445,-12.63,256.0,6.655356264673173e-05,2e-05,321,35814,143360,560,0.0,0.05,4,1.9999999999999998e-05,50000
445,-12.56,256.0,5.72293320146855e-05,2e-05,324,36070,144384,564,0.0,0.05,4,1.9999999999999998e-05,50000
445,-12.38,256.0,3.035274130525067e-05,2e-05,326,36326,145408,568,0.0,0.05,4,1.9999999999999998e-05,50000
444,-12.24,256.0,5.369140853872523e-05,2e-05,329,36582,146432,572,0.0,0.05,4,1.9999999999999998e-05,50000
444,-12.46,256.0,3.863437086693011e-05,2e-05,331,36838,147456,576,0.0,0.05,4,1.9999999999999998e-05,50000
444,-12.32,256.0,9.666945697972552e-05,2e-05,334,37094,148480,580,0.0,0.05,4,1.9999999999999998e-05,50000
443,-12.47,256.0,3.688304786919616e-05,2e-05,336,37350,149504,584,0.0,0.05,4,1.9999999999999998e-05,50000
443,-12.61,256.0,2.5115205062320456e-05,2e-05,339,37606,150528,588,0.0,0.05,4,1.9999999999999998e-05,50000
443,-12.61,256.0,3.55561169271823e-05,2e-05,341,37862,151552,592,0.0,0.05,4,1.9999999999999998e-05,50000
443,-12.6,256.0,4.7701971197966486e-05,2e-05,344,38118,152576,596,0.0,0.05,4,1.9999999999999998e-05,50000
443,-12.61,256.0,9.013535600388424e-05,2e-05,346,38374,153600,600,0.0,0.05,4,1.9999999999999998e-05,50000
442,-12.55,256.0,1.917901863635052e-05,2e-05,349,38630,154624,604,0.0,0.05,4,1.9999999999999998e-05,50000
442,-12.37,256.0,6.861652218503878e-05,2e-05,351,38886,155648,608,0.0,0.05,4,1.9999999999999998e-05,50000
442,-12.24,256.0,1.700392022030428e-05,2e-05,354,39142,156672,612,0.0,0.05,4,1.9999999999999998e-05,50000
441,-12.3,256.0,7.907291001174599e-05,2e-05,357,39398,157696,616,0.0,0.05,4,1.9999999999999998e-05,50000
441,-12.25,256.0,9.157236490864308e-05,2e-05,359,39654,158720,620,0.0,0.05,4,1.9999999999999998e-05,50000
441,-12.39,256.0,2.21895934373606e-05,2e-05,362,39910,159744,624,0.0,0.05,4,1.9999999999999998e-05,50000
441,-12.16,256.0,6.748170562786981e-05,2e-05,364,40166,160768,628,0.0,0.05,4,1.9999999999999998e-05,50000
440,-12.29,256.0,2.0883117031189613e-05,2e-05,367,40422,161792,632,0.0,0.05,4,1.9999999999999998e-05,50000
440,-12.34,256.0,0.0001364072668366,2e-05,369,40678,162816,636,0.0,0.05,4,1.9999999999999998e-05,50000
440,-12.41,256.0,8.20421046228148e-05,2e-05,372,40934,163840,640,0.0,0.05,4,1.9999999999999998e-05,50000
440,-12.18,256.0,0.0001323842734564,2e-05,374,41190,164864,644,0.0,0.05,4,1.9999999999999998e-05,50000
440,-12.31,256.0,2.8592379749170505e-05,2e-05,376,41446,165888,648,0.0,0.05,4,1.9999999999999998e-05,50000
440,-12.55,256.0,8.774411253398284e-05,2e-05,379,41702,166912,652,0.0,0.05,4,1.9999999999999998e-05,50000
440,-12.49,256.0,0.0001329373189946,2e-05,381,41958,167936,656,0.0,0.05,4,1.9999999999999998e-05,50000
439,-12.41,256.0,4.291033837944269e-05,2e-05,384,42214,168960,660,0.0,0.05,4,1.9999999999999998e-05,50000
439,-12.62,256.0,2.3662174498895183e-05,2e-05,386,42470,169984,664,0.0,0.05,4,1.9999999999999998e-05,50000
439,-12.75,256.0,1.4160233149596024e-05,2e-05,389,42726,171008,668,0.0,0.05,4,1.9999999999999998e-05,50000
438,-12.62,256.0,5.733271973440424e-05,2e-05,391,42982,172032,672,0.0,0.05,4,1.9999999999999998e-05,50000
438,-12.45,256.0,9.30737005546689e-05,2e-05,394,43238,173056,676,0.0,0.05,4,1.9999999999999998e-05,50000
438,-12.33,256.0,0.0001444102817913,2e-05,397,43494,174080,680,0.0,0.05,4,1.9999999999999998e-05,50000
437,-12.36,256.0,0.0001385372597724,2e-05,399,43750,175104,684,0.0,0.05,4,1.9999999999999998e-05,50000
437,-12.47,256.0,8.39011772768572e-05,2e-05,402,44006,176128,688,0.0,0.05,4,1.9999999999999998e-05,50000
437,-12.66,256.0,4.899841223959811e-05,2e-05,405,44262,177152,692,0.0,0.05,4,1.9999999999999998e-05,50000
437,-12.7,256.0,4.1368522943230346e-05,2e-05,407,44518,178176,696,0.0,0.05,4,1.9999999999999998e-05,50000
436,-12.56,256.0,0.0002283392386743,2e-05,410,44774,179200,700,0.0,0.05,4,1.9999999999999998e-05,50000
436,-12.61,256.0,3.41098420904018e-05,2e-05,412,45030,180224,704,0.0,0.05,4,1.9999999999999998e-05,50000
436,-12.68,256.0,2.731341010075994e-05,2e-05,415,45286,181248,708,0.0,0.05,4,1.9999999999999998e-05,50000
436,-12.82,256.0,0.0005195018602535,2e-05,417,45542,182272,712,0.0,0.05,4,1.9999999999999998e-05,50000
436,-12.72,256.0,3.3807755244197324e-05,2e-05,420,45798,183296,716,0.0,0.05,4,1.9999999999999998e-05,50000
436,-12.65,256.0,4.667669418267906e-05,2e-05,422,46054,184320,720,0.0,0.05,4,1.9999999999999998e-05,50000
436,-12.58,256.0,2.658487210283056e-05,2e-05,425,46310,185344,724,0.0,0.05,4,1.9999999999999998e-05,50000
435,-12.8,256.0,0.0001313682587351,2e-05,427,46566,186368,728,0.0,0.05,4,1.9999999999999998e-05,50000
435,-12.66,256.0,3.82245889340993e-05,2e-05,430,46822,187392,732,0.0,0.05,4,1.9999999999999998e-05,50000
435,-12.6,256.0,2.202387622673996e-05,2e-05,432,47078,188416,736,0.0,0.05,4,1.9999999999999998e-05,50000
435,-12.66,256.0,5.0014725275104865e-05,2e-05,435,47334,189440,740,0.0,0.05,4,1.9999999999999998e-05,50000
435,-12.63,256.0,2.0674942788900807e-05,2e-05,437,47590,190464,744,0.0,0.05,4,1.9999999999999998e-05,50000
434,-12.51,256.0,2.4597782612545416e-05,2e-05,440,47846,191488,748,0.0,0.05,4,1.9999999999999998e-05,50000
434,-12.47,256.0,6.484919140348211e-05,2e-05,442,48102,192512,752,0.0,0.05,4,1.9999999999999998e-05,50000
434,-12.43,256.0,0.0005753416917286,2e-05,445,48358,193536,756,0.0,0.05,4,1.9999999999999998e-05,50000
434,-12.5,256.0,4.3360421841498464e-05,2e-05,447,48614,194560,760,0.0,0.05,4,1.9999999999999998e-05,50000
434,-12.32,256.0,4.1664512536954135e-05,2e-05,450,48870,195584,764,0.0,0.05,4,1.9999999999999998e-05,50000
434,-12.09,256.0,3.519168240018189e-05,2e-05,452,49126,196608,768,0.0,0.05,4,1.9999999999999998e-05,50000
434,-12.13,256.0,0.0002180579467676,2e-05,454,49382,197632,772,0.0,0.05,4,1.9999999999999998e-05,50000
434,-12.23,256.0,0.000290199794108,2e-05,457,49638,198656,776,0.0,0.05,4,1.9999999999999998e-05,50000
434,-12.46,256.0,2.460748510202393e-05,2e-05,459,49894,199680,780,0.0,0.05,4,1.9999999999999998e-05,50000
434,-12.27,256.0,0.0001010059713735,2e-05,462,50150,200704,784,0.0,0.05,4,1.9999999999999998e-05,50000
434,-12.05,256.0,3.215790638932958e-05,2e-05,464,50406,201728,788,0.0,0.05,4,1.9999999999999998e-05,50000
434,-11.94,256.0,2.9402366635622457e-05,2e-05,467,50662,202752,792,0.0,0.05,4,1.9999999999999998e-05,50000
433,-11.89,256.0,9.476776904193684e-05,2e-05,469,50918,203776,796,0.0,0.05,4,1.9999999999999998e-05,50000
433,-11.98,256.0,6.816256063757464e-05,2e-05,472,51174,204800,800,0.0,0.05,4,1.9999999999999998e-05,50000
433,-11.96,256.0,1.939212961588055e-05,2e-05,474,51430,205824,804,0.0,0.05,4,1.9999999999999998e-05,50000
433,-11.95,256.0,4.0165145037462935e-05,2e-05,477,51686,206848,808,0.0,0.05,4,1.9999999999999998e-05,50000
433,-11.75,256.0,5.762584987678565e-05,2e-05,479,51942,207872,812,0.0,0.05,4,1.9999999999999998e-05,50000
433,-11.77,256.0,0.0009493331890553,2e-05,481,52198,208896,816,0.0,0.05,4,1.9999999999999998e-05,50000
433,-11.86,256.0,5.906392834731378e-05,2e-05,484,52454,209920,820,0.0,0.05,4,1.9999999999999998e-05,50000
433,-11.89,256.0,2.1241932699922472e-05,2e-05,487,52710,210944,824,0.0,0.05,4,1.9999999999999998e-05,50000
432,-11.9,256.0,0.0003233910247217,2e-05,489,52966,211968,828,0.0,0.05,4,1.9999999999999998e-05,50000
432,-11.93,256.0,6.339087849482894e-05,2e-05,492,53222,212992,832,0.0,0.05,4,1.9999999999999998e-05,50000
432,-12.07,256.0,0.0002462996053509,2e-05,494,53478,214016,836,0.0,0.05,4,1.9999999999999998e-05,50000
432,-11.95,256.0,0.0001134637859649,2e-05,497,53734,215040,840,0.0,0.05,4,1.9999999999999998e-05,50000
432,-11.97,256.0,0.0001107203643186,2e-05,499,53990,216064,844,0.0,0.05,4,1.9999999999999998e-05,50000
432,-12.04,256.0,4.2089905036846176e-05,2e-05,501,54246,217088,848,0.0,0.05,4,1.9999999999999998e-05,50000
432,-11.98,256.0,8.162636368069798e-05,2e-05,504,54502,218112,852,0.0,0.05,4,1.9999999999999998e-05,50000
432,-12.02,256.0,5.640589370159432e-05,2e-05,506,54758,219136,856,0.0,0.05,4,1.9999999999999998e-05,50000
432,-12.05,256.0,7.424786599585786e-05,2e-05,508,55014,220160,860,0.0,0.05,4,1.9999999999999998e-05,50000
432,-12.01,256.0,2.7337047868059017e-05,2e-05,511,55270,221184,864,0.0,0.05,4,1.9999999999999998e-05,50000
432,-12.23,256.0,7.02122924849391e-05,2e-05,514,55526,222208,868,0.0,0.05,4,1.9999999999999998e-05,50000
431,-12.09,256.0,7.153851765906438e-05,2e-05,517,55782,223232,872,0.0,0.05,4,1.9999999999999998e-05,50000
431,-12.09,256.0,3.353109786985442e-05,2e-05,520,56038,224256,876,0.0,0.05,4,1.9999999999999998e-05,50000
431,-12.11,256.0,0.0001242461439687,2e-05,522,56294,225280,880,0.0,0.05,4,1.9999999999999998e-05,50000
430,-12.13,256.0,1.814279312384315e-05,2e-05,525,56550,226304,884,0.0,0.05,4,1.9999999999999998e-05,50000
430,-12.11,256.0,3.7531735870288685e-05,2e-05,527,56806,227328,888,0.0,0.05,4,1.9999999999999998e-05,50000
430,-12.02,256.0,3.3682612411212176e-05,2e-05,530,57062,228352,892,0.0,0.05,4,1.9999999999999998e-05,50000
430,-12.0,256.0,4.330223237047903e-05,2e-05,532,57318,229376,896,0.0,0.05,4,1.9999999999999998e-05,50000
430,-11.96,256.0,2.675371251825709e-05,2e-05,535,57574,230400,900,0.0,0.05,4,1.9999999999999998e-05,50000
430,-11.96,256.0,0.0005380164366215,2e-05,537,57830,231424,904,0.0,0.05,4,1.9999999999999998e-05,50000
430,-12.19,256.0,4.021897620987147e-05,2e-05,539,58086,232448,908,0.0,0.05,4,1.9999999999999998e-05,50000
430,-12.12,256.0,1.5900050129857846e-05,2e-05,542,58342,233472,912,0.0,0.05,4,1.9999999999999998e-05,50000
430,-12.22,256.0,3.068173100473359e-05,2e-05,544,58598,234496,916,0.0,0.05,4,1.9999999999999998e-05,50000
430,-12.25,256.0,2.573152960394509e-05,2e-05,546,58854,235520,920,0.0,0.05,4,1.9999999999999998e-05,50000
430,-12.06,256.0,6.221188959898427e-05,2e-05,549,59110,236544,924,0.0,0.05,4,1.9999999999999998e-05,50000
430,-12.09,256.0,0.000169690392795,2e-05,551,59366,237568,928,0.0,0.05,4,1.9999999999999998e-05,50000
430,-12.09,256.0,5.303050056681968e-05,2e-05,554,59622,238592,932,0.0,0.05,4,1.9999999999999998e-05,50000
430,-11.99,256.0,4.2827286961255595e-05,2e-05,556,59878,239616,936,0.0,0.05,4,1.9999999999999998e-05,50000
430,-12.09,256.0,3.6755951441591606e-05,2e-05,559,60134,240640,940,0.0,0.05,4,1.9999999999999998e-05,50000
430,-12.15,256.0,2.4361668693018142e-05,2e-05,561,60390,241664,944,0.0,0.05,4,1.9999999999999998e-05,50000
430,-12.05,256.0,9.459521243115888e-05,2e-05,564,60646,242688,948,0.0,0.05,4,1.9999999999999998e-05,50000
430,-12.06,256.0,5.9082543884869665e-05,2e-05,566,60902,243712,952,0.0,0.05,4,1.9999999999999998e-05,50000
430,-12.31,256.0,1.5427889593411237e-05,2e-05,568,61158,244736,956,0.0,0.05,4,1.9999999999999998e-05,50000
430,-12.3,256.0,0.0002282541681779,2e-05,571,61414,245760,960,0.0,0.05,4,1.9999999999999998e-05,50000
430,-12.35,256.0,3.4235985367558897e-05,2e-05,573,61670,246784,964,0.0,0.05,4,1.9999999999999998e-05,50000
430,-12.5,256.0,8.766922837821767e-05,2e-05,576,61926,247808,968,0.0,0.05,4,1.9999999999999998e-05,50000
430,-12.74,256.0,0.0002418894146103,2e-05,578,62182,248832,972,0.0,0.05,4,1.9999999999999998e-05,50000
430,-12.78,256.0,6.859240238554776e-05,2e-05,580,62438,249856,976,0.0,0.05,4,1.9999999999999998e-05,50000
