epoch,train_loss,val_loss,val_accuracy,val_macro_f1
1,0.6399138341106464,0.2893663745618124,0.9251870324189526,0.9298471144291124
2,0.27200433135712876,0.1845013966113453,0.9526184538653366,0.9555068192866312
3,0.038125957616524486,0.015001892917715974,0.9950124688279302,0.9925530981067769
4,0.005534970101245418,0.010814457996310983,0.9966749792186201,0.9959148921183466
5,0.004286986871871774,0.02135047707089292,0.9958437240232751,0.9943044239656768
6,0.006687747418366309,0.022091104436413878,0.9941812136325852,0.9922531945811807
7,0.0053925263558327755,0.009276232371540133,0.9966749792186201,0.9944948569308381
