r,l,t,is_success,dead_loop_events,wall_collision_count
-195.0,256,1.172607,0.0,208.0,61.0
-192.0,256,1.599247,0.0,234.0,64.0
-211.0,256,2.026896,0.0,225.0,41.0
-203.0,256,2.457386,0.0,209.0,49.0
-189.0,256,2.879148,0.0,234.0,67.0
-193.0,256,3.305726,0.0,234.0,63.0
-213.0,256,3.732203,0.0,231.0,43.0
-199.0,256,4.158275,0.0,234.0,57.0
-210.0,256,4.57996,0.0,208.0,46.0
-205.0,256,5.00554,0.0,144.0,49.0
-190.0,256,5.434999,0.0,234.0,66.0
-194.0,256,5.864755,0.0,234.0,60.0
-185.0,256,6.290649,0.0,228.0,71.0
-190.0,256,6.727834,0.0,221.0,66.0
-191.0,256,7.152229,0.0,176.0,63.0
-187.0,256,7.582311,0.0,233.0,69.0
-200.0,256,8.015599,0.0,217.0,56.0
-200.0,256,8.443504,0.0,194.0,52.0
-199.0,256,8.881321,0.0,191.0,55.0
-180.0,256,9.312706,0.0,198.0,76.0
-200.0,256,9.748342,0.0,211.0,56.0
-182.0,256,10.182342,0.0,234.0,72.0
-186.0,256,10.617753,0.0,222.0,70.0
-199.0,256,11.046853,0.0,214.0,57.0
-202.0,256,11.487083,0.0,129.0,50.0
-183.0,256,11.929601,0.0,198.0,71.0
-181.0,256,12.367283,0.0,195.0,75.0
-210.0,256,12.811273,0.0,138.0,42.0
-187.0,256,13.251326,0.0,199.0,69.0
-203.0,256,13.687066,0.0,222.0,53.0
-195.0,256,14.129771,0.0,216.0,61.0
-178.0,256,14.575755,0.0,213.0,78.0
-186.0,256,15.014938,0.0,221.0,70.0
-175.0,256,15.469104,0.0,219.0,77.0
-195.0,256,15.91719,0.0,188.0,61.0
-188.0,256,16.362819,0.0,194.0,64.0
-169.0,256,16.812091,0.0,230.0,85.0
-184.0,256,17.255169,0.0,208.0,72.0
-172.0,256,17.708847,0.0,234.0,84.0
-177.0,256,18.157372,0.0,234.0,79.0
-167.0,256,18.609717,0.0,198.0,87.0
-165.0,256,19.064188,0.0,210.0,89.0
-167.0,256,19.518457,0.0,234.0,89.0
-162.0,256,19.964486,0.0,227.0,94.0
-170.0,256,20.417994,0.0,192.0,86.0
-191.0,256,20.871714,0.0,163.0,65.0
-162.0,256,21.329127,0.0,234.0,92.0
-166.0,256,21.784137,0.0,229.0,90.0
-180.0,256,22.23504,0.0,222.0,76.0
-178.0,256,22.691909,0.0,234.0,76.0
-166.0,256,23.137173,0.0,222.0,90.0
-157.0,256,23.594997,0.0,230.0,99.0
-166.0,256,24.054044,0.0,234.0,90.0
