r,l,t,is_success,dead_loop_events,wall_collision_count
-213.8,256,1.441905,0.0,157.0,47.0
-205.8,256,2.321895,0.0,216.0,51.0
-204.8,256,3.202761,0.0,203.0,48.0
-195.0,256,4.086216,0.0,231.0,55.0
-194.8,256,4.979061,0.0,234.0,60.0
-208.8,256,5.868569,0.0,234.0,52.0
-205.4,256,6.760364,0.0,217.0,49.0
-206.8,256,7.654075,0.0,224.0,48.0
-202.6,256,9.159637,0.0,203.0,57.0
-189.6,256,10.057325,0.0,214.0,66.0
-178.0,256,10.953656,0.0,217.0,72.0
-189.6,256,11.849864,0.0,209.0,65.0
-182.2,256,12.759345,0.0,216.0,71.0
-192.8,256,13.659308,0.0,222.0,78.0
-167.0,256,14.555627,0.0,231.0,89.0
-187.0,256,15.452805,0.0,213.0,64.0
-173.8,256,16.800523,0.0,232.0,97.0
-172.2,256,17.704093,0.0,197.0,74.0
-163.0,256,18.611434,0.0,170.0,96.0
-160.0,256,19.516241,0.0,201.0,92.0
-199.0,256,20.42245,0.0,191.0,57.0
-179.0,256,21.335983,0.0,203.0,85.0
-177.0,256,22.239292,0.0,203.0,76.0
-161.2,256,23.143686,0.0,211.0,84.0
-141.0,256,24.491439,0.0,205.0,110.0
-176.2,256,25.394568,0.0,143.0,77.0
-163.2,256,26.299111,0.0,175.0,99.0
-128.4,256,27.204754,0.0,234.0,124.0
-118.8,256,28.110575,0.0,225.0,136.0
-139.2,256,29.019622,0.0,221.0,110.0
-150.4,256,29.928513,0.0,148.0,95.0
-140.2,256,30.837976,0.0,210.0,109.0
-118.0,256,32.242695,0.0,209.0,127.0
-135.0,256,33.149963,0.0,196.0,121.0
-158.0,256,34.056579,0.0,163.0,114.0
-118.8,256,34.966054,0.0,205.0,144.0
-125.0,256,35.875956,0.0,154.0,112.0
-120.6,256,36.784612,0.0,127.0,124.0
-160.4,256,37.689786,0.0,112.0,98.0
-131.0,256,38.593164,0.0,187.0,132.0
-112.4,256,40.004811,0.0,197.0,156.0
-126.6,256,40.91217,0.0,122.0,123.0
-112.0,256,41.818858,0.0,204.0,141.0
20.6,191,42.494786,1.0,138.0,98.0
-87.4,256,43.414608,0.0,162.0,151.0
-100.2,256,44.344574,0.0,99.0,149.0
-105.8,256,45.359931,0.0,171.0,139.0
-101.0,256,46.302972,0.0,169.0,141.0
-106.0,256,47.765028,0.0,149.0,155.0
-89.0,256,48.705135,0.0,135.0,158.0
-93.4,256,49.632517,0.0,200.0,165.0
-75.6,256,50.5675,0.0,170.0,166.0
26.6,205,51.321939,1.0,106.0,110.0
-87.2,256,52.266384,0.0,214.0,162.0
-99.8,256,53.201359,0.0,136.0,153.0
-105.4,256,54.136899,0.0,189.0,158.0
-89.6,256,55.561422,0.0,155.0,161.0
-126.4,256,56.497341,0.0,139.0,158.0
-84.4,256,57.430281,0.0,195.0,180.0
-99.8,256,58.369755,0.0,110.0,163.0
-64.8,256,59.297876,0.0,225.0,197.0
-60.8,256,60.235142,0.0,188.0,181.0
-65.8,256,61.164053,0.0,234.0,189.0
-80.6,256,62.093312,0.0,178.0,163.0
-69.4,256,63.553967,0.0,196.0,175.0
-32.2,256,64.483924,0.0,234.0,218.0
-55.6,256,65.413648,0.0,234.0,192.0
-91.0,256,66.342743,0.0,146.0,173.0
-77.4,256,67.278625,0.0,195.0,191.0
-91.6,256,68.210566,0.0,143.0,170.0
-52.6,256,69.149849,0.0,200.0,208.0
-75.8,256,70.073364,0.0,128.0,179.0
-40.4,256,71.51514,0.0,234.0,212.0
-50.8,256,72.45643,0.0,182.0,200.0
-63.4,256,73.389092,0.0,230.0,197.0
-42.8,256,74.341731,0.0,215.0,209.0
-40.4,256,75.265641,0.0,234.0,214.0
-57.0,256,76.194418,0.0,164.0,192.0
-78.4,256,77.134534,0.0,175.0,184.0
-38.4,256,78.06996,0.0,233.0,212.0
-61.0,256,79.510302,0.0,154.0,197.0
-51.8,256,80.43996,0.0,196.0,205.0
-36.6,256,81.419916,0.0,214.0,219.0
-13.8,256,82.358687,0.0,234.0,234.0
-33.8,256,83.312475,0.0,234.0,221.0
-37.2,256,84.242414,0.0,226.0,222.0
-65.0,256,85.190882,0.0,219.0,200.0
-55.0,256,86.12572,0.0,171.0,201.0
-29.0,256,87.570983,0.0,234.0,235.0
-39.6,256,88.515135,0.0,216.0,220.0
-66.4,256,89.453914,0.0,142.0,188.0
-36.2,256,90.384968,0.0,164.0,210.0
-34.0,256,91.312704,0.0,233.0,224.0
-35.8,256,92.25463,0.0,210.0,227.0
-45.0,256,93.197248,0.0,184.0,209.0
-35.4,256,94.132576,0.0,233.0,226.0
-13.6,256,95.565252,0.0,234.0,238.0
-15.8,256,96.498337,0.0,234.0,239.0
-28.8,256,97.435517,0.0,202.0,234.0
-26.2,256,98.387376,0.0,208.0,227.0
-9.8,256,99.33226,0.0,211.0,227.0
-38.0,256,100.277381,0.0,233.0,228.0
-24.0,256,101.216552,0.0,234.0,240.0
-37.6,256,102.160734,0.0,212.0,225.0
-44.2,256,103.535346,0.0,180.0,215.0
-10.4,256,104.467049,0.0,233.0,238.0
-25.0,256,105.397715,0.0,196.0,231.0
-14.0,256,106.336906,0.0,234.0,242.0
-23.6,256,107.271521,0.0,186.0,217.0
-22.2,256,108.194826,0.0,233.0,228.0
-15.8,256,109.125951,0.0,234.0,243.0
-18.0,256,110.063294,0.0,234.0,240.0
-9.8,256,111.495566,0.0,221.0,237.0
-26.8,256,112.433778,0.0,212.0,234.0
-15.4,256,113.375235,0.0,234.0,237.0
-21.8,256,114.313876,0.0,212.0,235.0
-21.2,256,115.249897,0.0,210.0,225.0
-12.0,256,116.188473,0.0,210.0,236.0
0.4,256,117.119052,0.0,212.0,239.0
-18.6,256,118.046472,0.0,201.0,231.0
-23.0,256,119.483496,0.0,234.0,243.0
-16.0,256,120.416191,0.0,233.0,240.0
-7.0,256,121.347518,0.0,215.0,240.0
-26.0,256,122.279108,0.0,220.0,238.0
-15.2,256,123.217062,0.0,212.0,246.0
-8.8,256,124.155244,0.0,234.0,243.0
-13.0,256,125.091327,0.0,195.0,237.0
-14.4,256,126.035136,0.0,227.0,237.0
-31.0,256,127.477787,0.0,231.0,239.0
-0.4,256,128.408609,0.0,233.0,248.0
