rollout/ep_rew_mean,rollout/success_rate,time/total_timesteps,time/time_elapsed,time/iterations,time/fps,rollout/ep_len_mean,train/value_loss,train/n_updates,train/approx_kl,train/clip_fraction,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/loss,train/entropy_loss,train/clip_range,phase,phase_learning_rate_start,phase_learning_rate_end
-7.4,0.0,45056,175,22,256,256.0,0.1892939584096893,210.0,2.5922054e-05,0.000390625,0.0002892479999999,0.6532602310180664,-0.0005836015974637,0.0330707468092441,-0.0049984201497863,0.2,1,0.0003,5e-05
-5.63,0.0,47104,183,23,256,256.0,0.068957732594572,220.0,-2.73576e-08,0.0,0.0002887359999999,0.8686869144439697,-1.856125891208649e-07,0.0133461020886898,-0.005164369312115,0.2,1,0.0003,5e-05
-5.08,0.0,49152,191,24,256,256.0,0.295683266595006,230.0,6.220487e-05,0.001025390625,0.0002882239999999,0.4193381071090698,-0.0010629045020323,0.1926456093788147,-0.0040571405552327,0.2,1,0.0003,5e-05
-4.13,0.0,51200,199,25,256,256.0,0.1249280005518812,240.0,-2.9802322e-08,0.0,0.0002877119999999,0.0139991641044616,-2.6077032089233393e-09,0.0459595210850238,-0.003917397634359,0.2,1,0.0003,5e-05
-3.86,0.0,53248,207,26,256,256.0,0.1350853276497218,250.0,-2.2118911e-08,0.0,0.0002871999999999,0.5679600834846497,-2.307118847966194e-06,0.058473851531744,-0.0044351994700264,0.2,1,0.0003,5e-05
-3.49,0.0,55296,216,27,255,256.0,0.2201292495243251,260.0,3.2353448e-05,0.000341796875,0.0002866879999999,0.2375422120094299,-0.0001736985665047,0.148690864443779,-0.0037008399667683,0.2,1,0.0003,5e-05
-3.25,0.0,57344,224,28,255,256.0,0.0682286249590106,270.0,6.0590275e-05,0.000830078125,0.0002861759999999,0.5306358337402344,-0.0013202033936977,0.0240356270223855,-0.0028665758087299,0.2,1,0.0003,5e-05
-3.04,0.0,59392,232,29,255,256.0,0.1770800170488655,280.0,2.6589434e-05,0.000390625,0.000285664,0.2128451466560363,-0.0006352266296744,0.0959070846438407,-0.0030581004975829,0.2,1,0.0003,5e-05
-3.08,0.0,61440,240,30,255,256.0,0.0423732225317508,290.0,2.522886e-05,0.000439453125,0.0002851519999999,0.2661613225936889,-0.0008620181062724,0.0077701439149677,-0.0016528689840924,0.2,1,0.0003,5e-05
-3.0,0.0,63488,248,31,255,256.0,0.4071755732176825,300.0,0.0001299326,0.000390625,0.0002846399999999,0.0091394782066345,-0.0001345271535683,0.1526384502649307,-0.0010816626032465,0.2,1,0.0003,5e-05
-2.95,0.0,65536,256,32,255,256.0,0.1794492370565422,310.0,0.00011735631,0.000390625,0.000284128,0.1146380901336669,-0.000303305016132,0.124320849776268,-0.0006663157029834,0.2,1,0.0003,5e-05
-3.1,0.0,67584,264,33,255,256.0,0.0406079479886102,320.0,-7.4214768e-09,0.0,0.0002836159999999,0.1814802289009094,-1.0791700333356858e-08,0.0025480056647211,-0.0007674038053664,0.2,1,0.0003,5e-05
-3.07,0.0,69632,272,34,255,256.0,0.2928511532605625,330.0,0.0,0.0,0.0002831039999999,-0.0234060287475585,-1.57160684466362e-10,0.1310978531837463,-0.0005845382533152,0.2,1,0.0003,5e-05
-3.0,0.0,71680,280,35,255,256.0,0.0402111030794912,340.0,0.0,0.0,0.0002825919999999,0.3855740427970886,2.532033249735832e-09,0.0160506945103406,-0.0005878402262169,0.2,1,0.0003,5e-05
