rollout/ep_rew_mean,rollout/success_rate,time/total_timesteps,time/time_elapsed,time/iterations,time/fps,rollout/ep_len_mean,train/value_loss,train/n_updates,train/approx_kl,train/clip_fraction,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/loss,train/entropy_loss,train/clip_range,phase,phase_learning_rate_start,phase_learning_rate_end
-2.9,0.0,73728,288,36,255,256.0,0.0216904901673842,350.0,0.0,0.0,0.00028208,0.0596625804901123,1.1886004358530044e-08,0.0094083407893776,-0.0005948877238552,0.2,1,0.0003,5e-05
-2.8,0.0,75776,296,37,255,256.0,0.0805819561508542,360.0,0.0,0.0,0.0002815679999999,0.1056857705116272,3.492459654808044e-09,0.0087126810103654,-0.0006005866205669,0.2,1,0.0003,5e-05
-2.8,0.0,77824,304,38,255,256.0,0.0325601125325192,370.0,0.0,0.0,0.0002810559999999,0.4201804995536804,-8.285860531032085e-09,0.015639528632164,-0.0006070629155146,0.2,1,0.0003,5e-05
-2.86,0.0,79872,312,39,255,256.0,0.0314988225869456,380.0,0.0,0.0,0.000280544,0.2946723103523254,-1.0657822713255882e-08,0.0055999946780502,-0.0006145928156911,0.2,1,0.0003,5e-05
-2.87,0.0,81920,320,40,255,256.0,0.1805875016376376,390.0,-8.731149e-11,0.0,0.000280032,0.038529634475708,-1.5128171071410178e-08,0.0110295908525586,-0.000629770757223,0.2,1,0.0003,5e-05
-2.83,0.0,83968,328,41,255,256.0,0.0249347734581533,400.0,-1.4930265e-08,0.0,0.0002795199999999,0.2069638967514038,-3.2968819141387945e-08,0.017038008198142,-0.0006920563879248,0.2,1,0.0003,5e-05
-2.8,0.0,86016,336,42,255,256.0,0.1872477013675961,410.0,0.0,0.0,0.0002790079999999,0.0864425301551818,-1.5017576515674591e-09,0.1242343485355377,-0.0006387256165908,0.2,1,0.0003,5e-05
-2.67,0.0,88064,344,43,255,256.0,0.0766785056854132,420.0,-5.5035343e-08,0.0,0.000278496,0.162570834159851,-1.2918026186525825e-07,0.0362576618790626,-0.0008435665549768,0.2,1,0.0003,5e-05
-2.61,0.0,90112,352,44,255,256.0,0.118548102362547,430.0,0.00015226624,0.000439453125,0.0002779839999999,0.07215416431427,-0.0007544711465016,0.0684252679347992,-0.0006145608407678,0.2,1,0.0003,5e-05
-2.45,0.0,92160,360,45,255,256.0,0.0487352471645863,440.0,-7.566996e-09,0.0,0.0002774719999999,0.3203061819076538,-2.3492611944675447e-08,0.0174246877431869,-0.0006115725373092,0.2,1,0.0003,5e-05
-2.33,0.0,94208,368,46,255,256.0,0.0091839397362491,450.0,0.0,0.0,0.00027696,0.4717015027999878,-1.039588823914528e-08,0.0069331508129835,-0.0005627444836136,0.2,1,0.0003,5e-05
-2.37,0.0,96256,376,47,255,256.0,0.0393803416947775,460.0,-1.4901161e-08,0.0,0.000276448,0.1775989532470703,9.519862942397597e-09,0.002582310931757,-0.000610580752982,0.2,1,0.0003,5e-05
-2.25,0.0,98304,384,48,255,256.0,0.0780095483038167,470.0,0.0,0.0,0.0002759359999999,0.0594906210899353,2.1420419216156e-09,0.0952233374118805,-0.0005822023827931,0.2,1,0.0003,5e-05
-2.31,0.0,100352,392,49,255,256.0,0.016661020432366,480.0,-2.6804628e-08,0.0,0.0002754239999999,0.7046029567718506,-2.537854015827179e-09,0.0171197522431612,-0.0006273055201745,0.2,1,0.0003,5e-05
-2.39,0.0,102400,400,50,255,256.0,0.0372924952218454,490.0,0.0,0.0,0.000274912,0.1811731457710266,-2.048909664154053e-09,0.0066378987394273,-0.000603142780892,0.2,1,0.0003,5e-05
-2.27,0.0,104448,409,51,255,256.0,0.2635867113014683,500.0,-1.4522811e-08,0.0,0.0002743999999999,0.0119714736938476,-1.0512303560972212e-08,0.0045357728376984,-0.0006502607640868,0.2,1,0.0003,5e-05
-2.17,0.0,106496,419,52,254,256.0,0.0266549276839214,510.0,0.0,0.0,0.0002738879999999,0.6640123128890991,-5.995389074087142e-10,0.0191306881606578,-0.0006255469648749,0.2,1,0.0003,5e-05
-2.35,0.0,108544,427,53,253,256.0,0.0436071010848536,520.0,-5.9604645e-08,0.0,0.000273376,0.049693763256073,5.314359441399574e-09,0.0263328552246093,-0.0006399527177563,0.2,1,0.0003,5e-05
-2.19,0.0,110592,436,54,253,256.0,0.2219477765494957,530.0,-5.3201802e-08,0.0,0.000272864,0.1203452944755554,3.945024218410254e-09,0.003821215359494,-0.0006552781705977,0.2,1,0.0003,5e-05
-2.21,0.0,112640,444,55,253,256.0,0.0596618687181035,540.0,-2.910383e-11,0.0,0.0002723519999999,0.5428577661514282,-2.342858351767063e-09,0.0456328652799129,-0.0006653852396993,0.2,1,0.0003,5e-05
-2.36,0.0,114688,453,56,253,256.0,0.0496790718549164,550.0,0.0,0.0,0.0002718399999999,0.5815458297729492,-2.4447217583656307e-10,0.0459362640976905,-0.0006740512566466,0.2,1,0.0003,5e-05
-2.38,0.0,116736,461,57,252,256.0,0.1527746631298214,560.0,0.0,0.0,0.000271328,0.1423327326774597,9.138602763414384e-10,0.0789147242903709,-0.0006831923950812,0.2,1,0.0003,5e-05
-2.7,0.0,118784,470,58,252,256.0,0.051874700580447,570.0,0.0,0.0,0.000270816,0.4806371927261352,1.8742866814136505e-08,0.0479553155601024,-0.0007329782725719,0.2,1,0.0003,5e-05
-2.7,0.0,120832,478,59,252,256.0,0.3955064814072102,580.0,0.0,0.0,0.0002703039999999,0.1355735063552856,-3.271270543336868e-09,0.2372853308916092,-0.0007059946394292,0.2,1,0.0003,5e-05
-2.7,0.0,122880,487,60,252,256.0,0.1185299619057332,590.0,-4.4703484e-08,0.0,0.0002697919999999,0.2769075036048889,2.3283064365386964e-11,0.0579781718552112,-0.0007062887510983,0.2,1,0.0003,5e-05
-2.7,0.0,124928,496,61,251,256.0,0.0485172100175987,600.0,0.0,0.0,0.0002692799999999,0.8077810406684875,-1.5832483768463132e-09,0.027024146169424,-0.0007190088603238,0.2,1,0.0003,5e-05
-2.84,0.0,126976,504,62,251,256.0,0.0495974218705669,610.0,-3.8417056e-08,0.0,0.0002687679999999,0.5075423717498779,-2.208980731666088e-08,0.0029192026704549,-0.0007481098560674,0.2,1,0.0003,5e-05
-2.77,0.0,129024,513,63,251,256.0,0.0643033937682048,620.0,0.0,0.0,0.000268256,0.4495874047279358,1.074222382158041e-08,0.0538164526224136,-0.0007483276283892,0.2,1,0.0003,5e-05
-2.71,0.0,131072,521,64,251,256.0,0.0614987142471363,630.0,0.000110963825,0.000390625,0.0002677439999999,0.4084524512290954,-0.0004886922601144,0.0032669811043888,-0.0005370770380977,0.2,1,0.0003,5e-05
-2.77,0.0,133120,530,65,250,256.0,0.0147736273516784,640.0,0.0,0.0,0.0002672319999999,0.5716490745544434,-1.6300473362207413e-07,0.0017634617397561,-0.0004561033292702,0.2,1,0.0003,5e-05
-2.73,0.0,135168,539,66,250,256.0,0.1235142545396229,650.0,0.0,0.0,0.0002667199999999,0.2578458189964294,-1.6880221664905546e-09,0.0805989429354667,-0.0004546118339931,0.2,1,0.0003,5e-05
-2.73,0.0,137216,547,67,250,256.0,0.0993874211388174,660.0,0.0,0.0,0.000266208,0.5619577169418335,-2.1420419216156e-09,0.0023679954465478,-0.0004570843062538,0.2,1,0.0003,5e-05
-2.63,0.0,139264,556,68,250,256.0,0.0931695148261496,670.0,0.0,0.0,0.0002656959999999,0.6773949861526489,-8.73114913702011e-10,0.009547141380608,-0.0004592169374518,0.2,1,0.0003,5e-05
-2.61,0.0,141312,564,69,250,256.0,0.024518838080985,680.0,0.0,0.0,0.0002651839999999,0.7263491153717041,-6.199115887284279e-09,0.0029003419913351,-0.0004612566121068,0.2,1,0.0003,5e-05
-2.57,0.0,143360,573,70,250,256.0,0.0668704048599465,690.0,0.0,0.0,0.000264672,0.5039709806442261,4.045432433485985e-09,0.072889894247055,-0.0004642516589228,0.2,1,0.0003,5e-05
-2.53,0.0,145408,581,71,250,256.0,0.2519458884489722,700.0,0.0,0.0,0.00026416,0.6000440120697021,1.1845258995890616e-08,0.0634489357471466,-0.000467764628047,0.2,1,0.0003,5e-05
-2.65,0.0,147456,590,72,249,256.0,0.054662489608745,710.0,0.0,0.0,0.0002636479999999,0.4788641929626465,-1.080334186553955e-08,0.0032651664223521,-0.0005505867520696,0.2,1,0.0003,5e-05
-2.63,0.0,149504,598,73,249,256.0,0.3054521670914255,720.0,0.0,0.0,0.0002631359999999,0.1606656908988952,4.592584446072579e-09,0.0640275701880455,-0.0004862408768531,0.2,1,0.0003,5e-05
-2.72,0.0,151552,607,74,249,256.0,0.0541703147457155,730.0,0.0,0.0,0.000262624,0.4391953349113464,-8.731149137020111e-11,0.1286570876836776,-0.0004759074770845,0.2,1,0.0003,5e-05
-2.72,0.0,153600,616,75,249,256.0,0.2006671983981505,740.0,1.6641949e-05,0.000341796875,0.0002621119999999,0.4953157305717468,-0.0001507908629719,0.0881757289171218,-0.0004426416580827,0.2,1,0.0003,5e-05
-2.69,0.0,155648,624,76,249,256.0,0.0367075146292336,750.0,0.0,0.0,0.0002615999999999,0.9142698049545288,-3.376044332981109e-09,0.010546906851232,-0.0004278834625438,0.2,1,0.0003,5e-05
-2.71,0.0,157696,633,77,249,256.0,0.0191097781171265,760.0,0.0,0.0,0.000261088,0.9164239168167114,-5.916808731853962e-09,0.0012668112758547,-0.0004301417338865,0.2,1,0.0003,5e-05
-2.77,0.0,159744,641,78,248,256.0,0.0502971694593725,770.0,0.0,0.0,0.0002605759999999,0.6990376710891724,4.295725375413894e-09,0.0057676541619002,-0.0004323065702919,0.2,1,0.0003,5e-05
-2.71,0.0,161792,650,79,248,256.0,0.1844526369706727,780.0,0.0,0.0,0.0002600639999999,0.3845011591911316,6.146728992462158e-09,0.0879170820116996,-0.0004343957560195,0.2,1,0.0003,5e-05
-2.79,0.0,163840,659,80,248,256.0,0.0479189436999149,790.0,0.0,0.0,0.0002595519999999,0.8117817044258118,-8.195638656616212e-09,0.0336825214326381,-0.0004420508943439,0.2,1,0.0003,5e-05
-2.71,0.0,165888,667,81,248,256.0,0.0504725868755485,800.0,0.0,0.0,0.00025904,0.8174177408218384,-1.4319084584712983e-09,0.0105877751484513,-0.0004419241144205,0.2,1,0.0003,5e-05
-2.83,0.0,167936,676,82,248,256.0,0.0108811056539707,810.0,0.0,0.0,0.0002585279999999,0.9384772777557372,-2.0349398255348207e-08,0.0036246152594685,-0.0004721932771644,0.2,1,0.0003,5e-05
-2.71,0.0,169984,685,83,248,256.0,0.0684157846000744,820.0,0.0,0.0,0.0002580159999999,0.5283246636390686,1.699663698673248e-09,0.0026707963552325,-0.0004506632994889,0.2,1,0.0003,5e-05
-2.57,0.0,172032,693,84,247,256.0,0.0423267750404193,830.0,0.0,0.0,0.000257504,0.7978100776672363,3.725290298461914e-09,0.0366335362195968,-0.000457070327684,0.2,1,0.0003,5e-05
-2.71,0.0,174080,702,85,247,256.0,0.1042787082493305,840.0,0.0,0.0,0.000256992,0.7195063829421997,-1.1350493878126142e-09,0.0573552772402763,-0.0004565151226415,0.2,1,0.0003,5e-05
-2.78,0.0,176128,710,86,247,256.0,0.1700354179658461,850.0,0.0,0.0,0.0002564799999999,0.6036109924316406,1.4260876923799515e-09,0.1601502895355224,-0.0004589004394802,0.2,1,0.0003,5e-05
-2.74,0.0,178176,719,87,247,256.0,0.2328768796753138,860.0,0.0,0.0,0.0002559679999999,0.3846017718315124,-2.2974563762545585e-08,0.3546314537525177,-0.0005034893772972,0.2,1,0.0003,5e-05
-2.74,0.0,180224,728,88,247,256.0,0.043460752806277,870.0,0.0,0.0,0.000255456,0.8758604526519775,-1.816079020500183e-09,0.0105292499065399,-0.0004888359962933,0.2,1,0.0003,5e-05
-2.8,0.0,182272,736,89,247,256.0,0.0395285576276364,880.0,0.0,0.0,0.000254944,0.776035726070404,-5.649344529956579e-07,0.0010866250377148,-0.0005260909354547,0.2,1,0.0003,5e-05
-2.68,0.0,184320,745,90,247,256.0,0.0714314267970621,890.0,0.0,0.0,0.0002544319999999,0.7976834774017334,-4.409230314195156e-09,0.0269909687340259,-0.0004689731511462,0.2,1,0.0003,5e-05
-2.58,0.0,186368,754,91,247,256.0,0.0153588512272108,900.0,0.0,0.0,0.00025392,0.8100916147232056,-8.032657206058503e-10,0.002137352945283,-0.0004722111676528,0.2,1,0.0003,5e-05
-2.64,0.0,188416,762,92,247,256.0,0.1230831077264156,910.0,0.0,0.0,0.000253408,0.5444429516792297,-4.010507836937905e-09,0.0538504719734191,-0.000475996408204,0.2,1,0.0003,5e-05
-2.81,0.0,190464,771,93,246,256.0,0.0351880844187689,920.0,0.0,0.0,0.0002528959999999,0.8789770007133484,1.7316779121756552e-09,0.0231257453560829,-0.000479658266704,0.2,1,0.0003,5e-05
-2.73,0.0,192512,779,94,247,256.0,0.2347346986411139,930.0,0.00012008706,0.000390625,0.000252384,0.6759482622146606,-0.0004838788299821,0.0391141027212142,-0.0003301743949123,0.2,1,0.0003,5e-05
-2.77,0.0,194560,787,95,247,256.0,0.016686161961843,940.0,0.0,0.0,0.000251872,0.8773316144943237,-1.955777406692505e-09,0.0207953043282032,-0.0002888031543989,0.2,1,0.0003,5e-05
-2.79,0.0,196608,795,96,247,256.0,0.0618339082284364,950.0,0.0,0.0,0.0002513599999999,0.695111870765686,-2.162414602935314e-09,0.001342129195109,-0.0002902531905419,0.2,1,0.0003,5e-05
-2.86,0.0,198656,803,97,247,256.0,0.1397490056479,960.0,0.0,0.0,0.0002508479999999,0.5458472967147827,1.7986167222261426e-09,0.0820616781711578,-0.000291091915642,0.2,1,0.0003,5e-05
-2.78,0.0,200704,811,98,247,256.0,0.0483879919163882,970.0,5.0492643e-05,0.000439453125,0.000250336,0.7691036462783813,-0.0004060939652845,0.024560697376728,-0.0002224193774964,0.2,1,0.0003,5e-05
-2.84,0.0,202752,820,99,247,256.0,0.0407463289120642,980.0,0.0,0.0,0.0002498239999999,0.6547147035598755,-2.2293534129858015e-09,0.0221480149775743,-0.0002251553651149,0.2,1,0.0003,5e-05
-2.8,0.0,204800,828,100,247,256.0,0.1013326907996088,990.0,0.0,0.0,0.0002493119999999,0.7908726930618286,-2.1245796233415604e-09,0.0719735994935035,-0.0002187497793784,0.2,1,0.0003,5e-05
-2.84,0.0,206848,836,101,247,256.0,0.0180556867140694,1000.0,0.0,0.0,0.0002488,0.9067249894142152,1.5890691429376603e-09,0.0093406941741704,-0.0002106621621351,0.2,1,0.0003,5e-05
-2.82,0.0,208896,844,102,247,256.0,0.0734358107380103,1010.0,0.0,0.0,0.0002482879999999,0.7622630596160889,9.022187441587447e-10,0.0251634530723094,-0.0002110867946612,0.2,1,0.0003,5e-05
-2.94,0.0,210944,852,103,247,256.0,0.0084898610592063,1020.0,0.0,0.0,0.0002477759999999,0.922792911529541,-2.5582266971468927e-09,0.0124724032357335,-0.0002116126581313,0.2,1,0.0003,5e-05
-2.88,0.0,212992,860,104,247,256.0,0.0563647816787124,1030.0,0.0,0.0,0.0002472639999999,0.7256522178649902,-3.667082637548446e-10,0.0136626278981566,-0.0002124561051459,0.2,1,0.0003,5e-05
-2.65,0.0,215040,868,105,247,256.0,0.0334517498868081,1040.0,0.0,0.0,0.000246752,0.7707205414772034,-1.1816155165433882e-09,0.0299291778355836,-0.0002130705302988,0.2,1,0.0003,5e-05
-2.71,0.0,217088,876,106,247,256.0,0.0129692324095231,1050.0,0.0,0.0,0.0002462399999999,0.866553783416748,7.601920515298843e-09,0.0052273403853178,-0.0002139717169484,0.2,1,0.0003,5e-05
-2.77,0.0,219136,885,107,247,256.0,0.074715161199856,1060.0,0.0,0.0,0.0002457279999999,0.7055315375328064,2.0954757928848267e-10,0.0457076355814933,-0.0002142059242032,0.2,1,0.0003,5e-05
-2.61,0.0,221184,893,108,247,256.0,0.0378015429800143,1070.0,0.0,0.0,0.000245216,0.6926019787788391,-9.69157554209232e-10,0.0414127968251705,-0.0002154552483261,0.2,1,0.0003,5e-05
-2.68,0.0,223232,901,109,247,256.0,0.0257487065638997,1080.0,0.0,0.0,0.0002447039999999,0.8750320076942444,2.2730091586709026e-08,0.0078999632969498,-0.0002164466886824,0.2,1,0.0003,5e-05
-2.66,0.0,225280,909,110,247,256.0,0.0175790920569852,1090.0,0.0,0.0,0.0002441919999999,0.8332216143608093,5.500623956322671e-10,0.0035881849471479,-0.0002170227448004,0.2,1,0.0003,5e-05
-2.58,0.0,227328,918,111,247,256.0,0.1218553501064889,1100.0,0.0,0.0,0.0002436799999999,0.4731988906860351,1.629814505577087e-10,0.0935926139354705,-0.0002177941099944,0.2,1,0.0003,5e-05
-2.52,0.0,229376,926,112,247,256.0,0.0126585153841006,1110.0,0.0,0.0,0.0002431679999999,0.9383033514022828,3.1432136893272404e-09,0.0064388117752969,-0.0002240152170998,0.2,1,0.0003,5e-05
-2.53,0.0,231424,935,113,247,256.0,0.049019289566786,1120.0,0.0,0.0,0.0002426559999999,0.8079606294631958,-5.529727786779404e-10,0.0062897531315684,-0.0002193865750086,0.2,1,0.0003,5e-05
-2.61,0.0,233472,944,114,247,256.0,0.0595521982148056,1130.0,0.00016065984,0.000439453125,0.0002421439999999,0.6976795196533203,-0.0011187829892151,0.0259932745248079,-0.0001289274107875,0.2,1,0.0003,5e-05
-2.61,0.0,235520,952,115,247,256.0,0.052990733666229,1140.0,0.0,0.0,0.0002416319999999,0.7261567115783691,-1.5133991837501526e-10,0.0085484329611063,-0.0001183809546091,0.2,1,0.0003,5e-05
-2.65,0.0,237568,961,116,247,256.0,0.0528441117785405,1150.0,0.0,0.0,0.0002411199999999,0.7758748531341553,1.4726538211107252e-09,0.0371051505208015,-0.0001184795529297,0.2,1,0.0003,5e-05
-2.95,0.0,239616,969,117,247,256.0,0.0858906523077166,1160.0,0.0,0.0,0.0002406079999999,0.7442187070846558,1.5716068446636202e-09,0.1000497415661811,-0.0001185865281513,0.2,1,0.0003,5e-05
-3.21,0.0,241664,978,118,247,256.0,0.133131999510806,1170.0,0.0,0.0,0.0002400959999999,0.7000505924224854,-1.4441320672631265e-08,0.0714760273694992,-0.0001327467980445,0.2,1,0.0003,5e-05
-3.05,0.0,243712,986,119,246,256.0,0.1630465521418955,1180.0,0.0,0.0,0.0002395839999999,0.6080795526504517,-9.313225746154786e-11,0.0643470808863639,-0.0001249244771315,0.2,1,0.0003,5e-05
-3.21,0.0,245760,995,120,246,256.0,0.0238957727291563,1190.0,0.0,0.0,0.0002390719999999,0.8547706604003906,1.5366822481155395e-09,0.0018004672601819,-0.0001187609269436,0.2,1,0.0003,5e-05
-3.05,0.0,247808,1003,121,246,256.0,0.1885112848132848,1200.0,0.0,0.0,0.0002385599999999,0.5667097568511963,2.2118911147117614e-10,0.2685101330280304,-0.0001230258958457,0.2,1,0.0003,5e-05
-3.01,0.0,249856,1012,122,246,256.0,0.0218274925762671,1210.0,0.0,0.0,0.0002380479999999,0.7579590678215027,4.3830368667840964e-09,0.0064833774231374,-0.0001200882938064,0.2,1,0.0003,5e-05
-3.09,0.0,251904,1021,123,246,256.0,0.0113188572802755,1220.0,-7.363269e-09,0.0,0.0002375359999999,0.840539276599884,-2.2194581106305123e-08,0.0044948272407054,-0.0001315159230216,0.2,1,0.0003,5e-05
-3.21,0.0,253952,1030,124,246,256.0,0.1635056159109808,1230.0,0.0,0.0,0.0002370239999999,0.5280381441116333,-8.149072527885435e-11,0.0977417528629303,-0.0001210064069709,0.2,1,0.0003,5e-05
-3.12,0.0,256000,1039,125,246,256.0,0.1269374625800992,1240.0,0.0,0.0,0.0002365119999999,0.6451327800750732,-5.180481821298598e-10,0.0106806065887212,-0.0001195588610244,0.2,1,0.0003,5e-05
