time/time_elapsed,time/total_timesteps,time/episodes,rollout/ep_rew_mean,rollout/success_rate,rollout/ep_len_mean,train/learning_rate,train/loss,train/n_updates,rollout/exploration_rate,time/fps,phase,phase_learning_rate,phase_buffer_size
59,31678,124,-144.806,0.02,255.34,4.666666666666667e-05,0.016015226021409,7894,0.3981180000000003,534,3,4.666666666666667e-05,100000
61,32702,128,-141.25799999999998,0.02,255.34,4.666666666666667e-05,0.0159408189356327,8150,0.3786619999999998,532,3,4.666666666666667e-05,100000
63,33607,132,-136.156,0.03,254.15,4.666666666666667e-05,0.0733188018202781,8376,0.3614670000000002,530,3,4.666666666666667e-05,100000
65,34631,136,-132.482,0.03,254.15,4.666666666666667e-05,0.0121286436915397,8632,0.342011,528,3,4.666666666666667e-05,100000
67,35568,140,-127.53199999999998,0.04,253.28,4.666666666666667e-05,0.0324069336056709,8866,0.3242080000000003,526,3,4.666666666666667e-05,100000
69,36592,144,-125.242,0.03,253.65,4.666666666666667e-05,0.4127587378025055,9122,0.3047519999999998,525,3,4.666666666666667e-05,100000
71,37616,148,-121.204,0.03,253.65,4.666666666666667e-05,0.0346631966531276,9378,0.2852960000000004,523,3,4.666666666666667e-05,100000
74,38640,152,-117.88399999999996,0.03,253.65,4.666666666666667e-05,0.0414738059043884,9634,0.2658399999999999,521,3,4.666666666666667e-05,100000
76,39664,156,-113.562,0.03,253.65,4.666666666666667e-05,0.0354634188115596,9890,0.246384,519,3,4.666666666666667e-05,100000
78,40688,160,-109.744,0.03,253.65,4.666666666666667e-05,0.0097496379166841,10146,0.226928,517,3,4.666666666666667e-05,100000
80,41712,164,-104.998,0.03,253.65,4.666666666666667e-05,0.0132177667692303,10402,0.2074720000000001,515,3,4.666666666666667e-05,100000
83,42736,168,-100.908,0.03,253.65,4.666666666666667e-05,0.0618851333856582,10658,0.1880160000000001,514,3,4.666666666666667e-05,100000
85,43742,172,-95.712,0.04,253.47,4.666666666666667e-05,0.0155378682538867,10910,0.1689020000000001,512,3,4.666666666666667e-05,100000
87,44766,176,-92.242,0.04,253.47,4.666666666666667e-05,0.0159490518271923,11166,0.1494459999999999,510,3,4.666666666666667e-05,100000
89,45790,180,-88.22599999999998,0.04,253.47,4.666666666666667e-05,0.0094124982133507,11422,0.12999,509,3,4.666666666666667e-05,100000
91,46695,184,-82.76799999999997,0.05,252.28,4.666666666666667e-05,0.0452134609222412,11648,0.1127950000000004,508,3,4.666666666666667e-05,100000
94,47719,188,-78.446,0.05,252.28,4.666666666666667e-05,0.0625973418354988,11904,0.0933389999999999,507,3,4.666666666666667e-05,100000
96,48743,192,-75.312,0.04,252.57,4.666666666666667e-05,0.0690548792481422,12160,0.073883,506,3,4.666666666666667e-05,100000
98,49767,196,-70.72200000000001,0.04,252.57,4.666666666666667e-05,0.0077310935594141,12416,0.0544269999999998,504,3,4.666666666666667e-05,100000
100,50791,200,-66.054,0.04,252.57,4.666666666666667e-05,0.0718236193060875,12672,0.05,503,3,4.666666666666667e-05,100000
103,51815,204,-61.61200000000001,0.04,252.57,4.666666666666667e-05,0.0407762937247753,12928,0.05,502,3,4.666666666666667e-05,100000
105,52839,208,-57.812,0.04,252.57,4.666666666666667e-05,0.0146897798404097,13184,0.05,500,3,4.666666666666667e-05,100000
107,53863,212,-53.592,0.04,252.57,4.666666666666667e-05,0.0306747779250144,13440,0.05,499,3,4.666666666666667e-05,100000
110,54887,216,-49.81399999999999,0.04,252.57,4.666666666666667e-05,0.066937617957592,13696,0.05,498,3,4.666666666666667e-05,100000
112,55911,220,-46.72200000000001,0.04,252.57,4.666666666666667e-05,0.0461673960089683,13952,0.05,497,3,4.666666666666667e-05,100000
114,56935,224,-44.093999999999994,0.04,252.57,4.666666666666667e-05,0.0074624316766858,14208,0.05,496,3,4.666666666666667e-05,100000
116,57959,228,-40.986,0.04,252.57,4.666666666666667e-05,0.0428906381130218,14464,0.05,495,3,4.666666666666667e-05,100000
119,58983,232,-39.24400000000001,0.03,253.76,4.666666666666667e-05,0.0101576391607522,14720,0.05,494,3,4.666666666666667e-05,100000
121,60007,236,-36.154,0.03,253.76,4.666666666666667e-05,0.0088418899103999,14976,0.05,493,3,4.666666666666667e-05,100000
123,61031,240,-34.263999999999996,0.02,254.63,4.666666666666667e-05,0.0071965530514717,15232,0.05,492,3,4.666666666666667e-05,100000
126,62055,244,-31.664,0.02,254.63,4.666666666666667e-05,0.0479311570525169,15488,0.05,491,3,4.666666666666667e-05,100000
128,63079,248,-28.938,0.02,254.63,4.666666666666667e-05,0.0067657893523573,15744,0.05,491,3,4.666666666666667e-05,100000
130,64103,252,-26.126,0.02,254.63,4.666666666666667e-05,0.0133167756721377,16000,0.05,490,3,4.666666666666667e-05,100000
133,65127,256,-24.127999999999997,0.02,254.63,4.666666666666667e-05,0.027734737843275,16256,0.05,489,3,4.666666666666667e-05,100000
135,66151,260,-22.365999999999996,0.02,254.63,4.666666666666667e-05,0.0079014636576175,16512,0.05,488,3,4.666666666666667e-05,100000
137,67074,264,-19.842,0.03,253.62,4.666666666666667e-05,0.0482643917202949,16743,0.05,488,3,4.666666666666667e-05,100000
139,68098,268,-18.15,0.03,253.62,4.666666666666667e-05,0.0051507730968296,16999,0.05,487,3,4.666666666666667e-05,100000
141,69122,272,-17.596,0.02,253.8,4.666666666666667e-05,0.0104763135313987,17255,0.05,487,3,4.666666666666667e-05,100000
144,70146,276,-16.481999999999996,0.02,253.8,4.666666666666667e-05,0.0436250530183315,17511,0.05,486,3,4.666666666666667e-05,100000
146,71170,280,-14.964000000000004,0.02,253.8,4.666666666666667e-05,0.0287978202104568,17767,0.05,486,3,4.666666666666667e-05,100000
148,72194,284,-15.519999999999996,0.01,254.99,4.666666666666667e-05,0.0054848254658281,18023,0.05,485,3,4.666666666666667e-05,100000
150,73218,288,-15.150000000000002,0.01,254.99,4.666666666666667e-05,0.0114393401890993,18279,0.05,485,3,4.666666666666667e-05,100000
153,74242,292,-14.626,0.01,254.99,4.666666666666667e-05,0.0103124128654599,18535,0.05,484,3,4.666666666666667e-05,100000
155,75266,296,-14.414,0.01,254.99,4.666666666666667e-05,0.0611406750977039,18791,0.05,484,3,4.666666666666667e-05,100000
157,76290,300,-14.044000000000004,0.01,254.99,4.666666666666667e-05,0.0116620864719152,19047,0.05,483,3,4.666666666666667e-05,100000
159,77314,304,-14.854,0.01,254.99,4.666666666666667e-05,0.009898598305881,19303,0.05,483,3,4.666666666666667e-05,100000
162,78338,308,-14.822000000000005,0.01,254.99,4.666666666666667e-05,0.0094357468187808,19559,0.05,482,3,4.666666666666667e-05,100000
164,79362,312,-14.798,0.01,254.99,4.666666666666667e-05,0.0418355092406272,19815,0.05,482,3,4.666666666666667e-05,100000
166,80386,316,-14.764,0.01,254.99,4.666666666666667e-05,0.0291280951350927,20071,0.05,481,3,4.666666666666667e-05,100000
169,81410,320,-14.524,0.01,254.99,4.666666666666667e-05,0.036391694098711,20327,0.05,481,3,4.666666666666667e-05,100000
171,82434,324,-14.317999999999998,0.01,254.99,4.666666666666667e-05,0.0741363987326622,20583,0.05,480,3,4.666666666666667e-05,100000
173,83458,328,-14.13,0.01,254.99,4.666666666666667e-05,0.0069018867798149,20839,0.05,480,3,4.666666666666667e-05,100000
176,84482,332,-13.952,0.01,254.99,4.666666666666667e-05,0.005352240987122,21095,0.05,479,3,4.666666666666667e-05,100000
178,85506,336,-13.892,0.01,254.99,4.666666666666667e-05,0.0362714529037475,21351,0.05,479,3,4.666666666666667e-05,100000
180,86530,340,-14.388,0.01,254.99,4.666666666666667e-05,0.0094608087092638,21607,0.05,478,3,4.666666666666667e-05,100000
182,87554,344,-14.278,0.01,254.99,4.666666666666667e-05,0.0070209330879151,21863,0.05,478,3,4.666666666666667e-05,100000
185,88578,348,-14.612,0.01,254.99,4.666666666666667e-05,0.0676380023360252,22119,0.05,478,3,4.666666666666667e-05,100000
187,89602,352,-14.313999999999998,0.01,254.99,4.666666666666667e-05,0.0733895897865295,22375,0.05,477,3,4.666666666666667e-05,100000
189,90626,356,-14.226,0.01,254.99,4.666666666666667e-05,0.0054761655628681,22631,0.05,477,3,4.666666666666667e-05,100000
192,91650,360,-13.964,0.01,254.99,4.666666666666667e-05,0.0439837947487831,22887,0.05,476,3,4.666666666666667e-05,100000
194,92674,364,-15.18,0.0,256.0,4.666666666666667e-05,0.0278651528060436,23143,0.05,476,3,4.666666666666667e-05,100000
196,93698,368,-15.024,0.0,256.0,4.666666666666667e-05,0.0767916142940521,23399,0.05,476,3,4.666666666666667e-05,100000
199,94722,372,-14.778,0.0,256.0,4.666666666666667e-05,0.0059609254822134,23655,0.05,475,3,4.666666666666667e-05,100000
201,95746,376,-14.796000000000005,0.0,256.0,4.666666666666667e-05,0.0297733321785926,23911,0.05,475,3,4.666666666666667e-05,100000
203,96770,380,-14.731999999999998,0.0,256.0,4.666666666666667e-05,0.0686558037996292,24167,0.05,475,3,4.666666666666667e-05,100000
205,97794,384,-14.34,0.0,256.0,4.666666666666667e-05,0.0379958301782608,24423,0.05,474,3,4.666666666666667e-05,100000
208,98818,388,-14.468,0.0,256.0,4.666666666666667e-05,0.0267349202185869,24679,0.05,474,3,4.666666666666667e-05,100000
210,99842,392,-14.286,0.0,256.0,4.666666666666667e-05,0.0061302641406655,24935,0.05,474,3,4.666666666666667e-05,100000
212,100866,396,-14.312000000000005,0.0,256.0,4.666666666666667e-05,0.0078815817832946,25191,0.05,473,3,4.666666666666667e-05,100000
215,101890,400,-14.384,0.0,256.0,4.666666666666667e-05,0.3728322684764862,25447,0.05,473,3,4.666666666666667e-05,100000
217,102914,404,-13.81,0.0,256.0,4.666666666666667e-05,0.0077243531122803,25703,0.05,473,3,4.666666666666667e-05,100000
219,103938,408,-13.552,0.0,256.0,4.666666666666667e-05,0.0256569292396307,25959,0.05,473,3,4.666666666666667e-05,100000
222,104962,412,-13.694,0.0,256.0,4.666666666666667e-05,0.0317051224410533,26215,0.05,472,3,4.666666666666667e-05,100000
224,105986,416,-13.306000000000004,0.0,256.0,4.666666666666667e-05,0.0948277115821838,26471,0.05,472,3,4.666666666666667e-05,100000
226,107010,420,-13.17,0.0,256.0,4.666666666666667e-05,0.0326349548995494,26727,0.05,472,3,4.666666666666667e-05,100000
228,108034,424,-13.492,0.0,256.0,4.666666666666667e-05,0.0314004346728324,26983,0.05,471,3,4.666666666666667e-05,100000
231,109058,428,-13.474,0.0,256.0,4.666666666666667e-05,0.0342130064964294,27239,0.05,471,3,4.666666666666667e-05,100000
233,110082,432,-13.786000000000003,0.0,256.0,4.666666666666667e-05,0.0086339823901653,27495,0.05,471,3,4.666666666666667e-05,100000
235,111106,436,-14.068,0.0,256.0,4.666666666666667e-05,0.0175852961838245,27751,0.05,471,3,4.666666666666667e-05,100000
238,112130,440,-13.864,0.0,256.0,4.666666666666667e-05,0.0636323094367981,28007,0.05,470,3,4.666666666666667e-05,100000
240,113154,444,-13.816,0.0,256.0,4.666666666666667e-05,0.0344108417630195,28263,0.05,470,3,4.666666666666667e-05,100000
242,114178,448,-13.798000000000004,0.0,256.0,4.666666666666667e-05,0.0054960483685135,28519,0.05,470,3,4.666666666666667e-05,100000
245,115202,452,-14.099999999999998,0.0,256.0,4.666666666666667e-05,0.0342419221997261,28775,0.05,470,3,4.666666666666667e-05,100000
247,116226,456,-14.076,0.0,256.0,4.666666666666667e-05,0.0395143702626228,29031,0.05,469,3,4.666666666666667e-05,100000
249,117130,460,-13.328,0.01,254.8,4.666666666666667e-05,0.0064702280797064,29257,0.05,469,3,4.666666666666667e-05,100000
251,118154,464,-13.239999999999998,0.01,254.8,4.666666666666667e-05,0.0364706292748451,29513,0.05,469,3,4.666666666666667e-05,100000
253,119178,468,-13.440000000000005,0.01,254.8,4.666666666666667e-05,0.062429342418909,29769,0.05,469,3,4.666666666666667e-05,100000
256,120202,472,-13.961999999999998,0.01,254.8,4.666666666666667e-05,0.0341355130076408,30025,0.05,469,3,4.666666666666667e-05,100000
258,121226,476,-13.812000000000005,0.01,254.8,4.666666666666667e-05,0.0035425960086286,30281,0.05,468,3,4.666666666666667e-05,100000
260,122250,480,-13.993999999999998,0.01,254.8,4.666666666666667e-05,0.0281892772763967,30537,0.05,468,3,4.666666666666667e-05,100000
263,123274,484,-13.882,0.01,254.8,4.666666666666667e-05,0.0654629468917846,30793,0.05,468,3,4.666666666666667e-05,100000
265,124298,488,-13.811999999999996,0.01,254.8,4.666666666666667e-05,0.0096381781622767,31049,0.05,468,3,4.666666666666667e-05,100000
267,125322,492,-13.74,0.01,254.8,4.666666666666667e-05,0.0320491716265678,31305,0.05,468,3,4.666666666666667e-05,100000
270,126346,496,-13.947999999999997,0.01,254.8,4.666666666666667e-05,0.0039590913802385,31561,0.05,467,3,4.666666666666667e-05,100000
272,127370,500,-13.541999999999998,0.01,254.8,4.666666666666667e-05,0.0267277508974075,31817,0.05,467,3,4.666666666666667e-05,100000
274,128394,504,-13.384,0.01,254.8,4.666666666666667e-05,0.0021703217644244,32073,0.05,467,3,4.666666666666667e-05,100000
276,129418,508,-13.536,0.01,254.8,4.666666666666667e-05,0.0244940966367721,32329,0.05,467,3,4.666666666666667e-05,100000
279,130442,512,-13.306,0.01,254.8,4.666666666666667e-05,0.0313051491975784,32585,0.05,467,3,4.666666666666667e-05,100000
281,131466,516,-13.31,0.01,254.8,4.666666666666667e-05,0.00207708356902,32841,0.05,466,3,4.666666666666667e-05,100000
283,132490,520,-13.833999999999998,0.01,254.8,4.666666666666667e-05,0.0101248947903513,33097,0.05,466,3,4.666666666666667e-05,100000
286,133514,524,-13.716000000000006,0.01,254.8,4.666666666666667e-05,0.0017121142009273,33353,0.05,466,3,4.666666666666667e-05,100000
288,134538,528,-13.768000000000006,0.01,254.8,4.666666666666667e-05,0.0024892189539968,33609,0.05,466,3,4.666666666666667e-05,100000
290,135562,532,-13.728,0.01,254.8,4.666666666666667e-05,0.003072259016335,33865,0.05,466,3,4.666666666666667e-05,100000
293,136586,536,-13.852000000000002,0.01,254.8,4.666666666666667e-05,0.0025682458654046,34121,0.05,466,3,4.666666666666667e-05,100000
295,137610,540,-14.058000000000002,0.01,254.8,4.666666666666667e-05,0.0019843655172735,34377,0.05,465,3,4.666666666666667e-05,100000
297,138634,544,-14.166,0.01,254.8,4.666666666666667e-05,0.0018690137658268,34633,0.05,465,3,4.666666666666667e-05,100000
299,139658,548,-14.22,0.01,254.8,4.666666666666667e-05,0.001625278731808,34889,0.05,465,3,4.666666666666667e-05,100000
302,140682,552,-14.268,0.01,254.8,4.666666666666667e-05,0.0014038045192137,35145,0.05,465,3,4.666666666666667e-05,100000
304,141706,556,-14.482000000000005,0.01,254.8,4.666666666666667e-05,0.0895251184701919,35401,0.05,465,3,4.666666666666667e-05,100000
306,142730,560,-15.6,0.0,256.0,4.666666666666667e-05,0.0021737136412411,35657,0.05,465,3,4.666666666666667e-05,100000
309,143754,564,-15.386,0.0,256.0,4.666666666666667e-05,0.0365002751350402,35913,0.05,465,3,4.666666666666667e-05,100000
311,144778,568,-15.388000000000002,0.0,256.0,4.666666666666667e-05,0.0028888995293527,36169,0.05,465,3,4.666666666666667e-05,100000
313,145802,572,-15.336000000000004,0.0,256.0,4.666666666666667e-05,0.0284907799214124,36425,0.05,464,3,4.666666666666667e-05,100000
315,146826,576,-15.342,0.0,256.0,4.666666666666667e-05,0.0014766969252377,36681,0.05,464,3,4.666666666666667e-05,100000
318,147850,580,-15.264,0.0,256.0,4.666666666666667e-05,0.0018106212373822,36937,0.05,464,3,4.666666666666667e-05,100000
320,148874,584,-15.466,0.0,256.0,4.666666666666667e-05,0.0255345404148101,37193,0.05,464,3,4.666666666666667e-05,100000
322,149898,588,-15.402,0.0,256.0,4.666666666666667e-05,0.0029852939769625,37449,0.05,464,3,4.666666666666667e-05,100000
325,150922,592,-15.932,0.0,256.0,4.666666666666667e-05,0.0361346453428268,37705,0.05,464,3,4.666666666666667e-05,100000
327,151946,596,-16.026,0.0,256.0,4.666666666666667e-05,0.0551025047898292,37961,0.05,464,3,4.666666666666667e-05,100000
329,152970,600,-16.544,0.0,256.0,4.666666666666667e-05,0.0047551309689879,38217,0.05,464,3,4.666666666666667e-05,100000
331,153994,604,-16.500000000000004,0.0,256.0,4.666666666666667e-05,0.0039675086736679,38473,0.05,464,3,4.666666666666667e-05,100000
334,155018,608,-16.792,0.0,256.0,4.666666666666667e-05,0.0565019324421882,38729,0.05,464,3,4.666666666666667e-05,100000
336,156042,612,-17.018,0.0,256.0,4.666666666666667e-05,0.0303844977170228,38985,0.05,463,3,4.666666666666667e-05,100000
338,157066,616,-17.37,0.0,256.0,4.666666666666667e-05,0.048117347061634,39241,0.05,463,3,4.666666666666667e-05,100000
340,158090,620,-16.868,0.0,256.0,4.666666666666667e-05,0.0006866798503324,39497,0.05,463,3,4.666666666666667e-05,100000
343,159114,624,-16.714000000000002,0.0,256.0,4.666666666666667e-05,0.0897565186023712,39753,0.05,463,3,4.666666666666667e-05,100000
345,160138,628,-16.724,0.0,256.0,4.666666666666667e-05,0.0345599651336669,40009,0.05,463,3,4.666666666666667e-05,100000
348,161162,632,-16.948,0.0,256.0,4.666666666666667e-05,0.0034766953904181,40265,0.05,462,3,4.666666666666667e-05,100000
351,162186,636,-16.602,0.0,256.0,4.666666666666667e-05,0.0285765808075666,40521,0.05,461,3,4.666666666666667e-05,100000
354,163210,640,-16.296,0.0,256.0,4.666666666666667e-05,0.0007114950567483,40777,0.05,460,3,4.666666666666667e-05,100000
356,164234,644,-16.288,0.0,256.0,4.666666666666667e-05,0.002614005934447,41033,0.05,460,3,4.666666666666667e-05,100000
358,165258,648,-16.307999999999996,0.0,256.0,4.666666666666667e-05,0.0591414272785186,41289,0.05,460,3,4.666666666666667e-05,100000
361,166282,652,-16.158,0.0,256.0,4.666666666666667e-05,0.0028125429525971,41545,0.05,460,3,4.666666666666667e-05,100000
363,167306,656,-16.12,0.0,256.0,4.666666666666667e-05,0.0616648159921169,41801,0.05,459,3,4.666666666666667e-05,100000
366,168330,660,-15.776,0.0,256.0,4.666666666666667e-05,0.0347089990973472,42057,0.05,459,3,4.666666666666667e-05,100000
368,169354,664,-16.126,0.0,256.0,4.666666666666667e-05,0.0022161225788295,42313,0.05,459,3,4.666666666666667e-05,100000
370,170378,668,-15.983999999999998,0.0,256.0,4.666666666666667e-05,0.030353594571352,42569,0.05,459,3,4.666666666666667e-05,100000
373,171402,672,-15.98,0.0,256.0,4.666666666666667e-05,0.0643287077546119,42825,0.05,459,3,4.666666666666667e-05,100000
375,172426,676,-15.946,0.0,256.0,4.666666666666667e-05,0.0020583006553351,43081,0.05,458,3,4.666666666666667e-05,100000
378,173450,680,-16.062,0.0,256.0,4.666666666666667e-05,0.3761153519153595,43337,0.05,458,3,4.666666666666667e-05,100000
380,174474,684,-15.919999999999998,0.0,256.0,4.666666666666667e-05,0.0027740187942981,43593,0.05,458,3,4.666666666666667e-05,100000
383,175498,688,-16.124000000000002,0.0,256.0,4.666666666666667e-05,0.0012668427079916,43849,0.05,458,3,4.666666666666667e-05,100000
385,176522,692,-16.410000000000004,0.0,256.0,4.666666666666667e-05,0.0324934944510459,44105,0.05,457,3,4.666666666666667e-05,100000
387,177546,696,-16.458,0.0,256.0,4.666666666666667e-05,0.0503547303378582,44361,0.05,457,3,4.666666666666667e-05,100000
390,178570,700,-16.076000000000004,0.0,256.0,4.666666666666667e-05,0.0292117521166801,44617,0.05,457,3,4.666666666666667e-05,100000
392,179594,704,-16.178,0.0,256.0,4.666666666666667e-05,0.0007238392718136,44873,0.05,457,3,4.666666666666667e-05,100000
395,180618,708,-15.926000000000004,0.0,256.0,4.666666666666667e-05,0.0343300327658653,45129,0.05,457,3,4.666666666666667e-05,100000
397,181642,712,-15.756000000000002,0.0,256.0,4.666666666666667e-05,0.0050180559046566,45385,0.05,456,3,4.666666666666667e-05,100000
400,182666,716,-15.291999999999998,0.0,256.0,4.666666666666667e-05,0.0273656453937292,45641,0.05,456,3,4.666666666666667e-05,100000
402,183690,720,-15.553999999999998,0.0,256.0,4.666666666666667e-05,0.0020271125249564,45897,0.05,456,3,4.666666666666667e-05,100000
404,184714,724,-15.772000000000002,0.0,256.0,4.666666666666667e-05,0.0338261760771274,46153,0.05,456,3,4.666666666666667e-05,100000
407,185738,728,-16.026,0.0,256.0,4.666666666666667e-05,0.0017695260467007,46409,0.05,456,3,4.666666666666667e-05,100000
409,186762,732,-15.813999999999998,0.0,256.0,4.666666666666667e-05,0.0320713482797145,46665,0.05,455,3,4.666666666666667e-05,100000
412,187786,736,-16.285999999999998,0.0,256.0,4.666666666666667e-05,0.0028028301894664,46921,0.05,455,3,4.666666666666667e-05,100000
414,188810,740,-16.280000000000005,0.0,256.0,4.666666666666667e-05,0.0357353873550891,47177,0.05,455,3,4.666666666666667e-05,100000
416,189834,744,-15.964,0.0,256.0,4.666666666666667e-05,0.0574220828711986,47433,0.05,455,3,4.666666666666667e-05,100000
419,190858,748,-15.576,0.0,256.0,4.666666666666667e-05,0.0033358493819832,47689,0.05,455,3,4.666666666666667e-05,100000
421,191882,752,-15.528000000000002,0.0,256.0,4.666666666666667e-05,0.0022545217070728,47945,0.05,455,3,4.666666666666667e-05,100000
423,192906,756,-15.148,0.0,256.0,4.666666666666667e-05,0.0018246390391141,48201,0.05,455,3,4.666666666666667e-05,100000
426,193930,760,-15.21,0.0,256.0,4.666666666666667e-05,0.0014382691588252,48457,0.05,455,3,4.666666666666667e-05,100000
428,194937,764,-14.292,0.01,255.83,4.666666666666667e-05,0.031110543757677,48709,0.05,454,3,4.666666666666667e-05,100000
430,195961,768,-14.396,0.01,255.83,4.666666666666667e-05,0.0559326037764549,48965,0.05,454,3,4.666666666666667e-05,100000
433,196985,772,-14.4,0.01,255.83,4.666666666666667e-05,0.0020957721862941,49221,0.05,454,3,4.666666666666667e-05,100000
435,198009,776,-14.462,0.01,255.83,4.666666666666667e-05,0.065214991569519,49477,0.05,454,3,4.666666666666667e-05,100000
438,199033,780,-14.303999999999998,0.01,255.83,4.666666666666667e-05,0.0017309510149061,49733,0.05,454,3,4.666666666666667e-05,100000
440,200057,784,-14.422,0.01,255.83,4.666666666666667e-05,0.0014556626556441,49989,0.05,454,3,4.666666666666667e-05,100000
442,201081,788,-13.986,0.01,255.83,4.666666666666667e-05,0.0640130639076232,50245,0.05,453,3,4.666666666666667e-05,100000
445,202105,792,-13.454,0.01,255.83,4.666666666666667e-05,0.0649471580982208,50501,0.05,453,3,4.666666666666667e-05,100000
447,203129,796,-13.344,0.01,255.83,4.666666666666667e-05,0.0084148934110999,50757,0.05,453,3,4.666666666666667e-05,100000
450,204153,800,-13.765999999999998,0.01,255.83,4.666666666666667e-05,0.0006238374626263,51013,0.05,453,3,4.666666666666667e-05,100000
452,205177,804,-13.826,0.01,255.83,4.666666666666667e-05,0.0034917334560304,51269,0.05,453,3,4.666666666666667e-05,100000
454,206201,808,-13.93,0.01,255.83,4.666666666666667e-05,0.0055331527255475,51525,0.05,453,3,4.666666666666667e-05,100000
457,207225,812,-14.156,0.01,255.83,4.666666666666667e-05,0.0311671420931816,51781,0.05,453,3,4.666666666666667e-05,100000
459,208249,816,-14.422,0.01,255.83,4.666666666666667e-05,0.0021072055678814,52037,0.05,453,3,4.666666666666667e-05,100000
462,209273,820,-14.466,0.01,255.83,4.666666666666667e-05,0.0034378562122583,52293,0.05,452,3,4.666666666666667e-05,100000
464,210297,824,-14.638000000000002,0.01,255.83,4.666666666666667e-05,0.0075449054129421,52549,0.05,452,3,4.666666666666667e-05,100000
466,211321,828,-14.526,0.01,255.83,4.666666666666667e-05,0.0014344402588903,52805,0.05,452,3,4.666666666666667e-05,100000
469,212345,832,-14.486,0.01,255.83,4.666666666666667e-05,0.0334541276097297,53061,0.05,452,3,4.666666666666667e-05,100000
471,213369,836,-13.893999999999998,0.01,255.83,4.666666666666667e-05,0.0713190585374832,53317,0.05,452,3,4.666666666666667e-05,100000
474,214393,840,-13.92,0.01,255.83,4.666666666666667e-05,0.0343643724918365,53573,0.05,452,3,4.666666666666667e-05,100000
476,215417,844,-13.981999999999998,0.01,255.83,4.666666666666667e-05,0.001440487569198,53829,0.05,452,3,4.666666666666667e-05,100000
478,216441,848,-14.244000000000002,0.01,255.83,4.666666666666667e-05,0.0034417305141687,54085,0.05,451,3,4.666666666666667e-05,100000
481,217465,852,-14.182,0.01,255.83,4.666666666666667e-05,0.0017769541591405,54341,0.05,451,3,4.666666666666667e-05,100000
483,218489,856,-14.445999999999996,0.01,255.83,4.666666666666667e-05,0.00101081316825,54597,0.05,451,3,4.666666666666667e-05,100000
486,219513,860,-14.524,0.01,255.83,4.666666666666667e-05,0.0011856147320941,54853,0.05,451,3,4.666666666666667e-05,100000
488,220537,864,-15.727999999999998,0.0,256.0,4.666666666666667e-05,0.0016607816796749,55109,0.05,451,3,4.666666666666667e-05,100000
490,221561,868,-15.736,0.0,256.0,4.666666666666667e-05,0.0046986667439341,55365,0.05,451,3,4.666666666666667e-05,100000
493,222585,872,-15.578,0.0,256.0,4.666666666666667e-05,0.001057996880263,55621,0.05,451,3,4.666666666666667e-05,100000
495,223609,876,-15.496,0.0,256.0,4.666666666666667e-05,0.002690692897886,55877,0.05,451,3,4.666666666666667e-05,100000
498,224633,880,-15.518000000000002,0.0,256.0,4.666666666666667e-05,0.0029893282335251,56133,0.05,451,3,4.666666666666667e-05,100000
500,225657,884,-15.966,0.0,256.0,4.666666666666667e-05,0.0378993600606918,56389,0.05,450,3,4.666666666666667e-05,100000
502,226681,888,-16.214000000000002,0.0,256.0,4.666666666666667e-05,0.0317477919161319,56645,0.05,450,3,4.666666666666667e-05,100000
505,227705,892,-16.105999999999998,0.0,256.0,4.666666666666667e-05,0.0610233545303344,56901,0.05,450,3,4.666666666666667e-05,100000
507,228729,896,-16.016,0.0,256.0,4.666666666666667e-05,0.0086435992270708,57157,0.05,450,3,4.666666666666667e-05,100000
510,229753,900,-16.008,0.0,256.0,4.666666666666667e-05,0.0024402076378464,57413,0.05,450,3,4.666666666666667e-05,100000
512,230777,904,-16.002,0.0,256.0,4.666666666666667e-05,0.009057130664587,57669,0.05,450,3,4.666666666666667e-05,100000
514,231801,908,-15.599999999999996,0.0,256.0,4.666666666666667e-05,0.0019373066024854,57925,0.05,450,3,4.666666666666667e-05,100000
517,232825,912,-15.753999999999996,0.0,256.0,4.666666666666667e-05,0.0012610517442226,58181,0.05,450,3,4.666666666666667e-05,100000
519,233849,916,-15.542,0.0,256.0,4.666666666666667e-05,0.0292972810566425,58437,0.05,449,3,4.666666666666667e-05,100000
522,234873,920,-15.238,0.0,256.0,4.666666666666667e-05,0.0022775174584239,58693,0.05,449,3,4.666666666666667e-05,100000
524,235897,924,-14.816,0.0,256.0,4.666666666666667e-05,0.0327949970960617,58949,0.05,449,3,4.666666666666667e-05,100000
526,236921,928,-14.708000000000002,0.0,256.0,4.666666666666667e-05,0.0028987028636038,59205,0.05,449,3,4.666666666666667e-05,100000
529,237945,932,-14.712000000000003,0.0,256.0,4.666666666666667e-05,0.0274764150381088,59461,0.05,449,3,4.666666666666667e-05,100000
531,238969,936,-14.788,0.0,256.0,4.666666666666667e-05,0.0041977167129516,59717,0.05,449,3,4.666666666666667e-05,100000
534,239993,940,-14.84,0.0,256.0,4.666666666666667e-05,0.002450724132359,59973,0.05,449,3,4.666666666666667e-05,100000
536,241017,944,-14.896,0.0,256.0,4.666666666666667e-05,0.0294059962034225,60229,0.05,449,3,4.666666666666667e-05,100000
538,242041,948,-14.884,0.0,256.0,4.666666666666667e-05,0.0243625789880752,60485,0.05,449,3,4.666666666666667e-05,100000
541,243065,952,-15.376,0.0,256.0,4.666666666666667e-05,0.3741824626922607,60741,0.05,449,3,4.666666666666667e-05,100000
