time/time_elapsed,time/total_timesteps,time/episodes,rollout/ep_rew_mean,rollout/success_rate,rollout/ep_len_mean,train/learning_rate,train/loss,train/n_updates,rollout/exploration_rate,time/fps,phase,phase_learning_rate,phase_buffer_size
145,71170,280,-14.964000000000004,0.02,253.8,7.333333333333334e-05,0.0268599316477775,17767,0.05,489,2,7.333333333333334e-05,150000
147,72194,284,-15.519999999999996,0.01,254.99,7.333333333333334e-05,0.0031410870142281,18023,0.05,488,2,7.333333333333334e-05,150000
150,73218,288,-15.150000000000002,0.01,254.99,7.333333333333334e-05,0.0117217376828193,18279,0.05,487,2,7.333333333333334e-05,150000
152,74242,292,-14.626,0.01,254.99,7.333333333333334e-05,0.0107553265988826,18535,0.05,487,2,7.333333333333334e-05,150000
154,75266,296,-14.414,0.01,254.99,7.333333333333334e-05,0.059776984155178,18791,0.05,486,2,7.333333333333334e-05,150000
157,76290,300,-14.044000000000004,0.01,254.99,7.333333333333334e-05,0.0160097684711217,19047,0.05,485,2,7.333333333333334e-05,150000
159,77314,304,-14.854,0.01,254.99,7.333333333333334e-05,0.0131878033280372,19303,0.05,485,2,7.333333333333334e-05,150000
161,78338,308,-14.822000000000005,0.01,254.99,7.333333333333334e-05,0.0060936114750802,19559,0.05,484,2,7.333333333333334e-05,150000
164,79362,312,-14.798,0.01,254.99,7.333333333333334e-05,0.0438242778182029,19815,0.05,483,2,7.333333333333334e-05,150000
166,80386,316,-14.764,0.01,254.99,7.333333333333334e-05,0.0247307997196912,20071,0.05,483,2,7.333333333333334e-05,150000
168,81410,320,-14.524,0.01,254.99,7.333333333333334e-05,0.0338234007358551,20327,0.05,482,2,7.333333333333334e-05,150000
171,82434,324,-14.317999999999998,0.01,254.99,7.333333333333334e-05,0.0769351124763488,20583,0.05,482,2,7.333333333333334e-05,150000
173,83458,328,-14.13,0.01,254.99,7.333333333333334e-05,0.0049316035583615,20839,0.05,481,2,7.333333333333334e-05,150000
175,84482,332,-13.952,0.01,254.99,7.333333333333334e-05,0.0047054192982614,21095,0.05,480,2,7.333333333333334e-05,150000
177,85506,336,-13.892,0.01,254.99,7.333333333333334e-05,0.0362125933170318,21351,0.05,480,2,7.333333333333334e-05,150000
180,86530,340,-14.388,0.01,254.99,7.333333333333334e-05,0.0078403893858194,21607,0.05,479,2,7.333333333333334e-05,150000
182,87554,344,-14.278,0.01,254.99,7.333333333333334e-05,0.0064376960508525,21863,0.05,479,2,7.333333333333334e-05,150000
184,88578,348,-14.612,0.01,254.99,7.333333333333334e-05,0.03488689661026,22119,0.05,479,2,7.333333333333334e-05,150000
187,89602,352,-14.313999999999998,0.01,254.99,7.333333333333334e-05,0.0769793316721916,22375,0.05,478,2,7.333333333333334e-05,150000
189,90626,356,-14.226,0.01,254.99,7.333333333333334e-05,0.0050593833439052,22631,0.05,478,2,7.333333333333334e-05,150000
191,91650,360,-13.964,0.01,254.99,7.333333333333334e-05,0.0471154972910881,22887,0.05,477,2,7.333333333333334e-05,150000
194,92674,364,-15.18,0.0,256.0,7.333333333333334e-05,0.022451227530837,23143,0.05,477,2,7.333333333333334e-05,150000
196,93698,368,-15.024,0.0,256.0,7.333333333333334e-05,0.0853744372725486,23399,0.05,477,2,7.333333333333334e-05,150000
198,94722,372,-14.778,0.0,256.0,7.333333333333334e-05,0.0054104505106806,23655,0.05,476,2,7.333333333333334e-05,150000
200,95746,376,-14.796000000000005,0.0,256.0,7.333333333333334e-05,0.0278668217360973,23911,0.05,476,2,7.333333333333334e-05,150000
203,96770,380,-14.731999999999998,0.0,256.0,7.333333333333334e-05,0.073952279984951,24167,0.05,475,2,7.333333333333334e-05,150000
205,97794,384,-14.34,0.0,256.0,7.333333333333334e-05,0.0426699370145797,24423,0.05,475,2,7.333333333333334e-05,150000
207,98818,388,-14.468,0.0,256.0,7.333333333333334e-05,0.0236855614930391,24679,0.05,475,2,7.333333333333334e-05,150000
210,99842,392,-14.286,0.0,256.0,7.333333333333334e-05,0.0041762399487197,24935,0.05,474,2,7.333333333333334e-05,150000
212,100866,396,-14.340000000000002,0.0,256.0,7.333333333333334e-05,0.004512102343142,25191,0.05,474,2,7.333333333333334e-05,150000
214,101890,400,-14.452000000000004,0.0,256.0,7.333333333333334e-05,0.1098835468292236,25447,0.05,474,2,7.333333333333334e-05,150000
217,102914,404,-13.788,0.0,256.0,7.333333333333334e-05,0.0320638194680213,25703,0.05,473,2,7.333333333333334e-05,150000
219,103938,408,-13.571999999999996,0.0,256.0,7.333333333333334e-05,0.0297173373401165,25959,0.05,473,2,7.333333333333334e-05,150000
221,104962,412,-13.827999999999998,0.0,256.0,7.333333333333334e-05,0.0593751370906829,26215,0.05,473,2,7.333333333333334e-05,150000
224,105986,416,-13.515999999999998,0.0,256.0,7.333333333333334e-05,0.051018264144659,26471,0.05,472,2,7.333333333333334e-05,150000
226,107010,420,-13.31,0.0,256.0,7.333333333333334e-05,0.0222241412848234,26727,0.05,472,2,7.333333333333334e-05,150000
228,108034,424,-14.122,0.0,256.0,7.333333333333334e-05,0.0053687347099184,26983,0.05,472,2,7.333333333333334e-05,150000
231,109031,428,-13.234000000000002,0.01,255.73,7.333333333333334e-05,0.0051086521707475,27232,0.05,471,2,7.333333333333334e-05,150000
233,110006,432,-12.440000000000005,0.02,255.24,7.333333333333334e-05,0.0033484634477645,27476,0.05,471,2,7.333333333333334e-05,150000
235,111030,436,-12.452,0.02,255.24,7.333333333333334e-05,0.0801565051078796,27732,0.05,471,2,7.333333333333334e-05,150000
237,112054,440,-12.312,0.02,255.24,7.333333333333334e-05,0.0049803042784333,27988,0.05,471,2,7.333333333333334e-05,150000
240,113078,444,-12.224,0.02,255.24,7.333333333333334e-05,0.0568034052848815,28244,0.05,470,2,7.333333333333334e-05,150000
242,114102,448,-12.356000000000002,0.02,255.24,7.333333333333334e-05,0.0759175270795822,28500,0.05,470,2,7.333333333333334e-05,150000
244,115126,452,-12.594,0.02,255.24,7.333333333333334e-05,0.0083966748788952,28756,0.05,470,2,7.333333333333334e-05,150000
247,116150,456,-12.51,0.02,255.24,7.333333333333334e-05,0.3591066598892212,29012,0.05,470,2,7.333333333333334e-05,150000
249,117174,460,-12.822,0.02,255.24,7.333333333333334e-05,0.0302478801459074,29268,0.05,469,2,7.333333333333334e-05,150000
251,118198,464,-12.982,0.02,255.24,7.333333333333334e-05,0.0048932861536741,29524,0.05,469,2,7.333333333333334e-05,150000
254,119222,468,-13.032,0.02,255.24,7.333333333333334e-05,0.0218396577984094,29780,0.05,469,2,7.333333333333334e-05,150000
256,120246,472,-13.450000000000005,0.02,255.24,7.333333333333334e-05,0.0121203437447547,30036,0.05,469,2,7.333333333333334e-05,150000
258,121270,476,-13.582,0.02,255.24,7.333333333333334e-05,0.0065478086471557,30292,0.05,468,2,7.333333333333334e-05,150000
261,122294,480,-13.598,0.02,255.24,7.333333333333334e-05,0.0235604438930749,30548,0.05,468,2,7.333333333333334e-05,150000
263,123318,484,-13.896,0.02,255.24,7.333333333333334e-05,0.0289877764880657,30804,0.05,468,2,7.333333333333334e-05,150000
265,124342,488,-13.722,0.02,255.24,7.333333333333334e-05,0.0431350655853748,31060,0.05,468,2,7.333333333333334e-05,150000
267,125366,492,-13.616,0.02,255.24,7.333333333333334e-05,0.0055363969877362,31316,0.05,467,2,7.333333333333334e-05,150000
270,126390,496,-14.036,0.02,255.24,7.333333333333334e-05,0.0048460685648024,31572,0.05,467,2,7.333333333333334e-05,150000
272,127414,500,-13.561999999999998,0.02,255.24,7.333333333333334e-05,0.0553628951311111,31828,0.05,467,2,7.333333333333334e-05,150000
274,128438,504,-13.496000000000002,0.02,255.24,7.333333333333334e-05,0.0428155325353145,32084,0.05,467,2,7.333333333333334e-05,150000
277,129462,508,-13.804,0.02,255.24,7.333333333333334e-05,0.0075740935280919,32340,0.05,466,2,7.333333333333334e-05,150000
279,130486,512,-13.54,0.02,255.24,7.333333333333334e-05,0.0055263238027691,32596,0.05,466,2,7.333333333333334e-05,150000
281,131510,516,-13.55,0.02,255.24,7.333333333333334e-05,0.0335385873913764,32852,0.05,466,2,7.333333333333334e-05,150000
284,132534,520,-13.949999999999998,0.02,255.24,7.333333333333334e-05,0.0576075389981269,33108,0.05,466,2,7.333333333333334e-05,150000
286,133558,524,-13.402,0.02,255.24,7.333333333333334e-05,0.0230752658098936,33364,0.05,466,2,7.333333333333334e-05,150000
288,134582,528,-14.398,0.01,255.51,7.333333333333334e-05,0.0380901955068111,33620,0.05,465,2,7.333333333333334e-05,150000
291,135606,532,-15.481999999999998,0.0,256.0,7.333333333333334e-05,0.0332609452307224,33876,0.05,465,2,7.333333333333334e-05,150000
293,136630,536,-15.766000000000002,0.0,256.0,7.333333333333334e-05,0.0044116643257439,34132,0.05,465,2,7.333333333333334e-05,150000
295,137654,540,-15.512000000000002,0.0,256.0,7.333333333333334e-05,0.0769504159688949,34388,0.05,465,2,7.333333333333334e-05,150000
298,138678,544,-15.45,0.0,256.0,7.333333333333334e-05,0.0088079180568456,34644,0.05,465,2,7.333333333333334e-05,150000
300,139702,548,-15.298000000000002,0.0,256.0,7.333333333333334e-05,0.0032206061296164,34900,0.05,465,2,7.333333333333334e-05,150000
302,140726,552,-15.629999999999995,0.0,256.0,7.333333333333334e-05,0.0385041609406471,35156,0.05,464,2,7.333333333333334e-05,150000
304,141750,556,-16.054000000000002,0.0,256.0,7.333333333333334e-05,0.0086082033812999,35412,0.05,464,2,7.333333333333334e-05,150000
307,142774,560,-16.066000000000003,0.0,256.0,7.333333333333334e-05,0.0028687450103461,35668,0.05,464,2,7.333333333333334e-05,150000
309,143798,564,-15.774,0.0,256.0,7.333333333333334e-05,0.3667953610420227,35924,0.05,464,2,7.333333333333334e-05,150000
311,144822,568,-16.006,0.0,256.0,7.333333333333334e-05,0.0045882733538746,36180,0.05,464,2,7.333333333333334e-05,150000
314,145846,572,-15.958000000000002,0.0,256.0,7.333333333333334e-05,0.0443412289023399,36436,0.05,464,2,7.333333333333334e-05,150000
316,146870,576,-15.544,0.0,256.0,7.333333333333334e-05,0.0235194470733404,36692,0.05,463,2,7.333333333333334e-05,150000
318,147894,580,-15.764,0.0,256.0,7.333333333333334e-05,0.0277611222118139,36948,0.05,463,2,7.333333333333334e-05,150000
321,148918,584,-15.576,0.0,256.0,7.333333333333334e-05,0.013896164484322,37204,0.05,463,2,7.333333333333334e-05,150000
323,149942,588,-15.776,0.0,256.0,7.333333333333334e-05,0.0479309111833572,37460,0.05,463,2,7.333333333333334e-05,150000
325,150966,592,-16.301999999999996,0.0,256.0,7.333333333333334e-05,0.0073185684159398,37716,0.05,463,2,7.333333333333334e-05,150000
328,151990,596,-16.003999999999998,0.0,256.0,7.333333333333334e-05,0.0553589574992656,37972,0.05,463,2,7.333333333333334e-05,150000
330,153014,600,-16.616,0.0,256.0,7.333333333333334e-05,0.0036650234833359,38228,0.05,463,2,7.333333333333334e-05,150000
332,154038,604,-16.402,0.0,256.0,7.333333333333334e-05,0.0015807226300239,38484,0.05,462,2,7.333333333333334e-05,150000
335,155062,608,-16.285999999999998,0.0,256.0,7.333333333333334e-05,0.0402623228728771,38740,0.05,462,2,7.333333333333334e-05,150000
337,156086,612,-16.492,0.0,256.0,7.333333333333334e-05,0.008321763947606,38996,0.05,462,2,7.333333333333334e-05,150000
339,157110,616,-16.754,0.0,256.0,7.333333333333334e-05,0.0039308620616793,39252,0.05,462,2,7.333333333333334e-05,150000
342,158134,620,-16.482,0.0,256.0,7.333333333333334e-05,0.0021938751451671,39508,0.05,462,2,7.333333333333334e-05,150000
344,159158,624,-16.362000000000002,0.0,256.0,7.333333333333334e-05,0.0399876087903976,39764,0.05,462,2,7.333333333333334e-05,150000
346,160182,628,-16.544,0.0,256.0,7.333333333333334e-05,0.0369672961533069,40020,0.05,462,2,7.333333333333334e-05,150000
348,161206,632,-16.882,0.0,256.0,7.333333333333334e-05,0.0083549078553915,40276,0.05,461,2,7.333333333333334e-05,150000
351,162230,636,-16.748,0.0,256.0,7.333333333333334e-05,0.0348202250897884,40532,0.05,461,2,7.333333333333334e-05,150000
353,163254,640,-16.922,0.0,256.0,7.333333333333334e-05,0.0617724023759365,40788,0.05,461,2,7.333333333333334e-05,150000
355,164278,644,-17.034,0.0,256.0,7.333333333333334e-05,0.0041372133418917,41044,0.05,461,2,7.333333333333334e-05,150000
358,165302,648,-17.066,0.0,256.0,7.333333333333334e-05,0.0014548674225807,41300,0.05,461,2,7.333333333333334e-05,150000
360,166326,652,-16.85,0.0,256.0,7.333333333333334e-05,0.0013315242249518,41556,0.05,461,2,7.333333333333334e-05,150000
362,167350,656,-16.531999999999996,0.0,256.0,7.333333333333334e-05,0.0036539384163916,41812,0.05,461,2,7.333333333333334e-05,150000
365,168374,660,-16.28,0.0,256.0,7.333333333333334e-05,0.0048978514969348,42068,0.05,461,2,7.333333333333334e-05,150000
367,169398,664,-16.458000000000002,0.0,256.0,7.333333333333334e-05,0.107256181538105,42324,0.05,460,2,7.333333333333334e-05,150000
369,170422,668,-16.272,0.0,256.0,7.333333333333334e-05,0.0667226687073707,42580,0.05,460,2,7.333333333333334e-05,150000
372,171446,672,-16.524,0.0,256.0,7.333333333333334e-05,0.0612684488296508,42836,0.05,460,2,7.333333333333334e-05,150000
374,172470,676,-16.614,0.0,256.0,7.333333333333334e-05,0.0296878479421138,43092,0.05,460,2,7.333333333333334e-05,150000
376,173494,680,-16.441999999999997,0.0,256.0,7.333333333333334e-05,0.039090484380722,43348,0.05,460,2,7.333333333333334e-05,150000
379,174518,684,-16.36,0.0,256.0,7.333333333333334e-05,0.0037706368602812,43604,0.05,460,2,7.333333333333334e-05,150000
381,175542,688,-16.474,0.0,256.0,7.333333333333334e-05,0.0401427559554576,43860,0.05,460,2,7.333333333333334e-05,150000
383,176566,692,-16.434000000000005,0.0,256.0,7.333333333333334e-05,0.0361978709697723,44116,0.05,459,2,7.333333333333334e-05,150000
386,177590,696,-16.645999999999997,0.0,256.0,7.333333333333334e-05,0.0381968468427658,44372,0.05,459,2,7.333333333333334e-05,150000
388,178614,700,-16.304000000000002,0.0,256.0,7.333333333333334e-05,0.0027353996410965,44628,0.05,459,2,7.333333333333334e-05,150000
390,179638,704,-16.676,0.0,256.0,7.333333333333334e-05,0.0273670405149459,44884,0.05,459,2,7.333333333333334e-05,150000
393,180662,708,-16.458000000000002,0.0,256.0,7.333333333333334e-05,0.0391673222184181,45140,0.05,459,2,7.333333333333334e-05,150000
395,181686,712,-16.191999999999997,0.0,256.0,7.333333333333334e-05,0.0367435328662395,45396,0.05,459,2,7.333333333333334e-05,150000
397,182710,716,-15.848,0.0,256.0,7.333333333333334e-05,0.0698542147874832,45652,0.05,459,2,7.333333333333334e-05,150000
399,183734,720,-15.83,0.0,256.0,7.333333333333334e-05,0.0011023022234439,45908,0.05,459,2,7.333333333333334e-05,150000
402,184758,724,-15.904000000000002,0.0,256.0,7.333333333333334e-05,0.0026625655591487,46164,0.05,459,2,7.333333333333334e-05,150000
404,185782,728,-15.774,0.0,256.0,7.333333333333334e-05,0.0037850101944059,46420,0.05,459,2,7.333333333333334e-05,150000
406,186806,732,-15.468,0.0,256.0,7.333333333333334e-05,0.0665295869112014,46676,0.05,459,2,7.333333333333334e-05,150000
409,187830,736,-15.758,0.0,256.0,7.333333333333334e-05,0.0009050604421645,46932,0.05,459,2,7.333333333333334e-05,150000
411,188854,740,-15.518000000000002,0.0,256.0,7.333333333333334e-05,0.0019525258103385,47188,0.05,459,2,7.333333333333334e-05,150000
413,189878,744,-15.304,0.0,256.0,7.333333333333334e-05,0.00332409911789,47444,0.05,458,2,7.333333333333334e-05,150000
416,190902,748,-15.132,0.0,256.0,7.333333333333334e-05,0.0469553135335445,47700,0.05,458,2,7.333333333333334e-05,150000
418,191926,752,-14.772,0.0,256.0,7.333333333333334e-05,0.0641664564609527,47956,0.05,458,2,7.333333333333334e-05,150000
420,192950,756,-14.621999999999998,0.0,256.0,7.333333333333334e-05,0.0358069911599159,48212,0.05,458,2,7.333333333333334e-05,150000
422,193974,760,-14.648,0.0,256.0,7.333333333333334e-05,0.0089244153350591,48468,0.05,458,2,7.333333333333334e-05,150000
425,194952,764,-13.782,0.01,255.54,7.333333333333334e-05,0.0670642331242561,48712,0.05,458,2,7.333333333333334e-05,150000
427,195976,768,-13.832,0.01,255.54,7.333333333333334e-05,0.0015001308638602,48968,0.05,458,2,7.333333333333334e-05,150000
429,197000,772,-13.74,0.01,255.54,7.333333333333334e-05,0.0009857262484729,49224,0.05,458,2,7.333333333333334e-05,150000
432,198024,776,-13.972,0.01,255.54,7.333333333333334e-05,0.0648476034402847,49480,0.05,458,2,7.333333333333334e-05,150000
434,199048,780,-14.1,0.01,255.54,7.333333333333334e-05,0.0233415123075246,49736,0.05,458,2,7.333333333333334e-05,150000
436,200072,784,-14.15,0.01,255.54,7.333333333333334e-05,0.009382932446897,49992,0.05,458,2,7.333333333333334e-05,150000
438,201096,788,-13.691999999999998,0.01,255.54,7.333333333333334e-05,0.0645859539508819,50248,0.05,458,2,7.333333333333334e-05,150000
441,202120,792,-13.65,0.01,255.54,7.333333333333334e-05,0.0017802035436034,50504,0.05,458,2,7.333333333333334e-05,150000
443,203144,796,-13.438,0.01,255.54,7.333333333333334e-05,0.0398117825388908,50760,0.05,458,2,7.333333333333334e-05,150000
445,204168,800,-13.626,0.01,255.54,7.333333333333334e-05,0.0358149781823158,51016,0.05,458,2,7.333333333333334e-05,150000
448,205192,804,-13.74,0.01,255.54,7.333333333333334e-05,0.0347077101469039,51272,0.05,457,2,7.333333333333334e-05,150000
450,206216,808,-13.872,0.01,255.54,7.333333333333334e-05,0.0677621364593505,51528,0.05,457,2,7.333333333333334e-05,150000
452,207240,812,-14.034,0.01,255.54,7.333333333333334e-05,0.0834401324391365,51784,0.05,457,2,7.333333333333334e-05,150000
454,208264,816,-14.305999999999996,0.01,255.54,7.333333333333334e-05,0.0251234881579875,52040,0.05,457,2,7.333333333333334e-05,150000
457,209288,820,-14.534,0.01,255.54,7.333333333333334e-05,0.0013876918237656,52296,0.05,457,2,7.333333333333334e-05,150000
459,210312,824,-15.082,0.01,255.54,7.333333333333334e-05,0.0069048278965055,52552,0.05,457,2,7.333333333333334e-05,150000
461,211336,828,-15.097999999999995,0.01,255.54,7.333333333333334e-05,0.1057062000036239,52808,0.05,457,2,7.333333333333334e-05,150000
464,212360,832,-15.172,0.01,255.54,7.333333333333334e-05,0.0015808311291038,53064,0.05,457,2,7.333333333333334e-05,150000
466,213384,836,-14.728,0.01,255.54,7.333333333333334e-05,0.0403151325881481,53320,0.05,457,2,7.333333333333334e-05,150000
468,214408,840,-14.857999999999995,0.01,255.54,7.333333333333334e-05,0.0025026523508131,53576,0.05,457,2,7.333333333333334e-05,150000
471,215432,844,-15.012,0.01,255.54,7.333333333333334e-05,0.0301468409597873,53832,0.05,457,2,7.333333333333334e-05,150000
473,216456,848,-15.162,0.01,255.54,7.333333333333334e-05,0.0028158789500594,54088,0.05,457,2,7.333333333333334e-05,150000
475,217480,852,-15.156,0.01,255.54,7.333333333333334e-05,0.0011590799549594,54344,0.05,457,2,7.333333333333334e-05,150000
478,218504,856,-15.459999999999996,0.01,255.54,7.333333333333334e-05,0.0018075820989906,54600,0.05,457,2,7.333333333333334e-05,150000
480,219528,860,-15.84,0.01,255.54,7.333333333333334e-05,0.0570804774761199,54856,0.05,457,2,7.333333333333334e-05,150000
482,220552,864,-16.688,0.0,256.0,7.333333333333334e-05,0.0199448503553867,55112,0.05,456,2,7.333333333333334e-05,150000
484,221576,868,-16.752,0.0,256.0,7.333333333333334e-05,0.0329608805477619,55368,0.05,456,2,7.333333333333334e-05,150000
487,222600,872,-16.604,0.0,256.0,7.333333333333334e-05,0.044714618474245,55624,0.05,456,2,7.333333333333334e-05,150000
489,223624,876,-16.79,0.0,256.0,7.333333333333334e-05,0.0063645672053098,55880,0.05,456,2,7.333333333333334e-05,150000
491,224648,880,-16.624000000000002,0.0,256.0,7.333333333333334e-05,0.0020993174985051,56136,0.05,456,2,7.333333333333334e-05,150000
494,225672,884,-16.872,0.0,256.0,7.333333333333334e-05,0.0366267524659633,56392,0.05,456,2,7.333333333333334e-05,150000
496,226696,888,-17.072,0.0,256.0,7.333333333333334e-05,0.0245230589061975,56648,0.05,456,2,7.333333333333334e-05,150000
498,227720,892,-17.076,0.0,256.0,7.333333333333334e-05,0.0021775099448859,56904,0.05,456,2,7.333333333333334e-05,150000
501,228744,896,-17.026,0.0,256.0,7.333333333333334e-05,0.0261013749986886,57160,0.05,456,2,7.333333333333334e-05,150000
503,229768,900,-16.875999999999998,0.0,256.0,7.333333333333334e-05,0.0009372757049277,57416,0.05,456,2,7.333333333333334e-05,150000
505,230792,904,-16.444,0.0,256.0,7.333333333333334e-05,0.0264657009392976,57672,0.05,456,2,7.333333333333334e-05,150000
508,231816,908,-16.502000000000002,0.0,256.0,7.333333333333334e-05,0.0227153357118368,57928,0.05,456,2,7.333333333333334e-05,150000
510,232840,912,-16.442,0.0,256.0,7.333333333333334e-05,0.0007976706838235,58184,0.05,456,2,7.333333333333334e-05,150000
512,233864,916,-16.036,0.0,256.0,7.333333333333334e-05,0.0274379476904869,58440,0.05,456,2,7.333333333333334e-05,150000
515,234888,920,-15.786,0.0,256.0,7.333333333333334e-05,0.0573104508221149,58696,0.05,455,2,7.333333333333334e-05,150000
517,235912,924,-15.154000000000002,0.0,256.0,7.333333333333334e-05,0.00168662390206,58952,0.05,455,2,7.333333333333334e-05,150000
519,236936,928,-15.104,0.0,256.0,7.333333333333334e-05,0.0349516123533248,59208,0.05,455,2,7.333333333333334e-05,150000
522,237960,932,-14.844,0.0,256.0,7.333333333333334e-05,0.001471051480621,59464,0.05,455,2,7.333333333333334e-05,150000
524,238984,936,-15.061999999999998,0.0,256.0,7.333333333333334e-05,0.0360141918063163,59720,0.05,455,2,7.333333333333334e-05,150000
526,240008,940,-15.088,0.0,256.0,7.333333333333334e-05,0.0450679585337638,59976,0.05,455,2,7.333333333333334e-05,150000
529,241032,944,-14.997999999999998,0.0,256.0,7.333333333333334e-05,0.0228238794952631,60232,0.05,455,2,7.333333333333334e-05,150000
531,242056,948,-14.941999999999998,0.0,256.0,7.333333333333334e-05,0.0063174478709697,60488,0.05,455,2,7.333333333333334e-05,150000
533,243080,952,-15.381999999999998,0.0,256.0,7.333333333333334e-05,0.0014373557642102,60744,0.05,455,2,7.333333333333334e-05,150000
536,244104,956,-15.323999999999998,0.0,256.0,7.333333333333334e-05,0.000829589786008,61000,0.05,455,2,7.333333333333334e-05,150000
538,245128,960,-15.168,0.0,256.0,7.333333333333334e-05,0.0349934622645378,61256,0.05,455,2,7.333333333333334e-05,150000
540,246152,964,-15.075999999999995,0.0,256.0,7.333333333333334e-05,0.0028126153629273,61512,0.05,455,2,7.333333333333334e-05,150000
543,247176,968,-15.036,0.0,256.0,7.333333333333334e-05,0.0021156035363674,61768,0.05,454,2,7.333333333333334e-05,150000
545,248200,972,-14.904000000000002,0.0,256.0,7.333333333333334e-05,0.0531463846564292,62024,0.05,454,2,7.333333333333334e-05,150000
548,249224,976,-14.714,0.0,256.0,7.333333333333334e-05,0.0015684405807405,62280,0.05,454,2,7.333333333333334e-05,150000
1,1024,4,-199.05,0.0,256.0,4.666666666666667e-05,0.0239118635654449,230,0.980544,643,3,4.666666666666667e-05,100000
3,2048,8,-197.25,0.0,256.0,4.666666666666667e-05,0.0122711528092622,486,0.9610880000000002,619,3,4.666666666666667e-05,100000
5,3072,12,-194.4333333333333,0.0,256.0,4.666666666666667e-05,0.0190421920269727,742,0.941632,605,3,4.666666666666667e-05,100000
6,4096,16,-194.25,0.0,256.0,4.666666666666667e-05,0.0212918203324079,998,0.9221760000000002,599,3,4.666666666666667e-05,100000
8,5120,20,-192.97,0.0,256.0,4.666666666666667e-05,0.0200065709650516,1254,0.9027199999999996,594,3,4.666666666666667e-05,100000
10,6144,24,-193.34166666666667,0.0,256.0,4.666666666666667e-05,0.0206879787147045,1510,0.8832639999999998,591,3,4.666666666666667e-05,100000
12,7168,28,-191.8142857142857,0.0,256.0,4.666666666666667e-05,0.0729011967778205,1766,0.8638079999999999,587,3,4.666666666666667e-05,100000
14,8192,32,-190.95625,0.0,256.0,4.666666666666667e-05,0.0447111763060092,2022,0.8443519999999999,584,3,4.666666666666667e-05,100000
15,9216,36,-190.10555555555555,0.0,256.0,4.666666666666667e-05,0.0212561525404453,2278,0.824896,581,3,4.666666666666667e-05,100000
17,10240,40,-189.335,0.0,256.0,4.666666666666667e-05,0.0117900865152478,2534,0.80544,578,3,4.666666666666667e-05,100000
19,11227,44,-184.97727272727272,0.0227272727272727,255.1590909090909,4.666666666666667e-05,0.0107170157134532,2781,0.7866870000000002,576,3,4.666666666666667e-05,100000
21,12251,48,-184.42500000000004,0.0208333333333333,255.22916666666663,4.666666666666667e-05,0.0446415543556213,3037,0.7672309999999998,574,3,4.666666666666667e-05,100000
23,13275,52,-183.2038461538462,0.0192307692307692,255.28846153846155,4.666666666666667e-05,0.0137595599517226,3293,0.7477749999999999,572,3,4.666666666666667e-05,100000
25,14299,56,-182.55714285714288,0.0178571428571428,255.33928571428572,4.666666666666667e-05,0.0118368975818157,3549,0.7283189999999999,569,3,4.666666666666667e-05,100000
27,15323,60,-180.67,0.0166666666666666,255.38333333333333,4.666666666666667e-05,0.0147341862320899,3805,0.708863,567,3,4.666666666666667e-05,100000
28,16347,64,-179.771875,0.015625,255.421875,4.666666666666667e-05,0.0468648299574852,4061,0.6894070000000001,565,3,4.666666666666667e-05,100000
30,17371,68,-178.61470588235295,0.0147058823529411,255.4558823529412,4.666666666666667e-05,0.0123527608811855,4317,0.6699510000000001,563,3,4.666666666666667e-05,100000
32,18395,72,-177.3222222222222,0.0138888888888888,255.48611111111111,4.666666666666667e-05,0.0450723469257354,4573,0.6504950000000002,561,3,4.666666666666667e-05,100000
34,19419,76,-174.88947368421054,0.0131578947368421,255.51315789473685,4.666666666666667e-05,0.0379681847989559,4829,0.6310390000000002,558,3,4.666666666666667e-05,100000
36,20443,80,-173.725,0.0125,255.5375,4.666666666666667e-05,0.043930247426033,5085,0.6115830000000002,556,3,4.666666666666667e-05,100000
38,21467,84,-172.2904761904762,0.0119047619047619,255.5595238095238,4.666666666666667e-05,0.052307091653347,5341,0.5921269999999997,554,3,4.666666666666667e-05,100000
40,22491,88,-170.51363636363638,0.0113636363636363,255.57954545454547,4.666666666666667e-05,0.0352702215313911,5597,0.5726709999999998,552,3,4.666666666666667e-05,100000
42,23486,92,-167.74782608695656,0.0217391304347826,255.2826086956522,4.666666666666667e-05,0.0695259869098663,5846,0.553766,550,3,4.666666666666667e-05,100000
44,24510,96,-166.1583333333333,0.0208333333333333,255.3125,4.666666666666667e-05,0.0788166001439094,6102,0.53431,548,3,4.666666666666667e-05,100000
46,25534,100,-165.17199999999997,0.02,255.34,4.666666666666667e-05,0.042572982609272,6358,0.514854,546,3,4.666666666666667e-05,100000
48,26558,104,-162.084,0.02,255.34,4.666666666666667e-05,0.0187258590012788,6614,0.4953980000000001,544,3,4.666666666666667e-05,100000
50,27582,108,-158.714,0.02,255.34,4.666666666666667e-05,0.0769672989845275,6870,0.4759420000000002,542,3,4.666666666666667e-05,100000
52,28606,112,-156.03,0.02,255.34,4.666666666666667e-05,0.0485636293888092,7126,0.4564860000000003,540,3,4.666666666666667e-05,100000
54,29630,116,-152.946,0.02,255.34,4.666666666666667e-05,0.0860971808433532,7382,0.4370300000000002,538,3,4.666666666666667e-05,100000
57,30654,120,-149.32,0.02,255.34,4.666666666666667e-05,0.04856588691473,7638,0.4175739999999998,536,3,4.666666666666667e-05,100000
