episode,r,l,is_success,dead_loop_events,wall_collision_count
118.0,-213.99999999999994,256.0,0.0,226.0,50.0
119.0,-193.6,256.0,0.0,176.0,68.0
120.0,-197.00000000000003,256.0,0.0,224.0,56.0
121.0,-211.79999999999995,256.0,0.0,211.0,41.0
122.0,-197.6,256.0,0.0,233.0,57.0
123.0,-204.20000000000005,256.0,0.0,212.0,47.0
124.0,-205.0,256.0,0.0,225.0,51.0
125.0,-207.79999999999998,256.0,0.0,234.0,46.0
126.0,-191.4,256.0,0.0,234.0,56.0
127.0,-195.8,256.0,0.0,234.0,58.0
128.0,-198.60000000000002,256.0,0.0,218.0,59.0
129.0,-197.0,256.0,0.0,207.0,44.0
130.0,-185.60000000000002,256.0,0.0,229.0,58.0
131.0,-221.60000000000002,256.0,0.0,229.0,40.0
132.0,-195.8,256.0,0.0,234.0,59.0
133.0,-188.8,256.0,0.0,230.0,69.0
134.0,-216.8,256.0,0.0,218.0,54.0
135.0,-203.0,256.0,0.0,234.0,61.0
136.0,-196.8,256.0,0.0,213.0,55.0
137.0,-195.99999999999997,256.0,0.0,234.0,68.0
138.0,-217.40000000000003,256.0,0.0,221.0,44.0
139.0,-204.8,256.0,0.0,234.0,50.0
140.0,-185.0,256.0,0.0,229.0,65.0
141.0,-217.40000000000003,256.0,0.0,201.0,42.0
142.0,-209.4,256.0,0.0,198.0,39.0
143.0,-200.0,256.0,0.0,234.0,56.0
144.0,-197.4,256.0,0.0,234.0,61.0
145.0,-197.0,256.0,0.0,234.0,59.0
146.0,-202.40000000000003,256.0,0.0,234.0,49.0
147.0,-179.4,256.0,0.0,234.0,73.0
148.0,-211.2,256.0,0.0,234.0,51.0
149.0,-202.39999999999998,256.0,0.0,234.0,50.0
150.0,-211.2,256.0,0.0,234.0,54.0
151.0,-198.8,256.0,0.0,234.0,54.0
152.0,-211.40000000000003,256.0,0.0,148.0,45.0
153.0,-195.8,256.0,0.0,234.0,59.0
154.0,-193.2,256.0,0.0,234.0,58.0
155.0,-211.00000000000006,256.0,0.0,234.0,53.0
156.0,-201.0,256.0,0.0,207.0,55.0
157.0,-209.59999999999997,256.0,0.0,179.0,49.0
158.0,-183.0,256.0,0.0,234.0,73.0
159.0,-191.4,256.0,0.0,222.0,57.0
160.0,-188.00000000000003,256.0,0.0,222.0,59.0
161.0,-229.59999999999997,256.0,0.0,210.0,38.0
162.0,-190.60000000000002,256.0,0.0,230.0,61.0
163.0,-216.40000000000003,256.0,0.0,192.0,41.0
164.0,-194.60000000000002,256.0,0.0,234.0,54.0
165.0,-203.8,256.0,0.0,228.0,53.0
166.0,-225.79999999999993,256.0,0.0,191.0,42.0
167.0,-209.8,256.0,0.0,234.0,46.0
168.0,-198.0,256.0,0.0,202.0,66.0
169.0,-204.39999999999998,256.0,0.0,213.0,55.0
170.0,-202.8,256.0,0.0,234.0,48.0
171.0,-206.39999999999998,256.0,0.0,214.0,48.0
172.0,-190.8,256.0,0.0,234.0,64.0
173.0,-198.0,256.0,0.0,234.0,66.0
174.0,-209.0,256.0,0.0,234.0,55.0
175.0,-197.0,256.0,0.0,218.0,47.0
176.0,-197.40000000000003,256.0,0.0,234.0,55.0
177.0,-210.20000000000002,256.0,0.0,184.0,52.0
178.0,-196.0,256.0,0.0,234.0,60.0
179.0,-195.39999999999998,256.0,0.0,224.0,51.0
180.0,-201.20000000000005,256.0,0.0,212.0,50.0
181.0,-211.79999999999998,256.0,0.0,234.0,41.0
182.0,-188.40000000000003,256.0,0.0,223.0,64.0
183.0,-188.79999999999995,256.0,0.0,232.0,55.0
184.0,-222.8,256.0,0.0,232.0,50.0
185.0,-190.8,256.0,0.0,227.0,60.0
186.0,-190.60000000000008,256.0,0.0,195.0,57.0
187.0,-212.8000000000001,256.0,0.0,230.0,47.0
188.0,-209.40000000000003,256.0,0.0,227.0,59.0
189.0,-203.0,256.0,0.0,234.0,53.0
190.0,-212.0,256.0,0.0,199.0,56.0
191.0,-231.00000000000006,256.0,0.0,211.0,48.0
192.0,-196.2,256.0,0.0,219.0,65.0
193.0,-222.0,256.0,0.0,234.0,40.0
194.0,-239.2,256.0,0.0,206.0,46.0
195.0,-213.39999999999998,256.0,0.0,217.0,41.0
196.0,-193.8,256.0,0.0,224.0,61.0
197.0,-208.99999999999994,256.0,0.0,228.0,55.0
198.0,-196.0,256.0,0.0,234.0,60.0
199.0,-198.60000000000002,256.0,0.0,227.0,49.0
200.0,-181.0,256.0,0.0,234.0,75.0
201.0,-217.8,256.0,0.0,234.0,45.0
202.0,-190.79999999999995,256.0,0.0,211.0,60.0
203.0,-202.19999999999993,256.0,0.0,224.0,58.0
204.0,-203.79999999999998,256.0,0.0,234.0,47.0
205.0,-197.2,256.0,0.0,217.0,56.0
206.0,-188.8,256.0,0.0,233.0,62.0
207.0,-197.99999999999997,256.0,0.0,222.0,56.0
208.0,-197.99999999999997,256.0,0.0,234.0,60.0
209.0,-206.39999999999998,256.0,0.0,234.0,54.0
210.0,-207.79999999999998,256.0,0.0,234.0,47.0
211.0,-197.60000000000002,256.0,0.0,234.0,56.0
212.0,-204.99999999999997,256.0,0.0,234.0,49.0
213.0,-214.20000000000005,256.0,0.0,185.0,39.0
214.0,-195.39999999999998,256.0,0.0,234.0,57.0
215.0,-204.79999999999998,256.0,0.0,217.0,49.0
216.0,-212.8,256.0,0.0,230.0,47.0
217.0,-201.20000000000005,256.0,0.0,234.0,57.0
218.0,-211.0,256.0,0.0,193.0,52.0
219.0,-216.00000000000006,256.0,0.0,232.0,48.0
220.0,-207.8,256.0,0.0,234.0,55.0
221.0,-219.8,256.0,0.0,234.0,43.0
222.0,-188.40000000000003,256.0,0.0,214.0,62.0
223.0,-198.40000000000003,256.0,0.0,206.0,47.0
224.0,-208.0,256.0,0.0,234.0,48.0
225.0,-215.79999999999995,256.0,0.0,214.0,39.0
226.0,-191.20000000000002,256.0,0.0,232.0,57.0
227.0,-200.0,256.0,0.0,234.0,56.0
228.0,-194.6,256.0,0.0,234.0,62.0
229.0,-185.79999999999995,256.0,0.0,196.0,59.0
230.0,-204.8,256.0,0.0,234.0,50.0
231.0,-197.2,256.0,0.0,227.0,47.0
232.0,-195.20000000000007,256.0,0.0,220.0,61.0
233.0,-192.40000000000003,256.0,0.0,234.0,63.0
234.0,-192.00000000000003,256.0,0.0,233.0,63.0
235.0,-216.99999999999997,256.0,0.0,234.0,37.0
236.0,-205.99999999999994,256.0,0.0,194.0,58.0
237.0,-202.2,256.0,0.0,234.0,49.0
238.0,-208.0,256.0,0.0,233.0,48.0
239.0,-200.4,256.0,0.0,234.0,52.0
240.0,-195.39999999999998,256.0,0.0,198.0,45.0
241.0,-184.60000000000005,256.0,0.0,234.0,64.0
242.0,-191.39999999999998,256.0,0.0,195.0,55.0
243.0,-207.2,256.0,0.0,211.0,48.0
244.0,-189.40000000000006,256.0,0.0,217.0,59.0
245.0,-197.39999999999998,256.0,0.0,234.0,55.0
246.0,-191.4,256.0,0.0,234.0,61.0
247.0,-186.59999999999997,256.0,0.0,198.0,54.0
248.0,-194.40000000000003,256.0,0.0,219.0,54.0
249.0,-204.0,256.0,0.0,217.0,58.0
250.0,-180.6,256.0,0.0,227.0,68.0
251.0,-212.2,256.0,0.0,205.0,41.0
252.0,-185.60000000000002,256.0,0.0,228.0,57.0
253.0,-204.6,256.0,0.0,234.0,50.0
254.0,-203.8,256.0,0.0,234.0,47.0
255.0,-201.2,256.0,0.0,213.0,51.0
256.0,-189.8,256.0,0.0,212.0,63.0
257.0,-192.8,256.0,0.0,230.0,54.0
258.0,-214.0,256.0,0.0,219.0,49.0
259.0,-197.80000000000013,256.0,0.0,197.0,45.0
260.0,-218.2,256.0,0.0,192.0,39.0
261.0,-193.0,256.0,0.0,234.0,61.0
262.0,-200.8,256.0,0.0,212.0,47.0
263.0,-209.80000000000007,256.0,0.0,225.0,47.0
264.0,-216.19999999999996,256.0,0.0,234.0,43.0
265.0,-216.39999999999998,256.0,0.0,224.0,44.0
266.0,-209.0,256.0,0.0,234.0,55.0
267.0,-199.0,256.0,0.0,215.0,49.0
268.0,-200.8,256.0,0.0,234.0,62.0
269.0,-225.79999999999993,256.0,0.0,167.0,53.0
270.0,-215.6,256.0,0.0,229.0,42.0
271.0,-198.8,256.0,0.0,196.0,47.0
272.0,-198.00000000000006,256.0,0.0,219.0,44.0
273.0,-211.79999999999995,256.0,0.0,201.0,45.0
274.0,-204.8,256.0,0.0,229.0,48.0
275.0,-194.19999999999996,256.0,0.0,234.0,55.0
276.0,-201.4,256.0,0.0,234.0,51.0
277.0,-188.8,256.0,0.0,234.0,66.0
278.0,-196.4,256.0,0.0,232.0,53.0
279.0,-199.60000000000002,256.0,0.0,219.0,55.0
280.0,-210.8,256.0,0.0,234.0,52.0
281.0,-220.80000000000007,256.0,0.0,221.0,52.0
282.0,-197.0,256.0,0.0,219.0,59.0
283.0,-204.0,256.0,0.0,227.0,46.0
284.0,-205.79999999999998,256.0,0.0,188.0,47.0
285.0,-196.39999999999998,256.0,0.0,225.0,57.0
286.0,-206.20000000000002,256.0,0.0,225.0,47.0
287.0,-218.80000000000007,256.0,0.0,210.0,41.0
288.0,-190.99999999999997,256.0,0.0,234.0,65.0
289.0,-230.60000000000002,256.0,0.0,207.0,39.0
290.0,-182.40000000000003,256.0,0.0,215.0,60.0
291.0,-212.6,256.0,0.0,220.0,44.0
292.0,-186.4,256.0,0.0,234.0,62.0
293.0,-204.59999999999997,256.0,0.0,182.0,51.0
294.0,-205.79999999999998,256.0,0.0,234.0,55.0
295.0,-204.2,256.0,0.0,227.0,50.0
296.0,-199.39999999999998,256.0,0.0,234.0,53.0
297.0,-205.4,256.0,0.0,234.0,47.0
298.0,-193.60000000000002,256.0,0.0,234.0,58.0
299.0,-200.8,256.0,0.0,234.0,51.0
300.0,-211.60000000000002,256.0,0.0,234.0,58.0
301.0,-200.4,256.0,0.0,222.0,60.0
302.0,-199.19999999999996,256.0,0.0,234.0,56.0
303.0,-205.0,256.0,0.0,211.0,51.0
304.0,-180.80000000000007,256.0,0.0,211.0,63.0
305.0,-196.40000000000003,256.0,0.0,234.0,56.0
306.0,-197.60000000000002,256.0,0.0,234.0,54.0
307.0,-197.00000000000006,256.0,0.0,215.0,54.0
308.0,-225.39999999999998,256.0,0.0,224.0,51.0
309.0,-201.39999999999998,256.0,0.0,213.0,55.0
310.0,-211.8,256.0,0.0,217.0,41.0
311.0,-206.39999999999998,256.0,0.0,224.0,52.0
312.0,-208.00000000000006,256.0,0.0,229.0,50.0
313.0,-197.39999999999998,256.0,0.0,227.0,57.0
314.0,-192.20000000000002,256.0,0.0,234.0,59.0
315.0,-205.39999999999995,256.0,0.0,173.0,36.0
316.0,-196.2,256.0,0.0,221.0,53.0
317.0,-209.40000000000003,256.0,0.0,187.0,46.0
318.0,-177.6,256.0,0.0,206.0,73.0
319.0,-210.79999999999995,256.0,0.0,234.0,52.0
320.0,-207.99999999999994,256.0,0.0,234.0,56.0
321.0,-215.39999999999998,256.0,0.0,214.0,49.0
322.0,-195.2,256.0,0.0,226.0,49.0
323.0,-215.59999999999997,256.0,0.0,224.0,57.0
324.0,-213.8,256.0,0.0,234.0,49.0
325.0,-207.59999999999997,256.0,0.0,231.0,45.0
326.0,-224.99999999999997,256.0,0.0,217.0,47.0
327.0,-203.2,256.0,0.0,198.0,54.0
328.0,-212.6,256.0,0.0,234.0,61.0
329.0,-179.39999999999998,256.0,0.0,215.0,67.0
330.0,-200.8,256.0,0.0,234.0,54.0
331.0,-195.60000000000002,256.0,0.0,200.0,48.0
332.0,-205.0,256.0,0.0,234.0,59.0
333.0,-205.39999999999998,256.0,0.0,234.0,55.0
334.0,-211.0,256.0,0.0,165.0,41.0
335.0,-196.79999999999998,256.0,0.0,234.0,58.0
336.0,-200.59999999999997,256.0,0.0,234.0,53.0
337.0,-210.4,256.0,0.0,229.0,50.0
338.0,-201.39999999999992,256.0,0.0,215.0,59.0
339.0,-195.2,256.0,0.0,227.0,55.0
340.0,-207.00000000000006,256.0,0.0,220.0,51.0
341.0,-226.60000000000008,256.0,0.0,214.0,37.0
342.0,-202.0,256.0,0.0,200.0,46.0
343.0,-191.99999999999997,256.0,0.0,234.0,64.0
344.0,-214.40000000000003,256.0,0.0,225.0,49.0
345.0,-187.8,256.0,0.0,220.0,55.0
346.0,-201.0,256.0,0.0,234.0,55.0
347.0,-218.00000000000006,256.0,0.0,228.0,40.0
348.0,-199.8,256.0,0.0,221.0,55.0
349.0,-203.0,256.0,0.0,207.0,63.0
350.0,-184.0,256.0,0.0,234.0,72.0
351.0,-197.8,256.0,0.0,234.0,57.0
352.0,-199.79999999999995,256.0,0.0,212.0,52.0
353.0,-203.20000000000005,256.0,0.0,234.0,48.0
354.0,-204.20000000000002,256.0,0.0,234.0,54.0
355.0,-203.60000000000008,256.0,0.0,216.0,52.0
356.0,-204.79999999999995,256.0,0.0,214.0,50.0
357.0,-206.40000000000003,256.0,0.0,203.0,51.0
358.0,-196.59999999999997,256.0,0.0,207.0,55.0
359.0,-193.4,256.0,0.0,215.0,59.0
360.0,-198.79999999999998,256.0,0.0,234.0,64.0
361.0,-192.59999999999997,256.0,0.0,225.0,55.0
362.0,-205.4,256.0,0.0,225.0,45.0
363.0,-179.79999999999995,256.0,0.0,234.0,75.0
364.0,-173.59999999999997,256.0,0.0,222.0,72.0
365.0,-204.2,256.0,0.0,195.0,37.0
366.0,-208.99999999999997,256.0,0.0,198.0,51.0
367.0,-213.60000000000002,256.0,0.0,223.0,54.0
368.0,-210.00000000000006,256.0,0.0,183.0,48.0
369.0,-206.99999999999997,256.0,0.0,234.0,50.0
370.0,-208.60000000000002,256.0,0.0,219.0,41.0
371.0,-184.20000000000005,256.0,0.0,234.0,67.0
372.0,-203.99999999999997,256.0,0.0,234.0,60.0
373.0,-182.20000000000002,256.0,0.0,207.0,66.0
374.0,-207.39999999999998,256.0,0.0,203.0,47.0
375.0,-208.0,256.0,0.0,234.0,46.0
376.0,-191.40000000000003,256.0,0.0,234.0,64.0
377.0,-199.6,256.0,0.0,220.0,54.0
378.0,-196.4,256.0,0.0,234.0,56.0
379.0,-193.0,256.0,0.0,218.0,53.0
380.0,-213.0,256.0,0.0,204.0,51.0
381.0,-192.8,256.0,0.0,225.0,54.0
382.0,-200.2,256.0,0.0,233.0,53.0
383.0,-205.79999999999995,256.0,0.0,234.0,52.0
384.0,-207.2,256.0,0.0,199.0,52.0
385.0,-193.0,256.0,0.0,226.0,57.0
386.0,-192.60000000000002,256.0,0.0,226.0,59.0
387.0,-185.6,256.0,0.0,218.0,68.0
388.0,-201.00000000000003,256.0,0.0,194.0,65.0
389.0,-205.4,256.0,0.0,234.0,55.0
390.0,-201.39999999999998,256.0,0.0,231.0,59.0
391.0,-207.79999999999998,256.0,0.0,217.0,47.0
392.0,-193.8,256.0,0.0,234.0,61.0
393.0,-190.39999999999998,256.0,0.0,232.0,59.0
394.0,-202.6,256.0,0.0,234.0,52.0
395.0,-188.60000000000005,256.0,0.0,213.0,53.0
396.0,-205.4,256.0,0.0,231.0,55.0
397.0,-225.0,256.0,0.0,234.0,47.0
398.0,-201.39999999999998,256.0,0.0,217.0,59.0
399.0,-187.0,256.0,0.0,234.0,64.0
400.0,-211.39999999999998,256.0,0.0,234.0,48.0
401.0,-192.8,256.0,0.0,220.0,74.0
402.0,-192.20000000000005,256.0,0.0,223.0,55.0
403.0,-217.0,256.0,0.0,231.0,47.0
404.0,-209.0,256.0,0.0,234.0,51.0
405.0,-204.40000000000003,256.0,0.0,199.0,54.0
406.0,-218.2,256.0,0.0,223.0,56.0
407.0,-213.00000000000003,256.0,0.0,233.0,45.0
408.0,-207.8,256.0,0.0,195.0,46.0
409.0,-205.9999999999999,256.0,0.0,203.0,50.0
410.0,-203.60000000000002,256.0,0.0,234.0,53.0
411.0,-209.39999999999998,256.0,0.0,204.0,47.0
412.0,-204.60000000000002,256.0,0.0,206.0,49.0
413.0,-214.20000000000002,256.0,0.0,234.0,45.0
414.0,-217.8,256.0,0.0,233.0,42.0
415.0,-195.20000000000005,256.0,0.0,234.0,56.0
416.0,-196.40000000000003,256.0,0.0,190.0,54.0
417.0,-218.6,256.0,0.0,217.0,51.0
418.0,-204.0,256.0,0.0,234.0,50.0
419.0,-212.79999999999995,256.0,0.0,214.0,45.0
420.0,-196.0,256.0,0.0,234.0,58.0
421.0,-199.0,256.0,0.0,211.0,57.0
422.0,-200.8,256.0,0.0,211.0,54.0
423.0,-201.59999999999997,256.0,0.0,230.0,58.0
424.0,-213.59999999999997,256.0,0.0,200.0,38.0
425.0,-221.0,256.0,0.0,197.0,43.0
426.0,-194.80000000000004,256.0,0.0,234.0,56.0
427.0,-200.0,256.0,0.0,234.0,56.0
428.0,-204.40000000000003,256.0,0.0,234.0,48.0
429.0,-187.60000000000008,256.0,0.0,229.0,60.0
430.0,-204.4,256.0,0.0,234.0,59.0
431.0,-196.20000000000005,256.0,0.0,213.0,58.0
432.0,-203.0,256.0,0.0,234.0,49.0
433.0,-208.0,256.0,0.0,195.0,46.0
434.0,-194.40000000000003,256.0,0.0,234.0,66.0
435.0,-202.40000000000003,256.0,0.0,234.0,50.0
436.0,-184.60000000000002,256.0,0.0,227.0,64.0
437.0,-210.79999999999995,256.0,0.0,215.0,42.0
438.0,-198.59999999999997,256.0,0.0,234.0,59.0
439.0,-211.20000000000005,256.0,0.0,219.0,47.0
440.0,-191.20000000000002,256.0,0.0,192.0,49.0
441.0,-216.79999999999998,256.0,0.0,229.0,46.0
442.0,-211.80000000000004,256.0,0.0,163.0,58.0
443.0,-212.2,256.0,0.0,225.0,41.0
444.0,-200.0,256.0,0.0,234.0,45.0
445.0,-215.59999999999997,256.0,0.0,195.0,40.0
446.0,-195.8,256.0,0.0,234.0,60.0
447.0,-223.59999999999997,256.0,0.0,217.0,40.0
448.0,-228.2,256.0,0.0,234.0,47.0
449.0,-213.4,256.0,0.0,208.0,29.0
450.0,-198.40000000000006,256.0,0.0,203.0,48.0
451.0,-212.0,256.0,0.0,200.0,52.0
452.0,-190.60000000000002,256.0,0.0,234.0,61.0
453.0,-192.20000000000002,256.0,0.0,212.0,48.0
454.0,-181.40000000000003,256.0,0.0,234.0,71.0
455.0,-198.8000000000001,256.0,0.0,211.0,44.0
456.0,-204.0,256.0,0.0,215.0,49.0
457.0,-204.20000000000002,256.0,0.0,161.0,50.0
458.0,-210.4,256.0,0.0,233.0,46.0
459.0,-211.80000000000004,256.0,0.0,187.0,44.0
460.0,-206.0,256.0,0.0,234.0,58.0
461.0,-208.39999999999998,256.0,0.0,230.0,52.0
462.0,-190.8,256.0,0.0,200.0,58.0
463.0,-210.39999999999998,256.0,0.0,217.0,38.0
464.0,-220.8,256.0,0.0,193.0,44.0
465.0,-208.80000000000004,256.0,0.0,234.0,61.0
466.0,-203.79999999999995,256.0,0.0,234.0,49.0
467.0,-199.79999999999995,256.0,0.0,218.0,55.0
468.0,-198.59999999999997,256.0,0.0,228.0,55.0
469.0,-210.0,256.0,0.0,224.0,56.0
470.0,-203.20000000000005,256.0,0.0,234.0,53.0
471.0,-202.4,256.0,0.0,205.0,50.0
472.0,-197.0,256.0,0.0,216.0,49.0
473.0,-200.2000000000001,256.0,0.0,200.0,53.0
474.0,-206.00000000000006,256.0,0.0,178.0,48.0
475.0,-205.00000000000006,256.0,0.0,232.0,45.0
476.0,-195.0,256.0,0.0,234.0,57.0
477.0,-185.79999999999995,256.0,0.0,234.0,69.0
478.0,-215.0,256.0,0.0,234.0,41.0
479.0,-188.0,256.0,0.0,234.0,58.0
480.0,-183.00000000000003,256.0,0.0,234.0,69.0
481.0,-219.2,256.0,0.0,189.0,41.0
482.0,-197.99999999999994,256.0,0.0,169.0,46.0
483.0,-187.0,256.0,0.0,230.0,67.0
484.0,-186.8,256.0,0.0,206.0,62.0
485.0,-206.99999999999997,256.0,0.0,234.0,40.0
486.0,-187.2,256.0,0.0,233.0,57.0
487.0,-205.8,256.0,0.0,217.0,49.0
488.0,-204.8,256.0,0.0,226.0,52.0
489.0,-198.59999999999997,256.0,0.0,221.0,53.0
490.0,-193.6,256.0,0.0,200.0,60.0
491.0,-206.79999999999998,256.0,0.0,234.0,44.0
492.0,-206.99999999999994,256.0,0.0,234.0,49.0
493.0,-211.8,256.0,0.0,234.0,43.0
494.0,-188.00000000000006,256.0,0.0,195.0,50.0
495.0,-181.8,256.0,0.0,234.0,73.0
496.0,-197.2,256.0,0.0,232.0,52.0
497.0,-197.6,256.0,0.0,234.0,64.0
498.0,-201.39999999999998,256.0,0.0,234.0,50.0
499.0,-204.4,256.0,0.0,216.0,48.0
500.0,-204.99999999999994,256.0,0.0,203.0,54.0
501.0,-190.8,256.0,0.0,217.0,68.0
502.0,-211.2,256.0,0.0,232.0,50.0
503.0,-204.60000000000002,256.0,0.0,234.0,49.0
504.0,-190.00000000000006,256.0,0.0,221.0,52.0
505.0,-186.0,256.0,0.0,234.0,78.0
506.0,-192.60000000000002,256.0,0.0,212.0,62.0
507.0,-197.20000000000002,256.0,0.0,218.0,48.0
508.0,-213.2,256.0,0.0,207.0,52.0
509.0,-198.0,256.0,0.0,234.0,58.0
510.0,-210.40000000000003,256.0,0.0,223.0,46.0
511.0,-207.2,256.0,0.0,197.0,40.0
512.0,-208.99999999999997,256.0,0.0,228.0,55.0
513.0,-194.2,256.0,0.0,221.0,57.0
