r,l,t,is_success,dead_loop_events,wall_collision_count
-215.4,256,0.883142,0.0,226.0,45.0
-201.0,256,1.293269,0.0,233.0,51.0
-205.6,256,1.694304,0.0,221.0,44.0
-196.6,256,2.094618,0.0,234.0,57.0
-199.2,256,2.500021,0.0,193.0,50.0
-192.0,256,2.899791,0.0,234.0,64.0
-204.4,256,3.301974,0.0,234.0,64.0
-223.0,256,3.70765,0.0,186.0,54.0
-176.6,256,4.112687,0.0,234.0,73.0
-197.0,256,4.523739,0.0,234.0,59.0
-193.0,256,4.9297,0.0,234.0,71.0
-191.8,256,5.340757,0.0,234.0,59.0
-210.6,256,5.754081,0.0,234.0,53.0
-217.2,256,6.165973,0.0,197.0,47.0
-188.6,256,6.574251,0.0,188.0,67.0
-182.0,256,6.989864,0.0,219.0,71.0
-184.8,256,7.39882,0.0,218.0,68.0
-201.2,256,7.811508,0.0,203.0,46.0
-173.0,256,8.22144,0.0,189.0,72.0
-199.8,256,8.645904,0.0,196.0,55.0
-176.6,256,9.068938,0.0,186.0,62.0
-191.8,256,9.489943,0.0,202.0,54.0
-171.6,256,9.904209,0.0,234.0,82.0
-187.0,256,10.322399,0.0,234.0,62.0
-200.0,256,10.748333,0.0,216.0,56.0
-202.0,256,11.174393,0.0,229.0,56.0
-164.4,256,11.60419,0.0,217.0,81.0
-183.8,256,12.030062,0.0,197.0,63.0
-203.2,256,12.447357,0.0,207.0,58.0
-157.0,256,12.884455,0.0,226.0,92.0
-191.0,256,13.311769,0.0,217.0,65.0
-187.4,256,13.738445,0.0,215.0,70.0
-191.8,256,14.160798,0.0,194.0,64.0
-170.4,256,14.58891,0.0,193.0,82.0
-193.2,256,15.015043,0.0,206.0,66.0
-165.4,256,15.445818,0.0,179.0,78.0
-185.2,256,15.875786,0.0,212.0,65.0
-168.8,256,16.30562,0.0,219.0,77.0
-189.0,256,16.737195,0.0,167.0,60.0
-165.8,256,17.178555,0.0,169.0,85.0
-197.4,256,17.604691,0.0,234.0,63.0
-165.0,256,18.035222,0.0,202.0,99.0
-177.2,256,18.459333,0.0,209.0,74.0
-175.6,256,18.901395,0.0,196.0,73.0
-154.8,256,19.340089,0.0,190.0,91.0
-170.4,256,19.778005,0.0,204.0,82.0
-146.8,256,20.212922,0.0,199.0,92.0
-191.6,256,20.654925,0.0,194.0,75.0
-162.2,256,21.095967,0.0,199.0,88.0
