time/total_timesteps,train/entropy_loss,train/value_loss,train/policy_gradient_loss,train/n_updates,train/loss,phase
638976,-0.000197552487225,0.0124443935288582,-1.1292286217212674e-09,3110.0,0.0095998141914606,1
641024,-0.0002068655510811,0.6012348869306152,-2.3283064365386963e-10,3120.0,0.0099669666960835,1
643072,-0.0002043553642579,0.0750186493141882,-2.1100277081131935e-08,3130.0,0.000187839337741,1
645120,-0.0002002501149036,0.0015614329240634,-2.1536834537982942e-10,3140.0,0.0006294745835475,1
647168,-0.0002094480038067,0.4070612186391372,-2.956949174404144e-09,3150.0,0.1678832173347473,1
649216,-0.0002028224491368,0.0592950128426309,3.6030542105436316e-09,3160.0,0.0354490466415882,1
651264,-0.0002095589092277,0.3359852867841255,-5.046604201197624e-09,3170.0,0.0977817252278328,1
653312,-0.0002169889374272,0.0079807717821836,6.28642737865448e-10,3180.0,6.115830910857767e-05,1
655360,-0.0001394554219587,0.4253322967328131,-0.0008246262848842,3190.0,0.1522885859012603,1
657408,-0.0001177882460979,0.0778227365884959,-1.8364517018198967e-08,3200.0,0.0002962438156828,1
659456,-0.0001145759806604,0.0125130916530906,-2.6798807084560393e-08,3210.0,0.0091834980994462,1
661504,-0.0001213389400618,0.0037889228772655,-1.766020432114601e-08,3220.0,1.1521089618327096e-05,1
663552,-0.0001187432624647,0.1110322545937378,-3.608874976634979e-10,3230.0,0.2051632553339004,1
665600,-0.000116323306247,0.0249019643524661,-2.9581133276224136e-08,3240.0,0.0858568176627159,1
667648,-0.0001206306279527,0.072244227027204,9.60426405072212e-10,3250.0,0.0614204667508602,1
669696,-0.0001161661364676,0.02127380123693,-2.2305175662040713e-08,3260.0,9.84557846095413e-05,1
671744,-0.0001189346798128,0.0229352542131437,3.376044332981109e-09,3270.0,0.0037328705657273,1
673792,-0.0001234920746355,0.0812408164911175,-1.3504177331924436e-09,3280.0,0.0017608860507607,1
675840,-0.0001234436529557,0.0053532732763414,3.684544935822486e-09,3290.0,0.0006293771439231,1
677888,-0.0001239604165675,0.1917584974151395,1.1667725630104543e-07,3300.0,0.0016036592423915,1
679936,-0.0001204817597681,0.2549348488493706,1.7986167222261426e-09,3310.0,0.0707728862762451,1
681984,-0.0001262396675883,0.0014426407831933,-6.984919309616089e-11,3320.0,0.0018651614664122,1
684032,-0.0001273063573535,0.1667585176301145,-5.4598785936832435e-09,3330.0,0.1491440534591674,1
686080,-0.0001287617391426,0.0040424895458272,-3.7252902984619143e-10,3340.0,0.0012827825266867,1
688128,-0.0001273153129659,0.132625844929862,-3.702007234096527e-09,3350.0,0.2413201779127121,1
690176,-0.0001367063792713,0.2489953061629421,-5.832407623529434e-09,3360.0,0.0015607906971126,1
692224,-0.0001357819357508,0.2249102819856489,-7.566995918750763e-11,3370.0,0.0224245470017194,1
694272,-0.0001315116640398,0.2245055243271053,-1.0477378964424131e-09,3380.0,0.0012278415961191,1
696320,-0.0001372087512208,0.0316854397948191,4.231696948409081e-09,3390.0,0.0027266351971775,1
698368,-0.0001401996818458,0.1637555678778881,4.656612873077393e-10,3400.0,0.1101716086268425,1
700416,-0.0001351559019894,0.0730412378557957,-1.0472722351551057e-07,3410.0,0.0016770068323239,1
702464,-0.0001453712033253,0.1504162776007433,-6.752088665962218e-10,3420.0,0.0134914806112647,1
704512,-0.0001437462487956,0.6638188704382628,5.820766091346741e-11,3430.0,0.1587187647819519,1
