time/fps,rollout/ep_len_mean,train/learning_rate,rollout/exploration_rate,train/loss,train/n_updates,rollout/ep_rew_mean,rollout/success_rate,time/total_timesteps,time/time_elapsed,time/episodes,phase,phase_learning_rate,phase_buffer_size
439,256.0,7.333333333333334e-05,0.05,0.019162617623806,25574,-12.81,0.0,102400,232,400,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0136860068887472,25830,-12.9,0.0,103424,235,404,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0148980859667062,26086,-12.81,0.0,104448,237,408,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0099705960601568,26342,-13.01,0.0,105472,239,412,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0151934213936328,26598,-13.15,0.0,106496,242,416,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0143348677083849,26854,-13.29,0.0,107520,244,420,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0203123353421688,27110,-13.38,0.0,108544,246,424,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0093626845628023,27366,-13.54,0.0,109568,249,428,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.014141134917736,27622,-13.62,0.0,110592,251,432,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0178275927901268,27878,-13.62,0.0,111616,253,436,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.013143291696906,28134,-13.43,0.0,112640,256,440,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0229816827923059,28390,-13.28,0.0,113664,258,444,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0180151686072349,28646,-13.23,0.0,114688,260,448,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0098473438993096,28902,-13.11,0.0,115712,263,452,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0153330136090517,29158,-13.12,0.0,116736,265,456,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.014413483440876,29414,-12.96,0.0,117760,267,460,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0117401778697967,29670,-12.98,0.0,118784,270,464,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0122784692794084,29926,-12.79,0.0,119808,272,468,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0165079645812511,30182,-12.74,0.0,120832,274,472,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0097021833062171,30438,-12.83,0.0,121856,277,476,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0138247162103652,30694,-12.83,0.0,122880,279,480,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0099863838404417,30950,-12.6,0.0,123904,281,484,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0089493785053491,31206,-12.65,0.0,124928,284,488,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0118655655533075,31462,-12.69,0.0,125952,286,492,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0254386290907859,31718,-12.48,0.0,126976,288,496,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0055321040563285,31974,-12.24,0.0,128000,291,500,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0177875347435474,32230,-12.17,0.0,129024,293,504,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0173743925988674,32486,-12.27,0.0,130048,295,508,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.015241109766066,32742,-12.24,0.0,131072,298,512,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0123855471611022,32998,-12.21,0.0,132096,300,516,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0099287088960409,33254,-12.08,0.0,133120,302,520,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0087859276682138,33510,-12.11,0.0,134144,305,524,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0104748774319887,33766,-11.95,0.0,135168,307,528,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0147169362753629,34022,-11.9,0.0,136192,309,532,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0126885082572698,34278,-11.67,0.0,137216,312,536,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0095049664378166,34534,-11.73,0.0,138240,314,540,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.014073971658945,34790,-11.69,0.0,139264,316,544,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0116421617567539,35046,-11.73,0.0,140288,319,548,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0143172899261116,35302,-11.66,0.0,141312,321,552,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0060537485405802,35558,-11.68,0.0,142336,323,556,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0108588952571153,35814,-11.72,0.0,143360,326,560,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0104698725044727,36070,-11.64,0.0,144384,328,564,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0127088073641061,36326,-11.66,0.0,145408,330,568,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0192639268934726,36582,-11.63,0.0,146432,333,572,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0083322133868932,36838,-11.61,0.0,147456,335,576,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0118634551763534,37094,-11.65,0.0,148480,337,580,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0051016770303249,37350,-11.61,0.0,149504,340,584,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0082174045965075,37606,-11.64,0.0,150528,342,588,2,7.333333333333334e-05,150000
438,256.0,7.333333333333334e-05,0.05,0.0111347865313291,37862,-11.67,0.0,151552,345,592,2,7.333333333333334e-05,150000
438,256.0,7.333333333333334e-05,0.05,0.0066770710982382,38118,-11.79,0.0,152576,347,596,2,7.333333333333334e-05,150000
438,256.0,7.333333333333334e-05,0.05,0.0063740592449903,38374,-11.86,0.0,153600,349,600,2,7.333333333333334e-05,150000
438,256.0,7.333333333333334e-05,0.05,0.0112074222415685,38630,-12.02,0.0,154624,352,604,2,7.333333333333334e-05,150000
438,256.0,7.333333333333334e-05,0.05,0.0046717682853341,38886,-12.09,0.0,155648,354,608,2,7.333333333333334e-05,150000
438,256.0,7.333333333333334e-05,0.05,0.0147072989493608,39142,-12.13,0.0,156672,356,612,2,7.333333333333334e-05,150000
438,256.0,7.333333333333334e-05,0.05,0.0101344995200634,39398,-12.04,0.0,157696,359,616,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.00407529855147,39654,-12.08,0.0,158720,361,620,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0127158351242542,39910,-12.02,0.0,159744,363,624,2,7.333333333333334e-05,150000
438,256.0,7.333333333333334e-05,0.05,0.0047567328438162,40166,-12.32,0.0,160768,366,628,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.004970216192305,40422,-12.29,0.0,161792,368,632,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0071101440116763,40678,-12.57,0.0,162816,370,636,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0038157333619892,40934,-12.6,0.0,163840,373,640,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0032271845266222,41190,-12.72,0.0,164864,375,644,2,7.333333333333334e-05,150000
439,256.0,7.333333333333334e-05,0.05,0.0085996519774198,41446,-12.6,0.0,165888,377,648,2,7.333333333333334e-05,150000
438,256.0,7.333333333333334e-05,0.05,0.0045422590337693,41702,-12.62,0.0,166912,380,652,2,7.333333333333334e-05,150000
438,256.0,7.333333333333334e-05,0.05,0.0018834134098142,41958,-12.77,0.0,167936,382,656,2,7.333333333333334e-05,150000
438,256.0,7.333333333333334e-05,0.05,0.0035452069714665,42214,-12.81,0.0,168960,385,660,2,7.333333333333334e-05,150000
438,256.0,7.333333333333334e-05,0.05,0.0010859887115657,42470,-12.9,0.0,169984,387,664,2,7.333333333333334e-05,150000
438,256.0,7.333333333333334e-05,0.05,0.0035013521555811,42726,-12.85,0.0,171008,389,668,2,7.333333333333334e-05,150000
438,256.0,7.333333333333334e-05,0.05,0.0030687702819705,42982,-13.0,0.0,172032,392,672,2,7.333333333333334e-05,150000
438,256.0,7.333333333333334e-05,0.05,0.0076500214636325,43238,-12.98,0.0,173056,394,676,2,7.333333333333334e-05,150000
438,256.0,7.333333333333334e-05,0.05,0.0044368021190166,43494,-12.87,0.0,174080,396,680,2,7.333333333333334e-05,150000
438,256.0,7.333333333333334e-05,0.05,0.0047011841088533,43750,-13.06,0.0,175104,399,684,2,7.333333333333334e-05,150000
438,256.0,7.333333333333334e-05,0.05,0.0016505519161,44006,-12.97,0.0,176128,401,688,2,7.333333333333334e-05,150000
438,256.0,7.333333333333334e-05,0.05,0.0031238729134202,44262,-12.84,0.0,177152,404,692,2,7.333333333333334e-05,150000
438,256.0,7.333333333333334e-05,0.05,0.0027450809720903,44518,-12.98,0.0,178176,406,696,2,7.333333333333334e-05,150000
438,256.0,7.333333333333334e-05,0.05,0.0031657216604799,44774,-13.18,0.0,179200,408,700,2,7.333333333333334e-05,150000
438,256.0,7.333333333333334e-05,0.05,0.0005947361933067,45030,-13.12,0.0,180224,411,704,2,7.333333333333334e-05,150000
438,256.0,7.333333333333334e-05,0.05,0.0004833440179936,45286,-12.89,0.0,181248,413,708,2,7.333333333333334e-05,150000
437,256.0,7.333333333333334e-05,0.05,0.002391520421952,45542,-12.9,0.0,182272,416,712,2,7.333333333333334e-05,150000
437,256.0,7.333333333333334e-05,0.05,0.0003280934179201,45798,-12.91,0.0,183296,418,716,2,7.333333333333334e-05,150000
437,256.0,7.333333333333334e-05,0.05,0.0013365590712055,46054,-13.19,0.0,184320,420,720,2,7.333333333333334e-05,150000
437,256.0,7.333333333333334e-05,0.05,0.0019156101625412,46310,-13.12,0.0,185344,423,724,2,7.333333333333334e-05,150000
437,256.0,7.333333333333334e-05,0.05,0.0019992680754512,46566,-12.96,0.0,186368,425,728,2,7.333333333333334e-05,150000
437,256.0,7.333333333333334e-05,0.05,0.0008754483424127,46822,-13.1,0.0,187392,428,732,2,7.333333333333334e-05,150000
437,256.0,7.333333333333334e-05,0.05,0.000796666718088,47078,-13.08,0.0,188416,430,736,2,7.333333333333334e-05,150000
437,256.0,7.333333333333334e-05,0.05,0.0005130891222506,47334,-13.17,0.0,189440,433,740,2,7.333333333333334e-05,150000
437,256.0,7.333333333333334e-05,0.05,0.0006147852982394,47590,-13.09,0.0,190464,435,744,2,7.333333333333334e-05,150000
437,256.0,7.333333333333334e-05,0.05,0.0003958020242862,47846,-13.02,0.0,191488,437,748,2,7.333333333333334e-05,150000
437,256.0,7.333333333333334e-05,0.05,0.0003314105852041,48102,-13.19,0.0,192512,440,752,2,7.333333333333334e-05,150000
437,256.0,7.333333333333334e-05,0.05,0.0005732531426474,48358,-13.08,0.0,193536,442,756,2,7.333333333333334e-05,150000
437,256.0,7.333333333333334e-05,0.05,0.0003852285444736,48614,-13.09,0.0,194560,445,760,2,7.333333333333334e-05,150000
436,256.0,7.333333333333334e-05,0.05,0.000208272045711,48870,-13.11,0.0,195584,447,764,2,7.333333333333334e-05,150000
436,256.0,7.333333333333334e-05,0.05,0.0003168041002936,49126,-13.15,0.0,196608,450,768,2,7.333333333333334e-05,150000
436,256.0,7.333333333333334e-05,0.05,0.0001819016470108,49382,-13.09,0.0,197632,452,772,2,7.333333333333334e-05,150000
436,256.0,7.333333333333334e-05,0.05,0.0004762148018926,49638,-13.14,0.0,198656,454,776,2,7.333333333333334e-05,150000
436,256.0,7.333333333333334e-05,0.05,0.0002066153392661,49894,-13.24,0.0,199680,457,780,2,7.333333333333334e-05,150000
436,256.0,7.333333333333334e-05,0.05,0.0007081960793584,50150,-13.09,0.0,200704,459,784,2,7.333333333333334e-05,150000
436,256.0,7.333333333333334e-05,0.05,0.0003402215661481,50406,-13.11,0.0,201728,462,788,2,7.333333333333334e-05,150000
436,256.0,7.333333333333334e-05,0.05,0.000965011306107,50662,-13.31,0.0,202752,464,792,2,7.333333333333334e-05,150000
436,256.0,7.333333333333334e-05,0.05,0.0003200086648575,50918,-13.26,0.0,203776,466,796,2,7.333333333333334e-05,150000
436,256.0,7.333333333333334e-05,0.05,0.0001464042288716,51174,-13.14,0.0,204800,469,800,2,7.333333333333334e-05,150000
436,256.0,7.333333333333334e-05,0.05,0.0019671218469738,51430,-13.26,0.0,205824,471,804,2,7.333333333333334e-05,150000
436,256.0,7.333333333333334e-05,0.05,0.0002249428944196,51686,-13.31,0.0,206848,474,808,2,7.333333333333334e-05,150000
436,256.0,7.333333333333334e-05,0.05,0.0001222014398081,51942,-13.42,0.0,207872,476,812,2,7.333333333333334e-05,150000
436,256.0,7.333333333333334e-05,0.05,0.0018434689845889,52198,-13.32,0.0,208896,478,816,2,7.333333333333334e-05,150000
436,256.0,7.333333333333334e-05,0.05,0.0001455608580727,52454,-13.07,0.0,209920,481,820,2,7.333333333333334e-05,150000
436,256.0,7.333333333333334e-05,0.05,0.0001821515907067,52710,-13.19,0.0,210944,483,824,2,7.333333333333334e-05,150000
435,256.0,7.333333333333334e-05,0.05,0.0018403335707262,52966,-13.3,0.0,211968,486,828,2,7.333333333333334e-05,150000
435,256.0,7.333333333333334e-05,0.05,0.0001670528581598,53222,-13.26,0.0,212992,488,832,2,7.333333333333334e-05,150000
435,256.0,7.333333333333334e-05,0.05,0.0001221212150994,53478,-13.17,0.0,214016,491,836,2,7.333333333333334e-05,150000
435,256.0,7.333333333333334e-05,0.05,0.0012234558816999,53734,-13.13,0.0,215040,493,840,2,7.333333333333334e-05,150000
435,256.0,7.333333333333334e-05,0.05,0.0029509626328945,53990,-13.22,0.0,216064,495,844,2,7.333333333333334e-05,150000
435,256.0,7.333333333333334e-05,0.05,0.0001217167300637,54246,-13.34,0.0,217088,498,848,2,7.333333333333334e-05,150000
435,256.0,7.333333333333334e-05,0.05,0.0003882374730892,54502,-13.19,0.0,218112,501,852,2,7.333333333333334e-05,150000
435,256.0,7.333333333333334e-05,0.05,0.0002701245830394,54758,-13.41,0.0,219136,503,856,2,7.333333333333334e-05,150000
435,256.0,7.333333333333334e-05,0.05,8.92694661160931e-05,55014,-13.45,0.0,220160,505,860,2,7.333333333333334e-05,150000
435,256.0,7.333333333333334e-05,0.05,0.0003054604749195,55270,-13.43,0.0,221184,508,864,2,7.333333333333334e-05,150000
435,256.0,7.333333333333334e-05,0.05,0.0013632429763674,55526,-13.41,0.0,222208,510,868,2,7.333333333333334e-05,150000
435,256.0,7.333333333333334e-05,0.05,0.0006495526758953,55782,-13.26,0.0,223232,513,872,2,7.333333333333334e-05,150000
435,256.0,7.333333333333334e-05,0.05,0.000655380426906,56038,-13.29,0.0,224256,515,876,2,7.333333333333334e-05,150000
434,256.0,7.333333333333334e-05,0.05,0.0011191649828106,56294,-13.31,0.0,225280,517,880,2,7.333333333333334e-05,150000
434,256.0,7.333333333333334e-05,0.05,0.0002026378060691,56550,-13.44,0.0,226304,520,884,2,7.333333333333334e-05,150000
434,256.0,7.333333333333334e-05,0.05,0.0021539386361837,56806,-13.4,0.0,227328,522,888,2,7.333333333333334e-05,150000
434,256.0,7.333333333333334e-05,0.05,0.0005204892950132,57062,-13.21,0.0,228352,525,892,2,7.333333333333334e-05,150000
434,256.0,7.333333333333334e-05,0.05,0.0003782224957831,57318,-13.22,0.0,229376,527,896,2,7.333333333333334e-05,150000
434,256.0,7.333333333333334e-05,0.05,0.000187930651009,57574,-13.27,0.0,230400,529,900,2,7.333333333333334e-05,150000
434,256.0,7.333333333333334e-05,0.05,0.0004537760978564,57830,-13.07,0.0,231424,532,904,2,7.333333333333334e-05,150000
434,256.0,7.333333333333334e-05,0.05,0.0002530199708417,58086,-12.95,0.0,232448,534,908,2,7.333333333333334e-05,150000
434,256.0,7.333333333333334e-05,0.05,0.0002552355872467,58342,-12.9,0.0,233472,537,912,2,7.333333333333334e-05,150000
434,256.0,7.333333333333334e-05,0.05,0.0002546039468143,58598,-12.96,0.0,234496,539,916,2,7.333333333333334e-05,150000
434,256.0,7.333333333333334e-05,0.05,0.0001600058167241,58854,-12.86,0.0,235520,542,920,2,7.333333333333334e-05,150000
434,256.0,7.333333333333334e-05,0.05,0.0003922571195289,59110,-12.96,0.0,236544,544,924,2,7.333333333333334e-05,150000
434,256.0,7.333333333333334e-05,0.05,0.0002568222407717,59366,-12.82,0.0,237568,546,928,2,7.333333333333334e-05,150000
434,256.0,7.333333333333334e-05,0.05,0.0001405272632837,59622,-12.78,0.0,238592,549,932,2,7.333333333333334e-05,150000
434,256.0,7.333333333333334e-05,0.05,0.001496473676525,59878,-12.6,0.0,239616,551,936,2,7.333333333333334e-05,150000
434,256.0,7.333333333333334e-05,0.05,0.0002466030418872,60134,-12.46,0.0,240640,554,940,2,7.333333333333334e-05,150000
434,256.0,7.333333333333334e-05,0.05,0.0007494041929021,60390,-12.46,0.0,241664,556,944,2,7.333333333333334e-05,150000
434,256.0,7.333333333333334e-05,0.05,3.7510406400542706e-05,60646,-12.56,0.0,242688,558,948,2,7.333333333333334e-05,150000
434,256.0,7.333333333333334e-05,0.05,0.0001518574426881,60902,-12.66,0.0,243712,561,952,2,7.333333333333334e-05,150000
434,256.0,7.333333333333334e-05,0.05,0.0003706199058797,61158,-12.44,0.0,244736,563,956,2,7.333333333333334e-05,150000
434,256.0,7.333333333333334e-05,0.05,0.0017557619139552,61414,-12.49,0.0,245760,566,960,2,7.333333333333334e-05,150000
434,256.0,7.333333333333334e-05,0.05,0.0006727811414748,61670,-12.37,0.0,246784,568,964,2,7.333333333333334e-05,150000
434,256.0,7.333333333333334e-05,0.05,0.0010338528081774,61926,-12.5,0.0,247808,570,968,2,7.333333333333334e-05,150000
434,256.0,7.333333333333334e-05,0.05,3.471187301329337e-05,62182,-12.68,0.0,248832,573,972,2,7.333333333333334e-05,150000
434,256.0,7.333333333333334e-05,0.05,0.000362029793905,62438,-12.54,0.0,249856,575,976,2,7.333333333333334e-05,150000
630,256.0,4.666666666666667e-05,0.980544,0.0673302114009857,230,-197.5,0.0,1024,1,4,3,4.666666666666667e-05,100000
610,256.0,4.666666666666667e-05,0.9610880000000002,0.056461926549673,486,-196.5,0.0,2048,3,8,3,4.666666666666667e-05,100000
604,256.0,4.666666666666667e-05,0.941632,0.0585543848574161,742,-195.58333333333337,0.0,3072,5,12,3,4.666666666666667e-05,100000
600,256.0,4.666666666666667e-05,0.9221760000000002,0.0710150822997093,998,-195.125,0.0,4096,6,16,3,4.666666666666667e-05,100000
597,256.0,4.666666666666667e-05,0.9027199999999996,0.0569326356053352,1254,-193.65,0.0,5120,8,20,3,4.666666666666667e-05,100000
593,256.0,4.666666666666667e-05,0.8832639999999998,0.0433258078992366,1510,-193.08333333333337,0.0,6144,10,24,3,4.666666666666667e-05,100000
588,256.0,4.666666666666667e-05,0.8638079999999999,0.0375355742871761,1766,-191.92857142857144,0.0,7168,12,28,3,4.666666666666667e-05,100000
584,256.0,4.666666666666667e-05,0.8443519999999999,0.0461403205990791,2022,-189.65625,0.0,8192,14,32,3,4.666666666666667e-05,100000
582,256.0,4.666666666666667e-05,0.824896,0.0387716740369796,2278,-188.30555555555551,0.0,9216,15,36,3,4.666666666666667e-05,100000
580,256.0,4.666666666666667e-05,0.80544,0.0447564981877803,2534,-186.325,0.0,10240,17,40,3,4.666666666666667e-05,100000
578,256.0,4.666666666666667e-05,0.785984,0.0403380841016769,2790,-184.9090909090909,0.0,11264,19,44,3,4.666666666666667e-05,100000
576,256.0,4.666666666666667e-05,0.7665280000000001,0.048226773738861,3046,-183.29166666666663,0.0,12288,21,48,3,4.666666666666667e-05,100000
573,256.0,4.666666666666667e-05,0.7470720000000002,0.0499163083732128,3302,-181.34615384615384,0.0,13312,23,52,3,4.666666666666667e-05,100000
569,256.0,4.666666666666667e-05,0.7276160000000003,0.0546691492199897,3558,-179.42857142857142,0.0,14336,25,56,3,4.666666666666667e-05,100000
566,256.0,4.666666666666667e-05,0.7081599999999998,0.0679394677281379,3814,-178.41666666666666,0.0,15360,27,60,3,4.666666666666667e-05,100000
563,256.0,4.666666666666667e-05,0.6887039999999998,0.0519317686557769,4070,-176.96875,0.0,16384,29,64,3,4.666666666666667e-05,100000
560,256.0,4.666666666666667e-05,0.6692479999999998,0.0371865108609199,4326,-175.39705882352942,0.0,17408,31,68,3,4.666666666666667e-05,100000
558,256.0,4.666666666666667e-05,0.6497919999999999,0.0419415421783924,4582,-173.98611111111111,0.0,18432,33,72,3,4.666666666666667e-05,100000
555,256.0,4.666666666666667e-05,0.630336,0.0375045388936996,4838,-172.8684210526316,0.0,19456,35,76,3,4.666666666666667e-05,100000
553,256.0,4.666666666666667e-05,0.6108800000000001,0.0483163446187973,5094,-171.525,0.0,20480,37,80,3,4.666666666666667e-05,100000
551,256.0,4.666666666666667e-05,0.5914240000000002,0.0379634574055671,5350,-169.75,0.0,21504,39,84,3,4.666666666666667e-05,100000
548,256.0,4.666666666666667e-05,0.5719680000000001,0.0367657542228698,5606,-168.26136363636363,0.0,22528,41,88,3,4.666666666666667e-05,100000
546,256.0,4.666666666666667e-05,0.5525120000000002,0.0408325679600238,5862,-165.9673913043478,0.0,23552,43,92,3,4.666666666666667e-05,100000
543,256.0,4.666666666666667e-05,0.5330560000000003,0.0506891161203384,6118,-164.26041666666666,0.0,24576,45,96,3,4.666666666666667e-05,100000
541,256.0,4.666666666666667e-05,0.5135999999999998,0.036368228495121,6374,-162.44,0.0,25600,47,100,3,4.666666666666667e-05,100000
538,256.0,4.666666666666667e-05,0.4941439999999999,0.0468541085720062,6630,-158.98,0.0,26624,49,104,3,4.666666666666667e-05,100000
536,256.0,4.666666666666667e-05,0.474688,0.0287348888814449,6886,-156.0,0.0,27648,51,108,3,4.666666666666667e-05,100000
534,256.0,4.666666666666667e-05,0.4552319999999999,0.0292061138898134,7142,-152.67,0.0,28672,53,112,3,4.666666666666667e-05,100000
532,256.0,4.666666666666667e-05,0.435776,0.0386304333806037,7398,-148.91,0.0,29696,55,116,3,4.666666666666667e-05,100000
530,256.0,4.666666666666667e-05,0.4163200000000001,0.0348055958747863,7654,-145.31,0.0,30720,57,120,3,4.666666666666667e-05,100000
528,256.0,4.666666666666667e-05,0.3968640000000001,0.0345926731824874,7910,-141.42,0.0,31744,60,124,3,4.666666666666667e-05,100000
526,256.0,4.666666666666667e-05,0.3774080000000002,0.0321557819843292,8166,-137.56,0.0,32768,62,128,3,4.666666666666667e-05,100000
524,256.0,4.666666666666667e-05,0.3579520000000002,0.0280800387263298,8422,-134.15,0.0,33792,64,132,3,4.666666666666667e-05,100000
522,256.0,4.666666666666667e-05,0.3384959999999998,0.0306148398667573,8678,-130.58,0.0,34816,66,136,3,4.666666666666667e-05,100000
520,256.0,4.666666666666667e-05,0.3190400000000004,0.0351215787231922,8934,-127.29,0.0,35840,68,140,3,4.666666666666667e-05,100000
518,256.0,4.666666666666667e-05,0.2995839999999999,0.0274190157651901,9190,-123.37,0.0,36864,71,144,3,4.666666666666667e-05,100000
517,256.0,4.666666666666667e-05,0.280128,0.0245631262660026,9446,-119.38,0.0,37888,73,148,3,4.666666666666667e-05,100000
515,256.0,4.666666666666667e-05,0.260672,0.0272573959082365,9702,-115.55,0.0,38912,75,152,3,4.666666666666667e-05,100000
513,256.0,4.666666666666667e-05,0.2412160000000001,0.0270594842731952,9958,-111.55,0.0,39936,77,156,3,4.666666666666667e-05,100000
511,256.0,4.666666666666667e-05,0.2217600000000001,0.033447977155447,10214,-107.07,0.0,40960,80,160,3,4.666666666666667e-05,100000
509,256.0,4.666666666666667e-05,0.2023040000000002,0.0229713283479213,10470,-102.83,0.0,41984,82,164,3,4.666666666666667e-05,100000
507,256.0,4.666666666666667e-05,0.1828480000000003,0.0239910148084163,10726,-98.66,0.0,43008,84,168,3,4.666666666666667e-05,100000
506,256.0,4.666666666666667e-05,0.1633919999999998,0.0247247423976659,10982,-94.59,0.0,44032,86,172,3,4.666666666666667e-05,100000
504,256.0,4.666666666666667e-05,0.1439360000000002,0.0271238759160041,11238,-89.84,0.0,45056,89,176,3,4.666666666666667e-05,100000
502,256.0,4.666666666666667e-05,0.1244799999999998,0.0215112566947937,11494,-85.35,0.0,46080,91,180,3,4.666666666666667e-05,100000
500,256.0,4.666666666666667e-05,0.1050239999999999,0.0216115619987249,11750,-80.98,0.0,47104,94,184,3,4.666666666666667e-05,100000
499,256.0,4.666666666666667e-05,0.0855679999999999,0.0268192663788795,12006,-76.31,0.0,48128,96,188,3,4.666666666666667e-05,100000
497,256.0,4.666666666666667e-05,0.066112,0.0167455077171325,12262,-72.51,0.0,49152,98,192,3,4.666666666666667e-05,100000
495,256.0,4.666666666666667e-05,0.05,0.0260218009352684,12518,-68.13,0.0,50176,101,196,3,4.666666666666667e-05,100000
493,256.0,4.666666666666667e-05,0.05,0.0186591297388076,12774,-63.85,0.0,51200,103,200,3,4.666666666666667e-05,100000
492,256.0,4.666666666666667e-05,0.05,0.0273558460175991,13030,-59.87,0.0,52224,106,204,3,4.666666666666667e-05,100000
490,256.0,4.666666666666667e-05,0.05,0.0258922427892684,13286,-55.4,0.0,53248,108,208,3,4.666666666666667e-05,100000
489,256.0,4.666666666666667e-05,0.05,0.0155086601153016,13542,-51.49,0.0,54272,110,212,3,4.666666666666667e-05,100000
488,256.0,4.666666666666667e-05,0.05,0.029820604249835,13798,-47.96,0.0,55296,113,216,3,4.666666666666667e-05,100000
486,256.0,4.666666666666667e-05,0.05,0.0277818590402603,14054,-44.47,0.0,56320,115,220,3,4.666666666666667e-05,100000
485,256.0,4.666666666666667e-05,0.05,0.0212574563920497,14310,-41.21,0.0,57344,118,224,3,4.666666666666667e-05,100000
484,256.0,4.666666666666667e-05,0.05,0.0241478532552719,14566,-38.1,0.0,58368,120,228,3,4.666666666666667e-05,100000
483,256.0,4.666666666666667e-05,0.05,0.0236178822815418,14822,-34.98,0.0,59392,122,232,3,4.666666666666667e-05,100000
482,256.0,4.666666666666667e-05,0.05,0.0155833698809146,15078,-31.93,0.0,60416,125,236,3,4.666666666666667e-05,100000
481,256.0,4.666666666666667e-05,0.05,0.0192087218165397,15334,-29.0,0.0,61440,127,240,3,4.666666666666667e-05,100000
480,256.0,4.666666666666667e-05,0.05,0.0219203829765319,15590,-26.53,0.0,62464,130,244,3,4.666666666666667e-05,100000
479,256.0,4.666666666666667e-05,0.05,0.016368631273508,15846,-24.35,0.0,63488,132,248,3,4.666666666666667e-05,100000
478,256.0,4.666666666666667e-05,0.05,0.0149192875251173,16102,-22.29,0.0,64512,134,252,3,4.666666666666667e-05,100000
477,256.0,4.666666666666667e-05,0.05,0.0183037258684635,16358,-20.66,0.0,65536,137,256,3,4.666666666666667e-05,100000
