r,l,t,is_success,dead_loop_events,wall_collision_count
-211.0,256,1.023426,0.0,226.0,45.0
-203.0,256,1.458361,0.0,233.0,51.0
-210.0,256,1.888196,0.0,221.0,44.0
-199.0,256,2.313556,0.0,234.0,57.0
-204.0,256,2.740515,0.0,193.0,50.0
-192.0,256,3.165958,0.0,234.0,64.0
-192.0,256,3.590107,0.0,234.0,64.0
-200.0,256,4.01571,0.0,186.0,54.0
-183.0,256,4.443871,0.0,234.0,73.0
-197.0,256,4.875417,0.0,234.0,59.0
-185.0,256,5.302756,0.0,234.0,71.0
-197.0,256,5.733339,0.0,234.0,59.0
-203.0,256,6.174234,0.0,234.0,53.0
-207.0,256,6.616729,0.0,197.0,47.0
-187.0,256,7.044898,0.0,188.0,67.0
-185.0,256,7.47251,0.0,219.0,71.0
-184.0,256,7.90621,0.0,218.0,68.0
-208.0,256,8.342918,0.0,203.0,46.0
-182.0,256,8.769885,0.0,189.0,72.0
-201.0,256,9.19835,0.0,196.0,55.0
-188.0,256,9.633586,0.0,186.0,62.0
-200.0,256,10.074819,0.0,202.0,54.0
-174.0,256,10.507482,0.0,234.0,82.0
-192.0,256,10.943856,0.0,234.0,62.0
-200.0,256,11.39192,0.0,216.0,56.0
-200.0,256,11.840868,0.0,229.0,56.0
-173.0,256,12.292381,0.0,217.0,81.0
-193.0,256,12.735502,0.0,197.0,63.0
-198.0,256,13.168599,0.0,207.0,58.0
-160.0,256,13.624895,0.0,226.0,92.0
-191.0,256,14.072264,0.0,217.0,65.0
-186.0,256,14.520525,0.0,215.0,70.0
-190.0,256,14.962627,0.0,194.0,64.0
-174.0,256,15.425364,0.0,193.0,82.0
-190.0,256,15.876677,0.0,206.0,66.0
-174.0,256,16.325901,0.0,179.0,78.0
-185.0,256,16.777815,0.0,212.0,65.0
-177.0,256,17.222699,0.0,219.0,77.0
-196.0,256,17.673975,0.0,167.0,60.0
-167.0,256,18.134069,0.0,169.0,85.0
-193.0,256,18.58894,0.0,234.0,63.0
-157.0,256,19.04235,0.0,202.0,99.0
-180.0,256,19.487589,0.0,209.0,74.0
-181.0,256,19.950528,0.0,196.0,73.0
-171.0,256,20.41105,0.0,152.0,85.0
-174.0,256,20.874551,0.0,204.0,82.0
-149.0,256,21.330285,0.0,214.0,103.0
-175.0,256,21.801011,0.0,190.0,79.0
-168.0,256,22.263297,0.0,199.0,88.0
-163.0,256,22.730883,0.0,210.0,93.0
-183.0,256,23.191171,0.0,195.0,71.0
-156.0,256,23.649923,0.0,204.0,98.0
-180.0,256,24.101842,0.0,218.0,76.0
