time/total_timesteps,train/loss,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/n_updates,phase
108544,0.0006035336991772,-1.6001285985112192e-08,0.0009423942582543,-0.0004516153967415,520.0,1
110592,0.0666673928499221,6.984919309616089e-10,0.7197841626300943,-0.0004537117001746,530.0,1
112640,0.0002593591052573,1.4941906556487083e-08,0.0059211886626371,-0.0004544977866316,540.0,1
114688,0.000193283878616,-2.6880297809839253e-08,0.1114933706614465,-0.0004574889248033,550.0,1
116736,0.0044083199463784,-1.0419171303510663e-09,0.0409638448014902,-0.0004602899418387,560.0,1
118784,0.3963713943958282,-1.1641532182693482e-11,0.1618902542558316,-0.0004636846497305,570.0,1
120832,7.048912084428594e-05,-6.736954674124718e-08,0.0030365024063939,-0.0004677511329646,580.0,1
122880,0.0009828086476773,7.41099938750267e-08,0.1085757053573615,-0.0004698408065451,590.0,1
124928,0.0003226152621209,5.587935447692871e-10,0.162835674989401,-0.0004726792696601,600.0,1
126976,0.0076230252161622,-1.0646181181073187e-08,0.0628521747010381,-0.0004778383168741,610.0,1
129024,0.4696923494338989,5.1339156925678255e-09,0.3351273311345721,-0.0004808786979992,620.0,1
131072,0.0043909768573939,-0.0007606507278978,0.0450851442234125,-0.0002861588982341,630.0,1
133120,0.2106061279773712,6.170012056827544e-10,0.400461958500091,-0.0002540993795264,640.0,1
135168,0.0004769250808749,1.2165401130914687e-09,0.1472810070059495,-0.0002558338612288,650.0,1
137216,0.0001662781724007,-7.9453457146883e-10,0.0325208469814242,-0.0002557179916038,660.0,1
139264,0.0601912513375282,-1.3387762010097503e-10,0.1877904133521951,-0.0002554772141593,670.0,1
141312,0.0022117011249065,3.312015905976295e-09,0.0858804420724482,-0.0002559966578701,680.0,1
143360,0.000728262704797,9.196810424327851e-10,0.3326672008784953,-0.0002568730888015,690.0,1
145408,0.1623246073722839,-2.9103830456733704e-10,0.3026174129430728,-0.0002577169296273,700.0,1
147456,0.1271048039197921,-0.0002039419719949,0.2702430537436157,-0.0001951666212335,710.0,1
149504,0.003230967093259,-1.4959368854761123e-09,0.0959764494255068,-0.0001607097621672,720.0,1
151552,0.0013673178618773,5.2008545026183125e-09,0.0022688651808493,-0.0001610215898836,730.0,1
153600,0.0044310428202152,-1.816515577957034e-08,0.003729587057569,-0.0001615042476259,740.0,1
155648,0.0010888971155509,-7.650407496839761e-07,0.0309838426892383,-0.0001805553623853,750.0,1
157696,0.086668737232685,-5.506444722414016e-09,0.1428708778166765,-0.0001626519393539,760.0,1
159744,0.0118243284523487,-6.394111551344394e-09,0.0239203030899261,-0.000164936353758,770.0,1
161792,0.4006791412830353,-3.993045538663864e-09,0.3697291168260562,-0.0001635976122997,780.0,1
163840,0.0004404218052513,-3.7252902984619143e-10,0.1004904448363959,-0.0001640598127778,790.0,1
165888,0.0007377924048341,1.1103111319243908e-08,0.0330365045363578,-0.0001647215871344,800.0,1
167936,0.0030112417880445,1.1525116860866547e-09,0.1828391864750301,-0.000165722330712,810.0,1
169984,0.0756377205252647,-9.196810424327851e-10,0.0962643165275949,-0.0001668550419708,820.0,1
172032,0.0027169599197804,-2.8638169169425966e-09,0.0449420157556232,-0.0001673432938332,830.0,1
174080,0.0098717026412487,7.101334631443022e-10,0.0539375889879011,-0.0001674366723818,840.0,1
176128,8.858148248691577e-06,1.5075784176588058e-09,0.0012529883717888,-0.0001681137473497,850.0,1
178176,0.075208231806755,3.14321368932724e-10,0.395826082936037,-0.0001688778611423,860.0,1
180224,0.2477723211050033,-2.753222361207008e-09,0.1252431194081509,-0.0001707400686427,870.0,1
182272,0.0007807675865478,-1.8015271052718166e-08,0.0012193158960144,-0.0001722560780763,880.0,1
184320,0.0789064690470695,6.082700565457344e-10,0.0655464274544101,-0.0001716122929792,890.0,1
186368,0.0006908221985213,1.3038516044616696e-09,0.053118952762361,-0.00017267008825,900.0,1
188416,0.0063708936795592,-1.2159580364823342e-08,0.0396908858925598,-0.0001744082886943,910.0,1
190464,0.0013897335156798,1.8044374883174894e-09,0.0015487435372051,-0.0001742682434269,920.0,1
192512,0.0022538604680448,-6.344635039567947e-09,0.0816510397827187,-0.0001752693400703,930.0,1
194560,0.0017921457765623,-0.0011552343785297,0.1019837520900182,-0.0001019876252939,940.0,1
196608,0.0003749106253962,7.534981705248355e-09,0.0487558705006449,-9.455058625462698e-05,950.0,1
198656,0.1129598841071128,-2.342858351767063e-09,0.1296823663346003,-9.58400572926621e-05,960.0,1
200704,0.0001457792095607,-1.7316779121756554e-10,0.0013783511609858,-9.399677601322763e-05,970.0,1
202752,0.1117985770106315,-6.257323548197745e-10,0.104578552854673,-9.576876718710992e-05,980.0,1
204800,0.0013067395193502,-1.2433156371116638e-08,0.1750278234176221,-9.68258112152398e-05,990.0,1
206848,0.0086887953802943,-8.629285730421543e-10,0.0906225167367665,-9.479025402470144e-05,1000.0,1
208896,0.0013533429009839,1.0477378964424134e-10,0.2587660946257529,-9.498358176642795e-05,1010.0,1
210944,0.1292357146739959,2.153683453798294e-09,0.3216855164806474,-9.518894221400842e-05,1020.0,1
212992,0.0012898843269795,2.529122866690159e-09,0.0694727244233945,-9.53377315454418e-05,1030.0,1
215040,0.0016453504795208,-2.2351741790771484e-09,0.2102874906631768,-9.556661543683732e-05,1040.0,1
217088,0.0644156411290168,5.029141902923584e-09,0.086695706791238,-9.59286615398014e-05,1050.0,1
219136,0.1043107360601425,9.080395102500915e-10,0.2239339200001268,-9.745392972035916e-05,1060.0,1
221184,0.0117094498127698,3.894092515110971e-09,0.0617263552077929,-9.617415089451244e-05,1070.0,1
223232,1.2865121364593506,8.96397978067398e-10,0.5298714308300987,-9.686455223345548e-05,1080.0,1
225280,0.0123778395354747,-2.281740307807922e-09,0.5383944779576268,-9.836695298872656e-05,1090.0,1
227328,0.0001284846657654,-1.8044374883174896e-08,0.0304298211751302,-9.74873594714154e-05,1100.0,1
229376,0.0009885600302368,-1.0308576747775076e-08,0.0029589753401069,-9.7746533992904e-05,1110.0,1
231424,0.0006572107085958,-8.742790669202804e-09,0.0288428628800829,-9.762667232280363e-05,1120.0,1
233472,0.3362496197223663,8.96397978067398e-10,0.8296329092612723,-9.796878621273208e-05,1130.0,1
235520,0.1502822935581207,-1.0011717677116394e-09,1.0058988292701545,-9.810502160689794e-05,1140.0,1
237568,0.0003606370592024,-5.25906216353178e-08,0.0017393354206433,-9.921200826283894e-05,1150.0,1
239616,0.0032329228706657,-2.7060741558670996e-08,0.0068426438629103,-9.95706534013152e-05,1160.0,1
241664,0.0011722384952008,-1.2438977137207984e-08,0.0867193170706741,-0.0001017415018395,1170.0,1
243712,0.245849996805191,-0.0004445668659172,0.6554160023108124,-6.066860937607999e-05,1180.0,1
245760,0.0001001572964014,-1.949956640601158e-09,0.0314894332751464,-4.9277973630523775e-05,1190.0,1
247808,0.0023562777787446,-1.941225491464138e-09,0.231778629143082,-4.9412211865274e-05,1200.0,1
249856,0.1271131783723831,-4.470348358154297e-09,0.0349319469176407,-5.0109480434912256e-05,1210.0,1
251904,0.0010989814763888,-2.9685907065868374e-09,0.0557759354218433,-4.955155504831055e-05,1220.0,1
253952,0.0105858873575925,-9.950599633157253e-09,0.0390834461264603,-4.966258447893779e-05,1230.0,1
256000,0.0684227645397186,-4.627509042620659e-09,0.189932347798458,-5.2531289566104536e-05,1240.0,1
258048,0.0001756459387252,-6.472691893577576e-09,0.0223330103175612,-5.3657797980122265e-05,1250.0,1
260096,0.0095183970406651,-1.478474587202072e-09,0.0617500310940158,-4.962806465300673e-05,1260.0,1
262144,0.1120967492461204,2.561137080192566e-09,0.0298054481466351,-4.975061347067822e-05,1270.0,1
264192,0.0809775367379188,5.587935447692871e-10,0.0743144902733547,-5.039950083300937e-05,1280.0,1
266240,0.0003747453156393,7.799826562404633e-10,0.0977774456507177,-5.062834757154633e-05,1290.0,1
268288,0.0013889118563383,5.599576979875565e-09,0.1454234723405534,-4.991505452380807e-05,1300.0,1
270336,0.0019358894787728,-7.799826562404633e-10,0.169595993688381,-5.0068621430909846e-05,1310.0,1
272384,0.0050167855806648,8.975621312856674e-09,0.0934268462338877,-5.1457618155836826e-05,1320.0,1
274432,0.0002230896789114,-1.1973315849900245e-08,0.0314722880550107,-5.163949313100602e-05,1330.0,1
276480,0.1967856734991073,1.8044374883174894e-09,0.3305532632482936,-5.076765860394517e-05,1340.0,1
278528,0.0019722317811101,-1.934240572154522e-08,0.0402736628202546,-5.2402637356863126e-05,1350.0,1
280576,0.1141877099871635,1.664739102125168e-09,0.0321307448258266,-5.108871064294362e-05,1360.0,1
282624,0.0805836990475654,-2.287561073899269e-09,0.053929175669964,-5.085774532744836e-05,1370.0,1
284672,0.1096969544887542,2.724118530750274e-09,0.0328454716127453,-5.131403304403648e-05,1380.0,1
286720,0.0011050410103052,3.742752596735954e-09,0.0015859749690207,-5.1018402064073595e-05,1390.0,1
288768,0.0009061106247827,1.4225952327251436e-08,0.0582062961868359,-5.275886214803904e-05,1400.0,1
290816,0.0015068259090185,-1.6618287190794943e-09,0.0075419735301693,-5.338618575478904e-05,1410.0,1
292864,0.0008153022499755,9.953510016202927e-10,0.0020876609381957,-5.1926499554610925e-05,1420.0,1
294912,0.1078732013702392,-1.629814505577087e-10,0.0547941092161636,-5.271338063721487e-05,1430.0,1
296960,0.0006714692572131,-1.030275598168373e-09,0.0723668852275295,-5.21604192272207e-05,1440.0,1
299008,0.0644061490893364,8.49831849336624e-10,0.1151436716911121,-5.211040347603557e-05,1450.0,1
301056,0.0017559319967404,-1.5832483768463132e-09,0.3374419139610836,-5.244385092737502e-05,1460.0,1
303104,0.0032268844079226,-3.937166184186935e-08,0.0041503521645609,-5.494593997354968e-05,1470.0,1
305152,0.0025022784247994,1.455191522836685e-09,0.2239338843202858,-5.3130474361751114e-05,1480.0,1
307200,0.0021356404758989,-1.0593794286251068e-09,0.224472378072096,-5.464313608172233e-05,1490.0,1
309248,0.0007705016178078,-2.6950147002935404e-09,0.0543941636864474,-5.343842312868219e-05,1500.0,1
311296,0.0008820184157229,3.396417014300823e-09,0.0012665815130503,-5.3063526274854665e-05,1510.0,1
313344,0.0012142001651227,-3.463355824351311e-10,0.0968625433073611,-5.495761888596462e-05,1520.0,1
315392,0.025537310168147,1.629814505577087e-10,0.2063807517275563,-5.489572818078159e-05,1530.0,1
317440,0.0155282076448202,-6.775371730327606e-09,0.0075585434561617,-5.438561765913619e-05,1540.0,1
319488,0.0005903792916797,1.920852810144424e-09,0.1252118911594152,-5.8453213341636e-05,1550.0,1
321536,0.0973011329770088,-1.5133991837501526e-10,0.1660298203067213,-5.510031014637207e-05,1560.0,1
323584,0.1006381511688232,-3.3760443329811095e-10,0.2406714749828097,-5.4469568840431745e-05,1570.0,1
325632,0.0003979200555477,7.275957614183425e-10,0.0011670786334889,-5.567395514844975e-05,1580.0,1
327680,0.1262129694223404,-2.2206222638487816e-08,0.1177370496327057,-5.746651013396331e-05,1590.0,1
329728,0.1529139578342437,5.238689482212067e-10,0.245396022798377,-5.788336175100994e-05,1600.0,1
331776,0.0002740944910328,-1.8125865608453753e-08,0.005872493370407,-5.730264806516061e-05,1610.0,1
333824,0.0028473916463553,-5.937181413173674e-10,0.2292049857962411,-5.850975435350847e-05,1620.0,1
335872,0.000154670808115,-2.4086330085992817e-08,0.0012168102703071,-5.801179340778617e-05,1630.0,1
337920,0.0006756618968211,-1.9260914996266364e-08,0.0512342684285613,-6.300337045104243e-05,1640.0,1
339968,0.1189262717962265,-6.8102963268756875e-09,0.1539275679126149,-5.876790819456801e-05,1650.0,1
342016,0.1441022157669067,-1.8510036170482634e-09,0.125130478671781,-6.084194083086913e-05,1660.0,1
344064,0.0309250820428133,9.895302355289459e-11,0.1075271011039149,-5.9990295994794e-05,1670.0,1
346112,0.0026206946931779,-8.917413651943206e-09,0.1931868140760343,-5.950988465883711e-05,1680.0,1
348160,0.002297117607668,-2.270098775625229e-09,0.2582851466489956,-6.331960848910967e-05,1690.0,1
350208,0.0015626028180122,-3.1141098588705063e-09,0.0310849999515994,-6.306275081442436e-05,1700.0,1
352256,0.0002970236528199,-8.125789463520051e-09,0.0020824858203923,-6.745336486346787e-05,1710.0,1
354304,0.0001001612326945,-1.0302755981683733e-08,0.0027334507001796,-6.68854234390892e-05,1720.0,1
356352,0.0026418862398713,8.96397978067398e-10,0.6107947006617905,-6.869806120448629e-05,1730.0,1
358400,0.0007069679559208,-2.530287019908428e-08,0.000450466145412,-6.62262597870722e-05,1740.0,1
360448,0.0039816009812057,-3.799796104431152e-08,0.0023143035152315,-6.462879791797604e-05,1750.0,1
362496,0.0004560392408166,4.086177796125412e-09,0.03103533941171,-6.515772402053699e-05,1760.0,1
364544,0.1096194759011268,3.41970007866621e-10,0.1744769213059044,-7.291842630365863e-05,1770.0,1
366592,0.0004696765972767,-1.8958235159516337e-08,0.001390932887125,-7.402839773931191e-05,1780.0,1
368640,0.0006707501597702,2.980232238769531e-09,0.0722219576377028,-6.935816127224825e-05,1790.0,1
370688,0.000321644678479,-3.6385608837008484e-08,0.0676517422642064,-7.630304698977853e-05,1800.0,1
