r,l,t,is_success,dead_loop_events,wall_collision_count
-194.0,256,1.535704,0.0,234.0,64.0
-179.0,256,2.486596,0.0,211.0,63.0
-224.8,256,3.439988,0.0,215.0,48.0
-196.2,256,4.391165,0.0,234.0,57.0
-196.6,256,5.343232,0.0,234.0,57.0
-194.4,256,6.295491,0.0,217.0,56.0
-213.2,256,7.245226,0.0,200.0,46.0
-216.6,256,8.199204,0.0,221.0,50.0
-190.0,256,9.81716,0.0,207.0,66.0
-179.6,256,10.775899,0.0,164.0,64.0
-192.0,256,11.729324,0.0,225.0,58.0
-189.2,256,12.684256,0.0,234.0,72.0
-203.4,256,13.639598,0.0,210.0,59.0
-192.8,256,14.591184,0.0,188.0,64.0
-186.2,256,15.543171,0.0,234.0,63.0
-188.6,256,16.500217,0.0,234.0,65.0
-151.2,256,17.96034,0.0,234.0,102.0
-172.8,256,18.91763,0.0,234.0,82.0
-177.0,256,19.87203,0.0,207.0,87.0
-160.0,256,20.826054,0.0,232.0,90.0
-180.6,256,21.779202,0.0,213.0,78.0
-212.2,256,22.736211,0.0,204.0,64.0
-192.0,256,23.686787,0.0,168.0,80.0
-160.4,256,24.642782,0.0,206.0,92.0
-139.6,256,26.100982,0.0,208.0,125.0
-137.8,256,27.055023,0.0,224.0,113.0
-159.4,256,28.010056,0.0,173.0,88.0
-175.6,256,28.964277,0.0,168.0,89.0
-144.4,256,29.918619,0.0,217.0,108.0
-159.0,256,30.876245,0.0,216.0,97.0
-150.8,256,31.828152,0.0,224.0,112.0
-156.2,256,32.777422,0.0,221.0,111.0
-143.2,256,34.233037,0.0,163.0,102.0
-147.6,256,35.187601,0.0,158.0,109.0
-123.8,256,36.141957,0.0,201.0,125.0
-95.4,256,37.096762,0.0,212.0,154.0
-147.0,256,38.049268,0.0,179.0,114.0
-146.4,256,39.004253,0.0,195.0,108.0
-137.8,256,39.959718,0.0,200.0,107.0
-152.2,256,40.914709,0.0,146.0,107.0
-128.0,256,42.373011,0.0,167.0,144.0
-113.6,256,43.328112,0.0,152.0,146.0
-136.0,256,44.280579,0.0,187.0,128.0
-127.4,256,45.241161,0.0,151.0,128.0
-131.0,256,46.199408,0.0,126.0,149.0
-103.0,256,47.181495,0.0,186.0,151.0
-148.4,256,48.140086,0.0,71.0,117.0
-149.0,256,49.098981,0.0,145.0,123.0
-102.4,256,50.568653,0.0,166.0,154.0
-107.8,256,51.526664,0.0,104.0,135.0
-103.8,256,52.490056,0.0,147.0,149.0
-131.6,256,53.448037,0.0,157.0,135.0
-77.2,256,54.404334,0.0,208.0,168.0
-87.0,256,55.359647,0.0,211.0,163.0
-118.0,256,56.321757,0.0,146.0,146.0
-116.6,256,57.279036,0.0,102.0,153.0
-84.6,256,58.749136,0.0,192.0,179.0
-102.4,256,59.709833,0.0,193.0,169.0
-49.0,256,60.668053,0.0,226.0,207.0
-62.0,256,61.625735,0.0,150.0,183.0
-78.0,256,62.5841,0.0,193.0,181.0
-99.0,256,63.541853,0.0,203.0,171.0
-61.8,256,64.495357,0.0,208.0,189.0
-78.2,256,65.454919,0.0,198.0,177.0
-47.4,256,66.91373,0.0,201.0,209.0
-55.2,256,67.871096,0.0,184.0,196.0
-58.8,256,68.825917,0.0,190.0,201.0
-74.4,256,69.790024,0.0,177.0,172.0
-43.6,256,70.749171,0.0,231.0,213.0
-53.0,256,71.704881,0.0,230.0,211.0
-77.2,256,72.662623,0.0,160.0,185.0
-47.2,256,73.616924,0.0,228.0,207.0
-26.8,256,75.069889,0.0,234.0,228.0
-25.6,256,76.029228,0.0,233.0,224.0
-35.0,256,76.990797,0.0,199.0,221.0
-17.6,256,77.952518,0.0,234.0,236.0
-61.6,256,78.913239,0.0,166.0,192.0
-51.2,256,79.873675,0.0,204.0,209.0
-42.0,256,80.833658,0.0,184.0,208.0
-38.0,256,81.792557,0.0,234.0,218.0
-49.8,256,83.253185,0.0,193.0,215.0
