r,l,t,is_success,dead_loop_events,wall_collision_count
-220.4,256,1.440453,0.0,227.0,40.0
-178.4,256,2.33243,0.0,234.0,74.0
-209.6,256,3.218028,0.0,208.0,39.0
-212.8,256,4.105376,0.0,234.0,50.0
-184.0,256,4.995036,0.0,204.0,72.0
-219.0,256,5.886648,0.0,217.0,47.0
-209.0,256,6.777341,0.0,234.0,55.0
-210.6,256,7.671584,0.0,212.0,45.0
-188.8,256,9.217045,0.0,211.0,65.0
-191.8,256,10.132793,0.0,228.0,57.0
-187.8,256,11.033014,0.0,234.0,67.0
-211.0,256,11.936304,0.0,234.0,58.0
-185.8,256,12.836715,0.0,215.0,63.0
-192.2,256,13.7371,0.0,212.0,59.0
-190.8,256,14.637455,0.0,208.0,60.0
-172.4,256,15.539991,0.0,234.0,80.0
-182.8,256,16.977632,0.0,234.0,72.0
-161.4,256,17.913118,0.0,192.0,77.0
-171.0,256,18.849353,0.0,184.0,83.0
-140.6,256,19.784531,0.0,234.0,113.0
-178.0,256,20.723868,0.0,200.0,72.0
-147.8,256,21.638428,0.0,234.0,103.0
-172.4,256,22.543118,0.0,225.0,88.0
-184.4,256,23.446386,0.0,204.0,71.0
-144.0,256,24.888705,0.0,174.0,107.0
-151.2,256,25.832432,0.0,227.0,94.0
-164.8,256,26.758795,0.0,212.0,94.0
-147.4,256,27.703752,0.0,163.0,106.0
-151.8,256,28.64397,0.0,146.0,103.0
-156.8,256,29.581634,0.0,227.0,106.0
-155.6,256,30.52466,0.0,163.0,96.0
-156.8,256,31.468944,0.0,185.0,102.0
-118.6,256,32.920267,0.0,234.0,137.0
-125.4,256,33.862602,0.0,187.0,127.0
-148.0,256,34.803715,0.0,125.0,107.0
-124.0,256,35.750614,0.0,204.0,130.0
-140.6,256,36.672715,0.0,189.0,108.0
-120.8,256,37.571879,0.0,212.0,134.0
-128.8,256,38.476424,0.0,172.0,126.0
-121.0,256,39.382663,0.0,234.0,143.0
-108.6,256,40.786358,0.0,185.0,143.0
-125.2,256,41.7322,0.0,189.0,134.0
-145.0,256,42.661702,0.0,148.0,133.0
-92.4,256,43.60101,0.0,118.0,152.0
-104.2,256,44.54399,0.0,199.0,164.0
-116.4,256,45.474658,0.0,183.0,143.0
-93.6,256,46.41919,0.0,218.0,166.0
-101.0,256,47.337228,0.0,194.0,160.0
-109.0,256,48.760543,0.0,179.0,149.0
-97.2,256,49.666514,0.0,156.0,151.0
-88.4,256,50.575505,0.0,147.0,162.0
-84.8,256,51.490035,0.0,219.0,163.0
-83.8,256,52.401607,0.0,205.0,165.0
-107.6,256,53.309572,0.0,142.0,158.0
-80.0,256,54.215971,0.0,234.0,181.0
-88.4,256,55.124513,0.0,230.0,172.0
-42.4,256,56.570941,0.0,231.0,204.0
-67.6,256,57.512898,0.0,201.0,188.0
-83.2,256,58.454786,0.0,172.0,158.0
-99.6,256,59.394519,0.0,141.0,156.0
-95.8,256,60.341278,0.0,102.0,146.0
-87.6,256,61.284157,0.0,185.0,159.0
-82.8,256,62.205351,0.0,195.0,188.0
-90.0,256,63.112488,0.0,124.0,164.0
-90.4,256,64.557076,0.0,184.0,178.0
-93.8,256,65.502164,0.0,155.0,159.0
-50.8,256,66.447819,0.0,204.0,204.0
-55.0,256,67.372603,0.0,201.0,196.0
-60.8,256,68.292631,0.0,207.0,186.0
-53.0,256,69.203073,0.0,234.0,211.0
-53.0,256,70.112392,0.0,197.0,203.0
-49.8,256,71.069064,0.0,221.0,205.0
-66.6,256,72.520078,0.0,169.0,195.0
-72.8,256,73.468375,0.0,161.0,186.0
-46.2,256,74.41914,0.0,226.0,203.0
-47.4,256,75.366334,0.0,234.0,205.0
-57.2,256,76.291897,0.0,147.0,194.0
-50.6,256,77.197672,0.0,196.0,203.0
-57.0,256,78.107134,0.0,180.0,205.0
-44.4,256,79.016285,0.0,234.0,212.0
-53.2,256,80.454143,0.0,222.0,205.0
-44.0,256,81.393333,0.0,234.0,220.0
-80.8,256,82.319241,0.0,132.0,182.0
-37.6,256,83.228631,0.0,209.0,222.0
-67.0,256,84.171255,0.0,188.0,189.0
-74.6,256,85.113352,0.0,141.0,192.0
-44.0,256,86.059417,0.0,223.0,214.0
-33.8,256,86.994316,0.0,234.0,221.0
-39.8,256,88.442417,0.0,210.0,219.0
-43.8,256,89.387228,0.0,220.0,214.0
-20.0,256,90.312898,0.0,234.0,229.0
-30.4,256,91.221009,0.0,191.0,213.0
-26.4,256,92.131927,0.0,181.0,217.0
-41.0,256,93.033053,0.0,213.0,209.0
-15.4,256,93.972962,0.0,234.0,233.0
-35.6,256,94.918362,0.0,212.0,218.0
-31.0,256,96.371466,0.0,218.0,225.0
-16.4,256,97.295319,0.0,234.0,236.0
-20.4,256,98.210254,0.0,234.0,238.0
