rollout/ep_rew_mean,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,rollout/success_rate,time/iterations,train/explained_variance,train/clip_range,train/learning_rate,train/entropy_loss,train/value_loss,train/clip_fraction,train/approx_kl,train/policy_gradient_loss,train/n_updates,train/loss,phase,phase_learning_rate_start,phase_learning_rate_end
-1.7080000000000002,249,122880,492,256.0,0.0,60,0.63913494348526,0.2,0.0002697919999999,-0.000769850557117,0.0075258614600898,0.000439453125,4.6174013e-05,-0.0010246966558042,590.0,0.0068478602916002,1,0.0003,5e-05
-1.636,249,124928,500,256.0,0.0,61,-0.0146534442901611,0.2,0.0002692799999999,-0.0007422141534334,0.425802371071768,0.0,-5.820766e-11,4.295725375413894e-09,600.0,1.1603434085845947,1,0.0003,5e-05
-1.7680000000000005,249,126976,508,256.0,0.0,62,0.07566899061203,0.2,0.0002687679999999,-0.0007551613314717,0.0345831438555251,0.0,0.0,-3.6985147744417196e-08,610.0,0.0006894859834574,1,0.0003,5e-05
-1.8720000000000008,249,129024,517,256.0,0.0,63,0.0202929377555847,0.2,0.000268256,-0.0007856397511204,0.0689355708242146,0.0,-9.895302e-10,-2.1724845282733441e-07,620.0,0.1233880221843719,1,0.0003,5e-05
-1.7740000000000002,249,131072,525,256.0,0.0,64,0.0468479990959167,0.2,0.0002677439999999,-0.0007881310113589,0.1854789681237889,0.0,-1.717126e-09,-4.32250089943409e-08,630.0,0.0891914591193199,1,0.0003,5e-05
-1.624,249,133120,533,256.0,0.0,65,0.6306018829345703,0.2,0.0002672319999999,-0.0007923186181869,0.0057725954567104,0.0,-1.4872057e-08,-5.8987643569707876e-08,640.0,1.8019785784417763e-05,1,0.0003,5e-05
-1.8020000000000005,249,135168,541,256.0,0.0,66,0.6123296618461609,0.2,0.0002667199999999,-0.0008362274405953,0.0020131915921183,0.0,-1.5919795e-08,-8.227070793509485e-08,650.0,0.0024579004384577,1,0.0003,5e-05
-1.6600000000000004,249,137216,549,256.0,0.0,67,0.0263445377349853,0.2,0.000266208,-0.0008163955448253,0.1992574177991627,0.0,-3.2770913e-08,-1.203734427690506e-08,660.0,0.1862873136997223,1,0.0003,5e-05
-1.4600000000000006,249,139264,557,256.0,0.0,68,0.0211564302444458,0.2,0.0002656959999999,-0.0008775260655966,0.2158993504508544,0.0,-5.2183168e-08,-1.7951242625713347e-08,670.0,0.0797079652547836,1,0.0003,5e-05
-1.4240000000000002,249,141312,566,256.0,0.0,69,0.0188735127449035,0.2,0.0002651839999999,-0.0008909898882848,0.405871642215061,0.0,-3.7864083e-08,-3.1077070161700254e-08,680.0,0.2070630639791488,1,0.0003,5e-05
-1.5200000000000002,249,143360,574,256.0,0.0,70,0.4275478720664978,0.2,0.000264672,-0.0008563649796997,0.1136977701215073,0.0,-4.7235517e-08,-9.99134499579668e-08,690.0,0.0045287176035344,1,0.0003,5e-05
-1.67,249,145408,582,256.0,0.0,71,0.2396087050437927,0.2,0.00026416,-0.0008721633399545,0.1606245325492636,0.0,-5.113543e-08,-7.241033017635345e-08,700.0,0.0017735013971105,1,0.0003,5e-05
-1.7280000000000002,249,147456,591,256.0,0.0,72,0.4549608826637268,0.2,0.0002636479999999,-0.0008816210422082,0.1705974437580152,0.0,0.0,6.344635039567947e-09,710.0,0.0007690416532568,1,0.0003,5e-05
-1.6640000000000004,249,149504,599,256.0,0.0,73,0.2893160581588745,0.2,0.0002631359999999,-0.0009483091278525,0.2211324282543501,0.0,-4.1880412e-08,-1.2805685400962828e-10,720.0,0.0095313163474202,1,0.0003,5e-05
-1.644,249,151552,607,256.0,0.0,74,0.5232028961181641,0.2,0.000262624,-0.0009124550881097,0.0316960899892819,0.0,-5.864422e-08,4.3917680159211165e-08,730.0,0.1189880445599556,1,0.0003,5e-05
-1.7160000000000002,249,153600,615,256.0,0.0,75,0.2735673189163208,0.2,0.0002621119999999,-0.0009267268425901,0.1539838413096731,0.0,-4.7526555e-08,-6.672926247119904e-08,740.0,0.0915728136897087,1,0.0003,5e-05
-1.7520000000000002,249,155648,623,256.0,0.0,76,0.5229411125183105,0.2,0.0002615999999999,-0.0009491142183833,0.2324712901165185,0.0,0.0,-2.59426306001842e-06,750.0,0.0018489566864445,1,0.0003,5e-05
-2.028,249,157696,632,256.0,0.0,77,0.0124586224555969,0.2,0.000261088,-0.0007300359073269,0.0789777567595592,0.000390625,4.1758263e-05,-0.0005811242648633,760.0,0.0013188399607315,1,0.0003,5e-05
-1.9440000000000004,249,159744,640,256.0,0.0,78,0.1708634495735168,0.2,0.0002605759999999,-0.0006629760930081,0.2100367018312681,0.0,-7.479684e-09,9.051291272044182e-09,770.0,0.0804164335131645,1,0.0003,5e-05
-1.6740000000000004,249,161792,648,256.0,0.0,79,0.6472409963607788,0.2,0.0002600639999999,-0.000423830361251,0.011995719702827,0.000439453125,0.00011118292,-0.0009758983840583,780.0,0.0125251105055212,1,0.0003,5e-05
-1.5280000000000005,249,163840,656,256.0,0.0,80,0.903916835784912,0.2,0.0002595519999999,-0.0003805848387855,0.0021942362646768,0.0,0.0,6.658956408500671e-08,790.0,0.0001681815192569,1,0.0003,5e-05
-1.4420000000000004,249,165888,664,256.0,0.0,81,0.1174524426460266,0.2,0.00025904,-0.0003880103002302,0.0288308734569909,0.0,0.0,5.611218512058258e-09,800.0,0.0003908205253537,1,0.0003,5e-05
-1.2940000000000007,249,167936,673,256.0,0.0,82,0.0741118192672729,0.2,0.0002585279999999,-0.0003904090437572,0.2339503696362953,0.0,0.0,-1.1827796697616576e-08,810.0,0.0868494436144828,1,0.0003,5e-05
-1.0719999999999998,249,169984,681,256.0,0.0,83,0.8784371614456177,0.2,0.0002580159999999,-0.0003944146625144,0.0014560320128566,0.0,0.0,2.7328496798872948e-08,820.0,0.0008659697487019,1,0.0003,5e-05
-0.794,249,172032,689,256.0,0.0,84,0.6652851700782776,0.2,0.000257504,-0.0003996174302301,0.0015544247125603,0.0,0.0,-2.7788337320089342e-08,830.0,0.0001667059987084,1,0.0003,5e-05
-0.7839999999999998,249,174080,697,256.0,0.0,85,0.8951900005340576,0.2,0.000256992,-0.0003983240883826,0.0006992456474677,0.0,0.0,3.553577698767185e-08,840.0,0.0006351628690026,1,0.0003,5e-05
-0.6960000000000001,249,176128,705,256.0,0.0,86,0.0202411413192749,0.2,0.0002564799999999,-0.0003961625578085,0.4733253009831969,0.0,0.0,-5.657784640789032e-09,850.0,0.0007423748611472,1,0.0003,5e-05
-0.424,249,178176,714,256.0,0.0,87,0.6721919775009155,0.2,0.0002559679999999,-0.0004059379156387,0.0023409702997923,0.0,0.0,-2.3678876459598545e-08,860.0,0.002608798444271,1,0.0003,5e-05
-0.5960000000000001,249,180224,722,256.0,0.0,88,0.3452992439270019,0.2,0.000255456,-0.0004139679753279,0.0027411848341898,0.0,-2.5029294e-09,-6.920890882611275e-09,870.0,0.0019526705145835,1,0.0003,5e-05
-0.6639999999999999,249,182272,730,256.0,0.0,89,0.4512758255004883,0.2,0.000254944,-0.0004116429674468,0.3470323600253323,0.0,0.0,-1.6967533156275753e-08,880.0,0.1114860698580741,1,0.0003,5e-05
-0.7240000000000001,249,184320,738,256.0,0.0,90,0.0596787333488464,0.2,0.0002544319999999,-0.0003263170652644,0.3087757884699386,0.000341796875,5.469701e-05,-0.0001615150598809,890.0,0.3139751255512237,1,0.0003,5e-05
-0.7539999999999999,249,186368,746,256.0,0.0,91,0.3423088192939758,0.2,0.00025392,-0.0002847700201527,0.3241287164506502,0.0,0.0,-1.8149148672819135e-08,900.0,0.1169556677341461,1,0.0003,5e-05
-0.834,249,188416,755,256.0,0.0,92,0.3552879095077514,0.2,0.000253408,-0.0002896453741414,0.0365116275384934,0.0,0.0,2.8754584491252902e-09,910.0,0.0013705462915822,1,0.0003,5e-05
-0.752,249,190464,763,256.0,0.0,93,0.8501496315002441,0.2,0.0002528959999999,-0.0002905391334934,0.0316717955971398,0.0,0.0,-2.3073516786098482e-08,920.0,0.0002823492395691,1,0.0003,5e-05
-0.6879999999999998,249,192512,771,256.0,0.0,94,0.6536304950714111,0.2,0.000252384,-0.0002946837990748,0.0343821443042543,0.0,0.0,5.238689482212067e-10,930.0,0.001744350651279,1,0.0003,5e-05
-1.03,249,194560,779,256.0,0.0,95,0.0798102617263794,0.2,0.000251872,-0.0003106654592556,0.0793826501831063,0.0,0.0,-9.301584213972092e-09,940.0,0.126087948679924,1,0.0003,5e-05
-1.0459999999999998,249,196608,787,256.0,0.0,96,0.0493697524070739,0.2,0.0002513599999999,-0.000316834512705,0.2133765447637415,0.0,0.0,-1.157168298959732e-08,950.0,0.0062539400532841,1,0.0003,5e-05
-1.038,249,198656,796,256.0,0.0,97,0.7020344734191895,0.2,0.0002508479999999,-0.0003037497321201,0.0016743488546126,0.0,0.0,-1.3463431969285012e-08,960.0,0.0010815317509695,1,0.0003,5e-05
-0.996,249,200704,804,256.0,0.0,98,-0.1666160821914672,0.2,0.000250336,-0.0003184073062584,0.0028114322378314,0.0,-1.9499566e-09,2.5844201445579532e-09,970.0,0.003713239217177,1,0.0003,5e-05
-1.14,249,202752,812,256.0,0.0,99,0.4172491431236267,0.2,0.0002498239999999,-0.000327608801308,0.1585118478891672,0.0,0.0,1.7846468836069112e-08,980.0,0.0601473450660705,1,0.0003,5e-05
-1.0460000000000005,249,204800,820,256.0,0.0,100,0.0233383178710937,0.2,0.0002493119999999,-0.0003329379378556,0.0639993564221185,0.0,0.0,1.834705471992493e-08,990.0,0.1217062622308731,1,0.0003,5e-05
-0.7340000000000001,249,206848,828,256.0,0.0,101,0.6683058142662048,0.2,0.0002488,-0.0003158874897053,0.0013354714282741,0.0,0.0,7.724156603217124e-09,1000.0,0.0018131010001525,1,0.0003,5e-05
-0.7440000000000001,249,208896,837,256.0,0.0,102,0.3978811502456665,0.2,0.0002482879999999,-0.0003189048122294,0.0021884631269358,0.0,0.0,-7.07106664776802e-08,1010.0,0.0015990087995305,1,0.0003,5e-05
-0.5939999999999999,249,210944,845,256.0,0.0,103,0.7099065780639648,0.2,0.0002477759999999,-0.0003219390157028,0.0329693926047184,0.0,0.0,1.1298106983304023e-08,1020.0,0.0002605365298222,1,0.0003,5e-05
-0.6000000000000001,249,212992,853,256.0,0.0,104,0.0439562797546386,0.2,0.0002472639999999,-0.0003281542325566,0.0329445122806419,0.0,0.0,-5.2020186558365824e-08,1030.0,0.0010325068142265,1,0.0003,5e-05
-0.59,249,215040,861,256.0,0.0,105,0.7568737864494324,0.2,0.000246752,-0.0003302405100839,0.0303620160451828,0.0,0.0,-7.087946869432926e-08,1040.0,0.0022981043439358,1,0.0003,5e-05
-0.708,249,217088,869,256.0,0.0,106,0.4525566697120666,0.2,0.0002462399999999,-0.0001936545406351,0.0631359430270094,0.000439453125,0.00017187046,-0.0007318731513805,1050.0,0.0022490038536489,1,0.0003,5e-05
-0.528,249,219136,878,256.0,0.0,107,0.2666599750518799,0.2,0.0002457279999999,-0.00016753323398,0.1078742605674051,0.0,0.0,-4.062894731760025e-09,1060.0,0.0004026816168334,1,0.0003,5e-05
-0.4519999999999999,249,221184,886,256.0,0.0,108,0.3606449961662292,0.2,0.000245216,-0.0001694281336312,0.0544633284852352,0.0,0.0,-6.271875463426113e-09,1070.0,0.0210805516690015,1,0.0003,5e-05
-0.584,249,223232,894,256.0,0.0,109,0.771793007850647,0.2,0.0002447039999999,-0.0001699212592939,0.0044737748874695,0.0,0.0,7.435446605086327e-08,1080.0,0.0051202424801886,1,0.0003,5e-05
-0.76,249,225280,902,256.0,0.0,110,0.0571164488792419,0.2,0.0002441919999999,-0.0001705864062387,0.203204882510181,0.0,0.0,-4.7089997678995136e-09,1090.0,0.2293043136596679,1,0.0003,5e-05
-0.8140000000000001,249,227328,910,256.0,0.0,111,0.0775880813598632,0.2,0.0002436799999999,-0.0001744984818287,0.1574350708824567,0.0,0.0,-5.5122654885053645e-09,1100.0,0.1039939746260643,1,0.0003,5e-05
-0.8079999999999999,249,229376,919,256.0,0.0,112,0.2676038742065429,0.2,0.0002431679999999,-0.0001930339714817,0.0326089764283096,0.0,0.0,-1.1757947504520416e-08,1110.0,0.1153271347284317,1,0.0003,5e-05
-1.128,249,231424,927,256.0,0.0,113,-0.0039101839065551,0.2,0.0002426559999999,-0.0001756472564011,0.2067077668856882,0.0,0.0,2.2351741790771484e-09,1120.0,0.0938034951686859,1,0.0003,5e-05
-1.334,249,233472,935,256.0,0.0,114,0.0495145320892334,0.2,0.0002421439999999,-0.0001747746448018,0.4850489630844095,0.0,0.0,-1.979060471057892e-09,1130.0,0.7740767002105713,1,0.0003,5e-05
-1.4040000000000004,249,235520,943,256.0,0.0,115,0.7452898621559143,0.2,0.0002416319999999,-0.0001757237590936,0.1532878596524824,0.0,0.0,1.1106021702289582e-08,1140.0,0.0036020446568727,1,0.0003,5e-05
-1.4940000000000004,249,237568,952,256.0,0.0,116,0.7659807205200195,0.2,0.0002411199999999,-0.0001767019255566,0.1179768099653301,0.0,0.0,-4.48198989033699e-09,1150.0,0.0934340879321098,1,0.0003,5e-05
-1.3480000000000003,249,239616,960,256.0,0.0,117,0.8574094772338867,0.2,0.0002406079999999,-0.0001765304647051,0.0627488313875801,0.0,0.0,3.7834979593753815e-10,1160.0,0.0017928816378116,1,0.0003,5e-05
-1.26,249,241664,968,256.0,0.0,118,0.5272973775863647,0.2,0.0002400959999999,-0.0001801803198759,0.0006255001639914,0.0,0.0,2.265442162752151e-08,1170.0,0.0001206481902045,1,0.0003,5e-05
-1.3120000000000005,249,243712,976,256.0,0.0,119,0.1944684386253357,0.2,0.0002395839999999,-0.0001827268124543,0.002823375677508,0.0,0.0,1.3282988220453262e-08,1180.0,0.000134452333441,1,0.0003,5e-05
-1.4240000000000004,249,245760,984,256.0,0.0,120,0.0078044533729553,0.2,0.0002390719999999,-0.0001821042656956,0.1352455972150892,0.0,0.0,-4.598405212163925e-09,1190.0,0.0003988064418081,1,0.0003,5e-05
-1.3780000000000003,249,247808,993,256.0,0.0,121,0.6963750123977661,0.2,0.0002385599999999,-0.0001368300087051,0.1623422649048734,0.000390625,0.000101857324,-0.0001877162663731,1200.0,0.0133839510381221,1,0.0003,5e-05
-1.2600000000000002,249,249856,1001,256.0,0.0,122,0.014868676662445,0.2,0.0002380479999999,-0.0001226206750288,0.0319438524741428,0.0,0.0,-6.926711648702622e-10,1210.0,0.0010273247025907,1,0.0003,5e-05
-1.252,249,251904,1009,256.0,0.0,123,0.8472405672073364,0.2,0.0002375359999999,-0.0001202330376145,0.0202853757371485,0.0,0.0,-4.9977097660303124e-08,1220.0,0.0219112113118171,1,0.0003,5e-05
-1.288,249,253952,1017,256.0,0.0,124,0.0501812696456909,0.2,0.0002370239999999,-0.0001227950797328,0.145462031570787,0.0,0.0,-1.8510036170482634e-09,1230.0,0.0028357848059386,1,0.0003,5e-05
-1.3400000000000003,249,256000,1025,256.0,0.0,125,0.8338476419448853,0.2,0.0002365119999999,-0.0001213996115438,0.0348805280367741,0.0,0.0,3.0267983675003053e-10,1240.0,0.1183758750557899,1,0.0003,5e-05
-1.16,249,258048,1033,256.0,0.0,126,0.158633291721344,0.2,0.0002359999999999,-0.0001245445149834,0.3391339869687726,0.0,0.0,-1.792795956134796e-09,1250.0,0.1140915378928184,1,0.0003,5e-05
-1.146,249,260096,1042,256.0,0.0,127,0.0727496147155761,0.2,0.0002354879999999,-0.0001243234270077,0.1153071405293303,0.0,0.0,-9.313225746154783e-10,1260.0,0.1240010559558868,1,0.0003,5e-05
-1.2979999999999998,249,262144,1050,256.0,0.0,128,-2.3365020751953125e-05,0.2,0.0002349759999999,-0.0001260007255041,0.1206225758733126,0.0,0.0,2.5611370801925656e-10,1270.0,0.0943612232804298,1,0.0003,5e-05
-1.622,249,264192,1058,256.0,0.0,129,0.8687164783477783,0.2,0.0002344639999999,-0.0001252377256605,0.300216049379378,0.0,0.0,1.0011717677116394e-09,1280.0,0.2077474594116211,1,0.0003,5e-05
-2.0740000000000003,249,266240,1066,256.0,0.0,130,0.7906956672668457,0.2,0.0002339519999999,-0.0001246446310688,0.8823165775975212,0.0,0.0,-1.6303965821862222e-08,1290.0,0.4775492548942566,1,0.0003,5e-05
-2.0480000000000005,249,268288,1074,256.0,0.0,131,0.0546756982803344,0.2,0.0002334399999999,-0.0001266820254386,0.6390887822606601,0.0,0.0,2.689193934202194e-09,1300.0,0.0684866607189178,1,0.0003,5e-05
-2.2500000000000004,249,270336,1083,256.0,0.0,132,0.5252643823623657,0.2,0.0002329279999999,-0.0001268810328838,0.0295859340150855,0.0,0.0,9.371433407068251e-10,1310.0,0.0020993666257709,1,0.0003,5e-05
-2.0840000000000005,249,272384,1091,256.0,0.0,133,0.1376876831054687,0.2,0.0002324159999999,-0.0001277468018088,0.1904541014519054,0.0,0.0,-6.4494088292121886e-09,1320.0,0.232284739613533,1,0.0003,5e-05
-2.324,249,274432,1099,256.0,0.0,134,0.9307042360305786,0.2,0.0002319039999999,-0.0001300143452681,0.0432597313614678,0.0,-1.2805685e-09,-6.452319212257862e-08,1330.0,0.0015405841404572,1,0.0003,5e-05
-2.268,249,276480,1107,256.0,0.0,135,0.2608804702758789,0.2,0.0002313919999999,-0.0001278249785173,0.2959241393007687,0.0,0.0,-3.739260137081146e-08,1340.0,0.1982461512088775,1,0.0003,5e-05
-2.432,249,278528,1115,256.0,0.0,136,0.9020354151725768,0.2,0.0002308799999999,-0.0001290600579523,0.0571245900384383,0.0,0.0,3.707828000187874e-09,1350.0,0.0026475144550204,1,0.0003,5e-05
-2.11,249,280576,1124,256.0,0.0,137,0.0804764032363891,0.2,0.0002303679999999,-0.0001375247815303,0.1506990707574004,0.0,0.0,2.1653249859809873e-09,1360.0,0.0003808655019383,1,0.0003,5e-05
-2.306,249,282624,1132,256.0,0.0,138,0.932847261428833,0.2,0.000229856,-0.0001350975155219,0.0241295809115399,0.0,0.0,3.492459654808044e-09,1370.0,0.0005761385546065,1,0.0003,5e-05
-2.4080000000000004,249,284672,1140,256.0,0.0,139,0.0279011726379394,0.2,0.0002293439999999,-0.0001314229793933,0.4103944169981332,0.0,0.0,5.727633833885193e-09,1380.0,0.1739495247602462,1,0.0003,5e-05
-2.3300000000000005,249,286720,1148,256.0,0.0,140,0.8162999749183655,0.2,0.0002288319999999,-0.0001309753217356,0.0933296643768699,0.0,0.0,-1.6880221664905548e-10,1390.0,0.0009096711291931,1,0.0003,5e-05
-2.182,249,288768,1156,256.0,0.0,141,0.791152834892273,0.2,0.0002283199999999,-0.0001328760145042,0.0638542512591811,0.0,0.0,-3.6437995731830598e-09,1400.0,0.0012522045290097,1,0.0003,5e-05
-1.4780000000000006,249,290816,1165,256.0,0.0,142,0.9575576782226562,0.2,0.0002278079999999,-0.0001328261312664,0.0040186969468777,0.0,0.0,-4.3236650526523594e-08,1410.0,0.0009330163011327,1,0.0003,5e-05
-1.416,249,292864,1173,256.0,0.0,143,0.9576502442359924,0.2,0.0002272959999999,-0.0001375062354782,0.0044263401323405,0.0,-5.820766e-11,-1.7118873074650764e-07,1420.0,0.0013663452118635,1,0.0003,5e-05
-1.558,249,294912,1181,256.0,0.0,144,0.4466385841369629,0.2,0.0002267839999999,-0.0001324860064414,0.2337636175740044,0.0,0.0,-2.310844138264656e-09,1430.0,0.0008397588972002,1,0.0003,5e-05
-1.4920000000000004,249,296960,1190,256.0,0.0,145,0.5731757283210754,0.2,0.0002262719999999,-0.0001349611087789,0.0947054281728924,0.0,0.0,-8.905772119760513e-10,1440.0,0.0371618270874023,1,0.0003,5e-05
-1.418,249,299008,1198,256.0,0.0,146,0.6890923976898193,0.2,0.0002257599999999,-0.0001439058480173,0.085616317208769,0.0,-7.363269e-09,3.288732841610908e-09,1450.0,0.080748327076435,1,0.0003,5e-05
-1.342,249,301056,1206,256.0,0.0,147,-0.001459002494812,0.2,0.0002252479999999,-9.462875805184012e-05,0.4978903709998121,0.000390625,0.00019148132,-0.0002417493727989,1460.0,-0.0037279597017914,1,0.0003,5e-05
-1.2579999999999998,249,303104,1215,256.0,0.0,148,0.1400243639945984,0.2,0.0002247359999999,-7.728153177595231e-05,0.0859445975260314,0.0,0.0,-1.3387762010097503e-10,1470.0,0.0079077733680605,1,0.0003,5e-05
-1.182,249,305152,1223,256.0,0.0,149,0.8718487620353699,0.2,0.0002242239999999,-7.873421163822059e-05,0.0125420206784838,0.0,0.0,-1.8335413187742231e-09,1480.0,0.0023071074392646,1,0.0003,5e-05
-1.362,249,307200,1231,256.0,0.0,150,0.7594641447067261,0.2,0.0002237119999999,-7.824421127224923e-05,0.0192036938742603,0.0,0.0,1.2689270079135895e-09,1490.0,0.0629697069525718,1,0.0003,5e-05
-1.266,249,309248,1239,256.0,0.0,151,0.7853190302848816,0.2,0.0002231999999999,-7.612319250256405e-05,0.1648563251859741,0.0,0.0,2.508750185370445e-09,1500.0,0.0015243331436067,1,0.0003,5e-05
-1.022,249,311296,1248,256.0,0.0,152,0.7502936720848083,0.2,0.0002226879999999,-7.729748613201081e-05,0.2724852762272348,0.0,0.0,1.4551915228366852e-10,1510.0,0.0724661499261856,1,0.0003,5e-05
-1.044,249,313344,1256,256.0,0.0,153,0.5281780958175659,0.2,0.0002221759999999,-7.734156470178278e-05,0.0744101480253448,0.0,0.0,3.1141098588705063e-09,1520.0,0.1017843261361122,1,0.0003,5e-05
-1.36,249,315392,1264,256.0,0.0,154,0.8416885137557983,0.2,0.0002216639999999,-7.714965086051962e-05,0.0774411851707554,0.0,0.0,2.450542524456978e-09,1530.0,0.0013202489353716,1,0.0003,5e-05
-1.266,249,317440,1272,256.0,0.0,155,0.0246204733848571,0.2,0.0002211519999999,-8.017695008675219e-05,0.6192502077145037,0.0,0.0,6.635673344135285e-10,1540.0,0.0045397905632853,1,0.0003,5e-05
-1.2160000000000002,249,319488,1281,256.0,0.0,156,0.8938186168670654,0.2,0.0002206399999999,-7.832855535525596e-05,0.0252054253236565,0.0,0.0,-2.078013494610786e-09,1550.0,0.0010472589638084,1,0.0003,5e-05
-1.036,249,321536,1289,256.0,0.0,157,0.8699917793273926,0.2,0.0002201279999999,-7.860279001761227e-05,0.0210607269735191,0.0,0.0,8.614733815193177e-10,1560.0,0.0003977089072577,1,0.0003,5e-05
-0.9600000000000002,249,323584,1297,256.0,0.0,158,0.7031594514846802,0.2,0.0002196159999999,-7.887680158091825e-05,0.0466478094967897,0.0,0.0,-1.3475073501467702e-09,1570.0,0.0830315127968788,1,0.0003,5e-05
-0.83,249,325632,1305,256.0,0.0,159,0.3793209195137024,0.2,0.0002191039999999,-7.896147035353351e-05,0.1311251142833498,0.0,0.0,1.5774276107549667e-08,1580.0,0.0028135478496551,1,0.0003,5e-05
-0.752,249,327680,1313,256.0,0.0,160,0.8300977349281311,0.2,0.0002185919999999,-8.042981971811969e-05,0.009173684788584,0.0,0.0,-1.5017576515674591e-09,1590.0,0.0080021601170301,1,0.0003,5e-05
-0.978,249,329728,1322,256.0,0.0,161,0.9463641047477722,0.2,0.0002180799999999,-7.9975589960668e-05,0.0013931116998719,0.0,0.0,-3.93774826079607e-08,1600.0,0.0001165677749668,1,0.0003,5e-05
-0.898,249,331776,1330,256.0,0.0,162,0.2083465456962585,0.2,0.0002175679999999,-8.0853486815613e-05,0.3181669064855669,0.0,0.0,0.0,1610.0,0.2330678254365921,1,0.0003,5e-05
-1.0420000000000005,249,333824,1338,256.0,0.0,163,0.7221434712409973,0.2,0.0002170559999999,-8.227938815252855e-05,0.0306201290870376,0.0,0.0,-4.4424086809158334e-08,1620.0,0.1184858977794647,1,0.0003,5e-05
-0.72,249,335872,1346,256.0,0.0,164,0.4257663488388061,0.2,0.0002165439999999,-8.142895476339617e-05,0.1299565616347536,0.0,0.0,-1.4202669262886047e-09,1630.0,0.1322586089372635,1,0.0003,5e-05
-0.89,249,337920,1355,256.0,0.0,165,0.9338513016700744,0.2,0.0002160319999999,-8.160310117091285e-05,0.003733901257874,0.0,0.0,1.4115357771515844e-09,1640.0,0.0024688078556209,1,0.0003,5e-05
-0.8980000000000001,249,339968,1363,256.0,0.0,166,0.3915515542030334,0.2,0.0002155199999999,-8.431208316324046e-05,0.0834098195238766,0.0,0.0,-1.5599653124809265e-08,1650.0,0.0780986100435257,1,0.0003,5e-05
-0.498,249,342016,1371,256.0,0.0,167,0.8474124670028687,0.2,0.0002150079999999,-8.187513503798982e-05,0.0964785193180432,0.0,0.0,-8.154893293976783e-09,1660.0,0.0045359670184552,1,0.0003,5e-05
-0.706,249,344064,1379,256.0,0.0,168,0.9049534201622008,0.2,0.0002144959999999,-8.31637260489515e-05,0.0023001780786216,0.0,0.0,3.5506673157215116e-10,1670.0,0.0020185790490359,1,0.0003,5e-05
-1.03,249,346112,1387,256.0,0.0,169,0.0425886511802673,0.2,0.000213984,-8.452957408735528e-05,0.4812903061607357,0.0,0.0,-6.170012056827544e-10,1680.0,0.0069822445511817,1,0.0003,5e-05
-0.858,249,348160,1396,256.0,0.0,170,0.6064068078994751,0.2,0.0002134719999999,-8.46161880872387e-05,0.4751547780848341,0.0,0.0,-2.054730430245399e-09,1690.0,0.2502680718898773,1,0.0003,5e-05
-1.174,249,350208,1404,256.0,0.0,171,0.9525641202926636,0.2,0.0002129599999999,-8.52502596899285e-05,0.0101289849597378,0.0,0.0,9.138602763414384e-10,1700.0,0.0021953200921416,1,0.0003,5e-05
-1.4000000000000004,249,352256,1412,256.0,0.0,172,0.5889922380447388,0.2,0.0002124479999999,-8.84858901372354e-05,0.2617812525597401,0.0,0.0,4.2817555367946626e-08,1710.0,0.0975623354315757,1,0.0003,5e-05
-1.2659999999999998,249,354304,1420,256.0,0.0,173,0.5921905636787415,0.2,0.0002119359999999,-8.710237625564332e-05,0.243579668305756,0.0,0.0,-4.528556019067764e-09,1720.0,0.3206479549407959,1,0.0003,5e-05
-0.996,249,356352,1429,256.0,0.0,174,0.959341049194336,0.2,0.000211424,-9.039906835823784e-05,0.002395920689014,0.0,0.0,-6.655463948845865e-08,1730.0,0.000959831115324,1,0.0003,5e-05
-1.036,249,358400,1437,256.0,0.0,175,0.1859209537506103,0.2,0.0002109119999999,-9.104235277845872e-05,0.0229878549842396,0.0,0.0,-1.00000761449337e-08,1740.0,0.0010529229184612,1,0.0003,5e-05
-1.3840000000000003,249,360448,1445,256.0,0.0,176,0.5841851234436035,0.2,0.0002103999999999,-9.328339392595808e-05,0.1714617850797367,0.0,0.0,2.62516550719738e-09,1750.0,0.0210322961211204,1,0.0003,5e-05
-1.4660000000000002,249,362496,1453,256.0,0.0,177,0.098661184310913,0.2,0.0002098879999999,-9.315468405475258e-05,1.001517686614534,0.0,0.0,2.793967723846435e-10,1760.0,0.0090946452692151,1,0.0003,5e-05
-1.4720000000000002,249,364544,1461,256.0,0.0,178,0.60226970911026,0.2,0.0002093759999999,-9.91452959169692e-05,0.1285265426966361,0.0,0.0,6.8801455199718485e-09,1770.0,0.063719093799591,1,0.0003,5e-05
-1.8000000000000005,249,366592,1470,256.0,0.0,179,0.0153847932815551,0.2,0.0002088639999999,-9.738570151966995e-05,0.2133406435546931,0.0,0.0,1.1292286217212674e-09,1780.0,0.0009741253452375,1,0.0003,5e-05
-1.8200000000000005,249,368640,1478,256.0,0.0,180,0.516869068145752,0.2,0.0002083519999999,-9.743364780661068e-05,0.3136403810276533,0.0,0.0,-3.44705767929554e-08,1790.0,0.0013697404647246,1,0.0003,5e-05
-1.4720000000000004,249,370688,1486,256.0,0.0,181,0.9459095001220704,0.2,0.0002078399999999,-9.524945153316366e-05,0.0031424823328961,0.0,0.0,3.422610461711883e-09,1800.0,0.0001714501995593,1,0.0003,5e-05
