rollout/ep_rew_mean,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,rollout/success_rate,time/iterations,train/explained_variance,train/clip_range,train/learning_rate,train/entropy_loss,train/value_loss,train/clip_fraction,train/approx_kl,train/policy_gradient_loss,train/n_updates,train/loss,phase,phase_learning_rate_start,phase_learning_rate_end
-58.80399999999999,251,32768,130,256.0,0.0,16,-0.0097116231918334,0.2,0.00029232,-0.0763980576768517,3.343798556923866,0.008837890625,0.00081493997,-0.0031195510469842,150.0,1.439793825149536,1,0.0003,5e-05
-47.96200000000001,250,34816,138,256.0,0.0,17,0.0010023713111877,0.2,0.0002918079999999,-0.0538380250334739,3.2380129158496858,0.007177734375,0.0011765107,-0.0017296844453085,160.0,1.3246983289718628,1,0.0003,5e-05
-37.190000000000005,250,36864,146,256.0,0.0,18,0.2284159064292907,0.2,0.0002912959999999,-0.0402599379885941,0.7690082219429314,0.00263671875,0.00031790804,-0.0013941697659902,170.0,0.263945609331131,1,0.0003,5e-05
-27.688,250,38912,155,256.0,0.0,19,0.2745612859725952,0.2,0.000290784,-0.029415559163317,0.4307513947598636,0.0021484375,0.00022957363,-0.0014896724140271,180.0,0.058907825499773,1,0.0003,5e-05
-20.750000000000004,250,40960,163,256.0,0.0,20,0.130874752998352,0.2,0.0002902719999999,-0.0200879534939304,0.312027676962316,0.00185546875,0.00033482225,-0.0010221979347988,190.0,0.1128407418727874,1,0.0003,5e-05
-15.392,250,43008,171,256.0,0.0,21,0.5098596811294556,0.2,0.0002897599999999,-0.0141449728282168,0.2292021445930004,0.00107421875,0.00013569175,-0.0004109750618226,200.0,0.0885045528411865,1,0.0003,5e-05
-12.106000000000002,250,45056,179,256.0,0.0,22,0.2045919895172119,0.2,0.0002892479999999,-0.0097048907075077,0.4669211687520146,0.00234375,0.00022216878,-0.0014643236412666,210.0,0.200899064540863,1,0.0003,5e-05
-8.803999999999998,250,47104,188,256.0,0.0,23,0.7792984247207642,0.2,0.0002887359999999,-0.0089402645942755,0.1005596615839749,0.0,-2.4592737e-08,-4.185130819678307e-09,220.0,0.0118354056030511,1,0.0003,5e-05
-6.737999999999999,250,49152,196,256.0,0.0,24,0.1935051083564758,0.2,0.0002882239999999,-0.00786621994921,0.6259507869835943,0.00078125,7.445173e-05,-0.0009622021578252,230.0,0.2689654231071472,1,0.0003,5e-05
-5.291999999999999,249,51200,204,256.0,0.0,25,0.1598486304283142,0.2,0.0002877119999999,-0.0082192486734129,0.3600615211762488,0.00029296875,5.633087e-05,-0.0001796930941054,240.0,0.2660215497016907,1,0.0003,5e-05
-4.104,249,53248,213,256.0,0.0,26,0.1305611729621887,0.2,0.0002871999999999,-0.0068996989924926,0.4244715459179133,0.0015625,0.00020186973,-0.0010695154604036,250.0,0.3635774552822113,1,0.0003,5e-05
-2.974,249,55296,221,256.0,0.0,27,0.0068951845169067,0.2,0.0002866879999999,-0.0041853423375869,1.574647746514529,0.001220703125,0.00043264675,-0.0013071885914541,260.0,0.4203269481658935,1,0.0003,5e-05
-2.414,249,57344,229,256.0,0.0,28,0.1869720220565796,0.2,0.0002861759999999,-0.0028226773778442,0.0911889361857902,0.000341796875,7.368578e-05,-0.0005265666957711,270.0,0.0041606654413044,1,0.0003,5e-05
-1.824,249,59392,237,256.0,0.0,29,0.5820927619934082,0.2,0.000285664,-0.0020891561580356,0.0157820868684211,0.000390625,3.3097953e-05,-0.0005487341084517,280.0,0.0023596410173922,1,0.0003,5e-05
-1.7220000000000002,249,61440,245,256.0,0.0,30,0.1475800275802612,0.2,0.0002851519999999,-0.0019657491502584,0.0343166896287584,0.0,0.0,-3.166787791997194e-08,290.0,0.0017429809086024,1,0.0003,5e-05
-1.8240000000000005,249,63488,254,256.0,0.0,31,0.0731057524681091,0.2,0.0002846399999999,-0.0020052537176525,0.2927675394137622,0.0,-4.854519e-08,-1.0672956705093385e-07,300.0,0.3400769233703613,1,0.0003,5e-05
-1.8580000000000003,249,65536,262,256.0,0.0,32,0.0377321243286132,0.2,0.000284128,-0.0020337864785687,0.3744101908640004,0.0,0.0,-7.275957614183426e-09,310.0,0.1158032864332199,1,0.0003,5e-05
-1.7620000000000005,249,67584,270,256.0,0.0,33,0.063726007938385,0.2,0.0002836159999999,-0.0020660954527556,0.1857747435438796,0.0,-5.2095857e-08,1.1990778148174287e-09,320.0,0.0006353321368806,1,0.0003,5e-05
-1.956,249,69632,278,256.0,0.0,34,0.6973094940185547,0.2,0.0002831039999999,-0.0023395130760036,0.0956150583471753,0.0,0.0,-5.235045682638883e-06,330.0,0.0010563883697614,1,0.0003,5e-05
-1.9520000000000004,249,71680,287,256.0,0.0,35,0.0125359892845153,0.2,0.0002825919999999,-0.0017305890854913,0.1401691835431847,0.000341796875,3.310581e-05,-0.0003432672441704,340.0,0.0085419453680515,1,0.0003,5e-05
-1.814,249,73728,295,256.0,0.0,36,0.0470749139785766,0.2,0.00028208,-0.0026484160131076,0.217613871199137,0.000439453125,0.0002085655,-0.0003570813394617,350.0,0.4309820830821991,1,0.0003,5e-05
-1.664,249,75776,303,256.0,0.0,37,0.9578535556793212,0.2,0.0002815679999999,-0.002943253138801,0.0050727521178487,0.0,-6.4610504e-09,9.703217074275016e-09,360.0,0.0012380389962345,1,0.0003,5e-05
-1.2700000000000002,249,77824,311,256.0,0.0,38,0.0065529942512512,0.2,0.0002810559999999,-0.0023498304304666,0.5006852163933218,0.000830078125,6.382525e-05,-0.0008670167531818,370.0,0.1305373460054397,1,0.0003,5e-05
-1.348,249,79872,320,256.0,0.0,39,0.7196265459060669,0.2,0.000280544,-0.0027730145055102,0.0541666632940177,0.0,-1.1496013e-08,-2.3243657778948547e-06,380.0,0.0054592406377196,1,0.0003,5e-05
-1.474,249,81920,328,256.0,0.0,40,0.5971038341522217,0.2,0.000280032,-0.0023856677085859,0.0686401397188092,0.0,-5.820766e-11,4.857429303228855e-09,390.0,0.0010866689262911,1,0.0003,5e-05
-1.4880000000000002,249,83968,336,256.0,0.0,41,0.1025352478027343,0.2,0.0002795199999999,-0.0023145976883824,0.1850767960946541,0.000390625,0.00018040877,-0.000292242510477,400.0,0.0436295978724956,1,0.0003,5e-05
-1.604,249,86016,344,256.0,0.0,42,0.8210341930389404,0.2,0.0002790079999999,-0.0013982759541249,0.0031249088744516,0.000439453125,6.3217536e-05,-0.0008473283844068,410.0,0.0012224547099322,1,0.0003,5e-05
-1.154,249,88064,352,256.0,0.0,43,0.0726513862609863,0.2,0.000278496,-0.0013350920984521,0.6906255683337804,0.0,0.0,-2.188608050346374e-09,420.0,0.2334526181221008,1,0.0003,5e-05
-1.004,249,90112,361,256.0,0.0,44,0.9615141153335572,0.2,0.0002779839999999,-0.0013449739635689,0.0010234731225864,0.0,-5.9604645e-08,1.1350493878126144e-08,430.0,0.0001179108221549,1,0.0003,5e-05
-1.0019999999999998,249,92160,369,256.0,0.0,45,0.2203001379966735,0.2,0.0002774719999999,-0.0013688555191038,0.0462681713966048,0.0,-5.9604645e-08,3.169989213347435e-08,440.0,0.0004933014279231,1,0.0003,5e-05
-0.902,249,94208,377,256.0,0.0,46,0.8145439028739929,0.2,0.00027696,-0.0013739745758357,0.0763425343102426,0.0,0.0,1.0826624929904938e-08,450.0,0.0004169412422925,1,0.0003,5e-05
-0.8099999999999998,249,96256,385,256.0,0.0,47,0.8254954814910889,0.2,0.000276448,-0.0015016100383945,0.0743600556554156,0.0,-4.7439244e-09,-3.367924364283681e-06,460.0,0.096225693821907,1,0.0003,5e-05
-1.03,249,98304,393,256.0,0.0,48,0.618200421333313,0.2,0.0002759359999999,-0.0012188032240374,0.1688743976759724,0.000341796875,3.1583302e-05,-0.0002258176391478,470.0,0.0019881119951605,1,0.0003,5e-05
-1.016,249,100352,402,256.0,0.0,49,0.4436390399932861,0.2,0.0002754239999999,-0.0010944526526145,0.2618275309650926,0.0,-2.910383e-11,-6.551621481776238e-07,480.0,0.0818714424967765,1,0.0003,5e-05
-0.8439999999999999,249,102400,410,256.0,0.0,50,0.9597751498222352,0.2,0.000274912,-0.0010931209282716,0.0011018663350114,0.0,-5.2154064e-08,-6.398127879947424e-07,490.0,0.0001408199022989,1,0.0003,5e-05
-0.8360000000000001,249,104448,418,256.0,0.0,51,0.9544186592102052,0.2,0.0002743999999999,-0.0011322578357066,0.0023906719674414,0.0,-4.6158675e-08,-5.620386218652129e-07,500.0,0.0002779884380288,1,0.0003,5e-05
-0.7660000000000001,249,106496,426,256.0,0.0,52,0.3464767932891845,0.2,0.0002738879999999,-0.0011558571903151,0.0638071072316961,0.0,-3.1635864e-08,-4.29345527663827e-07,510.0,0.0067451810464262,1,0.0003,5e-05
-0.8060000000000003,249,108544,434,256.0,0.0,53,0.2526587843894958,0.2,0.000273376,-0.0017107074309024,0.0880179300758754,0.000390625,0.00015496032,-0.0005684239964466,520.0,-0.0014883032999932,1,0.0003,5e-05
-0.7759999999999999,249,110592,443,256.0,0.0,54,0.1014957427978515,0.2,0.000272864,-0.0020092190679861,0.1355718899263593,0.0,-2.689194e-08,-1.7014099285006524e-08,530.0,0.1107407435774803,1,0.0003,5e-05
-1.122,249,112640,451,256.0,0.0,55,0.3106069564819336,0.2,0.0002723519999999,-0.002096502421773,0.0686837912022383,0.0,-2.6164344e-08,-6.063812179490924e-06,540.0,0.0002593669341877,1,0.0003,5e-05
-1.5140000000000002,249,114688,459,256.0,0.0,56,0.0016208887100219,0.2,0.0002718399999999,-0.0015531158001977,1.073553460999392,0.000439453125,8.0216094e-05,-4.2797159403562544e-05,550.0,1.0277495384216309,1,0.0003,5e-05
-1.6120000000000003,249,116736,467,256.0,0.0,57,0.0298858284950256,0.2,0.000271328,-0.0014926667427062,0.6279110536444932,0.0,-2.910383e-11,-6.873742677271368e-08,560.0,0.3835172057151794,1,0.0003,5e-05
-1.824,249,118784,475,256.0,0.0,58,0.2980205416679382,0.2,0.000270816,-0.0010131996736163,0.0668272618073388,0.000439453125,0.00013502812,-0.0007011450768914,570.0,0.0031487494707107,1,0.0003,5e-05
-1.6160000000000003,249,120832,484,256.0,0.0,59,0.1414580345153808,0.2,0.0002703039999999,-0.000956309713365,0.1547901887694024,0.0,-5.326001e-09,-5.4592965170741087e-08,580.0,0.0038243839517235,1,0.0003,5e-05
