time/total_timesteps,train/value_loss,train/n_updates,train/policy_gradient_loss,train/loss,train/entropy_loss,phase
129024,0.0643033937682048,620.0,1.074222382158041e-08,0.0538164526224136,-0.0007483276283892,1
131072,0.0614987142471363,630.0,-0.0004886922601144,0.0032669811043888,-0.0005370770380977,1
133120,0.0147736273516784,640.0,-1.6300473362207413e-07,0.0017634617397561,-0.0004561033292702,1
135168,0.1235142545396229,650.0,-1.6880221664905546e-09,0.0805989429354667,-0.0004546118339931,1
137216,0.0993874211388174,660.0,-2.1420419216156e-09,0.0023679954465478,-0.0004570843062538,1
139264,0.0931695148261496,670.0,-8.73114913702011e-10,0.009547141380608,-0.0004592169374518,1
141312,0.024518838080985,680.0,-6.199115887284279e-09,0.0029003419913351,-0.0004612566121068,1
143360,0.0668704048599465,690.0,4.045432433485985e-09,0.072889894247055,-0.0004642516589228,1
145408,0.2519458884489722,700.0,1.1845258995890616e-08,0.0634489357471466,-0.000467764628047,1
147456,0.054662489608745,710.0,-1.080334186553955e-08,0.0032651664223521,-0.0005505867520696,1
149504,0.3054521670914255,720.0,4.592584446072579e-09,0.0640275701880455,-0.0004862408768531,1
151552,0.0541703147457155,730.0,-8.731149137020111e-11,0.1286570876836776,-0.0004759074770845,1
153600,0.2006671983981505,740.0,-0.0001507908629719,0.0881757289171218,-0.0004426416580827,1
155648,0.0367075146292336,750.0,-3.376044332981109e-09,0.010546906851232,-0.0004278834625438,1
157696,0.0191097781171265,760.0,-5.916808731853962e-09,0.0012668112758547,-0.0004301417338865,1
159744,0.0502971694593725,770.0,4.295725375413894e-09,0.0057676541619002,-0.0004323065702919,1
161792,0.1844526369706727,780.0,6.146728992462158e-09,0.0879170820116996,-0.0004343957560195,1
163840,0.0479189436999149,790.0,-8.195638656616212e-09,0.0336825214326381,-0.0004420508943439,1
165888,0.0504725868755485,800.0,-1.4319084584712983e-09,0.0105877751484513,-0.0004419241144205,1
167936,0.0108811056539707,810.0,-2.0349398255348207e-08,0.0036246152594685,-0.0004721932771644,1
169984,0.0684157846000744,820.0,1.699663698673248e-09,0.0026707963552325,-0.0004506632994889,1
172032,0.0423267750404193,830.0,3.725290298461914e-09,0.0366335362195968,-0.000457070327684,1
174080,0.1042787082493305,840.0,-1.1350493878126142e-09,0.0573552772402763,-0.0004565151226415,1
176128,0.1700354179658461,850.0,1.4260876923799515e-09,0.1601502895355224,-0.0004589004394802,1
178176,0.2328768796753138,860.0,-2.2974563762545585e-08,0.3546314537525177,-0.0005034893772972,1
180224,0.043460752806277,870.0,-1.816079020500183e-09,0.0105292499065399,-0.0004888359962933,1
