time/total_timesteps,train/value_loss,train/n_updates,train/policy_gradient_loss,train/loss,train/entropy_loss,phase
182272,0.0395285576276364,880.0,-5.649344529956579e-07,0.0010866250377148,-0.0005260909354547,1
184320,0.0714314267970621,890.0,-4.409230314195156e-09,0.0269909687340259,-0.0004689731511462,1
186368,0.0153588512272108,900.0,-8.032657206058503e-10,0.002137352945283,-0.0004722111676528,1
188416,0.1230831077264156,910.0,-4.010507836937905e-09,0.0538504719734191,-0.000475996408204,1
190464,0.0351880844187689,920.0,1.7316779121756552e-09,0.0231257453560829,-0.000479658266704,1
192512,0.2347346986411139,930.0,-0.0004838788299821,0.0391141027212142,-0.0003301743949123,1
194560,0.016686161961843,940.0,-1.955777406692505e-09,0.0207953043282032,-0.0002888031543989,1
196608,0.0618339082284364,950.0,-2.162414602935314e-09,0.001342129195109,-0.0002902531905419,1
198656,0.1397490056479,960.0,1.7986167222261426e-09,0.0820616781711578,-0.000291091915642,1
200704,0.0483879919163882,970.0,-0.0004060939652845,0.024560697376728,-0.0002224193774964,1
202752,0.0407463289120642,980.0,-2.2293534129858015e-09,0.0221480149775743,-0.0002251553651149,1
204800,0.1013326907996088,990.0,-2.1245796233415604e-09,0.0719735994935035,-0.0002187497793784,1
