time/total_timesteps,train/n_updates,train/loss,phase
1024,230,0.1119314134120941,1
2048,486,0.1168889850378036,1
3072,742,0.1726657152175903,1
4096,998,0.1007547825574874,1
5120,1254,0.0895609259605407,1
6144,1510,0.1231080740690231,1
7168,1766,0.1740798056125641,1
8192,2022,0.0983355194330215,1
9216,2278,0.1703288108110427,1
10240,2534,0.1091271936893463,1
11264,2790,0.1218892484903335,1
12288,3046,0.104535773396492,1
13312,3302,0.0864898636937141,1
14336,3558,0.1405118405818939,1
15360,3814,0.1196901127696037,1
16384,4070,0.1551260650157928,1
17408,4326,0.2297568023204803,1
18432,4582,0.0889822170138359,1
19456,4838,0.088672898709774,1
20480,5094,0.1512267887592315,1
21504,5350,0.0977198481559753,1
22528,5606,0.1510303020477295,1
23552,5862,0.1151650473475456,1
24576,6118,0.0820708870887756,1
25600,6374,0.1732098460197448,1
26586,6621,0.1546741425991058,1
27610,6877,0.0826009362936019,1
28634,7133,0.1286073476076126,1
29658,7389,0.1612515449523925,1
30682,7645,0.140008270740509,1
31706,7901,0.1236440539360046,1
32730,8157,0.1759396642446518,1
33754,8413,0.0997079834342002,1
34778,8669,0.089734174311161,1
35802,8925,0.0815264508128166,1
36826,9181,0.0983714908361435,1
37850,9437,0.1018361151218414,1
38874,9693,0.1124163717031478,1
39898,9949,0.1491046100854873,1
40922,10205,0.0675686225295066,1
41946,10461,0.094575360417366,1
42970,10717,0.0637406483292579,1
43994,10973,0.0687583833932876,1
45018,11229,0.0638992935419082,1
46042,11485,0.0798859447240829,1
47066,11741,0.0589112117886543,1
48090,11997,0.0867616608738899,1
49114,12253,0.1264731585979461,1
50138,12509,0.057869516313076,1
51162,12765,0.0439225286245346,1
52186,13021,0.0501508936285972,1
53210,13277,0.0455358251929283,1
54234,13533,0.0534234941005706,1
55258,13789,0.0500125177204608,1
56282,14045,0.1333521157503128,1
57306,14301,0.0624186992645263,1
58330,14557,0.0396984666585922,1
59354,14813,0.082798808813095,1
60378,15069,0.0462442971765995,1
61402,15325,0.0318193025887012,1
62426,15581,0.0611021555960178,1
63450,15837,0.0975586920976638,1
64474,16093,0.040346223860979,1
65498,16349,0.1196236163377761,1
66522,16605,0.0360764414072036,1
67546,16861,0.0399012938141822,1
68570,17117,0.0744165927171707,1
69594,17373,0.0986179709434509,1
70618,17629,0.0588209778070449,1
71642,17885,0.0266237780451774,1
72666,18141,0.074566438794136,1
73690,18397,0.0490468069911003,1
74714,18653,0.0371649675071239,1
75738,18909,0.0477357842028141,1
76762,19165,0.0350388325750827,1
77786,19421,0.070666030049324,1
78810,19677,0.0265426039695739,1
79834,19933,0.0580252818763256,1
80858,20189,0.0217108111828565,1
81882,20445,0.0531845092773437,1
82906,20701,0.0993777960538864,1
83930,20957,0.0320900306105613,1
84954,21213,0.0272624772042036,1
85978,21469,0.0239886865019798,1
87002,21725,0.1154712736606597,1
88026,21981,0.0650880634784698,1
89050,22237,0.0652919560670852,1
90074,22493,0.0335281714797019,1
91098,22749,0.0327112525701522,1
92122,23005,0.1461055427789688,1
93146,23261,0.0511857718229293,1
94170,23517,0.021486397832632,1
95194,23773,0.0320171043276786,1
96218,24029,0.0700255036354065,1
97242,24285,0.0210436210036277,1
98266,24541,0.042341761291027,1
99290,24797,0.0237331129610538,1
100314,25053,0.0235540345311164,1
101338,25309,0.0501792505383491,1
102362,25565,0.1214839965105056,1
103386,25821,0.0252641271799802,1
104410,26077,0.0207529962062835,1
105434,26333,0.0598897486925125,1
106458,26589,0.0264676380902528,1
107482,26845,0.0561572201550006,1
108506,27101,0.0234361216425895,1
109530,27357,0.0238952245563268,1
110554,27613,0.0982014611363411,1
111578,27869,0.0161964781582355,1
112602,28125,0.0559035316109657,1
113626,28381,0.0520118847489357,1
114650,28637,0.0601268820464611,1
115674,28893,0.0501100197434425,1
116698,29149,0.0348196476697921,1
117722,29405,0.028216129168868,1
118746,29661,0.0184590183198452,1
119770,29917,0.0532097443938255,1
120794,30173,0.0453243814408779,1
121818,30429,0.0209693163633346,1
122842,30685,0.0729643329977989,1
123866,30941,0.0149310650303959,1
124890,31197,0.0543536469340324,1
125914,31453,0.0199769288301467,1
126938,31709,0.0579112321138381,1
127962,31965,0.0843828991055488,1
128986,32221,0.0248748734593391,1
130010,32477,0.0607510954141616,1
131034,32733,0.0401500314474105,1
132058,32989,0.0523136183619499,1
133082,33245,0.0344105064868927,1
134106,33501,0.0455629155039787,1
