rollout/ep_len_mean,time/total_timesteps,rollout/success_rate,time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/loss,train/policy_gradient_loss,train/value_loss,train/clip_range,train/n_updates,train/entropy_loss,train/approx_kl,train/explained_variance,train/learning_rate,train/clip_fraction,phase,phase_learning_rate_start,phase_learning_rate_end
256.0,114688,0.0,56,453,-2.99,252,0.0665173530578613,-4.2165629565715795e-08,0.1870055903389584,0.2,550.0,-0.0007055109272187,-2.5058398e-08,0.1141677498817443,0.0002718399999999,0.0,1,0.0003,5e-05
256.0,116736,0.0,57,462,-2.95,252,0.2285288870334625,1.4319084584712983e-09,0.2676556219230406,0.2,560.0,-0.0008208505692891,-1.3038516e-08,0.0485454201698303,0.000271328,0.0,1,0.0003,5e-05
256.0,118784,0.0,58,470,-3.05,252,0.0320754051208496,-7.193302735686303e-08,0.0321059201683965,0.2,570.0,-0.0008764357902691,-2.9423973e-08,0.2444544434547424,0.000270816,0.0,1,0.0003,5e-05
256.0,120832,0.0,59,479,-3.11,252,0.1453810483217239,-6.461050361394882e-09,0.2519040051964111,0.2,580.0,-0.0009250520284695,-2.066372e-08,0.0317000150680542,0.0002703039999999,0.0,1,0.0003,5e-05
256.0,122880,0.0,60,487,-3.17,251,0.0667898207902908,-2.867891453206539e-08,0.2162635503802448,0.2,590.0,-0.0008582459427998,-2.2671884e-08,0.0514663457870483,0.0002697919999999,0.0,1,0.0003,5e-05
256.0,124928,0.0,61,496,-3.23,251,0.0422687567770481,-4.7811772674322134e-08,0.0859980723136686,0.2,600.0,-0.0008303458853333,-4.4994522e-08,0.1406642794609069,0.0002692799999999,0.0,1,0.0003,5e-05
256.0,126976,0.0,62,504,-3.27,251,0.2296285778284073,-4.924368113279342e-09,0.250732082570903,0.2,610.0,-0.0009023386046465,-4.1123712e-08,0.0929124951362609,0.0002687679999999,0.0,1,0.0003,5e-05
256.0,129024,0.0,63,513,-3.21,251,0.002182874828577,-1.984415575861931e-07,0.1188061136315809,0.2,620.0,-0.0009336970069853,-1.1728844e-08,0.0838152766227722,0.000268256,0.0,1,0.0003,5e-05
256.0,131072,0.0,64,522,-3.21,251,0.0213552322238683,-4.787580110132694e-08,0.0422586686872819,0.2,630.0,-0.0009623260855732,-6.9558155e-09,0.1766239404678344,0.0002677439999999,0.0,1,0.0003,5e-05
256.0,133120,0.0,65,530,-3.15,250,0.112934686243534,-1.5699770301580428e-07,0.1480053218238026,0.2,640.0,-0.0009702705981908,-1.2834789e-08,0.0608410239219665,0.0002672319999999,0.0,1,0.0003,5e-05
256.0,135168,0.0,66,539,-3.23,250,0.0370047688484191,-1.5767291188240052e-07,0.3186392438597977,0.2,650.0,-0.0010738422119175,-1.1728844e-08,0.0525649785995483,0.0002667199999999,0.0,1,0.0003,5e-05
256.0,137216,0.0,67,547,-3.17,250,0.1784020066261291,-0.0004664132662583,0.2303626378066837,0.2,660.0,-0.0010404857763205,8.426586e-05,0.0893815755844116,0.000266208,0.000439453125,1,0.0003,5e-05
256.0,139264,0.0,68,556,-3.09,250,0.0505193173885345,-5.412730388343335e-08,0.0531636708634323,0.2,670.0,-0.0009177250358334,-7.479684e-09,0.366412878036499,0.0002656959999999,0.0,1,0.0003,5e-05
256.0,141312,0.0,69,565,-2.94,250,0.0641013979911804,-1.951411832123995e-07,0.1033874706976348,0.2,680.0,-0.0008949362701969,-1.7578714e-08,0.1525115966796875,0.0002651839999999,0.0,1,0.0003,5e-05
256.0,143360,0.0,70,573,-3.04,250,0.006158024072647,-0.0005504344007931,0.0658380009735992,0.2,690.0,-0.0004594335194269,0.00020855758,0.2196296453475952,0.000264672,0.000439453125,1,0.0003,5e-05
256.0,145408,0.0,71,581,-2.84,249,0.0387788750231266,-1.4872057363390924e-08,0.1133143159677274,0.2,700.0,-0.0004239235004206,0.0,0.1101900339126586,0.00026416,0.0,1,0.0003,5e-05
256.0,147456,0.0,72,590,-2.78,249,0.117749810218811,-0.0010869410121813,0.1928983085555956,0.2,710.0,-0.0002461660222252,0.00033249153,0.0619523525238037,0.0002636479999999,0.00087890625,1,0.0003,5e-05
256.0,149504,0.0,73,599,-2.84,249,0.0111059285700321,-1.4551915228366852e-08,0.0371790270457495,0.2,720.0,-0.0002113234910211,0.0,0.1689341068267822,0.0002631359999999,0.0,1,0.0003,5e-05
256.0,151552,0.0,74,607,-2.86,249,0.0381825529038906,2.5611370801925656e-10,0.3148282733396627,0.2,730.0,-0.0002111574811351,0.0,0.0528332591056823,0.000262624,0.0,1,0.0003,5e-05
256.0,153600,0.0,75,616,-2.94,249,0.0117830177769064,-4.493631422519684e-09,0.104852064005172,0.2,740.0,-0.0001956422902367,0.0,0.156682014465332,0.0002621119999999,0.0,1,0.0003,5e-05
256.0,155648,0.0,76,624,-2.88,249,0.016237623989582,-5.9546437114477164e-09,0.1846756223763805,0.2,750.0,-0.0002025945033892,0.0,0.0449451804161071,0.0002615999999999,0.0,1,0.0003,5e-05
256.0,157696,0.0,77,633,-2.94,248,0.0480222254991531,-1.1612428352236748e-08,0.0715684597671497,0.2,760.0,-0.0002096435218845,0.0,0.1466244459152221,0.000261088,0.0,1,0.0003,5e-05
256.0,159744,0.0,78,642,-2.69,248,0.0973093435168266,-8.172355592250824e-09,0.1318100550706731,0.2,770.0,-0.000208921284684,0.0,0.030190885066986,0.0002605759999999,0.0,1,0.0003,5e-05
256.0,161792,0.0,79,650,-2.76,248,0.0638307854533195,-0.0003769590810406,0.0695503787021152,0.2,780.0,-0.0001591652931892,5.305902e-05,0.1192653775215148,0.0002600639999999,0.000439453125,1,0.0003,5e-05
256.0,163840,0.0,80,659,-2.76,248,0.0590655729174613,-1.3038516044616696e-09,0.1311371331103146,0.2,790.0,-0.0001475735129133,0.0,0.0451074242591857,0.0002595519999999,0.0,1,0.0003,5e-05
256.0,165888,0.0,81,668,-2.9,248,0.0113700600340962,-1.5151454135775567e-08,0.0530858372701914,0.2,800.0,-0.0001440309242752,0.0,0.2041769027709961,0.00025904,0.0,1,0.0003,5e-05
256.0,167936,0.0,82,676,-2.77,248,0.2115484923124313,-1.140870153903961e-09,0.2022307712148176,0.2,810.0,-0.0001469658964197,0.0,0.0280550122261047,0.0002585279999999,0.0,1,0.0003,5e-05
256.0,169984,0.0,83,685,-2.66,248,0.0457580015063285,9.225914254784583e-10,0.0625914830272449,0.2,820.0,-0.0001455867921322,0.0,0.0104155540466308,0.0002580159999999,0.0,1,0.0003,5e-05
256.0,172032,0.0,84,693,-2.77,247,0.0004581169050652,-1.2281816452741624e-09,0.0233271658638841,0.2,830.0,-0.000149787373266,0.0,0.0750429630279541,0.000257504,0.0,1,0.0003,5e-05
256.0,174080,0.0,85,702,-2.75,247,0.0079779382795095,-1.1059455573558807e-10,0.12619355457864,0.2,840.0,-0.0001489139609475,0.0,0.1526815295219421,0.000256992,0.0,1,0.0003,5e-05
256.0,176128,0.0,86,711,-2.57,247,0.0002959919802378,-5.064066499471664e-09,0.0589705935424717,0.2,850.0,-0.0001456678195609,0.0,0.3416011333465576,0.0002564799999999,0.0,1,0.0003,5e-05
256.0,178176,0.0,87,719,-2.75,247,0.0001150485913967,-6.711343303322792e-09,0.0318189710715159,0.2,860.0,-0.0001478863645388,0.0,0.0738873481750488,0.0002559679999999,0.0,1,0.0003,5e-05
256.0,180224,0.0,88,728,-2.67,247,0.1823673546314239,1.5483237802982331e-09,0.2173599678557366,0.2,870.0,-0.0001512451168309,0.0,0.0474315881729126,0.000255456,0.0,1,0.0003,5e-05
256.0,182272,0.0,89,737,-2.55,247,0.0261880252510309,-1.705484464764595e-09,0.0237535937616485,0.2,880.0,-0.0001519253950391,0.0,0.6694848537445068,0.000254944,0.0,1,0.0003,5e-05
256.0,184320,0.0,90,745,-2.56,247,0.0029185418970882,3.5506673157215125e-08,0.0452216938734636,0.2,890.0,-0.0001492885590778,0.0,0.4436190128326416,0.0002544319999999,0.0,1,0.0003,5e-05
256.0,186368,0.0,91,754,-2.49,247,0.0679203122854232,-0.0002286227303557,0.132794065712369,0.2,900.0,-9.119239057326922e-05,0.00011746079,0.3398745656013489,0.00025392,0.000439453125,1,0.0003,5e-05
256.0,188416,0.0,92,762,-2.47,246,0.0419506877660751,5.355104804039e-10,0.0730304141470696,0.2,910.0,-8.812853729978087e-05,0.0,0.5316272377967834,0.000253408,0.0,1,0.0003,5e-05
256.0,190464,0.0,93,771,-2.51,246,0.0259572938084602,-1.3387762010097504e-09,0.0880412547674495,0.2,920.0,-8.252441521108266e-05,0.0,0.1492900252342224,0.0002528959999999,0.0,1,0.0003,5e-05
256.0,192512,0.0,94,779,-2.51,246,0.0313927456736564,-9.546056389808654e-10,0.1559689749905373,0.2,930.0,-8.334073218065896e-05,0.0,0.1103156805038452,0.000252384,0.0,1,0.0003,5e-05
256.0,194560,0.0,95,787,-2.63,246,0.011584710329771,5.122274160385131e-10,0.025133686816116,0.2,940.0,-8.397059582421207e-05,0.0,0.8109281063079834,0.000251872,0.0,1,0.0003,5e-05
256.0,196608,0.0,96,795,-2.67,247,0.0152267189696431,-7.334165275096892e-10,0.1704354538815096,0.2,950.0,-8.592403755756096e-05,0.0,0.1025534868240356,0.0002513599999999,0.0,1,0.0003,5e-05
256.0,198656,0.0,97,804,-2.81,247,0.0194586422294378,4.796311259269715e-09,0.0781036160915391,0.2,960.0,-8.360268875549082e-05,0.0,0.0238124728202819,0.0002508479999999,0.0,1,0.0003,5e-05
256.0,200704,0.0,98,812,-2.91,247,0.0845964848995208,1.1641532182693482e-11,0.3249684458831325,0.2,970.0,-8.488497205689782e-05,0.0,0.4017379283905029,0.000250336,0.0,1,0.0003,5e-05
256.0,202752,0.0,99,820,-2.91,247,0.0757521986961364,-2.3283064365386963e-10,0.0803255152030033,0.2,980.0,-8.545384098397335e-05,0.0,0.1983000040054321,0.0002498239999999,0.0,1,0.0003,5e-05
256.0,204800,0.0,100,828,-2.91,247,0.0890097469091415,-2.3283064365386964e-11,0.1483682655147276,0.2,990.0,-8.73861995387415e-05,0.0,0.373209536075592,0.0002493119999999,0.0,1,0.0003,5e-05
256.0,206848,0.0,101,836,-2.85,247,0.1238756775856018,2.8870999813079835e-09,0.0903061640303349,0.2,1000.0,-8.297446684082387e-05,0.0,0.6375782489776611,0.0002488,0.0,1,0.0003,5e-05
256.0,208896,0.0,102,844,-3.11,247,0.0081087928265333,-1.833541318774223e-10,0.020459749501424,0.2,1010.0,-8.273080757135177e-05,0.0,0.6665149927139282,0.0002482879999999,0.0,1,0.0003,5e-05
256.0,210944,0.0,103,852,-3.08,247,0.1987053602933883,7.799826562404633e-10,0.2892061444930732,0.2,1020.0,-8.701478673174279e-05,0.0,0.0609917640686035,0.0002477759999999,0.0,1,0.0003,5e-05
256.0,212992,0.0,104,861,-3.08,247,0.1346011161804199,-1.9063008949160576e-09,0.1090363174909725,0.2,1030.0,-8.373213013328496e-05,0.0,0.4945515394210815,0.0002472639999999,0.0,1,0.0003,5e-05
256.0,215040,0.0,105,869,-2.96,247,0.001939061214216,6.111804395914078e-10,0.033864339750653,0.2,1040.0,-8.427703232882777e-05,0.0,0.4896672368049621,0.000246752,0.0,1,0.0003,5e-05
256.0,217088,0.0,106,877,-3.0,247,0.0185630489140748,-3.3527612686157223e-09,0.1147571385772607,0.2,1050.0,-8.413206041950616e-05,0.0,0.2001550197601318,0.0002462399999999,0.0,1,0.0003,5e-05
256.0,219136,0.0,107,885,-3.0,247,0.0484382882714271,4.319008439779282e-09,0.1080855898500885,0.2,1060.0,-8.326879360538441e-05,0.0,0.5639557838439941,0.0002457279999999,0.0,1,0.0003,5e-05
256.0,221184,0.0,108,893,-2.92,247,0.0308835674077272,8.96397978067398e-10,0.0951108924869913,0.2,1070.0,-8.479802063448006e-05,0.0,0.4772331118583679,0.000245216,0.0,1,0.0003,5e-05
256.0,223232,0.0,109,901,-2.9,247,0.0948051512241363,-8.905772119760513e-10,0.1096555799915222,0.2,1080.0,-8.461016213914263e-05,0.0,0.3308991193771362,0.0002447039999999,0.0,1,0.0003,5e-05
256.0,225280,0.0,110,910,-2.8,247,0.1964006125926971,1.3737007975578307e-09,0.1682886818365659,0.2,1090.0,-8.417761509917909e-05,0.0,0.3822286128997803,0.0002441919999999,0.0,1,0.0003,5e-05
256.0,227328,0.0,111,918,-2.72,247,0.0534153208136558,1.746229827404022e-09,0.0887448557041352,0.2,1100.0,-8.235160112235462e-05,0.0,0.3030062913894653,0.0002436799999999,0.0,1,0.0003,5e-05
256.0,229376,0.0,112,926,-2.7,247,0.0374947749078273,2.264278009533882e-09,0.0622452644893201,0.2,1110.0,-8.764666326896987e-05,0.0,0.5003252029418945,0.0002431679999999,0.0,1,0.0003,5e-05
256.0,231424,0.0,113,935,-2.84,247,0.039099458605051,-3.469176590442657e-09,0.0734575827198568,0.2,1120.0,-8.544465845261584e-05,0.0,0.7945144176483154,0.0002426559999999,0.0,1,0.0003,5e-05
256.0,233472,0.0,114,943,-2.76,247,0.1285755485296249,-3.3935066312551493e-09,0.161762079334585,0.2,1130.0,-8.577006246923702e-05,0.0,0.4951416850090027,0.0002421439999999,0.0,1,0.0003,5e-05
256.0,235520,0.0,115,952,-2.76,247,0.0026070955209434,4.5052729547023785e-09,0.1036317103280453,0.2,1140.0,-8.232291338572395e-05,0.0,0.5991167426109314,0.0002416319999999,0.0,1,0.0003,5e-05
256.0,237568,0.0,116,960,-2.74,247,0.0008722714846953,2.805609256029129e-09,0.0380517961646546,0.2,1150.0,-8.584581228205934e-05,0.0,0.7489542961120605,0.0002411199999999,0.0,1,0.0003,5e-05
256.0,239616,0.0,117,969,-2.76,247,0.0072240894660353,-1.7345882952213286e-09,0.0358276075683534,0.2,1160.0,-8.82702926901402e-05,0.0,0.7931748032569885,0.0002406079999999,0.0,1,0.0003,5e-05
256.0,241664,0.0,118,977,-2.66,247,0.030060539022088,-4.126923158764839e-09,0.0571928211662452,0.2,1170.0,-8.787105962255737e-05,0.0,0.549073338508606,0.0002400959999999,0.0,1,0.0003,5e-05
256.0,243712,0.0,119,985,-2.7,247,0.0089240726083517,3.4924596548080444e-10,0.0354521006691356,0.2,1180.0,-8.50696611450985e-05,0.0,0.6151537895202637,0.0002395839999999,0.0,1,0.0003,5e-05
256.0,245760,0.0,120,994,-2.78,247,0.0448372699320316,2.8579961508512494e-09,0.0895491246890742,0.2,1190.0,-8.648822522445698e-05,0.0,0.4287890791893005,0.0002390719999999,0.0,1,0.0003,5e-05
256.0,247808,0.0,121,1002,-2.74,247,0.0307866409420967,-2.2060703486204147e-09,0.0366948232040158,0.2,1200.0,-8.421597212873166e-05,0.0,0.6133890151977539,0.0002385599999999,0.0,1,0.0003,5e-05
256.0,249856,0.0,122,1011,-2.68,246,0.0086946701630949,-2.1129380911588667e-09,0.0964434758061543,0.2,1210.0,-8.536012956028571e-05,0.0,0.3281372189521789,0.0002380479999999,0.0,1,0.0003,5e-05
256.0,251904,0.0,123,1020,-2.66,246,0.0153928454965353,-1.469743438065052e-09,0.0372105866903439,0.2,1220.0,-8.759599586483091e-05,0.0,0.5559011697769165,0.0002375359999999,0.0,1,0.0003,5e-05
256.0,253952,0.0,124,1029,-2.6,246,0.0208378657698631,-1.271837390959263e-09,0.0193557961607439,0.2,1230.0,-8.704609344931669e-05,0.0,0.8473263382911682,0.0002370239999999,0.0,1,0.0003,5e-05
256.0,256000,0.0,125,1038,-2.38,246,0.0370744206011295,2.8521753847599026e-10,0.035838397257612,0.2,1240.0,-8.69473392413056e-05,0.0,0.8013831377029419,0.0002365119999999,0.0,1,0.0003,5e-05
256.0,258048,0.0,126,1046,-2.62,246,0.0027773596812039,2.310844138264656e-09,0.0195441019157442,0.2,1250.0,-8.78996306710178e-05,0.0,0.8640720844268799,0.0002359999999999,0.0,1,0.0003,5e-05
256.0,260096,0.0,127,1055,-2.6,246,0.204991802573204,-2.1245796233415604e-09,0.2200197783065959,0.2,1260.0,-8.560824599044282e-05,0.0,0.5218038558959961,0.0002354879999999,0.0,1,0.0003,5e-05
256.0,262144,0.0,128,1064,-2.64,246,0.0031789392232894,-1.057051122188568e-08,0.0111299142729876,0.2,1270.0,-8.645778170830453e-05,0.0,0.8328205347061157,0.0002349759999999,0.0,1,0.0003,5e-05
256.0,264192,0.0,129,1073,-2.76,246,0.0170371253043413,-1.280568540096283e-09,0.0861016333277802,0.2,1280.0,-8.644131976325298e-05,0.0,0.6242269277572632,0.0002344639999999,0.0,1,0.0003,5e-05
256.0,266240,0.0,130,1082,-2.84,246,0.0294501911848783,-1.3969838619232178e-09,0.0749480362021131,0.2,1290.0,-8.533593663742067e-05,0.0,0.7345092296600342,0.0002339519999999,0.0,1,0.0003,5e-05
256.0,268288,0.0,131,1091,-2.82,245,0.1580800563097,-9.313225746154783e-10,0.128572074996191,0.2,1300.0,-8.444848008366534e-05,0.0,0.6202065944671631,0.0002334399999999,0.0,1,0.0003,5e-05
256.0,270336,0.0,132,1099,-2.76,245,0.0048546367324888,-3.3178366720676423e-10,0.0273975801734195,0.2,1310.0,-8.555122085454058e-05,0.0,0.8969273567199707,0.0002329279999999,0.0,1,0.0003,5e-05
256.0,272384,0.0,133,1108,-2.76,245,0.0488994158804416,1.2805685400962828e-10,0.0269948910579842,0.2,1320.0,-8.631872997284517e-05,0.0,0.8590844869613647,0.0002324159999999,0.0,1,0.0003,5e-05
256.0,274432,0.0,134,1117,-2.6,245,0.0147802243009209,-9.773066267371178e-09,0.0300346531585091,0.2,1330.0,-8.700804246473127e-05,0.0,0.4550590515136719,0.0002319039999999,0.0,1,0.0003,5e-05
256.0,276480,0.0,135,1126,-2.64,245,0.0014789496781304,-2.299202606081962e-09,0.0077237404591869,0.2,1340.0,-8.759477304920438e-05,0.0,0.7347976565361023,0.0002313919999999,0.0,1,0.0003,5e-05
256.0,278528,0.0,136,1135,-2.84,245,0.0024355887435376,-7.974449545145033e-10,0.0115224281595146,0.2,1350.0,-8.970432782007265e-05,0.0,0.6492806077003479,0.0002308799999999,0.0,1,0.0003,5e-05
256.0,280576,0.0,137,1144,-2.78,245,0.0672339349985122,1.2398231774568556e-09,0.1468184297555126,0.2,1360.0,-8.531512457921053e-05,0.0,0.5117305517196655,0.0002303679999999,0.0,1,0.0003,5e-05
256.0,282624,0.0,138,1153,-2.7,245,0.0021383587736636,-7.648486644029618e-09,0.0138751746708294,0.2,1370.0,-8.491927110299002e-05,0.0,0.9469552040100098,0.000229856,0.0,1,0.0003,5e-05
256.0,284672,0.0,139,1162,-2.75,244,0.0036770671140402,4.831235855817794e-10,0.0191548978240462,0.2,1380.0,-8.6421943615278e-05,0.0,0.932357132434845,0.0002293439999999,0.0,1,0.0003,5e-05
256.0,286720,0.0,140,1170,-2.89,244,0.0270507484674453,-0.0007193491095677,0.0934970247093588,0.2,1390.0,-6.816514833190013e-05,5.3678494e-05,0.566853404045105,0.0002288319999999,0.000390625,1,0.0003,5e-05
256.0,288768,0.0,141,1179,-2.75,244,0.1963462978601455,7.101334631443022e-10,0.2508178608957678,0.2,1400.0,-6.264163366722641e-05,0.0,0.4538564682006836,0.0002283199999999,0.0,1,0.0003,5e-05
256.0,290816,0.0,142,1188,-2.67,244,0.0039787115529179,1.816079020500183e-09,0.0143966144045407,0.2,1410.0,-6.415761872631265e-05,0.0,0.8753941655158997,0.0002278079999999,0.0,1,0.0003,5e-05
256.0,292864,0.0,143,1197,-2.61,244,0.0108596002683043,-2.62516550719738e-09,0.0151124794880161,0.2,1420.0,-6.31913630058989e-05,0.0,0.8654260635375977,0.0002272959999999,0.0,1,0.0003,5e-05
256.0,294912,0.0,144,1206,-2.73,244,0.0029804727528244,-2.7258647605776787e-08,0.0071847595047074,0.2,1430.0,-6.484660580099443e-05,0.0,0.942023754119873,0.0002267839999999,0.0,1,0.0003,5e-05
256.0,296960,0.0,145,1215,-2.73,244,0.0923572406172752,3.14321368932724e-10,0.0841286469832994,0.2,1440.0,-6.504844041046453e-05,0.0,0.7002999782562256,0.0002262719999999,0.0,1,0.0003,5e-05
256.0,299008,0.0,146,1224,-2.83,244,0.1657709330320358,-2.793967723846435e-10,0.1109279222029726,0.2,1450.0,-6.569908473466057e-05,0.0,0.4841291904449463,0.0002257599999999,0.0,1,0.0003,5e-05
256.0,301056,0.0,147,1233,-3.05,244,0.0079548265784978,2.532033249735832e-10,0.0169259257891098,0.2,1460.0,-6.347694643409341e-05,0.0,0.8617293238639832,0.0002252479999999,0.0,1,0.0003,5e-05
256.0,303104,0.0,148,1241,-3.13,244,0.0952648371458053,7.334165275096892e-10,0.1075587066559819,0.2,1470.0,-6.637791939283489e-05,0.0,0.6633475422859192,0.0002247359999999,0.0,1,0.0003,5e-05
256.0,305152,0.0,149,1250,-2.95,244,0.0608601383864879,-8.032657206058503e-10,0.0663252333120908,0.2,1480.0,-6.403563038475113e-05,0.0,0.7734220623970032,0.0002242239999999,0.0,1,0.0003,5e-05
256.0,307200,0.0,150,1259,-3.03,243,0.0033017448149621,2.817250788211822e-09,0.0233258329710224,0.2,1490.0,-6.41394629383285e-05,0.0,0.8581563830375671,0.0002237119999999,0.0,1,0.0003,5e-05
256.0,309248,0.0,151,1268,-3.07,243,0.061660673469305,1.6589183360338211e-09,0.0364031901495764,0.2,1500.0,-6.408986891983658e-05,0.0,0.8166517615318298,0.0002231999999999,0.0,1,0.0003,5e-05
256.0,311296,0.0,152,1276,-2.98,243,0.0138875870034098,1.8451828509569166e-09,0.0362980159174185,0.2,1510.0,-6.560222573170904e-05,0.0,0.8320783376693726,0.0002226879999999,0.0,1,0.0003,5e-05
256.0,313344,0.0,153,1285,-2.76,243,0.2162502408027649,-8.207280188798903e-10,0.144057161686942,0.2,1520.0,-6.430217199522303e-05,0.0,0.5586282014846802,0.0002221759999999,0.0,1,0.0003,5e-05
256.0,315392,0.0,154,1294,-2.8,243,0.0004625070141628,-1.6880221664905548e-10,0.0073867819628503,0.2,1530.0,-6.626593940382009e-05,0.0,0.927751362323761,0.0002216639999999,0.0,1,0.0003,5e-05
256.0,317440,0.0,155,1303,-2.86,243,0.0015525325434282,-1.6938429325819014e-09,0.0058849222259595,0.2,1540.0,-6.442799385695253e-05,0.0,0.9223353862762452,0.0002211519999999,0.0,1,0.0003,5e-05
256.0,319488,0.0,156,1312,-2.72,243,0.003942803479731,-7.217749953269959e-10,0.0225136283479514,0.2,1550.0,-6.381545508702403e-05,0.0,0.7491023540496826,0.0002206399999999,0.0,1,0.0003,5e-05
256.0,321536,0.0,157,1321,-2.58,243,0.0023689325898885,5.599576979875565e-09,0.0077386379598465,0.2,1560.0,-6.461313078034436e-05,0.0,0.7366712093353271,0.0002201279999999,0.0,1,0.0003,5e-05
256.0,323584,0.0,158,1330,-2.58,243,0.003389238147065,-3.4458935260772707e-09,0.0320362264370487,0.2,1570.0,-6.395469254130148e-05,0.0,0.5845729112625122,0.0002196159999999,0.0,1,0.0003,5e-05
256.0,325632,0.0,159,1338,-2.44,243,0.0158361382782459,-3.891182132065296e-09,0.0162466129113454,0.2,1580.0,-6.515009181384812e-05,0.0,0.834486722946167,0.0002191039999999,0.0,1,0.0003,5e-05
256.0,327680,0.0,160,1347,-2.52,243,0.0110362190753221,7.566995918750763e-11,0.0134765277791302,0.2,1590.0,-6.595114391529932e-05,0.0,0.8083120584487915,0.0002185919999999,0.0,1,0.0003,5e-05
256.0,329728,0.0,161,1357,-2.44,242,0.0677450969815254,5.820766091346741e-11,0.112279146167566,0.2,1600.0,-6.608075746044051e-05,0.0,0.4936107993125915,0.0002180799999999,0.0,1,0.0003,5e-05
256.0,331776,0.0,162,1366,-2.54,242,0.0750641450285911,1.7636921256780623e-09,0.0976699066202854,0.2,1610.0,-6.683120909656282e-05,0.0,0.6073398590087891,0.0002175679999999,0.0,1,0.0003,5e-05
256.0,333824,0.0,163,1375,-2.43,242,0.0639774277806282,2.2118911147117614e-10,0.0814944221201585,0.2,1620.0,-6.542697665281593e-05,0.0,0.7082207202911377,0.0002170559999999,0.0,1,0.0003,5e-05
256.0,335872,0.0,164,1383,-2.39,242,0.0037504415959119,-0.0004672976327128,0.018786591904427,0.2,1630.0,-5.016562286073167e-05,5.144e-05,0.797640323638916,0.0002165439999999,0.000439453125,1,0.0003,5e-05
256.0,337920,0.0,165,1392,-2.49,242,0.0147529458627104,7.136259227991104e-09,0.0300936852196173,0.2,1640.0,-4.602819140018255e-05,0.0,0.7762627005577087,0.0002160319999999,0.0,1,0.0003,5e-05
256.0,339968,0.0,166,1403,-2.57,242,0.1426305025815963,-2.6775524020195005e-10,0.2066201249253936,0.2,1650.0,-4.613011378751253e-05,0.0,0.6024958491325378,0.0002155199999999,0.0,1,0.0003,5e-05
256.0,342016,0.0,167,1412,-2.61,242,0.068122886121273,2.933666110038757e-09,0.0868513076682575,0.2,1660.0,-4.659932615140861e-05,0.0,0.6483854651451111,0.0002150079999999,0.0,1,0.0003,5e-05
256.0,344064,0.0,168,1421,-2.75,242,0.0237527284771204,1.3090902939438822e-08,0.0361952373641543,0.2,1670.0,-4.619330661626009e-05,0.0,0.7915120720863342,0.0002144959999999,0.0,1,0.0003,5e-05
256.0,346112,0.0,169,1430,-2.73,241,0.0682324692606926,-7.654307410120963e-10,0.0914413169200997,0.2,1680.0,-4.721109426100157e-05,0.0,0.7569708824157715,0.000213984,0.0,1,0.0003,5e-05
256.0,348160,0.0,170,1439,-2.81,241,0.0116922529414296,3.667082637548446e-10,0.0262615330226253,0.2,1690.0,-4.6646276177852994e-05,0.0,0.6938539147377014,0.0002134719999999,0.0,1,0.0003,5e-05
256.0,350208,0.0,171,1448,-2.81,241,0.0463851429522037,3.4924596548080437e-11,0.0625031040792237,0.2,1700.0,-4.8165679163503225e-05,0.0,0.6700245141983032,0.0002129599999999,0.0,1,0.0003,5e-05
256.0,352256,0.0,172,1456,-2.75,241,0.0133745884522795,1.0977964848279953e-08,0.0657010944152716,0.2,1710.0,-4.705919118350721e-05,0.0,0.6107388734817505,0.0002124479999999,0.0,1,0.0003,5e-05
256.0,354304,0.0,173,1466,-2.71,241,0.0041812239214777,5.6810677051544194e-09,0.0178113122296053,0.2,1720.0,-4.657920976569585e-05,0.0,0.5830990076065063,0.0002119359999999,0.0,1,0.0003,5e-05
256.0,356352,0.0,174,1475,-2.87,241,0.0621104650199413,1.1757947504520416e-09,0.1271051925257779,0.2,1730.0,-4.736978758046462e-05,0.0,0.5198120474815369,0.000211424,0.0,1,0.0003,5e-05
256.0,358400,0.0,175,1484,-2.77,241,0.0527843497693538,1.2281816452741624e-09,0.0502027924419962,0.2,1740.0,-4.784666152772843e-05,0.0,0.803909957408905,0.0002109119999999,0.0,1,0.0003,5e-05
256.0,360448,0.0,176,1492,-2.8,241,0.0023138306569308,-1.3969838619232175e-10,0.0302389828604646,0.2,1750.0,-4.742446708405623e-05,0.0,0.7480942010879517,0.0002103999999999,0.0,1,0.0003,5e-05
256.0,362496,0.0,177,1501,-2.6,241,0.0251332074403762,1.1350493878126143e-10,0.0204667609716125,0.2,1760.0,-4.7550439194310454e-05,0.0,0.6962708234786987,0.0002098879999999,0.0,1,0.0003,5e-05
256.0,364544,0.0,178,1510,-2.64,241,0.0001018210386973,-4.211324267089366e-09,0.005233965860134,0.2,1770.0,-4.886561428065761e-05,0.0,0.8056405782699585,0.0002093759999999,0.0,1,0.0003,5e-05
256.0,366592,0.0,179,1519,-2.56,241,0.0336512848734855,-4.822504706680774e-09,0.0360233779501868,0.2,1780.0,-4.830072762160853e-05,0.0,0.6326666474342346,0.0002088639999999,0.0,1,0.0003,5e-05
256.0,368640,0.0,180,1528,-2.56,241,0.0315811820328235,2.188608050346374e-09,0.0519090451751253,0.2,1790.0,-4.779735763804638e-05,0.0,0.6233678460121155,0.0002083519999999,0.0,1,0.0003,5e-05
