rollout/ep_len_mean,time/total_timesteps,rollout/success_rate,time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/loss,train/policy_gradient_loss,train/value_loss,train/clip_range,train/n_updates,train/entropy_loss,train/approx_kl,train/explained_variance,train/learning_rate,train/clip_fraction,phase,phase_learning_rate_start,phase_learning_rate_end
256.0,88064,0.0,43,344,-2.6,255,0.0194709189236164,-2.7381465770304205e-07,0.0235636049957975,0.2,420.0,-0.0010399982129456,-5.7043508e-09,0.3683490753173828,0.000278496,0.0,1,0.0003,5e-05
256.0,90112,0.0,44,352,-2.43,255,0.0562570206820964,-8.217757567763328e-08,0.1891423095483332,0.2,430.0,-0.0009479738284426,-5.2066753e-08,0.0679253339767456,0.0002779839999999,0.0,1,0.0003,5e-05
256.0,92160,0.0,45,360,-2.49,255,0.0260419901460409,1.1231168173253536e-08,0.0264096505303314,0.2,440.0,-0.0009486207920417,-5.576294e-08,0.2861912250518799,0.0002774719999999,0.0,1,0.0003,5e-05
256.0,94208,0.0,46,368,-2.47,255,0.0110734598711133,-4.080357030034065e-09,0.0328917547467426,0.2,450.0,-0.0009528252587188,-2.7823262e-08,0.2102806568145752,0.00027696,0.0,1,0.0003,5e-05
256.0,96256,0.0,47,376,-2.4,255,0.117192767560482,-4.71482053399086e-10,0.0933450732205528,0.2,460.0,-0.0009735296291182,-5.113543e-08,0.067770779132843,0.000276448,0.0,1,0.0003,5e-05
256.0,98304,0.0,48,384,-2.48,255,0.0022838974837213,-1.3853423297405245e-08,0.065906949251439,0.2,470.0,-0.0011702236137352,-5.7334546e-09,0.0683954358100891,0.0002759359999999,0.0,1,0.0003,5e-05
256.0,100352,0.0,49,392,-2.62,255,0.0307073593139648,-6.100162863731384e-09,0.068328675047087,0.2,480.0,-0.0010344648399041,-7.392373e-09,0.0379788875579834,0.0002754239999999,0.0,1,0.0003,5e-05
256.0,102400,0.0,50,400,-2.42,255,0.0194386262446641,8.068163879215718e-08,0.1164960586145753,0.2,490.0,-0.0013227650502813,-1.36496965e-08,0.0212076306343078,0.000274912,0.0,1,0.0003,5e-05
256.0,104448,0.0,51,409,-2.42,255,0.0408617667853832,-3.7227291613817217e-07,0.0363041690950922,0.2,500.0,-0.0012390524338115,-4.4557964e-08,0.0655550956726074,0.0002743999999999,0.0,1,0.0003,5e-05
256.0,106496,0.0,52,419,-2.54,253,0.0413272306323051,-8.863222319632768e-07,0.0750944923376664,0.2,510.0,-0.0018167212154367,-1.5366822e-08,0.0052259564399719,0.0002738879999999,0.0,1,0.0003,5e-05
256.0,108544,0.0,53,427,-2.58,253,0.1724850535392761,-2.5308690965175633e-08,0.2901452246529515,0.2,520.0,-0.0012337005071458,-7.21775e-09,0.0217068195343017,0.000273376,0.0,1,0.0003,5e-05
256.0,110592,0.0,54,436,-2.81,253,0.0512849614024162,-3.738095983862877e-08,0.1716658808640204,0.2,530.0,-0.0015059777520946,-8.876668e-09,0.0969800949096679,0.000272864,0.0,1,0.0003,5e-05
256.0,112640,0.0,55,444,-2.93,253,0.2038262784481048,-0.0006510388164315,0.2269302476197481,0.2,540.0,-0.0009455702653212,0.00034702168,-0.0013188123703002,0.0002723519999999,0.000439453125,1,0.0003,5e-05
