epoch,train_loss,val_loss,val_accuracy,val_macro_f1
1,0.6930367758287683,0.2840380987968429,0.9384871155444722,0.9383080391098787
2,0.2832904392149241,0.18946353299659385,0.9625935162094763,0.9600732273693378
3,0.045499552257847936,0.013822727520034299,0.9950124688279302,0.9922406096409302
4,0.017544959457896747,0.05429062064843917,0.9825436408977556,0.9807449345637135
5,0.010842989274799177,0.03348523161818404,0.9925187032418953,0.9900295607606038
6,0.005499767746167529,0.015216227835211678,0.9966749792186201,0.9941798560585049
7,0.0029402931807929722,0.023865796797382408,0.9933499584372403,0.9903321052611812
8,0.004197675159241547,0.008702225212248189,0.99833748960931,0.9967298057550871
