time/total_timesteps,train/n_updates,train/loss,phase
1024,230,0.0801495164632797,1
2048,486,0.103723868727684,1
3072,742,0.1421364247798919,1
4096,998,0.0557489208877086,1
5120,1254,0.1025255694985389,1
6144,1510,0.1735956370830536,1
7168,1766,0.1067149490118026,1
8192,2022,0.0820814669132232,1
9216,2278,0.151879072189331,1
10240,2534,0.1289646327495575,1
11264,2790,0.1302468031644821,1
12288,3046,0.1517147272825241,1
13312,3302,0.0898278504610061,1
14315,3553,0.075760543346405,1
15339,3809,0.1283169835805893,1
16363,4065,0.1012693643569946,1
17387,4321,0.1010298579931259,1
18332,4557,0.1648913472890854,1
19356,4813,0.0729200020432472,1
20380,5069,0.1779337972402572,1
21404,5325,0.0961520224809646,1
22428,5581,0.167632982134819,1
23452,5837,0.1501574963331222,1
24476,6093,0.1308341175317764,1
25500,6349,0.1052334755659103,1
26524,6605,0.1288980990648269,1
27548,6861,0.0967610627412796,1
28572,7117,0.078025072813034,1
29596,7373,0.1136819273233413,1
30620,7629,0.0882559791207313,1
31644,7885,0.1268274188041687,1
32642,8135,0.0698743462562561,1
33666,8391,0.1010303869843483,1
34690,8647,0.0796052739024162,1
35714,8903,0.0666480660438537,1
36738,9159,0.0869393795728683,1
37762,9415,0.0699044093489646,1
38786,9671,0.1508043557405471,1
39810,9927,0.0693357586860656,1
40834,10183,0.1210250109434127,1
41858,10439,0.0702548250555992,1
42882,10695,0.0726682096719741,1
43906,10951,0.0496746413409709,1
44930,11207,0.0860648602247238,1
45954,11463,0.1499271392822265,1
46978,11719,0.0356868207454681,1
48002,11975,0.0694049447774887,1
49026,12231,0.0419485419988632,1
50050,12487,0.0719457790255546,1
51074,12743,0.0972818806767463,1
52098,12999,0.0396909788250923,1
53122,13255,0.0831918343901634,1
54146,13511,0.0259057134389877,1
55170,13767,0.032682828605175,1
56194,14023,0.0251502953469753,1
57218,14279,0.092477947473526,1
58242,14535,0.0650211721658706,1
59266,14791,0.0610928162932395,1
60290,15047,0.0811977908015251,1
61314,15303,0.1049843728542327,1
62338,15559,0.0285161845386028,1
63362,15815,0.0385466217994689,1
64386,16071,0.0206290148198604,1
65410,16327,0.0144417583942413,1
66434,16583,0.0555485188961029,1
67458,16839,0.0321733616292476,1
68482,17095,0.0611010193824768,1
69506,17351,0.0123740518465638,1
70530,17607,0.0241606719791889,1
71554,17863,0.0424307435750961,1
72578,18119,0.0484396293759346,1
73602,18375,0.0110209276899695,1
74626,18631,0.00851920992136,1
75650,18887,0.0410915091633796,1
76674,19143,0.0088927149772644,1
77698,19399,0.0111212749034166,1
78722,19655,0.1000591740012168,1
79746,19911,0.0092243542894721,1
80770,20167,0.0078129973262548,1
81794,20423,0.0044108545407652,1
82818,20679,0.011852141469717,1
83842,20935,0.0155599601566791,1
84866,21191,0.1171967610716819,1
85890,21447,0.0080260634422302,1
86914,21703,0.0086230440065264,1
87938,21959,0.057634450495243,1
88962,22215,0.0092533472925424,1
89986,22471,0.0132164256647229,1
91010,22727,0.0041389400139451,1
92034,22983,0.0700777471065521,1
93058,23239,0.0409561768174171,1
94082,23495,0.0633689314126968,1
95106,23751,0.0043402104638516,1
96130,24007,0.0052593066357076,1
97154,24263,0.0400139801204204,1
98178,24519,0.0383271872997283,1
99202,24775,0.0345757156610488,1
100226,25031,0.0406381860375404,1
101250,25287,0.0033523871097713,1
102274,25543,0.0035257306881248,1
103298,25799,0.0833436846733093,1
104322,26055,0.0371651165187358,1
105346,26311,0.0073776878416538,1
106370,26567,0.0032621705904603,1
107394,26823,0.0387767739593982,1
108418,27079,0.0037952312268316,1
109442,27335,0.004447070416063,1
110466,27591,0.0406448282301425,1
111490,27847,0.0349192582070827,1
112514,28103,0.1432981789112091,1
113538,28359,0.0032888348214328,1
114562,28615,0.0017080232501029,1
115586,28871,0.0027072029188275,1
116610,29127,0.0349313430488109,1
117634,29383,0.0180244501680135,1
118658,29639,0.0095019042491912,1
119682,29895,0.0363130681216716,1
120706,30151,0.0110090831294655,1
121730,30407,0.0090414136648178,1
122754,30663,0.0018820392433553,1
123778,30919,0.0027409822214394,1
124802,31175,0.0038894403260201,1
125826,31431,0.0765923038125038,1
126850,31687,0.0018002283759415,1
127874,31943,0.0031628629658371,1
128898,32199,0.0318419001996517,1
129922,32455,0.0718844980001449,1
130946,32711,0.0013446889352053,1
131970,32967,0.0023013036698102,1
132994,33223,0.0023524707648903,1
133859,33439,0.0062358723953366,1
134883,33695,0.0026071157772094,1
135907,33951,0.0013492256402969,1
136925,34206,0.0712948888540268,1
137949,34462,0.0379068739712238,1
138973,34718,0.0091484496369957,1
139997,34974,0.0336748696863651,1
141021,35230,0.0315610021352767,1
142045,35486,0.0079322783276438,1
143069,35742,0.0008870625169947,1
144093,35998,0.0346175543963909,1
145117,36254,0.0256554298102855,1
146141,36510,0.0216581057757139,1
147165,36766,0.0015430453931912,1
148189,37022,0.003061125986278,1
149213,37278,0.0501145310699939,1
150237,37534,0.0407715812325477,1
151261,37790,0.0567034408450126,1
152285,38046,0.060064859688282,1
153309,38302,0.1107415705919265,1
154333,38558,0.0097798770293593,1
155357,38814,0.0315720438957214,1
156381,39070,0.0021354954224079,1
157405,39326,0.0033714771270751,1
158429,39582,0.04383185505867,1
159453,39838,0.0076098330318927,1
160477,40094,0.0076050120405852,1
161501,40350,0.0909257382154464,1
162525,40606,0.0328508093953132,1
163549,40862,0.0015960177406668,1
164573,41118,0.0019579653162509,1
165597,41374,0.0071981982327997,1
166621,41630,0.0753691792488098,1
167645,41886,0.0352139472961425,1
168669,42142,0.0224473271518945,1
169588,42371,0.0395173542201519,1
170612,42627,0.0572950504720211,1
171636,42883,0.005094307474792,1
172660,43139,0.0660018399357795,1
173684,43395,0.0019833236001431,1
174708,43651,0.0644551068544387,1
175732,43907,0.0630077719688415,1
176756,44163,0.001649986137636,1
177780,44419,0.0018511759117245,1
178804,44675,0.0225130338221788,1
179828,44931,0.0252028051763772,1
180852,45187,0.0028294515796005,1
181876,45443,0.0021222198847681,1
182900,45699,0.0096558136865496,1
183924,45955,0.0024789222516119,1
184948,46211,0.0316417925059795,1
185972,46467,0.0596015490591526,1
186996,46723,0.0023616307880729,1
188020,46979,0.0385054871439933,1
189044,47235,0.0130661753937602,1
190068,47491,0.0013697193935513,1
191092,47747,0.0690274834632873,1
192116,48003,0.0024478333070874,1
193140,48259,0.004193490371108,1
194164,48515,0.0704729408025741,1
195188,48771,0.0709283873438835,1
196212,49027,0.0443170517683029,1
197236,49283,0.0018681975780054,1
198260,49539,0.0011227480135858,1
199284,49795,0.0016069444827735,1
200308,50051,0.0251404214650392,1
201332,50307,0.0357082262635231,1
202356,50563,0.0019195313798263,1
203380,50819,0.0006557540618814,1
204404,51075,0.0317414514720439,1
205428,51331,0.0013682682765647,1
206452,51587,0.0014085283037275,1
207476,51843,0.0015121350297704,1
208456,52088,0.0235749538987875,1
209480,52344,0.0556204356253147,1
210504,52600,0.0019621942192316,1
211528,52856,0.0025083711370825,1
212552,53112,0.0341588482260704,1
213576,53368,0.033031690865755,1
214600,53624,0.0253525469452142,1
215624,53880,0.0037572588771581,1
216648,54136,0.0384795553982257,1
217672,54392,0.0318529680371284,1
218696,54648,0.006806596647948,1
219720,54904,0.0012161025078967,1
220744,55160,0.0006028647767379,1
221768,55416,0.031088838353753,1
222792,55672,0.034373078495264,1
223816,55928,0.063243381679058,1
224840,56184,0.0322299562394619,1
225864,56440,0.0032810673583298,1
226888,56696,0.0106501448899507,1
227912,56952,0.0011248753871768,1
228936,57208,0.0738419443368911,1
229960,57464,0.0051907720044255,1
230984,57720,0.0684484541416168,1
232008,57976,0.0069678211584687,1
233032,58232,0.0021412530913949,1
234056,58488,0.0051978649571537,1
235080,58744,0.0304666254669427,1
236104,59000,0.002091787289828,1
237128,59256,0.3681653141975403,1
238152,59512,0.0317192003130912,1
239176,59768,0.0019510081037878,1
240200,60024,0.0321613140404224,1
241224,60280,0.055569127202034,1
242248,60536,0.004540033172816,1
243272,60792,0.0025859016459435,1
244296,61048,0.0531831681728363,1
245320,61304,0.0099082607775926,1
246344,61560,0.0285230241715908,1
247360,61814,0.0020874575711786,1
248384,62070,0.0628146529197692,1
249408,62326,0.0014282038901001,1
1024,230,0.0115669146180152,2
2048,486,0.0047126067802309,2
3072,742,0.0663284435868263,2
4096,998,0.0062884911894798,2
5120,1254,0.0056025302037596,2
6144,1510,0.0425397008657455,2
7168,1766,0.0066441367380321,2
8192,2022,0.0045319106429815,2
9216,2278,0.0535640344023704,2
10240,2534,0.0194377396255731,2
11264,2790,0.0295498482882976,2
12288,3046,0.0052066203206777,2
13312,3302,0.0079700015485286,2
14285,3546,0.0589955821633338,2
15309,3802,0.0647608637809753,2
