epoch,train_loss,val_loss,val_accuracy,val_macro_f1
1,0.6330910335678857,0.29240809833121517,0.9301745635910225,0.9300212182279879
2,0.2792476677307899,0.20647298712484657,0.9501246882793017,0.9489049429468694
3,0.040025569820715465,0.016181029252404486,0.9941812136325852,0.9924493108616037
4,0.005327595820229968,0.008395731213925667,0.9958437240232751,0.993820323310047
5,0.007724409700049481,0.01094457007002423,0.9958437240232751,0.9939801823813227
6,0.003385541834798741,0.0063754833251051,0.99833748960931,0.9974736000673146
7,0.001957988634190061,0.0139402186723147,0.9958437240232751,0.9947193929694939
8,0.003343252849654436,0.008637616061738573,0.9966749792186201,0.9959118317067593
