time/total_timesteps,train/value_loss,train/entropy_loss,train/loss,train/policy_gradient_loss,train/n_updates,phase
411648,0.0880065210789325,-0.0001015244192785,0.0095861107110977,1.519802026450634e-08,2000.0,1
413696,0.0430741550859238,-0.0001038744912875,0.0733268111944198,2.793967723846435e-10,2010.0,1
415744,0.0824881250722683,-0.0001058672227372,0.049514040350914,-7.55535438656807e-09,2020.0,1
417792,0.069251599641575,-0.0001075875450624,0.0352644249796867,6.257323548197746e-09,2030.0,1
419840,0.0626778190700861,-0.0001092401858841,0.0668667331337928,-5.820766091346741e-10,2040.0,1
421888,0.0122311879287735,-0.000111938259306,0.0081544229760766,-3.9086444303393364e-08,2050.0,1
423936,0.0249750366529042,-0.0001166717191154,0.0148404547944664,4.889443516731261e-10,2060.0,1
425984,0.0507396533386781,-0.0001199548675685,0.0279371421784162,1.2619420886039736e-08,2070.0,1
428032,0.0994170300516998,-0.0001257350391824,0.0290737524628639,-1.1234078556299211e-08,2080.0,1
430080,0.0495604161202209,-0.0001298682431297,0.0073012569919228,-1.7724232748150826e-08,2090.0,1
432128,0.1124434863391798,-0.0001338286589088,0.0661391168832779,-3.5518314689397815e-08,2100.0,1
434176,0.0398013760452158,-8.822754289212753e-05,0.0414980463683605,-0.0005243190564215,2110.0,1
436224,0.0213500227666372,-7.947742824399029e-05,0.0023170639760792,6.28642737865448e-10,2120.0,1
438272,0.2746568137488793,-8.04120812972542e-05,0.2316632717847824,-8.672941476106643e-10,2130.0,1
440320,0.1796759766686591,-8.035424252739176e-05,0.0103797139599919,-1.2689270079135895e-09,2140.0,1
442368,0.0644082843355136,-8.03325378910813e-05,0.0355975665152072,-1.5599653124809266e-09,2150.0,1
444416,0.0195901907121879,-8.122188464767532e-05,0.0083235930651426,-2.0954757928848267e-10,2160.0,1
446464,0.0600522530454327,-8.795622043180628e-05,0.0333129614591598,-2.6234192773699763e-08,2170.0,1
448512,0.0570418007089756,-8.187656430891366e-05,0.0168401841074228,-6.926711648702622e-10,2180.0,1
450560,0.2340719866304425,-8.243255088018487e-05,0.1539999693632125,-2.130400389432907e-09,2190.0,1
452608,0.1917023711372167,-8.221876560128294e-05,0.0796778351068496,-2.5669578462839127e-09,2200.0,1
454656,0.034093691027374,-8.205398871723446e-05,0.0139775099232792,2.2031599655747414e-09,2210.0,1
456704,0.0385033559432486,-8.358514805877349e-05,0.0158310309052467,-1.3684621080756189e-08,2220.0,1
458752,0.0961164828186156,-9.049165855685714e-05,0.001316909212619,1.2066448107361794e-08,2230.0,1
460800,0.0835041463549714,-8.413892928729182e-05,0.0573464781045913,-1.7578713595867155e-09,2240.0,1
462848,0.095967060312978,-8.385080363950692e-05,0.0784183740615844,-5.296897143125534e-10,2250.0,1
464896,0.0450412503501866,-8.463668436888838e-05,0.0297778248786926,1.5978002920746803e-09,2260.0,1
466944,0.0422106525358685,-8.551840101063135e-05,0.0242867395281791,-1.2805685400962828e-10,2270.0,1
468992,0.0321140297106467,-8.688959542269004e-05,0.0011697775917127,-7.39237293601036e-10,2280.0,1
471040,0.107005017081974,-8.706160060683033e-05,0.0578430481255054,-1.6414560377597806e-09,2290.0,1
473088,0.0423724127693276,-8.791368900347152e-05,0.0434952229261398,1.8975697457790376e-09,2300.0,1
475136,0.0560355708832503,-8.861020578478928e-05,0.0100418180227279,-2.440356183797121e-09,2310.0,1
477184,0.0104783365852199,-8.979171543614939e-05,0.0138900661841034,2.1734740585088732e-08,2320.0,1
479232,0.1931915271037723,-9.065523918252438e-05,0.1231544241309166,1.9790604710578918e-10,2330.0,1
481280,0.0888889490743167,-9.138256791629829e-05,0.0244189146906137,-1.3969838619232178e-09,2340.0,1
483328,0.0564280179438355,-9.221196969519952e-05,0.0419726558029651,-9.872019290924072e-09,2350.0,1
485376,0.1293862226535566,-9.216482676492888e-05,0.0086320573464035,-4.423782229423523e-10,2360.0,1
487424,0.0403373065957566,-9.358048937428976e-05,0.0402729324996471,-2.1635787561535838e-08,2370.0,1
489472,0.0151357413098594,-9.39901565288892e-05,0.001015004585497,-1.1798692867159844e-08,2380.0,1
491520,0.036436622194742,-9.70218060501793e-05,0.0005162738380022,-2.4447217583656307e-10,2390.0,1
493568,0.0251082795730326,-9.94607396023639e-05,0.0145776728168129,-5.780020728707313e-09,2400.0,1
495616,0.0712064839084632,-9.893034875858576e-05,0.0712304934859275,-2.334127202630043e-09,2410.0,1
497664,0.0880791625590063,-0.0001036032535012,0.0327534824609756,-3.96394170820713e-09,2420.0,1
499712,0.0768216736760223,-0.0001089634781237,0.0089405169710516,7.82310962677002e-09,2430.0,1
501760,0.0337252663797698,-0.0001033519345583,0.0200803410261869,-2.060551196336746e-09,2440.0,1
503808,0.0960746609431225,-0.0001069924129296,0.071197934448719,-5.424953997135162e-09,2450.0,1
505856,0.0692588373174658,-0.0001189353341032,0.0016185517888516,-5.331821739673614e-09,2460.0,1
507904,0.0665445889433613,-0.0001172648638203,0.0538894608616828,-2.2404128685593604e-08,2470.0,1
509952,0.1171873913728632,-0.0001142327659181,0.0587480030953884,1.1728843674063684e-08,2480.0,1
512000,0.0148819351910788,-0.0001199921947772,0.0056191901676356,-5.1106326282024384e-08,2490.0,1
514048,0.0130172150409634,-0.0001269247655727,8.62745800986886e-05,1.1327210813760755e-08,2500.0,1
516096,0.2269965021056123,-0.0001258676269571,0.0563593208789825,-6.170012056827544e-10,2510.0,1
518144,0.1711019111404312,-0.0001331110692262,0.1572378575801849,-4.9348454922437665e-08,2520.0,1
520192,0.0717625006167509,-0.0001439346780898,0.0201870091259479,-2.2591848392039537e-08,2530.0,1
522240,0.0595571378682507,-0.0001568605688589,0.0003797169192694,-2.427259460091591e-09,2540.0,1
524288,0.1646879194420762,-0.0001631530085433,0.0423986241221427,-1.8544960767030717e-08,2550.0,1
526336,0.1276806579757249,-0.000185987511395,0.1195713058114051,-3.201421350240707e-09,2560.0,1
528384,0.0834429776630713,-0.0001858712857938,0.0534190237522125,-5.669426172971726e-09,2570.0,1
530432,0.263924730871804,-0.0002016341008129,0.1655658632516861,-2.8591603040695193e-08,2580.0,1
532480,0.0669808587656007,-0.0002259559592857,0.0188124030828475,1.2805685400962831e-08,2590.0,1
534528,0.0044608601345771,-0.0002371435391978,0.0036502736620604,-2.5925692170858385e-08,2600.0,1
