time/time_elapsed,time/episodes,time/total_timesteps,rollout/exploration_rate,rollout/ep_len_mean,train/n_updates,rollout/ep_rew_mean,train/learning_rate,train/loss,rollout/success_rate,time/fps,phase,phase_learning_rate,phase_buffer_size
151,288,73425,0.05,256.0,18331,-15.456,7.333333333333334e-05,0.0037173647433519,0.0,485,2,7.333333333333334e-05,150000
153,292,74449,0.05,256.0,18587,-15.005999999999998,7.333333333333334e-05,0.004193102940917,0.0,484,2,7.333333333333334e-05,150000
155,296,75473,0.05,256.0,18843,-15.168,7.333333333333334e-05,0.0361822582781314,0.0,483,2,7.333333333333334e-05,150000
158,300,76497,0.05,256.0,19099,-15.05,7.333333333333334e-05,0.0127835217863321,0.0,483,2,7.333333333333334e-05,150000
160,304,77521,0.05,256.0,19355,-14.893999999999997,7.333333333333334e-05,0.0568434298038482,0.0,482,2,7.333333333333334e-05,150000
162,308,78545,0.05,256.0,19611,-15.07,7.333333333333334e-05,0.005693488754332,0.0,481,2,7.333333333333334e-05,150000
165,312,79569,0.05,256.0,19867,-14.833999999999998,7.333333333333334e-05,0.0117035396397113,0.0,481,2,7.333333333333334e-05,150000
167,316,80593,0.05,256.0,20123,-15.074000000000002,7.333333333333334e-05,0.0030681798234581,0.0,480,2,7.333333333333334e-05,150000
169,320,81617,0.05,256.0,20379,-15.246000000000002,7.333333333333334e-05,0.0274263322353363,0.0,480,2,7.333333333333334e-05,150000
172,324,82641,0.05,256.0,20635,-15.163999999999998,7.333333333333334e-05,0.003262136131525,0.0,479,2,7.333333333333334e-05,150000
174,328,83665,0.05,256.0,20891,-15.039999999999996,7.333333333333334e-05,0.0388893336057662,0.0,479,2,7.333333333333334e-05,150000
176,332,84689,0.05,256.0,21147,-15.047999999999996,7.333333333333334e-05,0.0031035621650516,0.0,478,2,7.333333333333334e-05,150000
179,336,85713,0.05,256.0,21403,-14.947999999999997,7.333333333333334e-05,0.0091222301125526,0.0,478,2,7.333333333333334e-05,150000
181,340,86737,0.05,256.0,21659,-14.996,7.333333333333334e-05,0.0587470531463623,0.0,477,2,7.333333333333334e-05,150000
183,344,87761,0.05,256.0,21915,-15.186,7.333333333333334e-05,0.0095393136143684,0.0,477,2,7.333333333333334e-05,150000
186,348,88785,0.05,256.0,22171,-14.886,7.333333333333334e-05,0.4117655456066131,0.0,476,2,7.333333333333334e-05,150000
188,352,89809,0.05,256.0,22427,-15.078,7.333333333333334e-05,0.0256881229579448,0.0,476,2,7.333333333333334e-05,150000
190,356,90833,0.05,256.0,22683,-15.118,7.333333333333334e-05,0.0329745337367057,0.0,475,2,7.333333333333334e-05,150000
193,360,91857,0.05,256.0,22939,-14.904000000000003,7.333333333333334e-05,0.0025871305260807,0.0,475,2,7.333333333333334e-05,150000
195,364,92881,0.05,256.0,23195,-14.876,7.333333333333334e-05,0.0031471289694309,0.0,474,2,7.333333333333334e-05,150000
197,368,93905,0.05,256.0,23451,-14.856000000000002,7.333333333333334e-05,0.0044758091680705,0.0,474,2,7.333333333333334e-05,150000
200,372,94929,0.05,256.0,23707,-14.916000000000002,7.333333333333334e-05,0.0015516101848334,0.0,474,2,7.333333333333334e-05,150000
202,376,95953,0.05,256.0,23963,-14.791999999999998,7.333333333333334e-05,0.0014225929044187,0.0,473,2,7.333333333333334e-05,150000
204,380,96977,0.05,256.0,24219,-14.836,7.333333333333334e-05,0.0030203810892999,0.0,473,2,7.333333333333334e-05,150000
207,384,98001,0.05,256.0,24475,-15.034,7.333333333333334e-05,0.0043654469773173,0.0,473,2,7.333333333333334e-05,150000
209,388,99025,0.05,256.0,24731,-15.086,7.333333333333334e-05,0.0530958622694015,0.0,472,2,7.333333333333334e-05,150000
211,392,100049,0.05,256.0,24987,-14.972,7.333333333333334e-05,0.0069632185623049,0.0,472,2,7.333333333333334e-05,150000
214,396,101073,0.05,256.0,25243,-15.175999999999998,7.333333333333334e-05,0.0132972626015543,0.0,471,2,7.333333333333334e-05,150000
216,400,102097,0.05,256.0,25499,-15.384,7.333333333333334e-05,0.0350721888244152,0.0,471,2,7.333333333333334e-05,150000
218,404,103121,0.05,256.0,25755,-15.321999999999996,7.333333333333334e-05,0.0033712740987539,0.0,471,2,7.333333333333334e-05,150000
221,408,104145,0.05,256.0,26011,-15.179999999999998,7.333333333333334e-05,0.0313449762761592,0.0,470,2,7.333333333333334e-05,150000
223,412,105169,0.05,256.0,26267,-15.618,7.333333333333334e-05,0.0060655977576971,0.0,470,2,7.333333333333334e-05,150000
225,416,106193,0.05,256.0,26523,-15.558,7.333333333333334e-05,0.023379735648632,0.0,470,2,7.333333333333334e-05,150000
228,420,107217,0.05,256.0,26779,-15.804,7.333333333333334e-05,0.0283739473670721,0.0,470,2,7.333333333333334e-05,150000
230,424,108241,0.05,256.0,27035,-15.745999999999997,7.333333333333334e-05,0.0365676544606685,0.0,469,2,7.333333333333334e-05,150000
232,428,109265,0.05,256.0,27291,-16.403999999999996,7.333333333333334e-05,0.0028785911854356,0.0,469,2,7.333333333333334e-05,150000
235,432,110289,0.05,256.0,27547,-16.412,7.333333333333334e-05,0.0034072562120854,0.0,469,2,7.333333333333334e-05,150000
237,436,111313,0.05,256.0,27803,-16.201999999999998,7.333333333333334e-05,0.0039888569153845,0.0,468,2,7.333333333333334e-05,150000
239,440,112337,0.05,256.0,28059,-16.098,7.333333333333334e-05,0.027394164353609,0.0,468,2,7.333333333333334e-05,150000
242,444,113361,0.05,256.0,28315,-15.678000000000004,7.333333333333334e-05,0.0046638660132884,0.0,468,2,7.333333333333334e-05,150000
244,448,114385,0.05,256.0,28571,-15.932,7.333333333333334e-05,0.0426163636147975,0.0,468,2,7.333333333333334e-05,150000
246,452,115409,0.05,256.0,28827,-15.739999999999998,7.333333333333334e-05,0.0314840227365493,0.0,467,2,7.333333333333334e-05,150000
249,456,116433,0.05,256.0,29083,-15.588,7.333333333333334e-05,0.0400928594172,0.0,467,2,7.333333333333334e-05,150000
251,460,117457,0.05,256.0,29339,-15.926000000000002,7.333333333333334e-05,0.003799149300903,0.0,467,2,7.333333333333334e-05,150000
253,464,118481,0.05,256.0,29595,-15.808,7.333333333333334e-05,0.0042185760103166,0.0,467,2,7.333333333333334e-05,150000
256,468,119505,0.05,256.0,29851,-15.606000000000002,7.333333333333334e-05,0.0025193670298904,0.0,466,2,7.333333333333334e-05,150000
258,472,120529,0.05,256.0,30107,-15.554,7.333333333333334e-05,0.0027123289182782,0.0,466,2,7.333333333333334e-05,150000
260,476,121553,0.05,256.0,30363,-15.778000000000002,7.333333333333334e-05,0.0625579804182052,0.0,466,2,7.333333333333334e-05,150000
262,480,122577,0.05,256.0,30619,-15.716000000000005,7.333333333333334e-05,0.0037612528540194,0.0,466,2,7.333333333333334e-05,150000
265,484,123601,0.05,256.0,30875,-15.714,7.333333333333334e-05,0.0655881017446518,0.0,465,2,7.333333333333334e-05,150000
267,488,124625,0.05,256.0,31131,-15.722,7.333333333333334e-05,0.0999362468719482,0.0,465,2,7.333333333333334e-05,150000
269,492,125649,0.05,256.0,31387,-15.908,7.333333333333334e-05,0.0018517022253945,0.0,465,2,7.333333333333334e-05,150000
272,496,126673,0.05,256.0,31643,-15.192000000000002,7.333333333333334e-05,0.0060464120469987,0.0,465,2,7.333333333333334e-05,150000
274,500,127697,0.05,256.0,31899,-14.906,7.333333333333334e-05,0.0343167968094348,0.0,464,2,7.333333333333334e-05,150000
276,504,128721,0.05,256.0,32155,-14.788,7.333333333333334e-05,0.0245174132287502,0.0,464,2,7.333333333333334e-05,150000
279,508,129745,0.05,256.0,32411,-14.676000000000002,7.333333333333334e-05,0.0020726416260004,0.0,464,2,7.333333333333334e-05,150000
281,512,130769,0.05,256.0,32667,-14.436,7.333333333333334e-05,0.0693774297833442,0.0,464,2,7.333333333333334e-05,150000
283,516,131793,0.05,256.0,32923,-14.320000000000002,7.333333333333334e-05,0.0038436015602201,0.0,464,2,7.333333333333334e-05,150000
286,520,132817,0.05,256.0,33179,-14.122000000000003,7.333333333333334e-05,0.0097706848755478,0.0,463,2,7.333333333333334e-05,150000
288,524,133841,0.05,256.0,33435,-14.438000000000004,7.333333333333334e-05,0.0137019697576761,0.0,463,2,7.333333333333334e-05,150000
290,528,134865,0.05,256.0,33691,-13.806,7.333333333333334e-05,0.0319504961371421,0.0,463,2,7.333333333333334e-05,150000
293,532,135889,0.05,256.0,33947,-13.836000000000002,7.333333333333334e-05,0.0371076203882694,0.0,463,2,7.333333333333334e-05,150000
295,536,136913,0.05,256.0,34203,-13.782,7.333333333333334e-05,0.0026196027174592,0.0,463,2,7.333333333333334e-05,150000
297,540,137937,0.05,256.0,34459,-13.798,7.333333333333334e-05,0.0018384886207059,0.0,463,2,7.333333333333334e-05,150000
299,544,138961,0.05,256.0,34715,-13.940000000000005,7.333333333333334e-05,0.0375755168497562,0.0,463,2,7.333333333333334e-05,150000
302,548,139985,0.05,256.0,34971,-13.976000000000004,7.333333333333334e-05,0.0024520421866327,0.0,463,2,7.333333333333334e-05,150000
304,552,141009,0.05,256.0,35227,-13.818,7.333333333333334e-05,0.0264635495841503,0.0,463,2,7.333333333333334e-05,150000
306,556,142033,0.05,256.0,35483,-13.913999999999998,7.333333333333334e-05,0.0022248118184506,0.0,462,2,7.333333333333334e-05,150000
309,560,143057,0.05,256.0,35739,-13.604,7.333333333333334e-05,0.0597823038697242,0.0,462,2,7.333333333333334e-05,150000
311,564,144081,0.05,256.0,35995,-13.736,7.333333333333334e-05,0.0035188542678952,0.0,462,2,7.333333333333334e-05,150000
313,568,145105,0.05,256.0,36251,-13.78,7.333333333333334e-05,0.0400820076465606,0.0,462,2,7.333333333333334e-05,150000
316,572,146129,0.05,256.0,36507,-13.8,7.333333333333334e-05,0.0329031758010387,0.0,462,2,7.333333333333334e-05,150000
318,576,147153,0.05,256.0,36763,-13.814000000000004,7.333333333333334e-05,0.0047921109944581,0.0,462,2,7.333333333333334e-05,150000
320,580,148177,0.05,256.0,37019,-13.98,7.333333333333334e-05,0.0045939073897898,0.0,461,2,7.333333333333334e-05,150000
323,584,149201,0.05,256.0,37275,-13.862000000000002,7.333333333333334e-05,0.0656393617391586,0.0,461,2,7.333333333333334e-05,150000
325,588,150225,0.05,256.0,37531,-13.836000000000002,7.333333333333334e-05,0.0337673388421535,0.0,461,2,7.333333333333334e-05,150000
327,592,151116,0.05,254.67,37753,-12.714000000000004,7.333333333333334e-05,0.0037173335440456,0.01,461,2,7.333333333333334e-05,150000
329,596,152140,0.05,254.67,38009,-13.018000000000002,7.333333333333334e-05,0.0043686428107321,0.01,461,2,7.333333333333334e-05,150000
332,600,153164,0.05,254.67,38265,-13.246,7.333333333333334e-05,0.061699841171503,0.01,461,2,7.333333333333334e-05,150000
334,604,154188,0.05,254.67,38521,-13.596000000000002,7.333333333333334e-05,0.0312020406126976,0.01,460,2,7.333333333333334e-05,150000
336,608,155212,0.05,254.67,38777,-13.812,7.333333333333334e-05,0.0024312161840498,0.01,460,2,7.333333333333334e-05,150000
339,612,156236,0.05,254.67,39033,-13.964,7.333333333333334e-05,0.03796162083745,0.01,460,2,7.333333333333334e-05,150000
341,616,157260,0.05,254.67,39289,-13.786,7.333333333333334e-05,0.0570103228092193,0.01,460,2,7.333333333333334e-05,150000
343,620,158284,0.05,254.67,39545,-13.988,7.333333333333334e-05,0.0051129194907844,0.01,460,2,7.333333333333334e-05,150000
346,624,159308,0.05,254.67,39801,-13.803999999999998,7.333333333333334e-05,0.0645426213741302,0.01,460,2,7.333333333333334e-05,150000
348,628,160332,0.05,254.67,40057,-13.969999999999995,7.333333333333334e-05,0.0022959914058446,0.01,460,2,7.333333333333334e-05,150000
350,632,161356,0.05,254.67,40313,-13.810000000000002,7.333333333333334e-05,0.0346384868025779,0.01,459,2,7.333333333333334e-05,150000
353,636,162380,0.05,254.67,40569,-13.844,7.333333333333334e-05,0.0110443038865923,0.01,459,2,7.333333333333334e-05,150000
355,640,163404,0.05,254.67,40825,-13.734000000000002,7.333333333333334e-05,0.0053585683926939,0.01,459,2,7.333333333333334e-05,150000
357,644,164428,0.05,254.67,41081,-13.829999999999997,7.333333333333334e-05,0.0048047113232314,0.01,459,2,7.333333333333334e-05,150000
360,648,165452,0.05,254.67,41337,-13.561999999999998,7.333333333333334e-05,0.00150850310456,0.01,459,2,7.333333333333334e-05,150000
362,652,166476,0.05,254.67,41593,-13.738,7.333333333333334e-05,0.0020006755366921,0.01,459,2,7.333333333333334e-05,150000
364,656,167500,0.05,254.67,41849,-13.714,7.333333333333334e-05,0.0251467078924179,0.01,459,2,7.333333333333334e-05,150000
367,660,168524,0.05,254.67,42105,-13.87,7.333333333333334e-05,0.002361831953749,0.01,458,2,7.333333333333334e-05,150000
369,664,169548,0.05,254.67,42361,-13.826,7.333333333333334e-05,0.0028715149965137,0.01,458,2,7.333333333333334e-05,150000
371,668,170572,0.05,254.67,42617,-13.748,7.333333333333334e-05,0.0617206394672393,0.01,458,2,7.333333333333334e-05,150000
374,672,171596,0.05,254.67,42873,-13.736,7.333333333333334e-05,0.0014391741715371,0.01,458,2,7.333333333333334e-05,150000
376,676,172620,0.05,254.67,43129,-13.66,7.333333333333334e-05,0.0015976655995473,0.01,458,2,7.333333333333334e-05,150000
378,680,173644,0.05,254.67,43385,-13.599999999999998,7.333333333333334e-05,0.0014723259955644,0.01,458,2,7.333333333333334e-05,150000
381,684,174668,0.05,254.67,43641,-13.734000000000002,7.333333333333334e-05,0.0099770287051796,0.01,458,2,7.333333333333334e-05,150000
383,688,175692,0.05,254.67,43897,-13.576,7.333333333333334e-05,0.0014753250870853,0.01,458,2,7.333333333333334e-05,150000
385,692,176716,0.05,256.0,44153,-14.472,7.333333333333334e-05,0.0309842862188816,0.0,458,2,7.333333333333334e-05,150000
388,696,177740,0.05,256.0,44409,-14.654000000000002,7.333333333333334e-05,0.0341000594198703,0.0,458,2,7.333333333333334e-05,150000
390,700,178764,0.05,256.0,44665,-14.756000000000002,7.333333333333334e-05,0.0017076157964766,0.0,457,2,7.333333333333334e-05,150000
392,704,179788,0.05,256.0,44921,-14.821999999999996,7.333333333333334e-05,0.0542171075940132,0.0,457,2,7.333333333333334e-05,150000
394,708,180812,0.05,256.0,45177,-14.602,7.333333333333334e-05,0.0023674988187849,0.0,457,2,7.333333333333334e-05,150000
397,712,181836,0.05,256.0,45433,-14.604,7.333333333333334e-05,0.0021024716552346,0.0,457,2,7.333333333333334e-05,150000
399,716,182860,0.05,256.0,45689,-14.526000000000002,7.333333333333334e-05,0.0292975008487701,0.0,457,2,7.333333333333334e-05,150000
401,720,183884,0.05,256.0,45945,-14.451999999999998,7.333333333333334e-05,0.0306453667581081,0.0,457,2,7.333333333333334e-05,150000
404,724,184908,0.05,256.0,46201,-14.73,7.333333333333334e-05,0.0233580116182565,0.0,457,2,7.333333333333334e-05,150000
406,728,185932,0.05,256.0,46457,-14.778000000000002,7.333333333333334e-05,0.0363538563251495,0.0,457,2,7.333333333333334e-05,150000
408,732,186956,0.05,256.0,46713,-14.893999999999998,7.333333333333334e-05,0.0053067803382873,0.0,457,2,7.333333333333334e-05,150000
411,736,187980,0.05,256.0,46969,-14.977999999999998,7.333333333333334e-05,0.0297901332378387,0.0,457,2,7.333333333333334e-05,150000
413,740,189004,0.05,256.0,47225,-15.032,7.333333333333334e-05,0.000801830086857,0.0,456,2,7.333333333333334e-05,150000
415,744,190028,0.05,256.0,47481,-15.140000000000002,7.333333333333334e-05,0.0609056912362575,0.0,456,2,7.333333333333334e-05,150000
418,748,191052,0.05,256.0,47737,-15.43,7.333333333333334e-05,0.0269592702388763,0.0,456,2,7.333333333333334e-05,150000
420,752,192076,0.05,256.0,47993,-15.508000000000004,7.333333333333334e-05,0.0033219773322343,0.0,456,2,7.333333333333334e-05,150000
422,756,193100,0.05,256.0,48249,-15.746,7.333333333333334e-05,0.0018531051464378,0.0,456,2,7.333333333333334e-05,150000
425,760,194124,0.05,256.0,48505,-15.786,7.333333333333334e-05,0.0010728422785177,0.0,456,2,7.333333333333334e-05,150000
427,764,195148,0.05,256.0,48761,-16.009999999999998,7.333333333333334e-05,0.023420188575983,0.0,456,2,7.333333333333334e-05,150000
429,768,196172,0.05,256.0,49017,-16.028000000000002,7.333333333333334e-05,0.0014146857429295,0.0,456,2,7.333333333333334e-05,150000
432,772,197196,0.05,256.0,49273,-15.656,7.333333333333334e-05,0.0015367537271231,0.0,456,2,7.333333333333334e-05,150000
434,776,198220,0.05,256.0,49529,-15.743999999999998,7.333333333333334e-05,0.0035547113511711,0.0,456,2,7.333333333333334e-05,150000
436,780,199244,0.05,256.0,49785,-15.946,7.333333333333334e-05,0.0637330561876297,0.0,456,2,7.333333333333334e-05,150000
439,784,200268,0.05,256.0,50041,-15.676000000000002,7.333333333333334e-05,0.002036657417193,0.0,455,2,7.333333333333334e-05,150000
441,788,201292,0.05,256.0,50297,-15.792,7.333333333333334e-05,0.0287736672908067,0.0,455,2,7.333333333333334e-05,150000
443,792,202316,0.05,256.0,50553,-15.858,7.333333333333334e-05,0.0255563538521528,0.0,455,2,7.333333333333334e-05,150000
446,796,203340,0.05,256.0,50809,-15.936,7.333333333333334e-05,0.0319505333900451,0.0,455,2,7.333333333333334e-05,150000
448,800,204364,0.05,256.0,51065,-15.688000000000002,7.333333333333334e-05,0.0034586307592689,0.0,455,2,7.333333333333334e-05,150000
450,804,205388,0.05,256.0,51321,-15.392,7.333333333333334e-05,0.0027719750069081,0.0,455,2,7.333333333333334e-05,150000
453,808,206412,0.05,256.0,51577,-15.658,7.333333333333334e-05,0.0013222221750766,0.0,455,2,7.333333333333334e-05,150000
455,812,207436,0.05,256.0,51833,-15.696000000000002,7.333333333333334e-05,0.0084425313398242,0.0,455,2,7.333333333333334e-05,150000
457,816,208460,0.05,256.0,52089,-15.686,7.333333333333334e-05,0.0311139374971389,0.0,455,2,7.333333333333334e-05,150000
460,820,209484,0.05,256.0,52345,-15.744000000000002,7.333333333333334e-05,0.0044280779547989,0.0,455,2,7.333333333333334e-05,150000
462,824,210508,0.05,256.0,52601,-15.595999999999998,7.333333333333334e-05,0.0049415957182645,0.0,455,2,7.333333333333334e-05,150000
464,828,211532,0.05,256.0,52857,-15.696,7.333333333333334e-05,0.0255037266761064,0.0,455,2,7.333333333333334e-05,150000
467,832,212556,0.05,256.0,53113,-15.72,7.333333333333334e-05,0.0257995035499334,0.0,454,2,7.333333333333334e-05,150000
469,836,213580,0.05,256.0,53369,-15.561999999999996,7.333333333333334e-05,0.0580840595066547,0.0,454,2,7.333333333333334e-05,150000
471,840,214604,0.05,256.0,53625,-15.643999999999997,7.333333333333334e-05,0.003802245715633,0.0,454,2,7.333333333333334e-05,150000
474,844,215628,0.05,256.0,53881,-15.291999999999998,7.333333333333334e-05,0.0010107506532222,0.0,454,2,7.333333333333334e-05,150000
476,848,216652,0.05,256.0,54137,-15.038,7.333333333333334e-05,0.0022262989077717,0.0,454,2,7.333333333333334e-05,150000
478,852,217676,0.05,256.0,54393,-14.844,7.333333333333334e-05,0.0525966584682464,0.0,454,2,7.333333333333334e-05,150000
481,856,218700,0.05,256.0,54649,-14.752,7.333333333333334e-05,0.0040074228309094,0.0,454,2,7.333333333333334e-05,150000
483,860,219724,0.05,256.0,54905,-14.6,7.333333333333334e-05,0.0095282457768917,0.0,454,2,7.333333333333334e-05,150000
485,864,220748,0.05,256.0,55161,-14.638,7.333333333333334e-05,0.0015829472104087,0.0,454,2,7.333333333333334e-05,150000
488,868,221772,0.05,256.0,55417,-14.808,7.333333333333334e-05,0.008418052457273,0.0,454,2,7.333333333333334e-05,150000
490,872,222796,0.05,256.0,55673,-15.076,7.333333333333334e-05,0.000966104096733,0.0,454,2,7.333333333333334e-05,150000
492,876,223820,0.05,256.0,55929,-15.098000000000004,7.333333333333334e-05,0.0316224060952663,0.0,454,2,7.333333333333334e-05,150000
495,880,224844,0.05,256.0,56185,-15.2,7.333333333333334e-05,0.0078268498182296,0.0,453,2,7.333333333333334e-05,150000
497,884,225868,0.05,256.0,56441,-15.661999999999995,7.333333333333334e-05,0.0020264706108719,0.0,453,2,7.333333333333334e-05,150000
499,888,226892,0.05,256.0,56697,-15.749999999999998,7.333333333333334e-05,0.0040820227004587,0.0,453,2,7.333333333333334e-05,150000
502,892,227916,0.05,256.0,56953,-15.833999999999998,7.333333333333334e-05,0.0016931559657678,0.0,453,2,7.333333333333334e-05,150000
504,896,228940,0.05,256.0,57209,-15.306,7.333333333333334e-05,0.0016387263312935,0.0,453,2,7.333333333333334e-05,150000
507,900,229964,0.05,256.0,57465,-15.602,7.333333333333334e-05,0.0016160239465534,0.0,453,2,7.333333333333334e-05,150000
509,904,230988,0.05,256.0,57721,-15.418,7.333333333333334e-05,0.0020919390954077,0.0,453,2,7.333333333333334e-05,150000
511,908,232012,0.05,256.0,57977,-15.268000000000002,7.333333333333334e-05,0.0024617728777229,0.0,453,2,7.333333333333334e-05,150000
514,912,233036,0.05,256.0,58233,-15.403999999999998,7.333333333333334e-05,0.006194757297635,0.0,453,2,7.333333333333334e-05,150000
516,916,234060,0.05,256.0,58489,-15.812,7.333333333333334e-05,0.0062385248020291,0.0,453,2,7.333333333333334e-05,150000
518,920,235084,0.05,256.0,58745,-15.500000000000002,7.333333333333334e-05,0.0069288513623178,0.0,452,2,7.333333333333334e-05,150000
521,924,236108,0.05,256.0,59001,-15.708,7.333333333333334e-05,0.0013101439690217,0.0,452,2,7.333333333333334e-05,150000
523,928,237132,0.05,256.0,59257,-15.602,7.333333333333334e-05,0.3717343509197235,0.0,452,2,7.333333333333334e-05,150000
525,932,238156,0.05,256.0,59513,-15.704,7.333333333333334e-05,0.0328098982572555,0.0,452,2,7.333333333333334e-05,150000
528,936,239180,0.05,256.0,59769,-15.736,7.333333333333334e-05,0.0009287579450756,0.0,452,2,7.333333333333334e-05,150000
530,940,240204,0.05,256.0,60025,-15.588,7.333333333333334e-05,0.0014980952255427,0.0,452,2,7.333333333333334e-05,150000
532,944,241228,0.05,256.0,60281,-15.66,7.333333333333334e-05,0.0928970351815223,0.0,452,2,7.333333333333334e-05,150000
535,948,242252,0.05,256.0,60537,-16.106,7.333333333333334e-05,0.0017078154487535,0.0,452,2,7.333333333333334e-05,150000
537,952,243276,0.05,256.0,60793,-16.292,7.333333333333334e-05,0.0296088084578514,0.0,452,2,7.333333333333334e-05,150000
539,956,244300,0.05,256.0,61049,-16.444000000000003,7.333333333333334e-05,0.0260033104568719,0.0,452,2,7.333333333333334e-05,150000
542,960,245324,0.05,256.0,61305,-16.496,7.333333333333334e-05,0.0045312568545341,0.0,452,2,7.333333333333334e-05,150000
544,964,246348,0.05,256.0,61561,-16.212,7.333333333333334e-05,0.0026159849949181,0.0,452,2,7.333333333333334e-05,150000
547,968,247372,0.05,256.0,61817,-16.084,7.333333333333334e-05,0.0053079077042639,0.0,451,2,7.333333333333334e-05,150000
549,972,248396,0.05,256.0,62073,-16.334,7.333333333333334e-05,0.0017512469785287,0.0,451,2,7.333333333333334e-05,150000
552,976,249420,0.05,256.0,62329,-16.334,7.333333333333334e-05,0.0321402549743652,0.0,451,2,7.333333333333334e-05,150000
1,4,1024,0.980544,256.0,230,-202.0,4.666666666666667e-05,0.0176669992506504,0.0,617,3,4.666666666666667e-05,100000
3,8,2048,0.9610880000000002,256.0,486,-199.125,4.666666666666667e-05,0.0135028362274169,0.0,595,3,4.666666666666667e-05,100000
5,12,3072,0.941632,256.0,742,-199.36666666666665,4.666666666666667e-05,0.0746088176965713,0.0,590,3,4.666666666666667e-05,100000
6,16,4096,0.9221760000000002,256.0,998,-199.75,4.666666666666667e-05,0.0155091891065239,0.0,585,3,4.666666666666667e-05,100000
8,20,5120,0.9027199999999996,256.0,1254,-197.5,4.666666666666667e-05,0.0121957175433635,0.0,582,3,4.666666666666667e-05,100000
10,24,6144,0.8832639999999998,256.0,1510,-196.975,4.666666666666667e-05,0.045107215642929,0.0,578,3,4.666666666666667e-05,100000
12,28,7168,0.8638079999999999,256.0,1766,-196.35,4.666666666666667e-05,0.011658445931971,0.0,576,3,4.666666666666667e-05,100000
14,32,8192,0.8443519999999999,256.0,2022,-194.14375,4.666666666666667e-05,0.0107809025794267,0.0,573,3,4.666666666666667e-05,100000
16,36,9216,0.824896,256.0,2278,-193.37222222222223,4.666666666666667e-05,0.0569914430379867,0.0,570,3,4.666666666666667e-05,100000
18,40,10240,0.80544,256.0,2534,-190.585,4.666666666666667e-05,0.022890493273735,0.0,567,3,4.666666666666667e-05,100000
19,44,11264,0.785984,256.0,2790,-189.00454545454548,4.666666666666667e-05,0.033443346619606,0.0,565,3,4.666666666666667e-05,100000
21,48,12288,0.7665280000000001,256.0,3046,-187.1875,4.666666666666667e-05,0.0086198449134826,0.0,563,3,4.666666666666667e-05,100000
23,52,13312,0.7470720000000002,256.0,3302,-186.0653846153846,4.666666666666667e-05,0.0157401524484157,0.0,561,3,4.666666666666667e-05,100000
25,56,14285,0.7285850000000001,255.08928571428572,3546,-179.73928571428573,4.666666666666667e-05,0.040734626352787,0.0357142857142857,559,3,4.666666666666667e-05,100000
27,60,15309,0.7091290000000002,255.15,3802,-178.91000000000005,4.666666666666667e-05,0.0680982246994972,0.0333333333333333,557,3,4.666666666666667e-05,100000
29,64,16333,0.6896730000000003,255.203125,4058,-177.83749999999998,4.666666666666667e-05,0.0389074943959713,0.03125,554,3,4.666666666666667e-05,100000
31,68,17357,0.6702169999999998,255.25,4314,-177.1705882352941,4.666666666666667e-05,0.0124292280524969,0.0294117647058823,552,3,4.666666666666667e-05,100000
33,72,18381,0.6507609999999999,255.29166666666663,4570,-175.66111111111113,4.666666666666667e-05,0.0067271939478814,0.0277777777777777,550,3,4.666666666666667e-05,100000
35,76,19405,0.631305,255.32894736842104,4826,-174.18947368421053,4.666666666666667e-05,0.0090654324740171,0.0263157894736842,548,3,4.666666666666667e-05,100000
37,80,20429,0.611849,255.3625,5082,-173.3225,4.666666666666667e-05,0.0097065698355436,0.025,546,3,4.666666666666667e-05,100000
39,84,21453,0.5923930000000001,255.3928571428571,5338,-172.2428571428571,4.666666666666667e-05,0.0352962128818035,0.0238095238095238,545,3,4.666666666666667e-05,100000
41,88,22477,0.572937,255.42045454545453,5594,-170.51363636363638,4.666666666666667e-05,0.032153807580471,0.0227272727272727,543,3,4.666666666666667e-05,100000
43,92,23501,0.5534810000000001,255.44565217391303,5850,-168.82391304347829,4.666666666666667e-05,0.0353336334228515,0.0217391304347826,541,3,4.666666666666667e-05,100000
45,96,24525,0.5340250000000002,255.46875,6106,-166.94166666666666,4.666666666666667e-05,0.0393266007304191,0.0208333333333333,540,3,4.666666666666667e-05,100000
47,100,25549,0.5145690000000003,255.49,6362,-164.762,4.666666666666667e-05,0.0347396992146968,0.02,538,3,4.666666666666667e-05,100000
49,104,26573,0.4951129999999998,255.49,6618,-161.232,4.666666666666667e-05,0.0388588011264801,0.02,536,3,4.666666666666667e-05,100000
51,108,27597,0.4756569999999999,255.49,6874,-157.822,4.666666666666667e-05,0.0102497600018978,0.02,535,3,4.666666666666667e-05,100000
53,112,28621,0.4562009999999999,255.49,7130,-154.63,4.666666666666667e-05,0.0497291795909404,0.02,533,3,4.666666666666667e-05,100000
55,116,29645,0.4367449999999999,255.49,7386,-150.84199999999998,4.666666666666667e-05,0.1269900202751159,0.02,531,3,4.666666666666667e-05,100000
57,120,30669,0.417289,255.49,7642,-147.248,4.666666666666667e-05,0.0118249617516994,0.02,529,3,4.666666666666667e-05,100000
60,124,31693,0.3978330000000001,255.49,7898,-143.512,4.666666666666667e-05,0.0799099504947662,0.02,527,3,4.666666666666667e-05,100000
62,128,32634,0.3799540000000001,254.66,8133,-138.188,4.666666666666667e-05,0.3791631758213043,0.03,525,3,4.666666666666667e-05,100000
