time/total_timesteps,train/value_loss,train/n_updates,train/policy_gradient_loss,train/entropy_loss,train/loss,phase
425984,0.0796600149085861,2070.0,-3.2802927307784555e-08,-0.0002422876792479,0.0929681211709976,1
428032,0.1315511214146681,2080.0,5.331821739673614e-09,-0.0002692217214644,0.0800390839576721,1
430080,0.0026130044576348,2090.0,-4.75090928375721e-08,-0.0002768426296825,0.0004177111841272,1
432128,0.1269102530102827,2100.0,-1.760781742632389e-08,-0.0002878613464417,0.0488438606262207,1
434176,0.0137510010768892,2110.0,-0.0005392696592025,-0.0002066304628897,0.0019753917586058,1
436224,0.0095112754730507,2120.0,4.4979969970881946e-08,-0.0002156729116904,0.0010779722360894,1
438272,0.0104153994405351,2130.0,1.623993739485741e-08,-0.0002181988154916,0.009665791876614,1
440320,0.0976034175546374,2140.0,-6.059417501091957e-09,-0.0002056657991488,0.0035004706587642,1
442368,0.2416597970237489,2150.0,-1.9444269128143788e-08,-0.0002149485497284,0.1475034654140472,1
444416,0.0014217600957636,2160.0,-8.284696377813817e-08,-0.0002322092810572,0.0006687224959023,1
446464,0.282712875836296,2170.0,-2.1593587007373574e-07,-0.000219911019667,0.0909745171666145,1
448512,0.3392364757368341,2180.0,3.3527612686157223e-09,-0.0002236500691651,0.0024068073835223,1
450560,0.5263747587800026,2190.0,-1.6461126506328583e-08,-0.0002279703901876,0.3143854439258575,1
452608,0.2973874198331032,2200.0,-1.2433156371116638e-08,-0.0002185581532103,0.3198825120925903,1
454656,0.0088055882399203,2210.0,-8.92265234142542e-08,-0.0002100663346936,0.0042040357366204,1
456704,0.0986777370057097,2220.0,-8.59028659760952e-08,-0.0002473501192071,0.14822418987751,1
458752,0.1543059074541815,2230.0,-1.803738996386528e-07,-0.0002604188703116,0.0011886820429936,1
460800,0.0597417081327876,2240.0,-2.7247006073594098e-08,-0.0002504849871911,0.063546173274517,1
462848,0.0976820013369433,2250.0,1.6367994248867034e-08,-0.0002435239854094,0.0697901397943496,1
464896,0.0266684750789863,2260.0,4.426692612469196e-09,-0.000260581886323,0.0072101606056094,1
466944,0.0406098176710656,2270.0,-6.365589797496795e-08,-0.0002538449658459,0.0013745028991252,1
468992,0.1067183008315623,2280.0,-9.255018085241319e-08,-0.0002885698246245,0.0007129373261705,1
