time/total_timesteps,train/loss,train/policy_gradient_loss,train/value_loss,train/n_updates,train/entropy_loss,phase
227328,0.0534153208136558,1.746229827404022e-09,0.0887448557041352,1100.0,-8.235160112235462e-05,1
229376,0.0374947749078273,2.264278009533882e-09,0.0622452644893201,1110.0,-8.764666326896987e-05,1
231424,0.039099458605051,-3.469176590442657e-09,0.0734575827198568,1120.0,-8.544465845261584e-05,1
233472,0.1285755485296249,-3.3935066312551493e-09,0.161762079334585,1130.0,-8.577006246923702e-05,1
235520,0.0026070955209434,4.5052729547023785e-09,0.1036317103280453,1140.0,-8.232291338572395e-05,1
237568,0.0008722714846953,2.805609256029129e-09,0.0380517961646546,1150.0,-8.584581228205934e-05,1
239616,0.0072240894660353,-1.7345882952213286e-09,0.0358276075683534,1160.0,-8.82702926901402e-05,1
241664,0.030060539022088,-4.126923158764839e-09,0.0571928211662452,1170.0,-8.787105962255737e-05,1
243712,0.0089240726083517,3.4924596548080444e-10,0.0354521006691356,1180.0,-8.50696611450985e-05,1
245760,0.0448372699320316,2.8579961508512494e-09,0.0895491246890742,1190.0,-8.648822522445698e-05,1
247808,0.0307866409420967,-2.2060703486204147e-09,0.0366948232040158,1200.0,-8.421597212873166e-05,1
249856,0.0086946701630949,-2.1129380911588667e-09,0.0964434758061543,1210.0,-8.536012956028571e-05,1
251904,0.0153928454965353,-1.469743438065052e-09,0.0372105866903439,1220.0,-8.759599586483091e-05,1
253952,0.0208378657698631,-1.271837390959263e-09,0.0193557961607439,1230.0,-8.704609344931669e-05,1
256000,0.0370744206011295,2.8521753847599026e-10,0.035838397257612,1240.0,-8.69473392413056e-05,1
258048,0.0027773596812039,2.310844138264656e-09,0.0195441019157442,1250.0,-8.78996306710178e-05,1
260096,0.204991802573204,-2.1245796233415604e-09,0.2200197783065959,1260.0,-8.560824599044282e-05,1
262144,0.0031789392232894,-1.057051122188568e-08,0.0111299142729876,1270.0,-8.645778170830453e-05,1
264192,0.0170371253043413,-1.280568540096283e-09,0.0861016333277802,1280.0,-8.644131976325298e-05,1
266240,0.0294501911848783,-1.3969838619232178e-09,0.0749480362021131,1290.0,-8.533593663742067e-05,1
268288,0.1580800563097,-9.313225746154783e-10,0.128572074996191,1300.0,-8.444848008366534e-05,1
270336,0.0048546367324888,-3.3178366720676423e-10,0.0273975801734195,1310.0,-8.555122085454058e-05,1
272384,0.0488994158804416,1.2805685400962828e-10,0.0269948910579842,1320.0,-8.631872997284517e-05,1
274432,0.0147802243009209,-9.773066267371178e-09,0.0300346531585091,1330.0,-8.700804246473127e-05,1
276480,0.0014789496781304,-2.299202606081962e-09,0.0077237404591869,1340.0,-8.759477304920438e-05,1
278528,0.0024355887435376,-7.974449545145033e-10,0.0115224281595146,1350.0,-8.970432782007265e-05,1
280576,0.0672339349985122,1.2398231774568556e-09,0.1468184297555126,1360.0,-8.531512457921053e-05,1
282624,0.0021383587736636,-7.648486644029618e-09,0.0138751746708294,1370.0,-8.491927110299002e-05,1
284672,0.0036770671140402,4.831235855817794e-10,0.0191548978240462,1380.0,-8.6421943615278e-05,1
286720,0.0270507484674453,-0.0007193491095677,0.0934970247093588,1390.0,-6.816514833190013e-05,1
288768,0.1963462978601455,7.101334631443022e-10,0.2508178608957678,1400.0,-6.264163366722641e-05,1
290816,0.0039787115529179,1.816079020500183e-09,0.0143966144045407,1410.0,-6.415761872631265e-05,1
292864,0.0108596002683043,-2.62516550719738e-09,0.0151124794880161,1420.0,-6.31913630058989e-05,1
294912,0.0029804727528244,-2.7258647605776787e-08,0.0071847595047074,1430.0,-6.484660580099443e-05,1
296960,0.0923572406172752,3.14321368932724e-10,0.0841286469832994,1440.0,-6.504844041046453e-05,1
299008,0.1657709330320358,-2.793967723846435e-10,0.1109279222029726,1450.0,-6.569908473466057e-05,1
301056,0.0079548265784978,2.532033249735832e-10,0.0169259257891098,1460.0,-6.347694643409341e-05,1
303104,0.0952648371458053,7.334165275096892e-10,0.1075587066559819,1470.0,-6.637791939283489e-05,1
