r,l,t,is_success,dead_loop_events,wall_collision_count
-197.0,256,1.13866,0.0,234.0,59.0
-213.0,256,1.580595,0.0,193.0,43.0
-196.0,256,2.007154,0.0,222.0,60.0
-198.0,256,2.435666,0.0,234.0,58.0
-202.0,256,2.862326,0.0,212.0,54.0
-214.0,256,3.290049,0.0,214.0,42.0
-189.0,256,3.723013,0.0,234.0,67.0
-208.0,256,4.157525,0.0,232.0,46.0
-210.0,256,4.589712,0.0,207.0,46.0
-190.0,256,5.018942,0.0,234.0,66.0
-196.0,256,5.453265,0.0,221.0,58.0
-212.0,256,5.884633,0.0,188.0,40.0
-186.0,256,6.316142,0.0,233.0,70.0
-199.0,256,6.792049,0.0,190.0,55.0
-200.0,256,7.22302,0.0,215.0,56.0
-208.0,256,7.663637,0.0,189.0,48.0
-183.0,256,8.10154,0.0,234.0,71.0
-197.0,256,8.544262,0.0,215.0,59.0
-178.0,256,8.982732,0.0,234.0,78.0
-177.0,256,9.432877,0.0,230.0,79.0
-188.0,256,9.875759,0.0,207.0,66.0
-197.0,256,10.330294,0.0,163.0,59.0
-188.0,256,10.783475,0.0,206.0,68.0
-200.0,256,11.233947,0.0,229.0,56.0
-194.0,256,11.682631,0.0,234.0,62.0
-176.0,256,12.133828,0.0,234.0,80.0
-185.0,256,12.589073,0.0,217.0,71.0
-208.0,256,13.032445,0.0,188.0,48.0
-189.0,256,13.481189,0.0,234.0,67.0
-170.0,256,13.937392,0.0,234.0,86.0
-194.0,256,14.397398,0.0,233.0,60.0
-172.0,256,14.854295,0.0,222.0,84.0
-193.0,256,15.307435,0.0,212.0,63.0
-178.0,256,15.77918,0.0,215.0,78.0
-195.0,256,16.238982,0.0,195.0,61.0
-186.0,256,16.694894,0.0,234.0,68.0
-170.0,256,17.156649,0.0,194.0,80.0
-193.0,256,17.606236,0.0,210.0,63.0
-197.0,256,18.063963,0.0,201.0,59.0
-169.0,256,18.530299,0.0,196.0,87.0
-182.0,256,19.01493,0.0,167.0,74.0
-193.0,256,19.481549,0.0,222.0,63.0
-182.0,256,19.937737,0.0,233.0,74.0
