time/fps,rollout/ep_len_mean,rollout/success_rate,time/iterations,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,train/entropy_loss,train/value_loss,train/loss,train/clip_range,train/learning_rate,train/n_updates,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/clip_fraction,phase,phase_learning_rate_start,phase_learning_rate_end
246,256.0,0.0,81,165888,672,-2.88,-0.0002997181247337,0.2793507426133146,0.2188609987497329,0.2,0.00025904,800.0,5.937181413173674e-10,0.0,-0.0003899335861206,0.0,1,0.0003,5e-05
246,256.0,0.0,82,167936,681,-2.78,-0.0003146446375467,0.2528540331564727,0.2585555911064148,0.2,0.0002585279999999,810.0,-1.367880031466484e-09,0.0,1.1920928955078125e-07,0.0,1,0.0003,5e-05
246,256.0,0.0,83,169984,689,-2.72,-0.0003184843630151,0.0314502609528517,0.0019640221726149,0.2,0.0002580159999999,820.0,1.3277167454361917e-08,0.0,8.344650268554688e-07,0.0,1,0.0003,5e-05
246,256.0,0.0,84,172032,698,-2.5,-0.0003216854889615,0.037049990831656,0.0038995873183012,0.2,0.000257504,830.0,-6.181653589010239e-09,-8.731149e-11,0.0002256631851196,0.0,1,0.0003,5e-05
245,256.0,0.0,85,174080,707,-2.6,-0.0003415260929614,0.0314307485616609,0.0020183324813842,0.2,0.000256992,840.0,-1.8603168427944185e-08,-3.812602e-09,6.151199340820312e-05,0.0,1,0.0003,5e-05
245,256.0,0.0,86,176128,716,-2.58,-0.0003711814439157,0.3149218833073973,0.1479161232709884,0.2,0.0002564799999999,850.0,2.0139850676059724e-09,-1.7753337e-08,-1.1920928955078125e-06,0.0,1,0.0003,5e-05
245,256.0,0.0,87,178176,725,-2.56,-0.000364108839858,0.1068958809702962,0.0611537918448448,0.2,0.0002559679999999,860.0,-4.412140697240829e-09,-5.646143e-09,0.0002107620239257,0.0,1,0.0003,5e-05
245,256.0,0.0,88,180224,733,-2.64,-0.0003685115778353,0.0882756585320748,0.0025106330867856,0.2,0.000255456,870.0,4.074536263942718e-10,-1.1641532e-10,0.0043461322784423,0.0,1,0.0003,5e-05
245,256.0,0.0,89,182272,742,-2.71,-0.0004035676509374,0.1123990450025303,0.0964830368757247,0.2,0.000254944,880.0,-1.935986801981926e-08,-4.042522e-08,5.185604095458984e-06,0.0,1,0.0003,5e-05
245,256.0,0.0,90,184320,751,-2.75,-0.0002277428662637,0.3145131123950705,0.2971125245094299,0.2,0.0002544319999999,890.0,-0.0003813829680439,0.0001714502,-1.1920928955078125e-07,0.000439453125,1,0.0003,5e-05
245,256.0,0.0,91,186368,760,-2.85,-0.0001935691139806,0.314310390362516,0.1701109856367111,0.2,0.00025392,900.0,-5.937181413173674e-10,0.0,0.0007805228233337,0.0,1,0.0003,5e-05
245,256.0,0.0,92,188416,768,-2.79,-0.0001875408963314,0.1262455206306185,0.065616950392723,0.2,0.000253408,910.0,9.650830179452897e-09,0.0,-9.97781753540039e-05,0.0,1,0.0003,5e-05
244,256.0,0.0,93,190464,777,-2.85,-0.0001906877036162,0.0040095878243846,0.003892668755725,0.2,0.0002528959999999,920.0,8.754432201385498e-09,0.0,0.0027296543121337,0.0,1,0.0003,5e-05
244,256.0,0.0,94,192512,786,-2.93,-0.0001921801329444,0.344106487953104,0.0825171172618866,0.2,0.000252384,930.0,9.313225746154786e-11,0.0,0.0047585368156433,0.0,1,0.0003,5e-05
244,256.0,0.0,95,194560,794,-3.09,-0.0002240178600914,0.2298888483084738,0.0054509071633219,0.2,0.000251872,940.0,-3.4191180020570754e-08,-1.1641532e-10,-0.0033471584320068,0.0,1,0.0003,5e-05
244,256.0,0.0,96,196608,803,-3.17,-0.0002185295714298,0.22864965419285,0.0562422089278698,0.2,0.0002513599999999,950.0,-6.495974957942962e-09,0.0,0.0014324784278869,0.0,1,0.0003,5e-05
244,256.0,0.0,97,198656,812,-3.27,-0.0001973917476789,0.0659917030970973,0.0254146978259086,0.2,0.0002508479999999,960.0,-2.706656232476234e-09,0.0,-0.0070894956588745,0.0,1,0.0003,5e-05
244,256.0,0.0,98,200704,821,-2.99,-0.0002050900460744,0.1102008564193965,0.0165502894669771,0.2,0.000250336,970.0,-1.3387762010097504e-09,0.0,-0.0029184818267822,0.0,1,0.0003,5e-05
244,256.0,0.0,99,202752,829,-3.23,-0.0002422355182716,0.0546278661011456,0.0078163249418139,0.2,0.0002498239999999,980.0,-1.4866236597299576e-08,0.0,0.0304952263832092,0.0,1,0.0003,5e-05
244,256.0,0.0,100,204800,838,-3.25,-0.0002359965377763,0.3094541484839282,0.0866991281509399,0.2,0.0002493119999999,990.0,-2.4924520403146743e-08,-5.820766e-11,-0.0019621849060058,0.0,1,0.0003,5e-05
244,256.0,0.0,101,206848,847,-3.14,-0.0002157406104743,0.2521534823201364,0.0086688641458749,0.2,0.0002488,1000.0,-3.771856427192688e-09,0.0,-4.76837158203125e-07,0.0,1,0.0003,5e-05
243,256.0,0.0,102,208896,856,-3.06,-0.000217070508188,0.0938694878816022,0.0228366889059543,0.2,0.0002482879999999,1010.0,6.82193785905838e-09,0.0,0.0005737543106079,0.0,1,0.0003,5e-05
243,256.0,0.0,103,210944,866,-2.96,-0.000221351457003,0.0324111263154918,0.0156001709401607,0.2,0.0002477759999999,1020.0,9.313225746154783e-10,0.0,-0.0004154443740844,0.0,1,0.0003,5e-05
243,256.0,0.0,104,212992,875,-3.0,-0.0002173495935494,0.0588012822707241,0.0317103713750839,0.2,0.0002472639999999,1030.0,1.7834827303886412e-08,0.0,-0.0006471872329711,0.0,1,0.0003,5e-05
243,256.0,0.0,105,215040,884,-3.13,-0.000224751065798,0.1435300777520751,0.0025416302960366,0.2,0.000246752,1040.0,-8.457573130726815e-09,0.0,-0.0016565322875976,0.0,1,0.0003,5e-05
243,256.0,0.0,106,217088,892,-2.89,-0.0001218285401591,0.1991184765473008,0.0722691565752029,0.2,0.0002462399999999,1050.0,-0.000850539538078,0.00021441386,-0.0017260313034057,0.000439453125,1,0.0003,5e-05
243,256.0,0.0,107,219136,901,-2.73,-0.0001029693115924,0.0428140662992518,0.0093274600803852,0.2,0.0002457279999999,1060.0,-1.5892146620899438e-08,0.0,0.0071725249290466,0.0,1,0.0003,5e-05
243,256.0,0.0,108,221184,909,-2.69,-0.0001021558890897,0.1179621587049041,0.0061121420003473,0.2,0.000245216,1070.0,-7.39237293601036e-10,0.0,-0.0010054111480712,0.0,1,0.0003,5e-05
243,256.0,0.0,109,223232,918,-2.63,-0.0001046228699124,0.0816837104641308,0.0520810782909393,0.2,0.0002447039999999,1080.0,-4.237517714500427e-09,0.0,-0.0002254247665405,0.0,1,0.0003,5e-05
242,256.0,0.0,110,225280,927,-2.59,-0.0001034750543112,0.0827553445375088,0.0699734464287757,0.2,0.0002441919999999,1090.0,8.172355592250824e-09,0.0,-0.0009998083114624,0.0,1,0.0003,5e-05
242,256.0,0.0,111,227328,936,-2.57,-0.0001048315697516,0.0413905781049834,0.0110830971971154,0.2,0.0002436799999999,1100.0,-1.0157236829400064e-08,0.0,0.0383257865905761,0.0,1,0.0003,5e-05
242,256.0,0.0,112,229376,944,-2.55,-0.0001389911143633,0.19848161219561,0.0875448286533355,0.2,0.0002431679999999,1110.0,-2.171145752072334e-09,0.0,0.0263347625732421,0.0,1,0.0003,5e-05
242,256.0,0.0,113,231424,953,-2.57,-0.0001050553989443,0.1023886736453278,0.0998944640159607,0.2,0.0002426559999999,1120.0,-5.378387868404389e-09,0.0,0.1095530986785888,0.0,1,0.0003,5e-05
242,256.0,0.0,114,233472,962,-2.63,-0.000104115731392,0.1592382541202823,0.1348976045846939,0.2,0.0002421439999999,1130.0,3.640889190137386e-09,0.0,0.2612655162811279,0.0,1,0.0003,5e-05
242,256.0,0.0,115,235520,971,-2.59,-0.0001069069400728,0.1807177441834938,0.0504304356873035,0.2,0.0002416319999999,1140.0,-1.1757947504520416e-09,0.0,0.2592851519584656,0.0,1,0.0003,5e-05
242,256.0,0.0,116,237568,980,-2.63,-0.0001073914156222,0.0264818912099144,0.0194213036447763,0.2,0.0002411199999999,1150.0,-5.2212271839380274e-09,0.0,0.6544753313064575,0.0,1,0.0003,5e-05
242,256.0,0.0,117,239616,989,-2.61,-0.0001075937938367,0.1544449417793657,0.0109860794618725,0.2,0.0002406079999999,1160.0,1.391163095831871e-09,0.0,0.1781386137008667,0.0,1,0.0003,5e-05
242,256.0,0.0,118,241664,998,-2.52,-0.0001044434031427,0.0375629609923635,0.0260353609919548,0.2,0.0002400959999999,1170.0,-6.2282197177410126e-09,0.0,0.2494817376136779,0.0,1,0.0003,5e-05
242,256.0,0.0,119,243712,1006,-2.56,-0.0001068870255039,0.1684875686260056,0.0035903370007872,0.2,0.0002395839999999,1180.0,9.604264050722122e-09,0.0,0.0889720916748046,0.0,1,0.0003,5e-05
242,256.0,0.0,120,245760,1015,-2.69,-0.0001105141451262,0.0467778912880021,0.0001883296354208,0.2,0.0002390719999999,1190.0,2.2351741790771484e-09,0.0,0.2393889427185058,0.0,1,0.0003,5e-05
242,256.0,0.0,121,247808,1023,-2.63,-6.159111476335965e-05,0.2169867844553664,0.0278515480458736,0.2,0.0002385599999999,1200.0,-0.0002248952980153,0.00027606208,0.0083702802658081,0.000390625,1,0.0003,5e-05
241,256.0,0.0,122,249856,1032,-2.59,-4.6424208994721995e-05,0.0606147099060763,0.0558007955551147,0.2,0.0002380479999999,1210.0,-3.271270543336868e-09,0.0,0.1040626764297485,0.0,1,0.0003,5e-05
241,256.0,0.0,123,251904,1041,-2.77,-4.67251800273516e-05,0.00537993205171,0.0019927737303078,0.2,0.0002375359999999,1220.0,-2.4476321414113043e-09,0.0,0.5480583906173706,0.0,1,0.0003,5e-05
241,256.0,0.0,124,253952,1050,-2.63,-4.701952098002948e-05,0.249120188341476,0.1783712208271026,0.2,0.0002370239999999,1230.0,1.629814505577087e-10,0.0,0.0513862371444702,0.0,1,0.0003,5e-05
241,256.0,0.0,125,256000,1059,-2.67,-4.645983794944186e-05,0.0759836460463702,0.0357358492910862,0.2,0.0002365119999999,1240.0,-6.402842700481415e-10,0.0,0.17033451795578,0.0,1,0.0003,5e-05
241,256.0,0.0,126,258048,1068,-2.63,-4.620843196789792e-05,0.0717381794536777,0.0854594707489013,0.2,0.0002359999999999,1250.0,3.0850060284137725e-10,0.0,0.16804039478302,0.0,1,0.0003,5e-05
241,256.0,0.0,127,260096,1076,-2.65,-4.580546856232104e-05,0.1436212705797515,0.0765295550227165,0.2,0.0002354879999999,1260.0,0.0,0.0,0.0576801300048828,0.0,1,0.0003,5e-05
241,256.0,0.0,128,262144,1085,-2.81,-4.600067773026239e-05,0.1883762603218201,0.0696243643760681,0.2,0.0002349759999999,1270.0,-5.820766091346741e-11,0.0,0.0481114387512207,0.0,1,0.0003,5e-05
241,256.0,0.0,129,264192,1094,-2.85,-4.587652347254334e-05,0.1624437738966662,0.0208395086228847,0.2,0.0002344639999999,1280.0,6.402842700481415e-10,0.0,0.0083260536193847,0.0,1,0.0003,5e-05
241,256.0,0.0,130,266240,1103,-2.91,-4.686894617407233e-05,0.2703607701550936,0.1955441534519195,0.2,0.0002339519999999,1290.0,3.748573362827301e-09,0.0,0.0042639970779418,0.0,1,0.0003,5e-05
241,256.0,0.0,131,268288,1111,-3.07,-4.648757303584717e-05,0.1738924187957309,0.13754703104496,0.2,0.0002334399999999,1300.0,-1.7462298274040222e-10,0.0,0.0255277156829834,0.0,1,0.0003,5e-05
241,256.0,0.0,132,270336,1120,-3.18,-4.640953306989104e-05,0.19566829369287,0.106979101896286,0.2,0.0002329279999999,1310.0,-5.762558430433274e-10,0.0,0.0335023403167724,0.0,1,0.0003,5e-05
241,256.0,0.0,133,272384,1129,-3.2,-4.587558637467737e-05,0.0857829675951507,0.0007632587221451,0.2,0.0002324159999999,1320.0,2.3283064365386963e-09,0.0,0.0532236695289611,0.0,1,0.0003,5e-05
241,256.0,0.0,134,274432,1137,-3.28,-4.652185789382202e-05,0.1625228188087931,0.0799961909651756,0.2,0.0002319039999999,1330.0,-9.89530235528946e-10,0.0,0.0532145500183105,0.0,1,0.0003,5e-05
241,256.0,0.0,135,276480,1147,-3.28,-4.655354014175828e-05,0.0923255221743602,0.0098844598978757,0.2,0.0002313919999999,1340.0,1.8626451492309571e-10,0.0,0.0125695466995239,0.0,1,0.0003,5e-05
240,256.0,0.0,136,278528,1155,-3.22,-4.679440439758764e-05,0.2407845578214619,0.1240170001983642,0.2,0.0002308799999999,1350.0,2.630986273288727e-09,0.0,0.024934709072113,0.0,1,0.0003,5e-05
240,256.0,0.0,137,280576,1165,-3.18,-5.231305731285829e-05,0.0507681289513129,0.0006121502956375,0.2,0.0002303679999999,1360.0,-1.6065314412117003e-09,0.0,0.1009608507156372,0.0,1,0.0003,5e-05
240,256.0,0.0,138,282624,1174,-3.24,-5.16989334300888e-05,0.0826526144024683,0.0075480174273252,0.2,0.000229856,1370.0,-1.7246929928660393e-08,0.0,0.0632829070091247,0.0,1,0.0003,5e-05
240,256.0,0.0,139,284672,1182,-3.12,-4.6841356925142465e-05,0.1089419934185571,0.0109947007149457,0.2,0.0002293439999999,1380.0,-9.220093488693238e-09,0.0,0.0004668235778808,0.0,1,0.0003,5e-05
240,256.0,0.0,140,286720,1191,-3.02,-4.703554764091677e-05,0.0371293870373847,7.373507105512545e-05,0.2,0.0002288319999999,1390.0,6.01867213845253e-09,0.0,0.0023195147514343,0.0,1,0.0003,5e-05
240,256.0,0.0,141,288768,1200,-3.02,-4.702487840404501e-05,0.1332927791132533,0.096252717077732,0.2,0.0002283199999999,1400.0,1.5948899090290067e-09,0.0,3.904104232788086e-05,0.0,1,0.0003,5e-05
240,256.0,0.0,142,290816,1208,-2.74,-4.7166182002911225e-05,0.0882977425750141,0.027894789353013,0.2,0.0002278079999999,1410.0,-9.173527359962465e-09,0.0,0.0007399320602416,0.0,1,0.0003,5e-05
240,256.0,0.0,143,292864,1217,-2.7,-4.780424046657572e-05,0.0257149464450776,5.212462565395981e-05,0.2,0.0002272959999999,1420.0,-5.366746336221695e-09,0.0,0.2639076113700866,0.0,1,0.0003,5e-05
240,256.0,0.0,144,294912,1226,-2.62,-4.803338351848652e-05,0.1922837390971835,0.0425617061555385,0.2,0.0002267839999999,1430.0,-2.4447217583656307e-10,0.0,-0.0002164840698242,0.0,1,0.0003,5e-05
240,256.0,0.0,145,296960,1234,-2.54,-4.7779464557606845e-05,0.079765168508311,0.0138954883441329,0.2,0.0002262719999999,1440.0,-1.0360963642597199e-09,0.0,0.0535489320755004,0.0,1,0.0003,5e-05
240,256.0,0.0,146,299008,1243,-2.52,-4.7748286078785895e-05,0.0265439079583302,0.0213647857308387,0.2,0.0002257599999999,1450.0,-5.527399480342866e-08,0.0,0.3451061248779297,0.0,1,0.0003,5e-05
240,256.0,0.0,147,301056,1252,-2.4,-4.807007831004739e-05,0.0903451994483475,0.0329208448529243,0.2,0.0002252479999999,1460.0,-4.231696948409081e-09,0.0,0.1616394519805908,0.0,1,0.0003,5e-05
240,256.0,0.0,148,303104,1260,-2.44,-4.812240545106761e-05,0.1045993787702173,0.0456320755183696,0.2,0.0002247359999999,1470.0,-1.6880221664905548e-10,0.0,0.131179392337799,0.0,1,0.0003,5e-05
240,256.0,0.0,149,305152,1269,-2.46,-5.130758686391346e-05,0.0260667717374417,0.0003038112772628,0.2,0.0002242239999999,1480.0,-9.400537237524983e-10,0.0,0.1950202584266662,0.0,1,0.0003,5e-05
240,256.0,0.0,150,307200,1277,-2.42,-4.995534732188389e-05,0.0427024850900124,0.0039399834349751,0.2,0.0002237119999999,1490.0,3.1606759876012805e-09,0.0,0.0688319206237793,0.0,1,0.0003,5e-05
240,256.0,0.0,151,309248,1286,-2.48,-4.880891865468584e-05,0.0581884772262128,0.0454459153115749,0.2,0.0002231999999999,1500.0,3.7252902984619143e-10,0.0,0.0966401100158691,0.0,1,0.0003,5e-05
240,256.0,0.0,152,311296,1295,-2.58,-4.8562306710664414e-05,0.1201058040140196,0.1050234884023666,0.2,0.0002226879999999,1510.0,3.2421667128801343e-09,0.0,0.035404086112976,0.0,1,0.0003,5e-05
240,256.0,0.0,153,313344,1303,-2.58,-4.770225409629347e-05,0.2144659420358948,0.1370803862810135,0.2,0.0002221759999999,1520.0,2.2118911147117615e-09,0.0,0.0111415386199951,0.0,1,0.0003,5e-05
240,256.0,0.0,154,315392,1313,-2.7,-4.951944165441091e-05,0.0382084940571076,0.0001807639055186,0.2,0.0002216639999999,1530.0,2.4447217583656307e-10,0.0,0.042661428451538,0.0,1,0.0003,5e-05
240,256.0,0.0,155,317440,1322,-2.7,-5.006307005714916e-05,0.3708273345488123,0.4668526947498321,0.2,0.0002211519999999,1540.0,-3.498280420899391e-09,0.0,-0.0056651830673217,0.0,1,0.0003,5e-05
239,256.0,0.0,156,319488,1331,-2.58,-4.933586023980752e-05,0.0643537644013122,0.0021711271256208,0.2,0.0002206399999999,1550.0,1.5064142644405366e-08,0.0,0.0194867849349975,0.0,1,0.0003,5e-05
240,256.0,0.0,157,321536,1339,-2.6,-4.9300372120342216e-05,0.0107796259998394,8.554821397410706e-05,0.2,0.0002201279999999,1560.0,-1.0835356079041958e-08,0.0,0.2386186122894287,0.0,1,0.0003,5e-05
240,256.0,0.0,158,323584,1347,-2.64,-4.9723827078196334e-05,0.0560352246131515,0.0667181387543678,0.2,0.0002196159999999,1570.0,4.458706825971603e-09,0.0,0.0562299489974975,0.0,1,0.0003,5e-05
240,256.0,0.0,159,325632,1356,-2.52,-4.985272389603779e-05,0.1084548436512704,0.014433043077588,0.2,0.0002191039999999,1580.0,5.355104804039e-10,0.0,0.0106267929077148,0.0,1,0.0003,5e-05
240,256.0,0.0,160,327680,1365,-2.48,-4.968221564922714e-05,0.0220556061341085,0.0038935984484851,0.2,0.0002185919999999,1590.0,8.469214662909508e-09,0.0,0.2963160872459411,0.0,1,0.0003,5e-05
239,256.0,0.0,161,329728,1374,-2.68,-4.981679685442941e-05,0.2431709409254835,0.0091946376487612,0.2,0.0002180799999999,1600.0,1.601874828338623e-08,0.0,0.0017174482345581,0.0,1,0.0003,5e-05
239,256.0,0.0,162,331776,1382,-2.6,-4.975426263627014e-05,0.1158091767458245,0.1103072762489318,0.2,0.0002175679999999,1610.0,1.1950032785534861e-08,0.0,0.00664484500885,0.0,1,0.0003,5e-05
239,256.0,0.0,163,333824,1391,-2.64,-5.0738904474201266e-05,0.0247009088277991,0.0042123682796955,0.2,0.0002170559999999,1620.0,-7.072230800986291e-09,0.0,0.2206827402114868,0.0,1,0.0003,5e-05
239,256.0,0.0,164,335872,1401,-2.6,-5.096391837469128e-05,0.0618859581698416,0.0026094648055732,0.2,0.0002165439999999,1630.0,-1.7578713595867155e-09,0.0,0.1815407872200012,0.0,1,0.0003,5e-05
239,256.0,0.0,165,337920,1410,-2.36,-5.124226681800792e-05,0.0510296558917616,0.0093118725344538,0.2,0.0002160319999999,1640.0,1.391163095831871e-09,0.0,0.0817368626594543,0.0,1,0.0003,5e-05
