r,l,t,is_success,dead_loop_events,wall_collision_count
-194.0,256,1.571688,0.0,228.0,62.0
-195.0,256,2.477054,0.0,205.0,59.0
-208.0,256,3.383568,0.0,215.0,44.0
-208.0,256,4.293062,0.0,197.0,46.0
-208.0,256,5.201486,0.0,225.0,48.0
-200.0,256,6.112466,0.0,229.0,56.0
-207.0,256,7.0251,0.0,234.0,47.0
-202.0,256,7.93427,0.0,215.0,52.0
-191.0,256,9.548992,0.0,195.0,61.0
-185.0,256,10.503176,0.0,189.0,69.0
-194.0,256,11.450475,0.0,193.0,58.0
-193.0,256,12.399265,0.0,220.0,61.0
-173.0,256,13.311937,0.0,227.0,83.0
-196.0,256,14.226154,0.0,211.0,58.0
-199.0,256,15.148588,0.0,203.0,55.0
-179.0,256,16.061368,0.0,234.0,77.0
-174.0,256,17.517432,0.0,196.0,82.0
-189.0,256,18.462799,0.0,146.0,65.0
-167.0,256,19.386968,0.0,184.0,89.0
-182.0,256,20.293732,0.0,198.0,74.0
-180.0,256,21.2039,0.0,208.0,74.0
-189.0,256,22.11406,0.0,234.0,67.0
-176.0,256,23.024333,0.0,194.0,80.0
-184.0,256,23.934832,0.0,151.0,72.0
-137.0,256,25.385455,0.0,232.0,119.0
-149.0,256,26.330749,0.0,212.0,107.0
-158.0,256,27.259166,0.0,192.0,98.0
-141.0,256,28.168161,0.0,193.0,115.0
-139.0,256,29.113548,0.0,215.0,113.0
-135.0,256,30.061179,0.0,218.0,121.0
-150.0,256,31.008933,0.0,193.0,104.0
-156.0,256,31.959497,0.0,154.0,100.0
-143.0,256,33.392791,0.0,127.0,113.0
-143.0,256,34.337058,0.0,120.0,113.0
-144.0,256,35.274845,0.0,164.0,110.0
-133.0,256,36.187194,0.0,234.0,123.0
-132.0,256,37.098355,0.0,139.0,122.0
-126.0,256,38.006821,0.0,187.0,130.0
-146.0,256,38.948592,0.0,141.0,106.0
-140.0,256,39.896414,0.0,234.0,116.0
-123.0,256,41.352278,0.0,131.0,131.0
-107.0,256,42.30424,0.0,190.0,147.0
-102.0,256,43.251295,0.0,165.0,154.0
-132.0,256,44.197606,0.0,103.0,124.0
-134.0,256,45.144226,0.0,158.0,116.0
-111.0,256,46.091784,0.0,214.0,141.0
-115.0,256,47.039419,0.0,154.0,141.0
-105.0,256,47.984946,0.0,186.0,149.0
-93.0,256,49.415751,0.0,152.0,161.0
-95.0,256,50.359699,0.0,188.0,161.0
-123.0,256,51.304626,0.0,164.0,133.0
-115.0,256,52.24721,0.0,129.0,135.0
-101.0,256,53.171535,0.0,191.0,155.0
-82.0,256,54.08601,0.0,152.0,174.0
-115.0,256,55.000099,0.0,126.0,139.0
-127.0,256,55.942931,0.0,153.0,127.0
-95.0,256,57.4004,0.0,200.0,161.0
-93.0,256,58.352358,0.0,145.0,161.0
-73.0,256,59.297668,0.0,233.0,183.0
-55.0,256,60.245756,0.0,234.0,201.0
-66.0,256,61.197571,0.0,194.0,190.0
-75.0,256,62.143111,0.0,170.0,177.0
