time/total_timesteps,time/time_elapsed,rollout/success_rate,time/iterations,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/approx_kl,train/entropy_loss,train/n_updates,train/explained_variance,train/clip_range,train/clip_fraction,train/value_loss,train/loss,train/learning_rate,train/policy_gradient_loss,phase,phase_learning_rate_start,phase_learning_rate_end
88064,341,0.0,43,-0.642,257,256.0,-7.479684e-09,-0.0013351261266507,420.0,0.9238001704216005,0.2,0.0,0.0037334729484427,0.0003433722595218,0.000278496,-2.939661499112845e-07,1,0.0003,5e-05
90112,349,0.0,44,-0.6739999999999999,257,256.0,-4.0454324e-09,-0.0013412769476417,430.0,0.1686435937881469,0.2,0.0,0.143513193372928,0.0566640868782997,0.0002779839999999,-5.7509168982505805e-09,1,0.0003,5e-05
92160,357,0.0,45,-0.8180000000000001,257,256.0,0.0,-0.0013873053219867,440.0,0.1869376897811889,0.2,0.0,0.0299603270897023,5.319083720678464e-05,0.0002774719999999,-4.889443516731262e-08,1,0.0003,5e-05
94208,365,0.0,46,-0.7819999999999997,257,256.0,0.0,-0.0014125902613159,450.0,0.019012451171875,0.2,0.0,0.1035639186435219,0.0008312448044307,0.00027696,1.1717202141880991e-08,1,0.0003,5e-05
96256,373,0.0,47,-0.7219999999999999,257,256.0,-1.2980308e-08,-0.0014360581684741,460.0,0.034770131111145,0.2,0.0,0.1365179514390547,0.2029030621051788,0.000276448,1.0139774531126022e-08,1,0.0003,5e-05
98304,381,0.0,48,-0.8680000000000001,257,256.0,0.0,-0.0014484275190625,470.0,0.943601667881012,0.2,0.0,0.0012463159860089,0.0001236527168657,0.0002759359999999,-7.58038368076086e-08,1,0.0003,5e-05
100352,389,0.0,49,-0.8039999999999999,257,256.0,-1.7462298e-10,-0.0014903759423759,480.0,0.0570413470268249,0.2,0.0,0.1407275974550429,0.0009672587038949,0.0002754239999999,-1.7246929928660393e-08,1,0.0003,5e-05
102400,399,0.0,50,-0.7440000000000001,256,256.0,-2.5844201e-08,-0.0015204374998575,490.0,0.1232674717903137,0.2,0.0,0.1064071070904901,0.0004725324106402,0.000274912,-3.15025681629777e-07,1,0.0003,5e-05
104448,407,0.0,51,-0.5559999999999999,256,256.0,-1.7113052e-08,-0.0015550013093161,500.0,0.8282805681228638,0.2,0.0,0.0017191589171488,0.0017033295007422,0.0002743999999999,-1.2728851288557056e-07,1,0.0003,5e-05
106496,416,0.0,52,-0.672,255,256.0,-7.5961e-09,-0.0015805328803253,510.0,0.5271307229995728,0.2,0.0,0.0040099694593664,0.0016768510686233,0.0002738879999999,-2.68442090600729e-07,1,0.0003,5e-05
108544,425,0.0,53,-0.758,255,256.0,-7.450581e-09,-0.0016655549072311,520.0,0.005942165851593,0.2,0.0,0.420317818026524,0.2280908375978469,0.000273376,4.140892997384071e-08,1,0.0003,5e-05
110592,433,0.0,54,-0.968,254,256.0,-1.306762e-08,-0.0017213913524756,530.0,0.0407630801200866,0.2,0.0,0.2589776721346425,0.0261474326252937,0.000272864,-4.0745362639427185e-08,1,0.0003,5e-05
112640,442,0.0,55,-1.054,254,256.0,8.368306e-05,-0.0012507509527495,540.0,0.0668982863426208,0.2,0.000390625,0.1758406356500927,0.0679249614477157,0.0002723519999999,-0.0001719638297799,1,0.0003,5e-05
114688,450,0.0,56,-1.2920000000000005,254,256.0,-3.4138793e-08,-0.0010799146009958,550.0,0.0013993382453918,0.2,0.0,0.1587660101457004,0.0021173425484448,0.0002718399999999,9.255018085241318e-09,1,0.0003,5e-05
116736,459,0.0,57,-1.178,254,256.0,-4.6391506e-08,-0.0011234693796723,560.0,0.0187551379203796,0.2,0.0,0.58971591356094,0.3878312706947326,0.000271328,-1.8987338989973068e-08,1,0.0003,5e-05
118784,467,0.0,58,-1.232,253,256.0,-1.830631e-08,-0.0011291095943306,570.0,0.0067419409751892,0.2,0.0,0.067072094678042,0.052942045032978,0.000270816,-1.6035919543355702e-07,1,0.0003,5e-05
120832,476,0.0,59,-1.4980000000000002,253,256.0,-2.2439053e-08,-0.0011559771170141,580.0,0.0185245871543884,0.2,0.0,0.2733673383103451,0.1417214423418045,0.0002703039999999,-2.9051443561911584e-08,1,0.0003,5e-05
122880,484,0.0,60,-1.714,253,256.0,-5.820766e-11,-0.0011966936741373,590.0,0.0306925773620605,0.2,0.0,0.2815958778272033,0.0090643242001533,0.0002697919999999,-3.498280420899391e-08,1,0.0003,5e-05
124928,493,0.0,61,-1.554,253,256.0,-1.9208528e-09,-0.0012382910965243,600.0,0.0545229315757751,0.2,0.0,0.3297326880678156,0.2608730792999267,0.0002692799999999,3.381865099072456e-09,1,0.0003,5e-05
126976,501,0.0,62,-1.638,253,256.0,-2.5844201e-08,-0.0012591139107826,610.0,0.7274887561798096,0.2,0.0,0.0045214802597001,0.0032292685937136,0.0002687679999999,-7.153721526265144e-08,1,0.0003,5e-05
129024,510,0.0,63,-1.632,252,256.0,-2.339948e-08,-0.0013019087069551,620.0,0.1060432195663452,0.2,0.0,0.1850411016261205,0.0012349870521575,0.000268256,-2.6921043172478676e-08,1,0.0003,5e-05
131072,518,0.0,64,-1.638,252,256.0,-1.4231773e-08,-0.0013414202243438,630.0,0.6292227506637573,0.2,0.0,0.0097078447994135,0.0001929273130372,0.0002677439999999,-3.927852958440781e-08,1,0.0003,5e-05
133120,527,0.0,65,-1.974,252,256.0,-1.580338e-08,-0.0013774855280644,640.0,0.0089882016181945,0.2,0.0,0.0339971347920254,0.1066426858305931,0.0002672319999999,7.581547833979131e-09,1,0.0003,5e-05
135168,535,0.0,66,-1.8700000000000003,252,256.0,0.00018686391,-0.0008244198303145,650.0,3.0934810638427734e-05,0.2,0.000390625,0.8060584369814023,0.2728475928306579,0.0002667199999999,-0.000814483204158,1,0.0003,5e-05
137216,544,0.0,67,-1.906,252,256.0,0.0,-0.0006619880114158,660.0,0.562894344329834,0.2,0.0,0.2301956880226498,0.0812247395515441,0.000266208,-3.7450809031724935e-08,1,0.0003,5e-05
139264,552,0.0,68,-1.862,251,256.0,0.0,-0.0006679962178168,670.0,0.2683541178703308,0.2,0.0,0.1540621206921059,0.0014187491033226,0.0002656959999999,-1.2852251529693604e-08,1,0.0003,5e-05
141312,561,0.0,69,-1.7740000000000002,251,256.0,0.0,-0.0006847899036074,680.0,0.6457167863845825,0.2,0.0,0.0865612136432901,0.2250964194536209,0.0002651839999999,-3.0850060284137726e-08,1,0.0003,5e-05
143360,569,0.0,70,-1.7819999999999998,251,256.0,0.00016008344,-0.0004403936109156,690.0,0.0472646951675415,0.2,0.000439453125,0.2726150753471302,0.1325344741344452,0.000264672,-0.0004732615314424,1,0.0003,5e-05
145408,578,0.0,71,-1.5700000000000005,251,256.0,0.0,-0.0003918393183994,700.0,0.154575228691101,0.2,0.0,0.0993480429740884,0.0019323275191709,0.00026416,-6.647314876317978e-08,1,0.0003,5e-05
147456,586,0.0,72,-1.3660000000000003,251,256.0,0.00023752498,-0.0006866178933705,710.0,0.2697874307632446,0.2,0.000439453125,0.0396552426202106,0.0128033496439456,0.0002636479999999,-0.0004862439178396,1,0.0003,5e-05
149504,595,0.0,73,-1.4720000000000004,251,256.0,0.0,-0.000769338588725,720.0,0.3211411833763122,0.2,0.0,0.0875785749551141,0.0826354026794433,0.0002631359999999,-2.789311110973358e-08,1,0.0003,5e-05
151552,603,0.0,74,-1.5820000000000003,251,256.0,0.0,-0.0007874457012803,730.0,0.751685619354248,0.2,0.0,0.2709703668602742,0.0810504034161567,0.000262624,-4.6411878429353245e-08,1,0.0003,5e-05
153600,611,0.0,75,-1.7480000000000002,250,256.0,0.0,-0.0007824229942343,740.0,0.00043386220932,0.2,0.0,0.2525541276365402,0.1217415183782577,0.0002621119999999,1.257285475730896e-09,1,0.0003,5e-05
155648,620,0.0,76,-1.8240000000000005,250,256.0,0.0,-0.0007860417048505,750.0,0.002981424331665,0.2,0.0,0.6548732142080553,0.0058349231258034,0.0002615999999999,-6.868503987789153e-10,1,0.0003,5e-05
157696,629,0.0,77,-1.954,250,256.0,-2.910383e-11,-0.0008005973460967,760.0,0.5996642112731934,0.2,0.0,0.2402555554144783,0.1066011041402816,0.000261088,-2.9549701139330866e-07,1,0.0003,5e-05
159744,637,0.0,78,-1.4420000000000002,250,256.0,0.0,-0.0007952586995088,770.0,0.752437949180603,0.2,0.0,0.1497689087700564,0.0114379450678825,0.0002605759999999,2.9639340937137603e-08,1,0.0003,5e-05
161792,646,0.0,79,-1.6920000000000002,250,256.0,0.00012711692,-0.000585800744011,780.0,0.1382779479026794,0.2,0.000439453125,0.0646320782630937,0.1083245947957038,0.0002600639999999,-0.0006773377244826,1,0.0003,5e-05
163840,654,0.0,80,-1.5420000000000005,250,256.0,0.0,-0.0005270726658636,790.0,0.6366548538208008,0.2,0.0,0.2891736995079554,0.0872722342610359,0.0002595519999999,-1.5937257558107377e-08,1,0.0003,5e-05
165888,663,0.0,81,-1.7100000000000002,250,256.0,0.0,-0.0005343865603208,800.0,0.0347188711166381,0.2,0.0,0.14754062523225,0.0017276578582823,0.00025904,1.2654345482587816e-08,1,0.0003,5e-05
167936,671,0.0,82,-1.6920000000000004,249,256.0,0.0,-0.0005369368052924,810.0,0.55433189868927,0.2,0.0,0.1315055825056333,0.0031890161335468,0.0002585279999999,8.579809218645096e-09,1,0.0003,5e-05
169984,680,0.0,83,-1.6480000000000004,249,256.0,0.0,-0.0005390912003349,820.0,0.1032180786132812,0.2,0.0,0.0674959458002376,0.0021079329308122,0.0002580159999999,-8.504139259457588e-09,1,0.0003,5e-05
172032,688,0.0,84,-1.554,249,256.0,0.0,-0.0005504650151124,830.0,0.9606486558914183,0.2,0.0,0.0028545684584969,0.000156995942234,0.000257504,9.26025677472353e-08,1,0.0003,5e-05
174080,697,0.0,85,-1.394,249,256.0,0.0,-0.0005513601769052,840.0,0.9171615839004515,0.2,0.0,0.0092293981331749,0.0003566230006981,0.000256992,-5.149340722709895e-08,1,0.0003,5e-05
176128,705,0.0,86,-1.254,249,256.0,0.0,-0.0005614724235783,850.0,-0.0472294092178344,0.2,0.0,0.0671721793523829,4.866500967182219e-05,0.0002564799999999,2.0606967154890298e-08,1,0.0003,5e-05
178176,713,0.0,87,-1.4520000000000002,249,256.0,0.00011197006,-0.0003607955193729,860.0,0.2793841958045959,0.2,0.000390625,0.1768959837238071,0.0075308019295334,0.0002559679999999,-0.0005878335621673,1,0.0003,5e-05
180224,721,0.0,88,-1.2719999999999998,249,256.0,0.0,-0.0002990668162965,870.0,0.1275588870048523,0.2,0.0,0.4576414532028138,0.2575159072875976,0.000255456,-1.7229467630386351e-09,1,0.0003,5e-05
182272,729,0.0,89,-1.2800000000000002,249,256.0,0.0,-0.000301574376499,880.0,0.3620799779891968,0.2,0.0,0.0303786521642905,0.0001662949216552,0.000254944,-8.92265234142542e-08,1,0.0003,5e-05
184320,737,0.0,90,-1.3239999999999998,249,256.0,0.0,-0.0003030580915947,890.0,0.0795499682426452,0.2,0.0,0.195515729107683,0.0007641948759555,0.0002544319999999,1.816079020500183e-09,1,0.0003,5e-05
186368,746,0.0,91,-1.172,249,256.0,0.0,-0.0003016974340425,900.0,0.0558271408081054,0.2,0.0,0.3166313890047604,0.263959527015686,0.00025392,9.12696123123169e-09,1,0.0003,5e-05
188416,754,0.0,92,-1.2819999999999998,249,256.0,0.0,-0.0003021117096068,910.0,0.2947794198989868,0.2,0.0,0.2052913490042556,0.1176967322826385,0.000253408,1.0436633601784708e-08,1,0.0003,5e-05
190464,762,0.0,93,-1.166,249,256.0,0.0,-0.0003044604261958,920.0,0.0389136672019958,0.2,0.0,0.5518581657321192,0.1233565062284469,0.0002528959999999,-2.4796463549137112e-09,1,0.0003,5e-05
192512,770,0.0,94,-1.002,249,256.0,0.0,-0.0003051062092708,930.0,0.6559991836547852,0.2,0.0,0.014097982191015,0.0011958517134189,0.000252384,-2.3399479687213903e-09,1,0.0003,5e-05
194560,778,0.0,95,-0.8480000000000001,249,256.0,0.0,-0.0003057748184801,940.0,0.6902703046798706,0.2,0.0,0.0029623617268043,0.0004852765705436,0.000251872,-1.0360963642597199e-09,1,0.0003,5e-05
196608,786,0.0,96,-0.8680000000000001,249,256.0,0.0,-0.0003081629554799,950.0,0.7922396659851074,0.2,0.0,0.0044483868074166,0.0006538521847687,0.0002513599999999,-5.1094684749841694e-08,1,0.0003,5e-05
198656,794,0.0,97,-0.936,249,256.0,0.0,-0.000311226148915,960.0,0.7783876061439514,0.2,0.0,0.0019703898705756,0.0001202500643557,0.0002508479999999,-1.4982651919126513e-08,1,0.0003,5e-05
200704,802,0.0,98,-1.146,249,256.0,2.3501198e-05,-0.0003707535164721,970.0,0.1002776622772216,0.2,0.000341796875,0.1416269558343628,0.0885859802365303,0.000250336,-0.0001450642361305,1,0.0003,5e-05
202752,811,0.0,99,-1.026,249,256.0,0.0,-0.00039590921333,980.0,0.2050645351409912,0.2,0.0,0.1094534815085353,0.0919241979718208,0.0002498239999999,-3.3649848774075516e-08,1,0.0003,5e-05
204800,819,0.0,100,-1.204,249,256.0,0.0,-0.0003961716487538,990.0,0.0441786646842956,0.2,0.0,0.3886314274015603,0.3706352412700653,0.0002493119999999,-2.3690517991781232e-09,1,0.0003,5e-05
206848,827,0.0,101,-1.172,249,256.0,0.0,-0.0004018825387902,1000.0,0.2403446435928344,0.2,0.0,0.0989285884454147,0.1291648596525192,0.0002488,-4.136236384510994e-08,1,0.0003,5e-05
208896,835,0.0,102,-1.4040000000000004,250,256.0,0.0,-0.00040794547931,1010.0,0.4947133660316467,0.2,0.0,0.0331333329111657,0.0004613393684849,0.0002482879999999,9.487848728895187e-09,1,0.0003,5e-05
210944,843,0.0,103,-1.4640000000000004,250,256.0,0.0,-0.0004042359796585,1020.0,0.0537037253379821,0.2,0.0,0.6133416448312345,0.8535254001617432,0.0002477759999999,1.234002411365509e-09,1,0.0003,5e-05
212992,851,0.0,104,-1.5960000000000003,250,256.0,0.0,-0.0004119307272048,1030.0,0.069828987121582,0.2,0.0,0.6422015001764521,0.8434718251228333,0.0002472639999999,-5.180481821298599e-09,1,0.0003,5e-05
215040,859,0.0,105,-1.67,250,256.0,0.0,-0.0004101816106413,1040.0,0.0176385045051574,0.2,0.0,0.1829395138673135,0.1142720356583595,0.000246752,-1.792795956134796e-09,1,0.0003,5e-05
217088,868,0.0,106,-1.814,250,256.0,0.0,-0.0004131582729314,1050.0,0.1416107416152954,0.2,0.0,0.3897838418604806,0.1986390799283981,0.0002462399999999,-1.0710209608078e-09,1,0.0003,5e-05
219136,876,0.0,107,-2.0080000000000005,250,256.0,0.0,-0.0004156480190431,1060.0,0.3723163604736328,0.2,0.0,0.104858215056447,0.0050311787053942,0.0002457279999999,-4.080357030034065e-09,1,0.0003,5e-05
221184,884,0.0,108,-2.32,249,256.0,0.0,-0.0004160936037806,1070.0,0.5512247085571289,0.2,0.0,0.0860435737784428,0.0026807861868292,0.000245216,-2.2002495825290682e-09,1,0.0003,5e-05
223232,893,0.0,109,-2.384000000000001,249,256.0,0.0,-0.0004170614407485,1080.0,0.2328807711601257,0.2,0.0,0.3760347824296332,0.417717307806015,0.0002447039999999,-1.327134668827057e-09,1,0.0003,5e-05
225280,901,0.0,110,-2.4319999999999995,249,256.0,0.0,-0.0004223498988721,1090.0,0.2286688685417175,0.2,0.0,0.4435948000755161,0.5943596959114075,0.0002441919999999,1.207226887345314e-08,1,0.0003,5e-05
227328,910,0.0,111,-2.5240000000000005,249,256.0,0.0,-0.0004242692029947,1100.0,0.4464890360832214,0.2,0.0,0.1019283728324808,0.122066780924797,0.0002436799999999,2.6833731681108478e-08,1,0.0003,5e-05
229376,919,0.0,112,-2.3819999999999997,249,256.0,0.0,-0.0004264239603799,1110.0,0.448425829410553,0.2,0.0,0.2067561723983089,0.1050716936588287,0.0002431679999999,-2.0687002688646315e-08,1,0.0003,5e-05
231424,927,0.0,113,-2.4200000000000004,249,256.0,0.0,-0.0004268895776476,1120.0,0.6710190773010254,0.2,0.0,0.0994731229991884,0.1125377789139747,0.0002426559999999,-4.0914164856076246e-08,1,0.0003,5e-05
233472,936,0.0,114,-2.144,249,256.0,0.0,-0.0004287820396712,1130.0,0.5073756575584412,0.2,0.0,0.1553340199548984,0.3507954180240631,0.0002421439999999,-7.438939064741134e-09,1,0.0003,5e-05
235520,944,0.0,115,-1.9780000000000004,249,256.0,0.0,-0.0004292200799682,1140.0,0.3362646102905273,0.2,0.0,0.1555392029855284,0.0015764400595799,0.0002416319999999,8.102506399154662e-09,1,0.0003,5e-05
237568,953,0.0,116,-1.9300000000000004,249,256.0,0.0,-0.0004321767646615,1150.0,0.8569788336753845,0.2,0.0,0.0552615966007579,0.0011413680622354,0.0002411199999999,-7.316702976822853e-09,1,0.0003,5e-05
239616,962,0.0,117,-1.6260000000000006,249,256.0,1.8596184e-06,-0.000440198159049,1160.0,0.87180495262146,0.2,0.0,0.0482749662100104,0.0034753074869513,0.0002406079999999,-1.1803116649389266e-06,1,0.0003,5e-05
241664,970,0.0,118,-1.3320000000000003,248,256.0,0.0,-0.0004699551791418,1170.0,0.9521983861923218,0.2,0.0,0.0060354547487804,0.0021786091383546,0.0002400959999999,2.7765054255723955e-09,1,0.0003,5e-05
243712,979,0.0,119,-1.6140000000000003,248,256.0,-2.910383e-11,-0.0004775106794113,1180.0,0.7907674312591553,0.2,0.0,0.0326404050178098,0.0016413456760346,0.0002395839999999,-1.3067619875073433e-08,1,0.0003,5e-05
245760,987,0.0,120,-1.6900000000000004,248,256.0,0.0,-0.000479483147501,1190.0,0.2319526672363281,0.2,0.0,0.3361650397724588,0.3003633320331573,0.0002390719999999,-1.4191027730703356e-08,1,0.0003,5e-05
247808,996,0.0,121,-1.6480000000000004,248,256.0,0.0,-0.0004905793110083,1200.0,0.0462481379508972,0.2,0.0,0.4950477748474441,0.491195946931839,0.0002385599999999,-5.657784640789032e-09,1,0.0003,5e-05
249856,1005,0.0,122,-1.5020000000000004,248,256.0,0.0,-0.0004885453741735,1210.0,0.5949680209159851,0.2,0.0,0.1214447328631649,0.0856851190328598,0.0002380479999999,-1.9336584955453872e-08,1,0.0003,5e-05
251904,1013,0.0,123,-1.178,248,256.0,-9.371433e-09,-0.0004960548583767,1220.0,0.5169601440429688,0.2,0.0,0.0668886680025025,0.1022363975644111,0.0002375359999999,5.387119017541409e-08,1,0.0003,5e-05
253952,1022,0.0,124,-1.1800000000000004,248,256.0,0.0,-0.0005066505756985,1230.0,0.957054853439331,0.2,0.0,0.0047662615172157,0.0021094807889312,0.0002370239999999,-5.342881195247173e-08,1,0.0003,5e-05
256000,1031,0.0,125,-1.068,248,256.0,-4.4616172e-08,-0.0005217852602072,1240.0,0.5249109268188477,0.2,0.0,0.0584592352104664,0.083212673664093,0.0002365119999999,-6.939517334103586e-08,1,0.0003,5e-05
258048,1039,0.0,126,-1.2040000000000002,248,256.0,0.0,-0.0005284305982058,1250.0,0.9009168148040771,0.2,0.0,0.0369189890610869,0.0035706940107047,0.0002359999999999,3.628665581345558e-08,1,0.0003,5e-05
260096,1048,0.0,127,-1.0920000000000003,248,256.0,-5.2154064e-08,-0.0005402109723945,1260.0,0.1024009585380554,0.2,0.0,0.1827482444699853,0.1012667715549469,0.0002354879999999,1.746229827404022e-09,1,0.0003,5e-05
262144,1056,0.0,128,-1.2060000000000002,248,256.0,0.00023135293,-0.0009933798537531,1270.0,0.8027371168136597,0.2,0.000439453125,0.0343340946972603,0.0006428012275137,0.0002349759999999,-0.0003673454979434,1,0.0003,5e-05
264192,1065,0.0,129,-1.29,247,256.0,0.0,-0.0011217432460398,1280.0,0.1414788365364074,0.2,0.0,0.5560656513102004,0.0046419412828981,0.0002344639999999,-1.2153759598731997e-08,1,0.0003,5e-05
266240,1074,0.0,130,-1.4200000000000004,247,256.0,-5.122274e-08,-0.0011422281342674,1290.0,0.1560277342796325,0.2,0.0,0.1361453794517729,0.1149083375930786,0.0002339519999999,-3.692694008350372e-08,1,0.0003,5e-05
268288,1082,0.0,131,-1.348,247,256.0,-5.9604645e-08,-0.0011703565964126,1300.0,0.1175325512886047,0.2,0.0,0.1399342077231267,0.0793615952134132,0.0002334399999999,-5.331821739673614e-09,1,0.0003,5e-05
270336,1091,0.0,132,-1.228,247,256.0,-5.2095857e-08,-0.0011743379174731,1310.0,0.756983757019043,0.2,0.0,0.039225824989262,0.0004361869650892,0.0002329279999999,-5.4936390370130536e-08,1,0.0003,5e-05
272384,1100,0.0,133,-1.0379999999999998,247,256.0,-1.2369128e-08,-0.0011969430095632,1320.0,0.4728280305862427,0.2,0.0,0.0867721486558366,0.0009476617560721,0.0002324159999999,-1.1496595107018948e-07,1,0.0003,5e-05
274432,1108,0.0,134,-0.944,247,256.0,-4.595495e-08,-0.0012089884883607,1330.0,0.4998375177383423,0.2,0.0,0.1009132536360994,0.0902759134769439,0.0002319039999999,3.100722096860409e-08,1,0.0003,5e-05
276480,1117,0.0,135,-0.8740000000000002,247,256.0,0.0,-0.0012398438295349,1340.0,0.2794736623764038,0.2,0.0,0.0775244778744308,0.0003144585061818,0.0002313919999999,-4.247995093464851e-08,1,0.0003,5e-05
278528,1125,0.0,136,-0.982,247,256.0,-1.6967533e-08,-0.0012817191352951,1350.0,0.952640414237976,0.2,0.0,0.0017981467458412,0.000734468572773,0.0002308799999999,-1.0584481060504915e-07,1,0.0003,5e-05
280576,1134,0.0,137,-0.918,247,256.0,-3.7864083e-08,-0.0013650781518663,1360.0,0.340021014213562,0.2,0.0,0.1303950986075506,0.1308176666498184,0.0002303679999999,-9.48435626924038e-08,1,0.0003,5e-05
282624,1142,0.0,138,-0.936,247,256.0,0.00012763316,-0.0007965390512254,1370.0,0.953166663646698,0.2,0.000439453125,0.0045978585680131,0.0002026895381277,0.000229856,-0.0004878749256022,1,0.0003,5e-05
284672,1151,0.0,139,-0.8740000000000001,247,256.0,0.0,-0.0006840866350103,1380.0,0.6543139219284058,0.2,0.0,0.0910456014993542,0.0005281796329654,0.0002293439999999,-8.611823432147502e-09,1,0.0003,5e-05
286720,1160,0.0,140,-1.39,247,256.0,2.5827234e-05,-0.0005460304462758,1390.0,0.2077983617782592,0.2,0.000390625,0.3588844150188379,0.168296605348587,0.0002288319999999,-0.0009847600420471,1,0.0003,5e-05
288768,1168,0.0,141,-1.8140000000000005,247,256.0,2.6216323e-05,-0.0004112581977096,1400.0,0.024024486541748,0.2,0.000390625,1.366171852312982,0.5783028602600098,0.0002283199999999,-0.0006035308178979,1,0.0003,5e-05
290816,1177,0.0,142,-1.816,247,256.0,0.0,-0.0003886894588504,1410.0,0.1359895467758178,0.2,0.0,0.2888160094458726,0.0024241309147328,0.0002278079999999,8.125789463520051e-09,1,0.0003,5e-05
292864,1185,0.0,143,-1.7480000000000002,246,256.0,0.0,-0.0003899956762325,1420.0,0.3440633416175842,0.2,0.0,0.154500954769901,0.1379726231098175,0.0002272959999999,2.1653249859809873e-09,1,0.0003,5e-05
294912,1194,0.0,144,-2.0420000000000003,246,256.0,0.0,-0.0003919450446119,1430.0,0.9573374390602112,0.2,0.0,0.003458649984168,0.0010152115719392,0.0002267839999999,-8.436036296188831e-08,1,0.0003,5e-05
296960,1202,0.0,145,-1.8880000000000003,246,256.0,0.0,-0.0003953663032007,1440.0,0.0746122002601623,0.2,0.0,0.7892700121970847,0.6314393281936646,0.0002262719999999,6.402842700481415e-11,1,0.0003,5e-05
299008,1211,0.0,146,-1.882,246,256.0,0.0,-0.0003939329264539,1450.0,0.8885012865066528,0.2,0.0,0.0095188985163986,0.0129082240164279,0.0002257599999999,-3.3673131838440895e-08,1,0.0003,5e-05
301056,1220,0.0,147,-1.8760000000000003,246,256.0,0.0,-0.0004040273688588,1460.0,0.2460007667541504,0.2,0.0,0.0981412274235481,0.0007449047989211,0.0002252479999999,2.139713615179062e-08,1,0.0003,5e-05
303104,1228,0.0,148,-2.04,246,256.0,0.0,-0.0004029624935355,1470.0,0.3428341150283813,0.2,0.0,0.0584857740901497,0.0019708725158125,0.0002247359999999,2.5474582798779013e-08,1,0.0003,5e-05
305152,1237,0.0,149,-2.01,246,256.0,0.0,-0.000412010621585,1480.0,0.3703580498695373,0.2,0.0,0.1227445930519024,0.1312023699283599,0.0002242239999999,2.334127202630043e-09,1,0.0003,5e-05
307200,1245,0.0,150,-2.1719999999999997,246,256.0,0.0,-0.0004132911792112,1490.0,0.1033617854118347,0.2,0.0,0.163744496068648,0.1400459259748459,0.0002237119999999,1.398148015141487e-08,1,0.0003,5e-05
309248,1254,0.0,151,-2.1439999999999997,246,256.0,0.0,-0.0004232172308547,1500.0,0.3917275071144104,0.2,0.0,0.0766174572563613,0.0035450556315481,0.0002231999999999,-1.4458782970905304e-08,1,0.0003,5e-05
311296,1262,0.0,152,-2.0540000000000003,246,256.0,0.0,-0.0004249153033015,1510.0,0.7059347629547119,0.2,0.0,0.12778459500405,0.0676362663507461,0.0002226879999999,-3.7834979593753815e-09,1,0.0003,5e-05
313344,1271,0.0,153,-1.3100000000000005,246,256.0,0.0,-0.0004275569575838,1520.0,0.2580327987670898,0.2,0.0,0.8332395983161405,1.2531856298446655,0.0002221759999999,1.5072873793542384e-08,1,0.0003,5e-05
315392,1280,0.0,154,-1.3060000000000005,246,256.0,0.0,-0.0004319212992413,1530.0,0.9615271091461182,0.2,0.0,0.0027580086738453,0.0002823125687427,0.0002216639999999,-7.916241884231566e-10,1,0.0003,5e-05
317440,1288,0.0,155,-1.238,246,256.0,0.0,-0.0004388491688587,1540.0,0.4942151308059692,0.2,0.0,0.0505486903082783,0.0002220553869847,0.0002211519999999,3.983441274613142e-08,1,0.0003,5e-05
319488,1297,0.0,156,-1.3400000000000003,246,256.0,0.0,-0.0004491957341087,1550.0,0.0684813261032104,0.2,0.0,0.0697862584623635,0.0002141317818313,0.0002206399999999,-1.7340062186121943e-08,1,0.0003,5e-05
321536,1306,0.0,157,-1.334,246,256.0,0.0,-0.0004576458297378,1560.0,0.0834248661994934,0.2,0.0,0.1577606682867554,0.0685860365629196,0.0002201279999999,-4.962203092873097e-08,1,0.0003,5e-05
323584,1316,0.0,158,-1.5119999999999998,245,256.0,-1.3184035e-08,-0.0004617020851583,1570.0,0.6131980419158936,0.2,0.0,0.036194647778575,0.0001744871551636,0.0002196159999999,-2.3207394406199458e-08,1,0.0003,5e-05
325632,1327,0.0,159,-1.4620000000000004,245,256.0,0.0,-0.0004632287531421,1580.0,0.3518288731575012,0.2,0.0,0.2902254100044956,0.57350754737854,0.0002191039999999,-3.8603320717811594e-08,1,0.0003,5e-05
327680,1337,0.0,160,-1.4760000000000004,245,256.0,0.0,-0.0004650145321647,1590.0,0.944990575313568,0.2,0.0,0.0024061334941507,0.0011824283283203,0.0002185919999999,3.9892620407044895e-08,1,0.0003,5e-05
329728,1347,0.0,161,-1.6220000000000006,244,256.0,0.0,-0.0004748333998577,1600.0,0.5691455006599426,0.2,0.0,0.3061875256651546,0.3969490528106689,0.0002180799999999,2.6222551241517067e-08,1,0.0003,5e-05
331776,1357,0.0,162,-1.7400000000000002,244,256.0,0.0,-0.0004769474533532,1610.0,0.6080611348152161,0.2,0.0,0.2560103076539235,0.061738546937704,0.0002175679999999,1.4278339222073556e-08,1,0.0003,5e-05
333824,1366,0.0,163,-1.6140000000000003,244,256.0,0.0,-0.0004777812588145,1620.0,0.5932969450950623,0.2,0.0,0.1751675877312664,0.0594121105968952,0.0002170559999999,-1.4324905350804329e-08,1,0.0003,5e-05
335872,1374,0.0,164,-1.5300000000000002,244,256.0,0.00024272728,-0.0002754035864199,1630.0,0.8687421083450317,0.2,0.00087890625,0.0379102979830349,0.0009084732737392,0.0002165439999999,-0.0007800435414537,1,0.0003,5e-05
