time/total_timesteps,time/time_elapsed,rollout/success_rate,time/iterations,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/approx_kl,train/entropy_loss,train/n_updates,train/explained_variance,train/clip_range,train/clip_fraction,train/value_loss,train/loss,train/learning_rate,train/policy_gradient_loss,phase,phase_learning_rate_start,phase_learning_rate_end
67584,261,0.0,33,-1.248,258,256.0,-1.2601959e-08,-0.0024776129197562,320.0,0.1467849612236023,0.2,0.0,0.2128717114275787,0.0190336909145116,0.0002836159999999,-8.863280527293682e-07,1,0.0003,5e-05
69632,269,0.0,34,-1.3440000000000003,258,256.0,8.0190715e-05,-0.0017443708871724,330.0,0.2704867720603943,0.2,0.000390625,0.0103005220677005,0.0060439435765147,0.0002831039999999,-0.0008174582326319,1,0.0003,5e-05
71680,277,0.0,35,-1.2319999999999998,258,256.0,-4.8079528e-08,-0.0015638872588169,340.0,0.7184779644012451,0.2,0.0,0.0317897983142756,0.0005473605124279,0.0002825919999999,-3.000954166054726e-07,1,0.0003,5e-05
73728,285,0.0,36,-1.2639999999999996,258,256.0,-5.2939868e-08,-0.001574790860468,350.0,0.1917025446891784,0.2,0.0,0.083247914398089,0.000656523334328,0.00028208,-2.280576154589653e-08,1,0.0003,5e-05
75776,293,0.0,37,-1.06,258,256.0,-4.551839e-08,-0.0016050325648393,360.0,0.1210853457450866,0.2,0.0,0.0492528396884154,0.0003602429642342,0.0002815679999999,-2.9319198802113532e-08,1,0.0003,5e-05
77824,301,0.0,38,-0.914,258,256.0,2.0921987e-05,-0.0013396727459621,370.0,0.6232271194458008,0.2,0.000341796875,0.0775302074878709,0.1240158379077911,0.0002810559999999,-0.0003678932844195,1,0.0003,5e-05
79872,309,0.0,39,-0.954,258,256.0,-3.015157e-08,-0.0012838015405577,380.0,0.4523136615753174,0.2,0.0,0.1964559796644607,0.1670050770044326,0.000280544,-9.145005606114865e-08,1,0.0003,5e-05
81920,317,0.0,40,-0.8939999999999999,258,256.0,-5.9546437e-08,-0.0012927790157846,390.0,0.0370383262634277,0.2,0.0,0.3513639351062011,0.0682877451181411,0.000280032,-1.1984957382082941e-08,1,0.0003,5e-05
83968,325,0.0,41,-0.5999999999999999,257,256.0,-3.2101525e-08,-0.0012864707998232,400.0,0.3210999965667724,0.2,0.0,0.2707172934897244,0.3032130897045135,0.0002795199999999,-4.1610328480601313e-07,1,0.0003,5e-05
86016,333,0.0,42,-0.52,257,256.0,-4.6449713e-08,-0.00130451242876,410.0,0.9569246768951416,0.2,0.0,0.0015933819384372,0.0004524540854617,0.0002790079999999,-5.3853727877140054e-08,1,0.0003,5e-05
