time/total_timesteps,train/entropy_loss,train/value_loss,train/loss,train/n_updates,train/policy_gradient_loss,phase
147456,-0.0002703459107578,0.2210336536809336,0.3380091786384582,710.0,6.915070116519928e-09,1
149504,-0.0003454181394772,0.1827711958205327,0.0127617735415697,720.0,3.527384251356125e-09,1
151552,-0.0002759111557679,0.1221622141260013,0.089713841676712,730.0,-1.862645149230957e-09,1
153600,-0.0002875724050682,0.1184349312505219,0.0461381673812866,740.0,-1.1594966053962709e-08,1
155648,-0.0003000300126586,0.0436754987318636,0.072951890528202,750.0,1.0902294889092446e-08,1
157696,-0.0002821714329911,0.0587669683955027,0.0217701662331819,760.0,-3.585591912269592e-09,1
159744,-0.0003224794574634,0.2380620053969323,0.2071633487939834,770.0,2.980232238769531e-09,1
161792,-0.0003098736055108,0.0472208838957158,0.0202565323561429,780.0,3.94647940993309e-09,1
163840,-0.0003133501275442,0.0098508884296279,0.0017734532011672,790.0,1.4656689018011094e-08,1
165888,-0.0002997181247337,0.2793507426133146,0.2188609987497329,800.0,5.937181413173674e-10,1
167936,-0.0003146446375467,0.2528540331564727,0.2585555911064148,810.0,-1.367880031466484e-09,1
169984,-0.0003184843630151,0.0314502609528517,0.0019640221726149,820.0,1.3277167454361917e-08,1
172032,-0.0003216854889615,0.037049990831656,0.0038995873183012,830.0,-6.181653589010239e-09,1
174080,-0.0003415260929614,0.0314307485616609,0.0020183324813842,840.0,-1.8603168427944185e-08,1
176128,-0.0003711814439157,0.3149218833073973,0.1479161232709884,850.0,2.0139850676059724e-09,1
178176,-0.000364108839858,0.1068958809702962,0.0611537918448448,860.0,-4.412140697240829e-09,1
