rollout/success_rate,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/fps,train/loss,train/policy_gradient_loss,train/explained_variance,train/approx_kl,train/value_loss,train/learning_rate,train/entropy_loss,train/clip_range,train/clip_fraction,train/n_updates,phase,phase_learning_rate_start,phase_learning_rate_end
0.0,28,256.0,222,57344,-3.704,258,0.0053616422228515,-0.000656270829495,0.1932988166809082,7.2866795e-05,0.0389113113749772,0.0002861759999999,-0.0039994384918827,0.2,0.000341796875,270.0,1,0.0003,5e-05
0.0,29,256.0,230,59392,-2.8539999999999996,258,0.0106959398835897,-0.0005448931653518,0.152539849281311,4.557913e-05,0.2475311785703525,0.000285664,-0.0030634395836386,0.2,0.0005859375,280.0,1,0.0003,5e-05
0.0,30,256.0,238,61440,-2.0920000000000005,258,0.1145008131861686,-6.913440302014351e-07,0.4523286819458008,-5.820766e-11,0.0971945952624082,0.0002851519999999,-0.0027951813623076,0.2,0.0,290.0,1,0.0003,5e-05
0.0,31,256.0,246,63488,-1.8900000000000003,257,0.2090391367673874,-5.774491000920534e-07,0.603420078754425,-2.1973392e-08,0.085865912787267,0.0002846399999999,-0.0028666396567132,0.2,0.0,300.0,1,0.0003,5e-05
0.0,32,256.0,254,65536,-1.7820000000000005,257,0.0016983720706775,-6.321351975202561e-09,0.0131003856658935,-2.9831426e-08,0.0312409747872152,0.000284128,-0.0028618201380595,0.2,0.0,310.0,1,0.0003,5e-05
0.0,33,256.0,262,67584,-1.7400000000000002,257,0.072330854833126,-7.869675755500793e-09,0.1387483477592468,-3.288733e-08,0.2991078563907649,0.0002836159999999,-0.0029159202182199,0.2,0.0,320.0,1,0.0003,5e-05
0.0,34,256.0,270,69632,-1.6780000000000004,257,0.5222113728523254,-6.68107531964779e-08,0.1772863268852234,0.0,0.3359658207016764,0.0002831039999999,-0.0029896842519519,0.2,0.0,330.0,1,0.0003,5e-05
0.0,35,256.0,278,71680,-1.66,257,0.009465042501688,-0.0002400207275059,0.2790808081626892,2.5009358e-05,0.1463371411024127,0.0002825919999999,-0.0026210930867819,0.2,0.000341796875,340.0,1,0.0003,5e-05
0.0,36,256.0,286,73728,-1.662,257,0.0374090634286403,-9.816394886001943e-05,0.2873080372810364,3.8581726e-05,0.238590274535818,0.00028208,-0.0020071844628546,0.2,0.000390625,350.0,1,0.0003,5e-05
0.0,37,256.0,294,75776,-1.818,257,0.0014097208622843,4.936009645462036e-08,0.4693648219108581,0.0,0.0954803066240856,0.0002815679999999,-0.0018406081653665,0.2,0.0,360.0,1,0.0003,5e-05
0.0,38,256.0,302,77824,-1.6260000000000003,257,-0.003516100347042,-0.0009353445668239,0.3031347990036011,9.1885275e-05,0.0874104673042893,0.0002810559999999,-0.0014274638044298,0.2,0.00078125,370.0,1,0.0003,5e-05
0.0,39,256.0,310,79872,-1.726,257,0.0009960836032405,3.1490344554185872e-09,0.0261279940605163,-5.9604645e-08,0.0557651874994917,0.000280544,-0.0013002832332858,0.2,0.0,380.0,1,0.0003,5e-05
0.0,40,256.0,318,81920,-1.844,257,0.0014678225852549,-0.0006784002063795,0.2468730211257934,8.406208e-05,0.0347592877136776,0.000280032,-0.0009351348140626,0.2,0.000341796875,390.0,1,0.0003,5e-05
0.0,41,256.0,326,83968,-1.624,256,0.1229055896401405,-0.0001252996386028,0.1754522323608398,5.6855642e-05,0.1265150567691307,0.0002795199999999,-0.0007188200987002,0.2,0.000390625,400.0,1,0.0003,5e-05
0.0,42,256.0,335,86016,-1.6960000000000002,256,0.00243532191962,2.7014175429940225e-08,0.1813200116157531,0.0,0.1317549594299635,0.0002790079999999,-0.0006830899750639,0.2,0.0,410.0,1,0.0003,5e-05
0.0,43,256.0,343,88064,-1.6140000000000003,256,1.0880506038665771,-1.32131390273571e-09,0.0034798979759216,0.0,0.4926952569891,0.000278496,-0.0006851998121419,0.2,0.0,420.0,1,0.0003,5e-05
0.0,44,256.0,350,90112,-1.6420000000000003,256,0.0005197515711188,-4.237517714500427e-09,0.1550739407539367,0.0,0.0578779865920296,0.0002779839999999,-0.0006867111907922,0.2,0.0,430.0,1,0.0003,5e-05
0.0,45,256.0,358,92160,-1.7220000000000002,256,0.000788178644143,1.834705471992493e-08,0.0552915930747985,0.0,0.1080727527720228,0.0002774719999999,-0.0006922341701283,0.2,0.0,440.0,1,0.0003,5e-05
0.0,46,256.0,367,94208,-1.5500000000000005,256,0.4111010730266571,-2.281740307807922e-09,0.0523642301559448,0.0,1.0316707787802444,0.00027696,-0.0006967963796341,0.2,0.0,450.0,1,0.0003,5e-05
0.0,47,256.0,375,96256,-1.39,256,0.003881212323904,4.0218583308160314e-08,0.837153434753418,0.0,0.0060125020996565,0.000276448,-0.0007008133266936,0.2,0.0,460.0,1,0.0003,5e-05
0.0,48,256.0,383,98304,-1.4520000000000004,256,0.0004193029890302,-1.566077116876841e-08,0.8361920118331909,0.0,0.0041845900537737,0.0002759359999999,-0.0007081391842802,0.2,0.0,470.0,1,0.0003,5e-05
0.0,49,256.0,391,100352,-1.2780000000000005,256,0.1332631260156631,-2.3283064365386963e-10,0.1230548620223999,0.0,0.1313719879399286,0.0002754239999999,-0.0007122616989363,0.2,0.0,480.0,1,0.0003,5e-05
0.0,50,256.0,399,102400,-1.5340000000000005,256,0.000822355155833,1.1821975931525232e-08,0.0711320042610168,0.0,0.0869538013115743,0.000274912,-0.0007164867180108,0.2,0.0,490.0,1,0.0003,5e-05
0.0,51,256.0,407,104448,-1.3660000000000003,256,0.1232964470982551,-0.0004474530127481,0.0356501936912536,0.00013253308,0.2175120015308493,0.0002743999999999,-0.0004864471673499,0.2,0.000439453125,500.0,1,0.0003,5e-05
0.0,52,256.0,415,106496,-1.2880000000000007,256,0.0020403547678142,1.8894206732511522e-08,0.1457294225692749,0.0,0.0559465946334967,0.0002738879999999,-0.0004484157529077,0.2,0.0,510.0,1,0.0003,5e-05
0.0,53,256.0,423,108544,-1.384,256,0.0006035336991772,-1.6001285985112192e-08,0.9406516551971436,0.0,0.0009423942582543,0.000273376,-0.0004516153967415,0.2,0.0,520.0,1,0.0003,5e-05
0.0,54,256.0,431,110592,-1.216,256,0.0666673928499221,6.984919309616089e-10,0.0306405425071716,0.0,0.7197841626300943,0.000272864,-0.0004537117001746,0.2,0.0,530.0,1,0.0003,5e-05
0.0,55,256.0,438,112640,-1.056,256,0.0002593591052573,1.4941906556487083e-08,0.0485016107559204,0.0,0.0059211886626371,0.0002723519999999,-0.0004544977866316,0.2,0.0,540.0,1,0.0003,5e-05
0.0,56,256.0,447,114688,-1.108,256,0.000193283878616,-2.6880297809839253e-08,0.0685987472534179,0.0,0.1114933706614465,0.0002718399999999,-0.0004574889248033,0.2,0.0,550.0,1,0.0003,5e-05
0.0,57,256.0,454,116736,-1.1760000000000002,256,0.0044083199463784,-1.0419171303510663e-09,-1.1920928955078123e-05,0.0,0.0409638448014902,0.000271328,-0.0004602899418387,0.2,0.0,560.0,1,0.0003,5e-05
0.0,58,256.0,463,118784,-0.87,256,0.3963713943958282,-1.1641532182693482e-11,0.048211395740509,0.0,0.1618902542558316,0.000270816,-0.0004636846497305,0.2,0.0,570.0,1,0.0003,5e-05
0.0,59,256.0,470,120832,-0.912,256,7.048912084428594e-05,-6.736954674124718e-08,0.9427899718284608,0.0,0.0030365024063939,0.0002703039999999,-0.0004677511329646,0.2,0.0,580.0,1,0.0003,5e-05
0.0,60,256.0,478,122880,-1.1820000000000002,256,0.0009828086476773,7.41099938750267e-08,0.1969147324562072,0.0,0.1085757053573615,0.0002697919999999,-0.0004698408065451,0.2,0.0,590.0,1,0.0003,5e-05
0.0,61,256.0,486,124928,-1.0060000000000002,256,0.0003226152621209,5.587935447692871e-10,-0.0062988996505737,0.0,0.162835674989401,0.0002692799999999,-0.0004726792696601,0.2,0.0,600.0,1,0.0003,5e-05
0.0,62,256.0,495,126976,-1.01,256,0.0076230252161622,-1.0646181181073187e-08,0.0371431112289428,0.0,0.0628521747010381,0.0002687679999999,-0.0004778383168741,0.2,0.0,610.0,1,0.0003,5e-05
0.0,63,256.0,503,129024,-0.818,256,0.4696923494338989,5.1339156925678255e-09,0.007272720336914,0.0,0.3351273311345721,0.000268256,-0.0004808786979992,0.2,0.0,620.0,1,0.0003,5e-05
0.0,64,256.0,511,131072,-1.04,256,0.0043909768573939,-0.0007606507278978,0.0937582850456237,0.00013703492,0.0450851442234125,0.0002677439999999,-0.0002861588982341,0.2,0.000439453125,630.0,1,0.0003,5e-05
0.0,65,256.0,519,133120,-1.038,256,0.2106061279773712,6.170012056827544e-10,0.1301894783973693,0.0,0.400461958500091,0.0002672319999999,-0.0002540993795264,0.2,0.0,640.0,1,0.0003,5e-05
0.0,66,256.0,527,135168,-0.944,256,0.0004769250808749,1.2165401130914687e-09,0.2053931951522827,0.0,0.1472810070059495,0.0002667199999999,-0.0002558338612288,0.2,0.0,650.0,1,0.0003,5e-05
0.0,67,256.0,535,137216,-1.0740000000000005,256,0.0001662781724007,-7.9453457146883e-10,0.6710807681083679,0.0,0.0325208469814242,0.000266208,-0.0002557179916038,0.2,0.0,660.0,1,0.0003,5e-05
0.0,68,256.0,543,139264,-1.08,256,0.0601912513375282,-1.3387762010097503e-10,0.17928147315979,0.0,0.1877904133521951,0.0002656959999999,-0.0002554772141593,0.2,0.0,670.0,1,0.0003,5e-05
0.0,69,256.0,551,141312,-1.1880000000000002,256,0.0022117011249065,3.312015905976295e-09,0.240733802318573,0.0,0.0858804420724482,0.0002651839999999,-0.0002559966578701,0.2,0.0,680.0,1,0.0003,5e-05
0.0,70,256.0,559,143360,-1.192,256,0.000728262704797,9.196810424327851e-10,0.2797843217849731,0.0,0.3326672008784953,0.000264672,-0.0002568730888015,0.2,0.0,690.0,1,0.0003,5e-05
0.0,71,256.0,567,145408,-1.584,256,0.1623246073722839,-2.9103830456733704e-10,0.2791134119033813,0.0,0.3026174129430728,0.00026416,-0.0002577169296273,0.2,0.0,700.0,1,0.0003,5e-05
0.0,72,256.0,575,147456,-1.388,256,0.1271048039197921,-0.0002039419719949,0.2895497679710388,8.6421554e-05,0.2702430537436157,0.0002636479999999,-0.0001951666212335,0.2,0.00029296875,710.0,1,0.0003,5e-05
0.0,73,256.0,583,149504,-1.3580000000000003,256,0.003230967093259,-1.4959368854761123e-09,0.4013219475746155,0.0,0.0959764494255068,0.0002631359999999,-0.0001607097621672,0.2,0.0,720.0,1,0.0003,5e-05
0.0,74,256.0,591,151552,-1.2580000000000002,256,0.0013673178618773,5.2008545026183125e-09,0.9318780899047852,0.0,0.0022688651808493,0.000262624,-0.0001610215898836,0.2,0.0,730.0,1,0.0003,5e-05
0.0,75,256.0,599,153600,-1.154,256,0.0044310428202152,-1.816515577957034e-08,0.8717741966247559,0.0,0.003729587057569,0.0002621119999999,-0.0001615042476259,0.2,0.0,740.0,1,0.0003,5e-05
0.0,76,256.0,607,155648,-1.2079999999999995,256,0.0010888971155509,-7.650407496839761e-07,0.5675050020217896,-7.4214768e-09,0.0309838426892383,0.0002615999999999,-0.0001805553623853,0.2,0.0,750.0,1,0.0003,5e-05
0.0,77,256.0,614,157696,-1.0739999999999998,256,0.086668737232685,-5.506444722414016e-09,0.1704667806625366,0.0,0.1428708778166765,0.000261088,-0.0001626519393539,0.2,0.0,760.0,1,0.0003,5e-05
0.0,78,256.0,623,159744,-1.018,256,0.0118243284523487,-6.394111551344394e-09,0.4093672633171081,0.0,0.0239203030899261,0.0002605759999999,-0.000164936353758,0.2,0.0,770.0,1,0.0003,5e-05
0.0,79,256.0,631,161792,-1.248,256,0.4006791412830353,-3.993045538663864e-09,0.0487833619117736,0.0,0.3697291168260562,0.0002600639999999,-0.0001635976122997,0.2,0.0,780.0,1,0.0003,5e-05
0.0,80,256.0,639,163840,-1.3420000000000003,256,0.0004404218052513,-3.7252902984619143e-10,0.1895780563354492,0.0,0.1004904448363959,0.0002595519999999,-0.0001640598127778,0.2,0.0,790.0,1,0.0003,5e-05
0.0,81,256.0,647,165888,-1.4260000000000002,256,0.0007377924048341,1.1103111319243908e-08,0.2547477483749389,0.0,0.0330365045363578,0.00025904,-0.0001647215871344,0.2,0.0,800.0,1,0.0003,5e-05
0.0,82,256.0,655,167936,-1.256,256,0.0030112417880445,1.1525116860866547e-09,0.0571326613426208,0.0,0.1828391864750301,0.0002585279999999,-0.000165722330712,0.2,0.0,810.0,1,0.0003,5e-05
0.0,83,256.0,663,169984,-0.916,256,0.0756377205252647,-9.196810424327851e-10,0.0982897877693176,0.0,0.0962643165275949,0.0002580159999999,-0.0001668550419708,0.2,0.0,820.0,1,0.0003,5e-05
0.0,84,256.0,671,172032,-0.868,256,0.0027169599197804,-2.8638169169425966e-09,0.1693845987319946,0.0,0.0449420157556232,0.000257504,-0.0001673432938332,0.2,0.0,830.0,1,0.0003,5e-05
0.0,85,256.0,679,174080,-0.7959999999999998,256,0.0098717026412487,7.101334631443022e-10,0.087844431400299,0.0,0.0539375889879011,0.000256992,-0.0001674366723818,0.2,0.0,840.0,1,0.0003,5e-05
0.0,86,256.0,687,176128,-1.014,256,8.858148248691577e-06,1.5075784176588058e-09,0.8315459489822388,0.0,0.0012529883717888,0.0002564799999999,-0.0001681137473497,0.2,0.0,850.0,1,0.0003,5e-05
0.0,87,256.0,695,178176,-1.2019999999999995,256,0.075208231806755,3.14321368932724e-10,0.0257636308670043,0.0,0.395826082936037,0.0002559679999999,-0.0001688778611423,0.2,0.0,860.0,1,0.0003,5e-05
0.0,88,256.0,703,180224,-1.098,256,0.2477723211050033,-2.753222361207008e-09,0.0631731152534484,0.0,0.1252431194081509,0.000255456,-0.0001707400686427,0.2,0.0,870.0,1,0.0003,5e-05
0.0,89,256.0,711,182272,-1.094,256,0.0007807675865478,-1.8015271052718166e-08,0.4996394515037536,-4.0745363e-09,0.0012193158960144,0.000254944,-0.0001722560780763,0.2,0.0,880.0,1,0.0003,5e-05
0.0,90,256.0,719,184320,-1.096,256,0.0789064690470695,6.082700565457344e-10,0.1029738783836364,0.0,0.0655464274544101,0.0002544319999999,-0.0001716122929792,0.2,0.0,890.0,1,0.0003,5e-05
0.0,91,256.0,727,186368,-0.846,256,0.0006908221985213,1.3038516044616696e-09,0.0383908152580261,0.0,0.053118952762361,0.00025392,-0.00017267008825,0.2,0.0,900.0,1,0.0003,5e-05
0.0,92,256.0,735,188416,-0.7379999999999999,256,0.0063708936795592,-1.2159580364823342e-08,0.0999319553375244,0.0,0.0396908858925598,0.000253408,-0.0001744082886943,0.2,0.0,910.0,1,0.0003,5e-05
0.0,93,256.0,743,190464,-0.6539999999999999,256,0.0013897335156798,1.8044374883174894e-09,0.6357063055038452,0.0,0.0015487435372051,0.0002528959999999,-0.0001742682434269,0.2,0.0,920.0,1,0.0003,5e-05
0.0,94,256.0,751,192512,-0.6019999999999999,256,0.0022538604680448,-6.344635039567947e-09,0.0191266536712646,0.0,0.0816510397827187,0.000252384,-0.0001752693400703,0.2,0.0,930.0,1,0.0003,5e-05
0.0,95,256.0,759,194560,-0.596,256,0.0017921457765623,-0.0011552343785297,-0.0034507513046264,0.00035377653,0.1019837520900182,0.000251872,-0.0001019876252939,0.2,0.000927734375,940.0,1,0.0003,5e-05
0.0,96,256.0,767,196608,-0.638,256,0.0003749106253962,7.534981705248355e-09,0.0095659494400024,0.0,0.0487558705006449,0.0002513599999999,-9.455058625462698e-05,0.2,0.0,950.0,1,0.0003,5e-05
0.0,97,256.0,775,198656,-0.5839999999999999,256,0.1129598841071128,-2.342858351767063e-09,-0.007323145866394,0.0,0.1296823663346003,0.0002508479999999,-9.58400572926621e-05,0.2,0.0,960.0,1,0.0003,5e-05
0.0,98,256.0,783,200704,-0.578,256,0.0001457792095607,-1.7316779121756554e-10,0.1605011224746704,0.0,0.0013783511609858,0.000250336,-9.399677601322763e-05,0.2,0.0,970.0,1,0.0003,5e-05
0.0,99,256.0,791,202752,-0.67,256,0.1117985770106315,-6.257323548197745e-10,0.0023996829986572,0.0,0.104578552854673,0.0002498239999999,-9.576876718710992e-05,0.2,0.0,980.0,1,0.0003,5e-05
0.0,100,256.0,799,204800,-0.502,256,0.0013067395193502,-1.2433156371116638e-08,0.0042384266853332,0.0,0.1750278234176221,0.0002493119999999,-9.68258112152398e-05,0.2,0.0,990.0,1,0.0003,5e-05
0.0,101,256.0,807,206848,-0.6620000000000001,256,0.0086887953802943,-8.629285730421543e-10,0.0106175541877746,0.0,0.0906225167367665,0.0002488,-9.479025402470144e-05,0.2,0.0,1000.0,1,0.0003,5e-05
0.0,102,256.0,815,208896,-0.8320000000000001,256,0.0013533429009839,1.0477378964424134e-10,0.0315542817115783,0.0,0.2587660946257529,0.0002482879999999,-9.498358176642795e-05,0.2,0.0,1010.0,1,0.0003,5e-05
0.0,103,256.0,823,210944,-0.938,256,0.1292357146739959,2.153683453798294e-09,0.0273370742797851,0.0,0.3216855164806474,0.0002477759999999,-9.518894221400842e-05,0.2,0.0,1020.0,1,0.0003,5e-05
0.0,104,256.0,831,212992,-1.11,256,0.0012898843269795,2.529122866690159e-09,0.0286526083946228,0.0,0.0694727244233945,0.0002472639999999,-9.53377315454418e-05,0.2,0.0,1030.0,1,0.0003,5e-05
0.0,105,256.0,839,215040,-1.2019999999999995,256,0.0016453504795208,-2.2351741790771484e-09,0.0339547991752624,0.0,0.2102874906631768,0.000246752,-9.556661543683732e-05,0.2,0.0,1040.0,1,0.0003,5e-05
0.0,106,256.0,847,217088,-1.1980000000000002,256,0.0644156411290168,5.029141902923584e-09,0.0011579990386962,0.0,0.086695706791238,0.0002462399999999,-9.59286615398014e-05,0.2,0.0,1050.0,1,0.0003,5e-05
0.0,107,256.0,855,219136,-1.1720000000000002,256,0.1043107360601425,9.080395102500915e-10,0.1018992066383361,0.0,0.2239339200001268,0.0002457279999999,-9.745392972035916e-05,0.2,0.0,1060.0,1,0.0003,5e-05
0.0,108,256.0,863,221184,-1.1900000000000002,256,0.0117094498127698,3.894092515110971e-09,0.2639174461364746,0.0,0.0617263552077929,0.000245216,-9.617415089451244e-05,0.2,0.0,1070.0,1,0.0003,5e-05
0.0,109,256.0,871,223232,-1.5299999999999998,256,1.2865121364593506,8.96397978067398e-10,-0.0029535293579101,0.0,0.5298714308300987,0.0002447039999999,-9.686455223345548e-05,0.2,0.0,1080.0,1,0.0003,5e-05
0.0,110,256.0,879,225280,-1.4660000000000004,256,0.0123778395354747,-2.281740307807922e-09,0.0292471051216125,0.0,0.5383944779576268,0.0002441919999999,-9.836695298872656e-05,0.2,0.0,1090.0,1,0.0003,5e-05
0.0,111,256.0,887,227328,-1.314,256,0.0001284846657654,-1.8044374883174896e-08,0.0546678900718688,0.0,0.0304298211751302,0.0002436799999999,-9.74873594714154e-05,0.2,0.0,1100.0,1,0.0003,5e-05
0.0,112,256.0,895,229376,-1.258,256,0.0009885600302368,-1.0308576747775076e-08,0.5532768964767456,0.0,0.0029589753401069,0.0002431679999999,-9.7746533992904e-05,0.2,0.0,1110.0,1,0.0003,5e-05
0.0,113,256.0,903,231424,-1.5520000000000005,256,0.0006572107085958,-8.742790669202804e-09,0.0254642963409423,0.0,0.0288428628800829,0.0002426559999999,-9.762667232280363e-05,0.2,0.0,1120.0,1,0.0003,5e-05
0.0,114,256.0,911,233472,-1.7460000000000004,256,0.3362496197223663,8.96397978067398e-10,0.0150847434997558,0.0,0.8296329092612723,0.0002421439999999,-9.796878621273208e-05,0.2,0.0,1130.0,1,0.0003,5e-05
0.0,115,256.0,919,235520,-1.5140000000000002,256,0.1502822935581207,-1.0011717677116394e-09,0.0611797571182251,0.0,1.0058988292701545,0.0002416319999999,-9.810502160689794e-05,0.2,0.0,1140.0,1,0.0003,5e-05
0.0,116,256.0,928,237568,-1.43,255,0.0003606370592024,-5.25906216353178e-08,0.9041286110877992,0.0,0.0017393354206433,0.0002411199999999,-9.921200826283894e-05,0.2,0.0,1150.0,1,0.0003,5e-05
0.0,117,256.0,936,239616,-1.2600000000000002,255,0.0032329228706657,-2.7060741558670996e-08,0.8329827785491943,0.0,0.0068426438629103,0.0002406079999999,-9.95706534013152e-05,0.2,0.0,1160.0,1,0.0003,5e-05
0.0,118,256.0,944,241664,-1.7360000000000002,255,0.0011722384952008,-1.2438977137207984e-08,0.353140115737915,0.0,0.0867193170706741,0.0002400959999999,-0.0001017415018395,0.2,0.0,1170.0,1,0.0003,5e-05
0.0,119,256.0,952,243712,-1.6340000000000003,255,0.245849996805191,-0.0004445668659172,0.0850847363471984,0.00018550502,0.6554160023108124,0.0002395839999999,-6.066860937607999e-05,0.2,0.000390625,1180.0,1,0.0003,5e-05
0.0,120,256.0,960,245760,-1.7539999999999998,255,0.0001001572964014,-1.949956640601158e-09,0.510831892490387,0.0,0.0314894332751464,0.0002390719999999,-4.9277973630523775e-05,0.2,0.0,1190.0,1,0.0003,5e-05
0.0,121,256.0,968,247808,-1.716,255,0.0023562777787446,-1.941225491464138e-09,0.0699414610862732,0.0,0.231778629143082,0.0002385599999999,-4.9412211865274e-05,0.2,0.0,1200.0,1,0.0003,5e-05
