r,l,t,is_success,dead_loop_events,wall_collision_count
-210.0,256,2.637227,0.0,234.0,46.0
-203.0,256,3.082673,0.0,205.0,51.0
-208.0,256,3.547113,0.0,187.0,48.0
-186.0,256,3.992478,0.0,217.0,68.0
-194.0,256,4.437483,0.0,234.0,62.0
-219.0,256,4.866755,0.0,233.0,37.0
-209.0,256,5.314352,0.0,225.0,47.0
-174.0,256,5.786301,0.0,222.0,80.0
-200.0,256,6.240829,0.0,234.0,56.0
-191.0,256,6.743475,0.0,225.0,65.0
-195.0,256,7.25414,0.0,234.0,61.0
-196.0,256,7.711902,0.0,229.0,58.0
-199.0,256,8.14255,0.0,220.0,57.0
-205.0,256,8.575924,0.0,203.0,51.0
-190.0,256,9.007384,0.0,190.0,62.0
-182.0,256,9.439658,0.0,196.0,74.0
-181.0,256,9.872488,0.0,234.0,75.0
-201.0,256,10.308404,0.0,220.0,55.0
-201.0,256,10.741904,0.0,200.0,55.0
-189.0,256,11.180263,0.0,234.0,65.0
-177.0,256,11.608103,0.0,191.0,75.0
-199.0,256,12.048093,0.0,231.0,55.0
-176.0,256,12.488341,0.0,223.0,80.0
-203.0,256,12.926595,0.0,207.0,53.0
-194.0,256,13.411648,0.0,234.0,60.0
-193.0,256,13.868637,0.0,214.0,59.0
-193.0,256,14.315888,0.0,175.0,61.0
-179.0,256,14.76949,0.0,234.0,77.0
-186.0,256,15.225655,0.0,194.0,70.0
-192.0,256,15.692287,0.0,200.0,62.0
-187.0,256,16.138269,0.0,215.0,63.0
-185.0,256,16.585943,0.0,200.0,71.0
-184.0,256,17.075347,0.0,181.0,70.0
-184.0,256,17.555163,0.0,202.0,72.0
-180.0,256,18.046336,0.0,207.0,76.0
-166.0,256,18.501349,0.0,234.0,90.0
-200.0,256,18.951617,0.0,199.0,56.0
-179.0,256,19.404622,0.0,209.0,77.0
-181.0,256,19.851324,0.0,234.0,71.0
-192.0,256,20.299089,0.0,210.0,60.0
-161.0,256,20.779143,0.0,228.0,95.0
-186.0,256,21.272237,0.0,179.0,68.0
-179.0,256,21.749896,0.0,232.0,75.0
-166.0,256,22.21678,0.0,218.0,90.0
-193.0,256,22.692627,0.0,213.0,63.0
-166.0,256,23.151918,0.0,196.0,90.0
-173.0,256,23.608831,0.0,217.0,83.0
-175.0,256,24.098432,0.0,199.0,77.0
-168.0,256,24.567905,0.0,215.0,88.0
-183.0,256,25.027158,0.0,201.0,71.0
-177.0,256,25.484573,0.0,211.0,79.0
-166.0,256,25.95536,0.0,214.0,88.0
-154.0,256,26.491374,0.0,234.0,102.0
-167.0,256,27.022808,0.0,223.0,87.0
-156.0,256,27.4979,0.0,223.0,98.0
-133.0,256,28.00274,0.0,234.0,121.0
-155.0,256,28.523688,0.0,234.0,101.0
-150.0,256,28.990352,0.0,234.0,106.0
-151.0,256,29.520013,0.0,226.0,105.0
-178.0,256,30.014634,0.0,231.0,78.0
-160.0,256,30.5052,0.0,234.0,96.0
-167.0,256,30.961099,0.0,234.0,89.0
-153.0,256,31.430525,0.0,234.0,103.0
-159.0,256,31.895953,0.0,234.0,97.0
-144.0,256,32.387271,0.0,234.0,112.0
-147.0,256,32.863928,0.0,234.0,107.0
-139.0,256,33.349275,0.0,234.0,117.0
-154.0,256,33.824212,0.0,234.0,102.0
-158.0,256,34.299032,0.0,234.0,98.0
-143.0,256,34.772031,0.0,234.0,113.0
-151.0,256,35.245974,0.0,234.0,105.0
-147.0,256,35.724767,0.0,234.0,109.0
-129.0,256,36.206251,0.0,234.0,127.0
-138.0,256,36.683329,0.0,234.0,118.0
-136.0,256,37.168036,0.0,234.0,120.0
-151.0,256,37.688845,0.0,231.0,105.0
-148.0,256,38.352776,0.0,234.0,108.0
-138.0,256,38.877163,0.0,234.0,116.0
-135.0,256,39.389179,0.0,213.0,121.0
-133.0,256,39.870465,0.0,234.0,123.0
-134.0,256,40.350002,0.0,234.0,122.0
-133.0,256,40.831977,0.0,234.0,123.0
-149.0,256,41.321001,0.0,234.0,107.0
-134.0,256,41.812799,0.0,234.0,120.0
-126.0,256,42.299309,0.0,234.0,130.0
-145.0,256,42.892309,0.0,234.0,111.0
-115.0,256,43.509133,0.0,234.0,141.0
-106.0,256,44.087671,0.0,234.0,150.0
-132.0,256,44.585852,0.0,234.0,124.0
-116.0,256,45.093784,0.0,234.0,140.0
-142.0,256,45.583799,0.0,234.0,114.0
-132.0,256,46.078568,0.0,234.0,124.0
-116.0,256,46.642431,0.0,234.0,140.0
-128.0,256,47.171124,0.0,234.0,126.0
-136.0,256,47.763952,0.0,222.0,120.0
-115.0,256,48.326031,0.0,234.0,141.0
-133.0,256,48.830795,0.0,234.0,123.0
-119.0,256,49.332024,0.0,234.0,137.0
-113.0,256,50.158194,0.0,234.0,143.0
-105.0,256,50.783028,0.0,234.0,151.0
-118.0,256,51.293165,0.0,234.0,138.0
-134.0,256,51.838259,0.0,232.0,122.0
-146.0,256,52.343473,0.0,234.0,110.0
-98.0,256,52.858263,0.0,234.0,158.0
-140.0,256,53.371147,0.0,234.0,116.0
-93.0,256,53.918638,0.0,234.0,163.0
-125.0,256,54.432796,0.0,234.0,131.0
-114.0,256,55.078695,0.0,234.0,142.0
-120.0,256,55.75694,0.0,234.0,136.0
-108.0,256,56.41108,0.0,234.0,148.0
-131.0,256,56.942777,0.0,234.0,125.0
-122.0,256,57.524172,0.0,234.0,134.0
-87.0,256,58.099653,0.0,234.0,169.0
-115.0,256,58.732662,0.0,234.0,141.0
-108.0,256,59.290547,0.0,234.0,148.0
-88.0,256,59.81627,0.0,234.0,168.0
-90.0,256,60.330825,0.0,234.0,166.0
-86.0,256,60.907133,0.0,234.0,170.0
-109.0,256,61.457311,0.0,234.0,147.0
-104.0,256,62.023669,0.0,234.0,150.0
-99.0,256,62.621412,0.0,234.0,157.0
-98.0,256,63.146735,0.0,234.0,158.0
-103.0,256,63.703818,0.0,234.0,153.0
-111.0,256,64.254123,0.0,234.0,145.0
-117.0,256,64.811011,0.0,234.0,139.0
-107.0,256,65.343059,0.0,234.0,147.0
-85.0,256,65.872891,0.0,234.0,171.0
-89.0,256,66.535484,0.0,234.0,167.0
-86.0,256,67.174864,0.0,234.0,170.0
-72.0,256,67.752867,0.0,234.0,184.0
-82.0,256,68.299373,0.0,234.0,172.0
-81.0,256,68.862494,0.0,234.0,175.0
-101.0,256,69.40829,0.0,234.0,155.0
-77.0,256,69.965749,0.0,234.0,179.0
-103.0,256,70.520851,0.0,234.0,153.0
-102.0,256,71.064613,0.0,234.0,154.0
-70.0,256,71.611583,0.0,234.0,186.0
-73.0,256,72.137005,0.0,234.0,183.0
-80.0,256,72.681528,0.0,234.0,176.0
-66.0,256,73.218746,0.0,234.0,190.0
-75.0,256,73.758868,0.0,234.0,181.0
-69.0,256,74.295818,0.0,234.0,187.0
-64.0,256,74.908126,0.0,234.0,192.0
-64.0,256,75.718376,0.0,234.0,192.0
-60.0,256,76.29819,0.0,234.0,196.0
-53.0,256,76.845542,0.0,234.0,203.0
-73.0,256,77.380705,0.0,234.0,183.0
-85.0,256,77.910721,0.0,234.0,169.0
-53.0,256,78.477011,0.0,234.0,203.0
-51.0,256,79.145744,0.0,234.0,205.0
-59.0,256,79.742027,0.0,234.0,197.0
-67.0,256,80.36861,0.0,234.0,189.0
-52.0,256,80.916134,0.0,234.0,204.0
-64.0,256,81.46654,0.0,234.0,192.0
-60.0,256,82.100876,0.0,234.0,196.0
-60.0,256,82.761825,0.0,234.0,196.0
-53.0,256,83.407442,0.0,234.0,203.0
-46.0,256,84.029346,0.0,234.0,210.0
-55.0,256,84.609116,0.0,234.0,201.0
-56.0,256,85.252292,0.0,234.0,198.0
-62.0,256,85.839283,0.0,234.0,194.0
-36.0,256,86.391,0.0,234.0,220.0
-60.0,256,86.960774,0.0,234.0,196.0
-54.0,256,87.513483,0.0,234.0,202.0
-55.0,256,88.125362,0.0,234.0,201.0
-57.0,256,88.690356,0.0,234.0,199.0
-34.0,256,89.513815,0.0,234.0,222.0
-42.0,256,90.524051,0.0,234.0,214.0
-53.0,256,91.198212,0.0,234.0,203.0
-54.0,256,91.819544,0.0,234.0,202.0
-27.0,256,92.678252,0.0,234.0,229.0
-46.0,256,93.301561,0.0,234.0,210.0
-37.0,256,94.007215,0.0,234.0,219.0
-29.0,256,94.816278,0.0,234.0,227.0
-26.0,256,95.489954,0.0,234.0,230.0
-30.0,256,96.19288,0.0,234.0,226.0
-32.0,256,96.793476,0.0,234.0,224.0
-36.0,256,97.383471,0.0,234.0,220.0
-22.0,256,97.957892,0.0,234.0,234.0
-33.0,256,98.583562,0.0,234.0,223.0
-36.0,256,99.156762,0.0,234.0,220.0
-47.0,256,100.369811,0.0,234.0,209.0
-30.0,256,100.968309,0.0,234.0,226.0
-23.0,256,101.547544,0.0,234.0,233.0
-32.0,256,102.155917,0.0,234.0,222.0
-25.0,256,102.737895,0.0,234.0,231.0
-17.0,256,103.486048,0.0,234.0,239.0
-16.0,256,104.072308,0.0,234.0,240.0
-18.0,256,104.665145,0.0,234.0,238.0
-6.0,256,105.268397,0.0,234.0,250.0
-19.0,256,105.863704,0.0,234.0,237.0
-17.0,256,106.445605,0.0,234.0,239.0
-11.0,256,107.545361,0.0,234.0,245.0
-11.0,256,108.370792,0.0,234.0,245.0
-15.0,256,109.077975,0.0,234.0,241.0
-17.0,256,109.799634,0.0,234.0,239.0
-17.0,256,110.557759,0.0,234.0,239.0
-11.0,256,111.193479,0.0,234.0,245.0
-13.0,256,111.812616,0.0,234.0,243.0
-18.0,256,112.404542,0.0,234.0,238.0
-7.0,256,112.996128,0.0,234.0,249.0
-10.0,256,113.586192,0.0,234.0,246.0
-14.0,256,114.167954,0.0,234.0,242.0
