time/episodes,time/total_timesteps,rollout/success_rate,rollout/exploration_rate,train/learning_rate,rollout/ep_rew_mean,train/n_updates,time/time_elapsed,rollout/ep_len_mean,time/fps,train/loss,phase,phase_learning_rate,phase_buffer_size
4,1024,0.0,0.980544,7.333333333333334e-05,-203.6,230,1,256.0,627,0.0312910377979278,2,7.333333333333334e-05,150000
8,2048,0.0,0.9610880000000002,7.333333333333334e-05,-203.25,486,3,256.0,601,0.0506527312099933,2,7.333333333333334e-05,150000
12,3072,0.0,0.941632,7.333333333333334e-05,-200.91666666666663,742,5,256.0,594,0.076461024582386,2,7.333333333333334e-05,150000
16,4096,0.0,0.9221760000000002,7.333333333333334e-05,-201.775,998,6,256.0,589,0.0586617402732372,2,7.333333333333334e-05,150000
20,5120,0.0,0.9027199999999996,7.333333333333334e-05,-200.78000000000003,1254,8,256.0,587,0.0569274015724659,2,7.333333333333334e-05,150000
24,6144,0.0,0.8832639999999998,7.333333333333334e-05,-200.95833333333337,1510,10,256.0,581,0.060517780482769,2,7.333333333333334e-05,150000
28,7168,0.0,0.8638079999999999,7.333333333333334e-05,-201.1428571428571,1766,12,256.0,578,0.0480702370405197,2,7.333333333333334e-05,150000
32,8192,0.0,0.8443519999999999,7.333333333333334e-05,-199.725,2022,14,256.0,577,0.0253823548555374,2,7.333333333333334e-05,150000
36,9216,0.0,0.824896,7.333333333333334e-05,-198.83888888888893,2278,16,256.0,575,0.0474742837250232,2,7.333333333333334e-05,150000
40,10240,0.0,0.80544,7.333333333333334e-05,-198.26,2534,17,256.0,574,0.0290458612143993,2,7.333333333333334e-05,150000
44,11264,0.0,0.785984,7.333333333333334e-05,-198.19545454545457,2790,19,256.0,573,0.063780553638935,2,7.333333333333334e-05,150000
48,12288,0.0,0.7665280000000001,7.333333333333334e-05,-197.4958333333333,3046,21,256.0,570,0.0203418023884296,2,7.333333333333334e-05,150000
52,13312,0.0,0.7470720000000002,7.333333333333334e-05,-195.91153846153844,3302,23,256.0,569,0.0537888929247856,2,7.333333333333334e-05,150000
56,14336,0.0,0.7276160000000003,7.333333333333334e-05,-194.58571428571423,3558,25,256.0,567,0.1299509853124618,2,7.333333333333334e-05,150000
60,15360,0.0,0.7081599999999998,7.333333333333334e-05,-193.29,3814,27,256.0,564,0.0697790160775184,2,7.333333333333334e-05,150000
64,16384,0.0,0.6887039999999998,7.333333333333334e-05,-191.9,4070,29,256.0,561,0.053181767463684,2,7.333333333333334e-05,150000
68,17408,0.0,0.6692479999999998,7.333333333333334e-05,-190.79705882352943,4326,31,256.0,558,0.1740589737892151,2,7.333333333333334e-05,150000
72,18432,0.0,0.6497919999999999,7.333333333333334e-05,-189.675,4582,33,256.0,556,0.1740355342626571,2,7.333333333333334e-05,150000
76,19456,0.0,0.630336,7.333333333333334e-05,-187.7736842105263,4838,35,256.0,555,0.0190237276256084,2,7.333333333333334e-05,150000
80,20480,0.0,0.6108800000000001,7.333333333333334e-05,-186.28250000000003,5094,36,256.0,553,0.0568278096616268,2,7.333333333333334e-05,150000
84,21504,0.0,0.5914240000000002,7.333333333333334e-05,-184.80714285714288,5350,38,256.0,552,0.1088967621326446,2,7.333333333333334e-05,150000
88,22528,0.0,0.5719680000000001,7.333333333333334e-05,-182.80454545454543,5606,40,256.0,550,0.0370136387646198,2,7.333333333333334e-05,150000
92,23552,0.0,0.5525120000000002,7.333333333333334e-05,-180.5891304347826,5862,42,256.0,548,0.0252246223390102,2,7.333333333333334e-05,150000
96,24576,0.0,0.5330560000000003,7.333333333333334e-05,-178.54791666666665,6118,44,256.0,547,0.0233534127473831,2,7.333333333333334e-05,150000
100,25600,0.0,0.5135999999999998,7.333333333333334e-05,-176.88799999999995,6374,46,256.0,545,0.0399385914206504,2,7.333333333333334e-05,150000
104,26586,0.01,0.4948660000000001,7.333333333333334e-05,-172.822,6621,48,255.62,544,0.0209132507443428,2,7.333333333333334e-05,150000
108,27610,0.01,0.4754100000000001,7.333333333333334e-05,-169.678,6877,50,255.62,542,0.0203929338604211,2,7.333333333333334e-05,150000
112,28634,0.01,0.4559540000000002,7.333333333333334e-05,-167.29399999999998,7133,52,255.62,541,0.0669310837984085,2,7.333333333333334e-05,150000
116,29658,0.01,0.4364980000000003,7.333333333333334e-05,-163.52399999999997,7389,54,255.62,539,0.055058516561985,2,7.333333333333334e-05,150000
120,30682,0.01,0.4170420000000002,7.333333333333334e-05,-160.192,7645,57,255.62,538,0.041617177426815,2,7.333333333333334e-05,150000
124,31706,0.01,0.3975859999999998,7.333333333333334e-05,-156.04999999999998,7901,59,255.62,536,0.0778243318200111,2,7.333333333333334e-05,150000
128,32658,0.02,0.3794980000000002,7.333333333333334e-05,-150.63,8139,61,254.9,535,0.0153342010453343,2,7.333333333333334e-05,150000
132,33682,0.02,0.3600420000000003,7.333333333333334e-05,-147.36,8395,63,254.9,533,0.0223707631230354,2,7.333333333333334e-05,150000
136,34706,0.02,0.3405859999999998,7.333333333333334e-05,-143.33,8651,65,254.9,531,0.0425053462386131,2,7.333333333333334e-05,150000
140,35730,0.02,0.3211300000000004,7.333333333333334e-05,-138.938,8907,67,254.9,530,0.0588569045066833,2,7.333333333333334e-05,150000
144,36754,0.02,0.301674,7.333333333333334e-05,-134.23999999999998,9163,69,254.9,529,0.0405842326581478,2,7.333333333333334e-05,150000
148,37778,0.02,0.2822179999999998,7.333333333333334e-05,-129.924,9419,71,254.9,527,0.0777438208460807,2,7.333333333333334e-05,150000
152,38802,0.02,0.2627619999999999,7.333333333333334e-05,-125.92199999999998,9675,73,254.9,525,0.0937415584921836,2,7.333333333333334e-05,150000
156,39826,0.02,0.243306,7.333333333333334e-05,-121.51,9931,75,254.9,524,0.0601804703474044,2,7.333333333333334e-05,150000
160,40850,0.02,0.2238500000000001,7.333333333333334e-05,-116.944,10187,78,254.9,523,0.0651135444641113,2,7.333333333333334e-05,150000
164,41874,0.02,0.2043940000000002,7.333333333333334e-05,-112.5,10443,80,254.9,521,0.0385324656963348,2,7.333333333333334e-05,150000
168,42898,0.02,0.1849380000000001,7.333333333333334e-05,-107.85600000000002,10699,82,254.9,520,0.0357653461396694,2,7.333333333333334e-05,150000
172,43922,0.02,0.1654819999999996,7.333333333333334e-05,-103.32200000000005,10955,84,254.9,518,0.0121938763186335,2,7.333333333333334e-05,150000
176,44946,0.02,0.1460260000000003,7.333333333333334e-05,-98.786,11211,86,254.9,517,0.0176077205687761,2,7.333333333333334e-05,150000
180,45970,0.02,0.1265699999999998,7.333333333333334e-05,-94.178,11467,89,254.9,515,0.0594987608492374,2,7.333333333333334e-05,150000
184,46994,0.02,0.1071139999999999,7.333333333333334e-05,-88.96799999999999,11723,91,254.9,513,0.0290142223238945,2,7.333333333333334e-05,150000
188,47965,0.03,0.088665,7.333333333333334e-05,-83.40199999999999,11966,93,254.37,512,0.0408771224319934,2,7.333333333333334e-05,150000
192,48989,0.03,0.069209,7.333333333333334e-05,-79.122,12222,95,254.37,511,0.035992756485939,2,7.333333333333334e-05,150000
196,50013,0.03,0.05,7.333333333333334e-05,-74.72999999999999,12478,98,254.37,509,0.0397881604731082,2,7.333333333333334e-05,150000
200,51037,0.03,0.05,7.333333333333334e-05,-69.882,12734,100,254.37,508,0.0711434632539749,2,7.333333333333334e-05,150000
204,52061,0.02,0.05,7.333333333333334e-05,-66.642,12990,102,254.75,506,0.0138328792527318,2,7.333333333333334e-05,150000
208,53085,0.02,0.05,7.333333333333334e-05,-62.19999999999999,13246,105,254.75,505,0.0967853516340255,2,7.333333333333334e-05,150000
212,54109,0.02,0.05,7.333333333333334e-05,-57.51399999999999,13502,107,254.75,504,0.0062388028018176,2,7.333333333333334e-05,150000
216,55133,0.02,0.05,7.333333333333334e-05,-53.764,13758,109,254.75,502,0.0380129776895046,2,7.333333333333334e-05,150000
220,56157,0.02,0.05,7.333333333333334e-05,-49.91599999999998,14014,111,254.75,501,0.0455149114131927,2,7.333333333333334e-05,150000
224,57181,0.02,0.05,7.333333333333334e-05,-46.798,14270,114,254.75,500,0.3934270143508911,2,7.333333333333334e-05,150000
228,58205,0.01,0.05,7.333333333333334e-05,-44.87,14526,116,255.47,499,0.0597846508026123,2,7.333333333333334e-05,150000
232,59229,0.01,0.05,7.333333333333334e-05,-41.20399999999999,14782,118,255.47,498,0.0073497779667377,2,7.333333333333334e-05,150000
236,60253,0.01,0.05,7.333333333333334e-05,-38.254,15038,121,255.47,497,0.0037922079209238,2,7.333333333333334e-05,150000
240,61211,0.03,0.05,7.333333333333334e-05,-33.949999999999996,15277,123,254.81,496,0.0038054725155234,2,7.333333333333334e-05,150000
244,62235,0.03,0.05,7.333333333333334e-05,-31.69000000000001,15533,125,254.81,495,0.0345523618161678,2,7.333333333333334e-05,150000
248,63259,0.03,0.05,7.333333333333334e-05,-29.224,15789,127,254.81,494,0.0362067185342311,2,7.333333333333334e-05,150000
252,64283,0.03,0.05,7.333333333333334e-05,-26.872000000000003,16045,130,254.81,493,0.421345442533493,2,7.333333333333334e-05,150000
256,65307,0.03,0.05,7.333333333333334e-05,-24.700000000000003,16301,132,254.81,492,0.0431218668818473,2,7.333333333333334e-05,150000
260,66331,0.03,0.05,7.333333333333334e-05,-23.028,16557,134,254.81,492,0.0393031015992164,2,7.333333333333334e-05,150000
264,67355,0.03,0.05,7.333333333333334e-05,-21.214,16813,137,254.81,491,0.0335206165909767,2,7.333333333333334e-05,150000
268,68379,0.03,0.05,7.333333333333334e-05,-19.511999999999997,17069,139,254.81,490,0.007085021585226,2,7.333333333333334e-05,150000
272,69403,0.03,0.05,7.333333333333334e-05,-17.898000000000003,17325,141,254.81,489,0.040986955165863,2,7.333333333333334e-05,150000
276,70427,0.03,0.05,7.333333333333334e-05,-16.938,17581,143,254.81,489,0.0338823497295379,2,7.333333333333334e-05,150000
280,71451,0.03,0.05,7.333333333333334e-05,-16.058,17837,146,254.81,488,0.0051100915297865,2,7.333333333333334e-05,150000
284,72475,0.03,0.05,7.333333333333334e-05,-15.647999999999998,18093,148,254.81,487,0.0049882722087204,2,7.333333333333334e-05,150000
288,73499,0.02,0.05,7.333333333333334e-05,-16.203999999999997,18349,150,255.34,487,0.0052763377316296,2,7.333333333333334e-05,150000
292,74523,0.02,0.05,7.333333333333334e-05,-15.908,18605,153,255.34,486,0.0037597340997308,2,7.333333333333334e-05,150000
296,75547,0.02,0.05,7.333333333333334e-05,-15.796,18861,155,255.34,486,0.0330389291048049,2,7.333333333333334e-05,150000
300,76571,0.02,0.05,7.333333333333334e-05,-15.61,19117,157,255.34,485,0.0274643041193485,2,7.333333333333334e-05,150000
304,77595,0.02,0.05,7.333333333333334e-05,-15.379999999999995,19373,160,255.34,484,0.0032325668726116,2,7.333333333333334e-05,150000
308,78619,0.02,0.05,7.333333333333334e-05,-15.416,19629,162,255.34,484,0.0030793459154665,2,7.333333333333334e-05,150000
312,79643,0.02,0.05,7.333333333333334e-05,-15.252,19885,164,255.34,483,0.0372071415185928,2,7.333333333333334e-05,150000
316,80667,0.02,0.05,7.333333333333334e-05,-15.210000000000004,20141,167,255.34,483,0.0289987418800592,2,7.333333333333334e-05,150000
320,81691,0.02,0.05,7.333333333333334e-05,-15.142000000000005,20397,169,255.34,482,0.0040767779573798,2,7.333333333333334e-05,150000
324,82715,0.02,0.05,7.333333333333334e-05,-14.844,20653,171,255.34,481,0.0039957123808562,2,7.333333333333334e-05,150000
328,83739,0.02,0.05,7.333333333333334e-05,-14.523999999999996,20909,173,255.34,481,0.0663834661245346,2,7.333333333333334e-05,150000
332,84763,0.02,0.05,7.333333333333334e-05,-14.579999999999998,21165,176,255.34,481,0.0373250544071197,2,7.333333333333334e-05,150000
336,85787,0.02,0.05,7.333333333333334e-05,-14.351999999999997,21421,178,255.34,480,0.0244654677808284,2,7.333333333333334e-05,150000
340,86811,0.0,0.05,7.333333333333334e-05,-15.952,21677,180,256.0,480,0.0019195437198504,2,7.333333333333334e-05,150000
344,87835,0.0,0.05,7.333333333333334e-05,-15.52,21933,183,256.0,479,0.0335453711450099,2,7.333333333333334e-05,150000
348,88859,0.0,0.05,7.333333333333334e-05,-15.360000000000005,22189,185,256.0,479,0.0355006232857704,2,7.333333333333334e-05,150000
352,89883,0.0,0.05,7.333333333333334e-05,-15.354000000000005,22445,187,256.0,478,0.0046894932165741,2,7.333333333333334e-05,150000
356,90907,0.0,0.05,7.333333333333334e-05,-15.598000000000004,22701,190,256.0,478,0.0025140440557152,2,7.333333333333334e-05,150000
360,91931,0.0,0.05,7.333333333333334e-05,-15.5,22957,192,256.0,477,0.0843602791428566,2,7.333333333333334e-05,150000
364,92955,0.0,0.05,7.333333333333334e-05,-15.542,23213,194,256.0,477,0.0088523179292678,2,7.333333333333334e-05,150000
368,93979,0.0,0.05,7.333333333333334e-05,-15.512,23469,197,256.0,476,0.0049571669660508,2,7.333333333333334e-05,150000
372,95003,0.0,0.05,7.333333333333334e-05,-15.519999999999998,23725,199,256.0,476,0.0306535828858613,2,7.333333333333334e-05,150000
376,96027,0.0,0.05,7.333333333333334e-05,-15.376,23981,201,256.0,476,0.0888653099536895,2,7.333333333333334e-05,150000
380,97051,0.0,0.05,7.333333333333334e-05,-15.098000000000004,24237,203,256.0,475,0.0517841391265392,2,7.333333333333334e-05,150000
384,98075,0.0,0.05,7.333333333333334e-05,-15.204,24493,206,256.0,475,0.0353819876909256,2,7.333333333333334e-05,150000
388,99099,0.0,0.05,7.333333333333334e-05,-15.12,24749,208,256.0,475,0.0241565257310867,2,7.333333333333334e-05,150000
392,100123,0.0,0.05,7.333333333333334e-05,-14.862,25005,210,256.0,474,0.002528290497139,2,7.333333333333334e-05,150000
396,101147,0.0,0.05,7.333333333333334e-05,-14.618,25261,213,256.0,474,0.0019796658307313,2,7.333333333333334e-05,150000
400,102171,0.0,0.05,7.333333333333334e-05,-14.526,25517,215,256.0,474,0.0532474741339683,2,7.333333333333334e-05,150000
404,103195,0.0,0.05,7.333333333333334e-05,-14.362,25773,217,256.0,473,0.0102832363918423,2,7.333333333333334e-05,150000
408,104219,0.0,0.05,7.333333333333334e-05,-14.328,26029,220,256.0,473,0.0046577714383602,2,7.333333333333334e-05,150000
412,105243,0.0,0.05,7.333333333333334e-05,-14.336000000000002,26285,222,256.0,473,0.0344137474894523,2,7.333333333333334e-05,150000
416,106267,0.0,0.05,7.333333333333334e-05,-14.394,26541,224,256.0,472,0.0022470755502581,2,7.333333333333334e-05,150000
420,107291,0.0,0.05,7.333333333333334e-05,-14.534,26797,227,256.0,472,0.0409236289560794,2,7.333333333333334e-05,150000
424,108315,0.0,0.05,7.333333333333334e-05,-14.709999999999996,27053,229,256.0,472,0.0328236483037471,2,7.333333333333334e-05,150000
428,109339,0.0,0.05,7.333333333333334e-05,-15.078,27309,231,256.0,471,0.0345859378576278,2,7.333333333333334e-05,150000
432,110363,0.0,0.05,7.333333333333334e-05,-14.909999999999998,27565,233,256.0,471,0.0618486516177654,2,7.333333333333334e-05,150000
436,111387,0.0,0.05,7.333333333333334e-05,-15.252,27821,236,256.0,471,0.0050824545323848,2,7.333333333333334e-05,150000
440,112411,0.0,0.05,7.333333333333334e-05,-15.456,28077,238,256.0,471,0.0114152217283844,2,7.333333333333334e-05,150000
444,113435,0.0,0.05,7.333333333333334e-05,-15.874,28333,240,256.0,470,0.0032546292059123,2,7.333333333333334e-05,150000
448,114459,0.0,0.05,7.333333333333334e-05,-16.096,28589,243,256.0,470,0.0297118164598941,2,7.333333333333334e-05,150000
452,115483,0.0,0.05,7.333333333333334e-05,-15.96,28845,245,256.0,470,0.0024491306394338,2,7.333333333333334e-05,150000
456,116507,0.0,0.05,7.333333333333334e-05,-15.578,29101,247,256.0,470,0.0287751536816358,2,7.333333333333334e-05,150000
460,117531,0.0,0.05,7.333333333333334e-05,-15.648,29357,250,256.0,469,0.0327566340565681,2,7.333333333333334e-05,150000
464,118555,0.0,0.05,7.333333333333334e-05,-15.986,29613,252,256.0,469,0.0073365191929042,2,7.333333333333334e-05,150000
468,119579,0.0,0.05,7.333333333333334e-05,-16.202,29869,254,256.0,469,0.0020977512467652,2,7.333333333333334e-05,150000
472,120603,0.0,0.05,7.333333333333334e-05,-16.35,30125,257,256.0,469,0.0015303278341889,2,7.333333333333334e-05,150000
476,121627,0.0,0.05,7.333333333333334e-05,-16.534000000000002,30381,259,256.0,468,0.0334096364676952,2,7.333333333333334e-05,150000
480,122651,0.0,0.05,7.333333333333334e-05,-16.986,30637,261,256.0,468,0.0242670252919197,2,7.333333333333334e-05,150000
484,123675,0.0,0.05,7.333333333333334e-05,-16.898,30893,264,256.0,468,0.0369585901498794,2,7.333333333333334e-05,150000
488,124699,0.0,0.05,7.333333333333334e-05,-16.708,31149,266,256.0,468,0.0065256743691861,2,7.333333333333334e-05,150000
492,125723,0.0,0.05,7.333333333333334e-05,-16.966,31405,268,256.0,468,0.0059422384947538,2,7.333333333333334e-05,150000
496,126747,0.0,0.05,7.333333333333334e-05,-16.762,31661,270,256.0,467,0.002338915830478,2,7.333333333333334e-05,150000
500,127771,0.0,0.05,7.333333333333334e-05,-16.962,31917,273,256.0,467,0.0023095386568456,2,7.333333333333334e-05,150000
504,128795,0.0,0.05,7.333333333333334e-05,-17.134000000000004,32173,275,256.0,467,0.0557586885988712,2,7.333333333333334e-05,150000
508,129819,0.0,0.05,7.333333333333334e-05,-17.104,32429,277,256.0,467,0.0651042312383651,2,7.333333333333334e-05,150000
512,130843,0.0,0.05,7.333333333333334e-05,-17.12,32685,280,256.0,466,0.0275088101625442,2,7.333333333333334e-05,150000
516,131867,0.0,0.05,7.333333333333334e-05,-16.92,32941,282,256.0,466,0.0538300089538097,2,7.333333333333334e-05,150000
520,132891,0.0,0.05,7.333333333333334e-05,-16.714,33197,284,256.0,466,0.0259825401008129,2,7.333333333333334e-05,150000
524,133915,0.0,0.05,7.333333333333334e-05,-16.549999999999997,33453,287,256.0,466,0.0597255602478981,2,7.333333333333334e-05,150000
528,134939,0.0,0.05,7.333333333333334e-05,-16.444,33709,289,256.0,466,0.0510914288461208,2,7.333333333333334e-05,150000
532,135963,0.0,0.05,7.333333333333334e-05,-16.426,33965,291,256.0,466,0.0032193867955356,2,7.333333333333334e-05,150000
536,136987,0.0,0.05,7.333333333333334e-05,-16.189999999999998,34221,294,256.0,465,0.0020460386294871,2,7.333333333333334e-05,150000
540,138011,0.0,0.05,7.333333333333334e-05,-15.64,34477,296,256.0,465,0.0304303038865327,2,7.333333333333334e-05,150000
544,139035,0.0,0.05,7.333333333333334e-05,-15.546,34733,298,256.0,465,0.0018025794997811,2,7.333333333333334e-05,150000
548,140059,0.0,0.05,7.333333333333334e-05,-15.314,34989,300,256.0,465,0.003590518143028,2,7.333333333333334e-05,150000
552,141083,0.0,0.05,7.333333333333334e-05,-15.498,35245,303,256.0,465,0.001408698502928,2,7.333333333333334e-05,150000
556,142107,0.0,0.05,7.333333333333334e-05,-15.866,35501,305,256.0,465,0.0050046262331306,2,7.333333333333334e-05,150000
560,143131,0.0,0.05,7.333333333333334e-05,-15.718,35757,307,256.0,464,0.0422409512102603,2,7.333333333333334e-05,150000
564,144155,0.0,0.05,7.333333333333334e-05,-15.644,36013,310,256.0,464,0.0051816147752106,2,7.333333333333334e-05,150000
568,145179,0.0,0.05,7.333333333333334e-05,-15.735999999999995,36269,312,256.0,464,0.0357691459357738,2,7.333333333333334e-05,150000
572,146203,0.0,0.05,7.333333333333334e-05,-15.62,36525,314,256.0,464,0.0018054817337542,2,7.333333333333334e-05,150000
576,147227,0.0,0.05,7.333333333333334e-05,-15.354000000000005,36781,317,256.0,463,0.0458870083093643,2,7.333333333333334e-05,150000
580,148251,0.0,0.05,7.333333333333334e-05,-15.134,37037,319,256.0,463,0.0244321152567863,2,7.333333333333334e-05,150000
584,149275,0.0,0.05,7.333333333333334e-05,-15.226,37293,322,256.0,463,0.0361049212515354,2,7.333333333333334e-05,150000
588,150299,0.0,0.05,7.333333333333334e-05,-15.42,37549,324,256.0,462,0.0050993906334042,2,7.333333333333334e-05,150000
592,151260,0.01,0.05,7.333333333333334e-05,-14.358000000000002,37789,326,255.37,462,0.0076282401569187,2,7.333333333333334e-05,150000
596,152284,0.01,0.05,7.333333333333334e-05,-14.729999999999997,38045,329,255.37,462,0.0567789189517498,2,7.333333333333334e-05,150000
600,153308,0.01,0.05,7.333333333333334e-05,-14.682,38301,331,255.37,462,0.0333782061934471,2,7.333333333333334e-05,150000
604,154296,0.02,0.05,7.333333333333334e-05,-13.811999999999998,38548,334,255.01,461,0.003052907064557,2,7.333333333333334e-05,150000
608,155320,0.02,0.05,7.333333333333334e-05,-13.938000000000002,38804,336,255.01,461,0.0313793644309043,2,7.333333333333334e-05,150000
612,156344,0.02,0.05,7.333333333333334e-05,-14.116,39060,338,255.01,461,0.0062890099361538,2,7.333333333333334e-05,150000
616,157368,0.02,0.05,7.333333333333334e-05,-14.508,39316,341,255.01,460,0.0534298606216907,2,7.333333333333334e-05,150000
620,158392,0.02,0.05,7.333333333333334e-05,-14.418,39572,343,255.01,460,0.0233856625854969,2,7.333333333333334e-05,150000
624,159416,0.02,0.05,7.333333333333334e-05,-14.348,39828,346,255.01,460,0.0362197048962116,2,7.333333333333334e-05,150000
628,160440,0.02,0.05,7.333333333333334e-05,-14.358000000000002,40084,348,255.01,459,0.0352098308503627,2,7.333333333333334e-05,150000
632,161464,0.02,0.05,7.333333333333334e-05,-14.328000000000005,40340,351,255.01,459,0.0022399083245545,2,7.333333333333334e-05,150000
636,162488,0.02,0.05,7.333333333333334e-05,-14.196,40596,353,255.01,459,0.0311520658433437,2,7.333333333333334e-05,150000
640,163512,0.02,0.05,7.333333333333334e-05,-14.398,40852,356,255.01,458,0.0022693574428558,2,7.333333333333334e-05,150000
644,164536,0.02,0.05,7.333333333333334e-05,-14.134000000000006,41108,358,255.01,458,0.0290482621639966,2,7.333333333333334e-05,150000
648,165560,0.02,0.05,7.333333333333334e-05,-14.360000000000005,41364,361,255.01,458,0.0015423698350787,2,7.333333333333334e-05,150000
652,166584,0.02,0.05,7.333333333333334e-05,-14.12,41620,363,255.01,458,0.0913558080792427,2,7.333333333333334e-05,150000
656,167608,0.02,0.05,7.333333333333334e-05,-13.749999999999998,41876,366,255.01,457,0.0626123324036598,2,7.333333333333334e-05,150000
660,168632,0.02,0.05,7.333333333333334e-05,-13.78,42132,368,255.01,457,0.001762883272022,2,7.333333333333334e-05,150000
664,169656,0.02,0.05,7.333333333333334e-05,-13.641999999999998,42388,371,255.01,457,0.0008868886507116,2,7.333333333333334e-05,150000
668,170680,0.02,0.05,7.333333333333334e-05,-13.454,42644,373,255.01,456,0.0223743319511413,2,7.333333333333334e-05,150000
672,171704,0.02,0.05,7.333333333333334e-05,-13.27,42900,375,255.01,456,0.0287954658269882,2,7.333333333333334e-05,150000
676,172728,0.02,0.05,7.333333333333334e-05,-13.432,43156,378,255.01,456,0.001571366097778,2,7.333333333333334e-05,150000
680,173752,0.02,0.05,7.333333333333334e-05,-13.35,43412,380,255.01,456,0.023342827335,2,7.333333333333334e-05,150000
684,174776,0.02,0.05,7.333333333333334e-05,-13.233999999999996,43668,383,255.01,455,0.027809428051114,2,7.333333333333334e-05,150000
688,175800,0.02,0.05,7.333333333333334e-05,-13.273999999999996,43924,385,255.01,455,0.0464294180274009,2,7.333333333333334e-05,150000
692,176824,0.01,0.05,7.333333333333334e-05,-14.005999999999997,44180,388,255.64,455,0.0057609621435403,2,7.333333333333334e-05,150000
696,177848,0.01,0.05,7.333333333333334e-05,-13.828,44436,390,255.64,455,0.0012833822984248,2,7.333333333333334e-05,150000
700,178872,0.01,0.05,7.333333333333334e-05,-13.724,44692,393,255.64,454,0.0011904262937605,2,7.333333333333334e-05,150000
704,179896,0.0,0.05,7.333333333333334e-05,-14.759999999999996,44948,395,256.0,454,0.0519755333662033,2,7.333333333333334e-05,150000
708,180920,0.0,0.05,7.333333333333334e-05,-14.884,45204,398,256.0,454,0.00072247243952,2,7.333333333333334e-05,150000
712,181944,0.0,0.05,7.333333333333334e-05,-15.158,45460,400,256.0,454,0.1071856766939163,2,7.333333333333334e-05,150000
716,182968,0.0,0.05,7.333333333333334e-05,-14.922,45716,403,256.0,453,0.367925763130188,2,7.333333333333334e-05,150000
720,183992,0.0,0.05,7.333333333333334e-05,-15.265999999999998,45972,405,256.0,453,0.0019827198702841,2,7.333333333333334e-05,150000
724,185016,0.0,0.05,7.333333333333334e-05,-15.34,46228,407,256.0,453,0.0277856420725584,2,7.333333333333334e-05,150000
728,186040,0.0,0.05,7.333333333333334e-05,-15.124,46484,410,256.0,453,0.0311700031161308,2,7.333333333333334e-05,150000
732,187064,0.0,0.05,7.333333333333334e-05,-15.434,46740,412,256.0,453,0.019895015284419,2,7.333333333333334e-05,150000
736,188088,0.0,0.05,7.333333333333334e-05,-15.721999999999998,46996,415,256.0,452,0.0337245799601078,2,7.333333333333334e-05,150000
740,189112,0.0,0.05,7.333333333333334e-05,-15.779999999999998,47252,417,256.0,452,0.0014842166565358,2,7.333333333333334e-05,150000
744,190136,0.0,0.05,7.333333333333334e-05,-15.794000000000004,47508,420,256.0,452,0.0564251877367496,2,7.333333333333334e-05,150000
748,191160,0.0,0.05,7.333333333333334e-05,-15.5,47764,422,256.0,452,0.0288098324090242,2,7.333333333333334e-05,150000
752,192184,0.0,0.05,7.333333333333334e-05,-15.481999999999998,48020,425,256.0,452,0.0309857167303562,2,7.333333333333334e-05,150000
756,193208,0.0,0.05,7.333333333333334e-05,-15.793999999999995,48276,427,256.0,451,0.0324957445263862,2,7.333333333333334e-05,150000
760,194232,0.0,0.05,7.333333333333334e-05,-15.757999999999996,48532,429,256.0,451,0.002791677834466,2,7.333333333333334e-05,150000
764,195256,0.0,0.05,7.333333333333334e-05,-15.289999999999996,48788,432,256.0,451,0.0010178037919104,2,7.333333333333334e-05,150000
768,196280,0.0,0.05,7.333333333333334e-05,-15.268,49044,434,256.0,451,0.0647029429674148,2,7.333333333333334e-05,150000
772,197304,0.0,0.05,7.333333333333334e-05,-15.422,49300,437,256.0,451,0.0296627171337604,2,7.333333333333334e-05,150000
776,198328,0.0,0.05,7.333333333333334e-05,-15.55,49556,439,256.0,450,0.0042538931593298,2,7.333333333333334e-05,150000
780,199352,0.0,0.05,7.333333333333334e-05,-15.606000000000002,49812,442,256.0,450,0.0308924410492181,2,7.333333333333334e-05,150000
784,200376,0.0,0.05,7.333333333333334e-05,-15.586000000000002,50068,444,256.0,450,0.0569577701389789,2,7.333333333333334e-05,150000
788,201400,0.0,0.05,7.333333333333334e-05,-15.578,50324,447,256.0,450,0.0285210888832807,2,7.333333333333334e-05,150000
792,202424,0.0,0.05,7.333333333333334e-05,-15.805999999999996,50580,449,256.0,450,0.000564573216252,2,7.333333333333334e-05,150000
796,203448,0.0,0.05,7.333333333333334e-05,-15.857999999999995,50836,452,256.0,449,0.0015796809457242,2,7.333333333333334e-05,150000
800,204472,0.0,0.05,7.333333333333334e-05,-16.154,51092,454,256.0,449,0.0036701480858027,2,7.333333333333334e-05,150000
804,205496,0.0,0.05,7.333333333333334e-05,-15.657999999999998,51348,457,256.0,448,0.0051741716451942,2,7.333333333333334e-05,150000
808,206520,0.0,0.05,7.333333333333334e-05,-15.881999999999998,51604,460,256.0,448,0.0627705529332161,2,7.333333333333334e-05,150000
812,207544,0.0,0.05,7.333333333333334e-05,-15.364,51860,462,256.0,448,0.0240399241447448,2,7.333333333333334e-05,150000
816,208568,0.0,0.05,7.333333333333334e-05,-15.274,52116,465,256.0,448,0.0308576039969921,2,7.333333333333334e-05,150000
820,209592,0.0,0.05,7.333333333333334e-05,-14.769999999999996,52372,467,256.0,447,0.0327101796865463,2,7.333333333333334e-05,150000
