time/episodes,time/total_timesteps,rollout/success_rate,rollout/exploration_rate,train/learning_rate,rollout/ep_rew_mean,train/n_updates,time/time_elapsed,rollout/ep_len_mean,time/fps,train/loss,phase,phase_learning_rate,phase_buffer_size
824,210616,0.0,0.05,7.333333333333334e-05,-14.764,52628,470,256.0,447,0.0006276470376178,2,7.333333333333334e-05,150000
828,211640,0.0,0.05,7.333333333333334e-05,-15.005999999999998,52884,472,256.0,447,0.0247296802699565,2,7.333333333333334e-05,150000
832,212664,0.0,0.05,7.333333333333334e-05,-14.626,53140,475,256.0,447,0.0705414786934852,2,7.333333333333334e-05,150000
836,213688,0.0,0.05,7.333333333333334e-05,-14.406,53396,477,256.0,447,0.0289258565753698,2,7.333333333333334e-05,150000
840,214712,0.0,0.05,7.333333333333334e-05,-14.389999999999995,53652,480,256.0,447,0.001378399785608,2,7.333333333333334e-05,150000
844,215736,0.0,0.05,7.333333333333334e-05,-14.668,53908,482,256.0,446,0.0011063282145187,2,7.333333333333334e-05,150000
848,216760,0.0,0.05,7.333333333333334e-05,-14.642,54164,485,256.0,446,0.02596290782094,2,7.333333333333334e-05,150000
852,217784,0.0,0.05,7.333333333333334e-05,-14.826,54420,487,256.0,446,0.0018748603761196,2,7.333333333333334e-05,150000
856,218808,0.0,0.05,7.333333333333334e-05,-14.428,54676,490,256.0,446,0.0597578398883342,2,7.333333333333334e-05,150000
860,219832,0.0,0.05,7.333333333333334e-05,-14.337999999999996,54932,492,256.0,446,0.0632312074303627,2,7.333333333333334e-05,150000
864,220856,0.0,0.05,7.333333333333334e-05,-14.3,55188,495,256.0,446,0.0471381098031997,2,7.333333333333334e-05,150000
868,221880,0.0,0.05,7.333333333333334e-05,-14.539999999999996,55444,497,256.0,446,0.054616279900074,2,7.333333333333334e-05,150000
872,222904,0.0,0.05,7.333333333333334e-05,-14.36,55700,499,256.0,445,0.3916351199150085,2,7.333333333333334e-05,150000
876,223928,0.0,0.05,7.333333333333334e-05,-14.422,55956,502,256.0,445,0.0051941061392426,2,7.333333333333334e-05,150000
880,224952,0.0,0.05,7.333333333333334e-05,-14.236,56212,504,256.0,445,0.0026013772003352,2,7.333333333333334e-05,150000
884,225976,0.0,0.05,7.333333333333334e-05,-14.190000000000005,56468,507,256.0,445,0.0036842382978647,2,7.333333333333334e-05,150000
888,227000,0.0,0.05,7.333333333333334e-05,-14.286,56724,509,256.0,445,0.0011997390538454,2,7.333333333333334e-05,150000
892,227866,0.01,0.05,7.333333333333334e-05,-13.182,56941,511,254.42,445,0.0050818882882595,2,7.333333333333334e-05,150000
896,228890,0.01,0.05,7.333333333333334e-05,-13.528,57197,514,254.42,445,0.0266376715153455,2,7.333333333333334e-05,150000
900,229914,0.01,0.05,7.333333333333334e-05,-13.616000000000003,57453,516,254.42,444,0.0013725747121497,2,7.333333333333334e-05,150000
904,230938,0.01,0.05,7.333333333333334e-05,-14.188,57709,519,254.42,444,0.0338272713124752,2,7.333333333333334e-05,150000
908,231962,0.01,0.05,7.333333333333334e-05,-13.964,57965,521,254.42,444,0.0272417087107896,2,7.333333333333334e-05,150000
912,232986,0.01,0.05,7.333333333333334e-05,-13.914000000000003,58221,524,254.42,444,0.002591073513031,2,7.333333333333334e-05,150000
916,234010,0.01,0.05,7.333333333333334e-05,-14.072000000000005,58477,526,254.42,444,0.0302242748439311,2,7.333333333333334e-05,150000
920,235034,0.01,0.05,7.333333333333334e-05,-14.334,58733,529,254.42,444,0.0038290615193545,2,7.333333333333334e-05,150000
924,236058,0.01,0.05,7.333333333333334e-05,-14.279999999999998,58989,531,254.42,444,0.0305311642587184,2,7.333333333333334e-05,150000
928,236998,0.03,0.05,7.333333333333334e-05,-12.483999999999996,59224,533,253.58,444,0.0012274621985852,2,7.333333333333334e-05,150000
932,238022,0.03,0.05,7.333333333333334e-05,-12.694,59480,536,253.58,443,0.0063740201294422,2,7.333333333333334e-05,150000
936,239046,0.03,0.05,7.333333333333334e-05,-12.592,59736,538,253.58,443,0.0268385075032711,2,7.333333333333334e-05,150000
940,240070,0.03,0.05,7.333333333333334e-05,-12.454,59992,541,253.58,443,0.0567904934287071,2,7.333333333333334e-05,150000
944,241094,0.03,0.05,7.333333333333334e-05,-12.574000000000002,60248,543,253.58,443,0.0286006331443786,2,7.333333333333334e-05,150000
948,242118,0.03,0.05,7.333333333333334e-05,-12.457999999999997,60504,545,253.58,443,0.0273618213832378,2,7.333333333333334e-05,150000
952,243142,0.03,0.05,7.333333333333334e-05,-12.412000000000004,60760,548,253.58,443,0.0035085950512439,2,7.333333333333334e-05,150000
956,244166,0.03,0.05,7.333333333333334e-05,-12.754,61016,550,253.58,443,0.0005647970829159,2,7.333333333333334e-05,150000
960,245190,0.03,0.05,7.333333333333334e-05,-13.108,61272,553,253.58,443,0.0271506570279598,2,7.333333333333334e-05,150000
964,246214,0.03,0.05,7.333333333333334e-05,-13.472000000000005,61528,555,253.58,443,0.0011070951586589,2,7.333333333333334e-05,150000
968,247238,0.03,0.05,7.333333333333334e-05,-13.102000000000002,61784,557,253.58,443,0.002591119846329,2,7.333333333333334e-05,150000
972,248262,0.03,0.05,7.333333333333334e-05,-12.948,62040,560,253.58,443,0.0021625275257974,2,7.333333333333334e-05,150000
976,249286,0.03,0.05,7.333333333333334e-05,-12.498,62296,562,253.58,442,0.0283400062471628,2,7.333333333333334e-05,150000
4,1024,0.0,0.980544,4.666666666666667e-05,-201.25,230,1,256.0,622,0.0065267491154372,3,4.666666666666667e-05,100000
8,2048,0.0,0.9610880000000002,4.666666666666667e-05,-200.9,486,3,256.0,592,0.0064516472630202,3,4.666666666666667e-05,100000
12,3072,0.0,0.941632,4.666666666666667e-05,-197.33333333333337,742,5,256.0,574,0.0574178919196128,3,4.666666666666667e-05,100000
16,4096,0.0,0.9221760000000002,4.666666666666667e-05,-198.5,998,7,256.0,566,0.0116831073537468,3,4.666666666666667e-05,100000
20,5120,0.0,0.9027199999999996,4.666666666666667e-05,-198.22000000000003,1254,9,256.0,563,0.0306226294487714,3,4.666666666666667e-05,100000
24,6144,0.0,0.8832639999999998,4.666666666666667e-05,-197.92500000000004,1510,10,256.0,559,0.0336050130426883,3,4.666666666666667e-05,100000
28,7168,0.0,0.8638079999999999,4.666666666666667e-05,-197.6428571428571,1766,12,256.0,557,0.0336124449968338,3,4.666666666666667e-05,100000
32,8192,0.0,0.8443519999999999,4.666666666666667e-05,-195.425,2022,14,256.0,553,0.0112988855689764,3,4.666666666666667e-05,100000
36,9216,0.0,0.824896,4.666666666666667e-05,-194.23888888888897,2278,16,256.0,550,0.0898767262697219,3,4.666666666666667e-05,100000
40,10240,0.0,0.80544,4.666666666666667e-05,-192.735,2534,18,256.0,548,0.0064545469358563,3,4.666666666666667e-05,100000
44,11264,0.0,0.785984,4.666666666666667e-05,-192.43636363636367,2790,20,256.0,546,0.0426809787750244,3,4.666666666666667e-05,100000
48,12272,0.0208333333333333,0.766832,4.666666666666667e-05,-189.4625,3042,22,255.66666666666663,544,0.0058730700984597,3,4.666666666666667e-05,100000
52,13296,0.0192307692307692,0.747376,4.666666666666667e-05,-187.15769230769232,3298,24,255.69230769230768,542,0.1003071665763855,3,4.666666666666667e-05,100000
56,14320,0.0178571428571428,0.7279200000000001,4.666666666666667e-05,-185.7357142857143,3554,26,255.71428571428572,542,0.0327777937054634,3,4.666666666666667e-05,100000
60,15344,0.0166666666666666,0.7084640000000001,4.666666666666667e-05,-183.86333333333337,3810,28,255.73333333333332,541,0.0060353511944413,3,4.666666666666667e-05,100000
64,16368,0.015625,0.6890080000000002,4.666666666666667e-05,-182.35,4066,30,255.75,540,0.0109419580549001,3,4.666666666666667e-05,100000
68,17392,0.0147058823529411,0.6695520000000003,4.666666666666667e-05,-181.03235294117647,4322,32,255.76470588235293,539,0.0048515629023313,3,4.666666666666667e-05,100000
72,18416,0.0138888888888888,0.6500960000000002,4.666666666666667e-05,-179.73611111111111,4578,34,255.77777777777777,538,0.0720842629671096,3,4.666666666666667e-05,100000
76,19440,0.0131578947368421,0.6306399999999998,4.666666666666667e-05,-177.53157894736844,4834,36,255.78947368421052,537,0.035416405647993,3,4.666666666666667e-05,100000
80,20464,0.0125,0.6111839999999998,4.666666666666667e-05,-175.845,5090,38,255.8,533,0.0591040328145027,3,4.666666666666667e-05,100000
84,21488,0.0119047619047619,0.5917279999999998,4.666666666666667e-05,-174.28571428571428,5346,40,255.8095238095238,531,0.0798045992851257,3,4.666666666666667e-05,100000
88,22512,0.0113636363636363,0.5722719999999999,4.666666666666667e-05,-172.56136363636364,5602,42,255.8181818181818,529,0.0379470996558666,3,4.666666666666667e-05,100000
92,23536,0.0108695652173913,0.552816,4.666666666666667e-05,-170.51739130434785,5858,44,255.82608695652175,527,0.0324570201337337,3,4.666666666666667e-05,100000
96,24560,0.0104166666666666,0.5333600000000001,4.666666666666667e-05,-168.59583333333333,6114,46,255.83333333333337,525,0.0952291339635849,3,4.666666666666667e-05,100000
100,25584,0.01,0.5139040000000001,4.666666666666667e-05,-167.412,6370,48,255.84,522,0.0383143089711666,3,4.666666666666667e-05,100000
104,26586,0.02,0.4948660000000001,4.666666666666667e-05,-163.2,6621,51,255.62,519,0.0633483305573463,3,4.666666666666667e-05,100000
108,27610,0.02,0.4754100000000001,4.666666666666667e-05,-159.81199999999998,6877,53,255.62,513,0.005285601131618,3,4.666666666666667e-05,100000
112,28634,0.02,0.4559540000000002,4.666666666666667e-05,-157.172,7133,56,255.62,509,0.0313808284699916,3,4.666666666666667e-05,100000
116,29658,0.02,0.4364980000000003,4.666666666666667e-05,-153.23399999999998,7389,58,255.62,505,0.0888309851288795,3,4.666666666666667e-05,100000
120,30682,0.02,0.4170420000000002,4.666666666666667e-05,-149.64600000000002,7645,61,255.62,502,0.0059513407759368,3,4.666666666666667e-05,100000
124,31706,0.02,0.3975859999999998,4.666666666666667e-05,-145.67999999999998,7901,63,255.62,499,0.0366605967283248,3,4.666666666666667e-05,100000
128,32658,0.03,0.3794980000000002,4.666666666666667e-05,-140.372,8139,65,254.9,499,0.0124081084504723,3,4.666666666666667e-05,100000
132,33682,0.03,0.3600420000000003,4.666666666666667e-05,-137.298,8395,67,254.9,498,0.0340871810913085,3,4.666666666666667e-05,100000
136,34706,0.03,0.3405859999999998,4.666666666666667e-05,-133.416,8651,69,254.9,497,0.003238832578063,3,4.666666666666667e-05,100000
140,35730,0.03,0.3211300000000004,4.666666666666667e-05,-129.52399999999997,8907,71,254.9,497,0.0595295801758766,3,4.666666666666667e-05,100000
144,36754,0.03,0.301674,4.666666666666667e-05,-125.032,9163,74,254.9,495,0.0038979926612228,3,4.666666666666667e-05,100000
148,37778,0.02,0.2822179999999998,4.666666666666667e-05,-121.898,9419,76,255.06,494,0.008382149040699,3,4.666666666666667e-05,100000
152,38802,0.02,0.2627619999999999,4.666666666666667e-05,-118.512,9675,78,255.06,493,0.0858313292264938,3,4.666666666666667e-05,100000
156,39826,0.02,0.243306,4.666666666666667e-05,-114.324,9931,80,255.06,492,0.0057935239747166,3,4.666666666666667e-05,100000
160,40850,0.02,0.2238500000000001,4.666666666666667e-05,-110.398,10187,83,255.06,491,0.0062783602625131,3,4.666666666666667e-05,100000
164,41874,0.02,0.2043940000000002,4.666666666666667e-05,-106.31,10443,85,255.06,490,0.0035209904890507,3,4.666666666666667e-05,100000
168,42898,0.02,0.1849380000000001,4.666666666666667e-05,-102.03000000000002,10699,87,255.06,489,0.0328133925795555,3,4.666666666666667e-05,100000
172,43922,0.02,0.1654819999999996,4.666666666666667e-05,-97.95200000000004,10955,89,255.06,488,0.0038759433664381,3,4.666666666666667e-05,100000
176,44946,0.02,0.1460260000000003,4.666666666666667e-05,-93.984,11211,92,255.06,487,0.0041041113436222,3,4.666666666666667e-05,100000
180,45970,0.02,0.1265699999999998,4.666666666666667e-05,-89.92199999999998,11467,94,255.06,486,0.0635407194495201,3,4.666666666666667e-05,100000
184,46994,0.02,0.1071139999999999,4.666666666666667e-05,-85.11399999999998,11723,96,255.06,485,0.0260966792702674,3,4.666666666666667e-05,100000
188,47965,0.03,0.088665,4.666666666666667e-05,-79.644,11966,99,254.53,483,0.0043779024854302,3,4.666666666666667e-05,100000
192,48989,0.03,0.069209,4.666666666666667e-05,-75.52600000000001,12222,101,254.53,482,0.0031997514888644,3,4.666666666666667e-05,100000
196,50013,0.03,0.05,4.666666666666667e-05,-71.368,12478,103,254.53,481,0.0337958373129367,3,4.666666666666667e-05,100000
200,51037,0.03,0.05,4.666666666666667e-05,-66.452,12734,106,254.53,479,0.0602466724812984,3,4.666666666666667e-05,100000
204,52061,0.02,0.05,4.666666666666667e-05,-63.41199999999999,12990,108,254.75,478,0.0311006996780633,3,4.666666666666667e-05,100000
208,53085,0.02,0.05,4.666666666666667e-05,-59.25599999999999,13246,111,254.75,476,0.0824071690440177,3,4.666666666666667e-05,100000
212,54109,0.02,0.05,4.666666666666667e-05,-55.04199999999999,13502,113,254.75,475,0.0053648399189114,3,4.666666666666667e-05,100000
216,55133,0.02,0.05,4.666666666666667e-05,-51.522000000000006,13758,116,254.75,474,0.0582782924175262,3,4.666666666666667e-05,100000
220,56157,0.02,0.05,4.666666666666667e-05,-47.708,14014,118,254.75,473,0.0040444722399115,3,4.666666666666667e-05,100000
224,57181,0.02,0.05,4.666666666666667e-05,-44.52000000000001,14270,120,254.75,472,0.4731587767601013,3,4.666666666666667e-05,100000
228,58205,0.01,0.05,4.666666666666667e-05,-42.692,14526,123,255.47,472,0.0328446477651596,3,4.666666666666667e-05,100000
232,59229,0.01,0.05,4.666666666666667e-05,-39.196000000000005,14782,125,255.47,471,0.0044039450585842,3,4.666666666666667e-05,100000
236,60253,0.01,0.05,4.666666666666667e-05,-36.318000000000005,15038,128,255.47,470,0.0035526300780475,3,4.666666666666667e-05,100000
240,61211,0.03,0.05,4.666666666666667e-05,-31.987999999999996,15277,130,254.81,469,0.0608342103660106,3,4.666666666666667e-05,100000
244,62235,0.03,0.05,4.666666666666667e-05,-29.826000000000004,15533,132,254.81,468,0.0026131614577025,3,4.666666666666667e-05,100000
248,63259,0.03,0.05,4.666666666666667e-05,-27.388,15789,135,254.81,467,0.0298201665282249,3,4.666666666666667e-05,100000
252,64283,0.03,0.05,4.666666666666667e-05,-25.096000000000004,16045,137,254.81,466,0.4444307386875152,3,4.666666666666667e-05,100000
256,65307,0.03,0.05,4.666666666666667e-05,-23.138,16301,140,254.81,466,0.0595430508255958,3,4.666666666666667e-05,100000
260,66331,0.03,0.05,4.666666666666667e-05,-21.546,16557,142,254.81,465,0.0843790024518966,3,4.666666666666667e-05,100000
264,67355,0.03,0.05,4.666666666666667e-05,-19.866,16813,144,254.81,464,0.0623619258403778,3,4.666666666666667e-05,100000
268,68379,0.03,0.05,4.666666666666667e-05,-18.270000000000003,17069,147,254.81,464,0.0103004453703761,3,4.666666666666667e-05,100000
272,69403,0.03,0.05,4.666666666666667e-05,-16.696,17325,149,254.81,463,0.0318330153822898,3,4.666666666666667e-05,100000
276,70427,0.03,0.05,4.666666666666667e-05,-15.736,17581,152,254.81,463,0.0030514942482113,3,4.666666666666667e-05,100000
280,71451,0.03,0.05,4.666666666666667e-05,-14.977999999999998,17837,154,254.81,462,0.003807007567957,3,4.666666666666667e-05,100000
284,72475,0.03,0.05,4.666666666666667e-05,-14.624,18093,156,254.81,461,0.002531417645514,3,4.666666666666667e-05,100000
288,73499,0.02,0.05,4.666666666666667e-05,-15.208,18349,159,255.34,461,0.0049566593952476,3,4.666666666666667e-05,100000
292,74523,0.02,0.05,4.666666666666667e-05,-14.946000000000002,18605,161,255.34,460,0.0345038771629333,3,4.666666666666667e-05,100000
296,75547,0.02,0.05,4.666666666666667e-05,-14.828,18861,164,255.34,460,0.0264605581760406,3,4.666666666666667e-05,100000
300,76571,0.02,0.05,4.666666666666667e-05,-14.572,19117,166,255.34,459,0.0275177992880344,3,4.666666666666667e-05,100000
304,77595,0.02,0.05,4.666666666666667e-05,-14.418,19373,168,255.34,459,0.0241386815905571,3,4.666666666666667e-05,100000
308,78619,0.02,0.05,4.666666666666667e-05,-14.466,19629,171,255.34,458,0.0019133250461891,3,4.666666666666667e-05,100000
312,79643,0.02,0.05,4.666666666666667e-05,-14.288,19885,173,255.34,458,0.0319671295583248,3,4.666666666666667e-05,100000
316,80667,0.02,0.05,4.666666666666667e-05,-14.312,20141,176,255.34,457,0.0544335916638374,3,4.666666666666667e-05,100000
320,81691,0.02,0.05,4.666666666666667e-05,-14.370000000000005,20397,178,255.34,457,0.0031531597487628,3,4.666666666666667e-05,100000
324,82715,0.02,0.05,4.666666666666667e-05,-14.086,20653,181,255.34,456,0.0333236008882522,3,4.666666666666667e-05,100000
328,83739,0.02,0.05,4.666666666666667e-05,-13.811999999999998,20909,183,255.34,456,0.0286599732935428,3,4.666666666666667e-05,100000
332,84763,0.02,0.05,4.666666666666667e-05,-13.996,21165,185,255.34,456,0.00359024759382,3,4.666666666666667e-05,100000
336,85787,0.02,0.05,4.666666666666667e-05,-13.817999999999998,21421,188,255.34,455,0.0029236273840069,3,4.666666666666667e-05,100000
340,86811,0.0,0.05,4.666666666666667e-05,-15.397999999999998,21677,190,256.0,455,0.0017454989720135,3,4.666666666666667e-05,100000
344,87835,0.0,0.05,4.666666666666667e-05,-14.840000000000002,21933,193,256.0,454,0.004122445359826,3,4.666666666666667e-05,100000
348,88859,0.0,0.05,4.666666666666667e-05,-14.712000000000003,22189,195,256.0,454,0.0620189346373081,3,4.666666666666667e-05,100000
352,89883,0.0,0.05,4.666666666666667e-05,-14.686000000000002,22445,197,256.0,454,0.0349463075399398,3,4.666666666666667e-05,100000
356,90907,0.0,0.05,4.666666666666667e-05,-14.822000000000005,22701,200,256.0,454,0.0022850595414638,3,4.666666666666667e-05,100000
360,91931,0.0,0.05,4.666666666666667e-05,-14.63,22957,202,256.0,453,0.0311300903558731,3,4.666666666666667e-05,100000
364,92955,0.0,0.05,4.666666666666667e-05,-14.531999999999998,23213,205,256.0,453,0.0070922491140663,3,4.666666666666667e-05,100000
368,93979,0.0,0.05,4.666666666666667e-05,-14.531999999999998,23469,207,256.0,453,0.0573846139013767,3,4.666666666666667e-05,100000
372,95003,0.0,0.05,4.666666666666667e-05,-14.559999999999995,23725,209,256.0,452,0.028555404394865,3,4.666666666666667e-05,100000
376,96027,0.0,0.05,4.666666666666667e-05,-14.416000000000002,23981,212,256.0,452,0.005009938031435,3,4.666666666666667e-05,100000
380,97051,0.0,0.05,4.666666666666667e-05,-14.036,24237,214,256.0,452,0.0309884399175643,3,4.666666666666667e-05,100000
384,98075,0.0,0.05,4.666666666666667e-05,-14.132,24493,217,256.0,451,0.0321857556700706,3,4.666666666666667e-05,100000
388,99099,0.0,0.05,4.666666666666667e-05,-14.08,24749,219,256.0,451,0.0031731929630041,3,4.666666666666667e-05,100000
392,100123,0.0,0.05,4.666666666666667e-05,-13.858,25005,222,256.0,450,0.0044459914788603,3,4.666666666666667e-05,100000
396,101147,0.0,0.05,4.666666666666667e-05,-13.658,25261,224,256.0,450,0.0318653136491775,3,4.666666666666667e-05,100000
400,102171,0.0,0.05,4.666666666666667e-05,-13.536,25517,226,256.0,450,0.0024552918039262,3,4.666666666666667e-05,100000
404,103195,0.0,0.05,4.666666666666667e-05,-13.184,25773,229,256.0,450,0.0023049269802868,3,4.666666666666667e-05,100000
408,104219,0.0,0.05,4.666666666666667e-05,-12.970000000000002,26029,231,256.0,449,0.031255654990673,3,4.666666666666667e-05,100000
412,105243,0.0,0.05,4.666666666666667e-05,-13.156000000000004,26285,233,256.0,449,0.0283794291317462,3,4.666666666666667e-05,100000
416,106267,0.0,0.05,4.666666666666667e-05,-13.036,26541,236,256.0,449,0.0365662202239036,3,4.666666666666667e-05,100000
420,107291,0.0,0.05,4.666666666666667e-05,-13.132,26797,238,256.0,449,0.0338224507868289,3,4.666666666666667e-05,100000
424,108315,0.0,0.05,4.666666666666667e-05,-13.317999999999998,27053,241,256.0,449,0.0033769449219107,3,4.666666666666667e-05,100000
428,109339,0.0,0.05,4.666666666666667e-05,-13.526,27309,243,256.0,448,0.003163150511682,3,4.666666666666667e-05,100000
432,110363,0.0,0.05,4.666666666666667e-05,-13.367999999999997,27565,246,256.0,448,0.0254467818886041,3,4.666666666666667e-05,100000
436,111387,0.0,0.05,4.666666666666667e-05,-13.75,27821,248,256.0,448,0.001577278599143,3,4.666666666666667e-05,100000
440,112411,0.0,0.05,4.666666666666667e-05,-14.058000000000002,28077,250,256.0,448,0.00472864927724,3,4.666666666666667e-05,100000
444,113435,0.0,0.05,4.666666666666667e-05,-14.561999999999998,28333,253,256.0,447,0.0018988093361258,3,4.666666666666667e-05,100000
448,114459,0.0,0.05,4.666666666666667e-05,-14.675999999999998,28589,255,256.0,447,0.0009144940413534,3,4.666666666666667e-05,100000
452,115483,0.0,0.05,4.666666666666667e-05,-14.336,28845,258,256.0,447,0.0343585200607776,3,4.666666666666667e-05,100000
456,116507,0.0,0.05,4.666666666666667e-05,-14.173999999999996,29101,260,256.0,447,0.0059258192777633,3,4.666666666666667e-05,100000
460,117531,0.0,0.05,4.666666666666667e-05,-14.088,29357,262,256.0,447,0.0013971698936074,3,4.666666666666667e-05,100000
464,118555,0.0,0.05,4.666666666666667e-05,-14.516000000000002,29613,265,256.0,447,0.0275197066366672,3,4.666666666666667e-05,100000
468,119579,0.0,0.05,4.666666666666667e-05,-14.572,29869,267,256.0,446,0.0299284793436527,3,4.666666666666667e-05,100000
472,120603,0.0,0.05,4.666666666666667e-05,-14.446000000000003,30125,269,256.0,446,0.0299414098262786,3,4.666666666666667e-05,100000
476,121627,0.0,0.05,4.666666666666667e-05,-14.6,30381,272,256.0,446,0.0316943414509296,3,4.666666666666667e-05,100000
480,122651,0.0,0.05,4.666666666666667e-05,-14.654000000000002,30637,274,256.0,446,0.0602368339896202,3,4.666666666666667e-05,100000
484,123675,0.0,0.05,4.666666666666667e-05,-14.602,30893,277,256.0,446,0.0021139755845069,3,4.666666666666667e-05,100000
488,124699,0.0,0.05,4.666666666666667e-05,-14.613999999999995,31149,279,256.0,445,0.0698396638035774,3,4.666666666666667e-05,100000
492,125723,0.0,0.05,4.666666666666667e-05,-15.026000000000002,31405,282,256.0,445,0.000742140400689,3,4.666666666666667e-05,100000
496,126747,0.0,0.05,4.666666666666667e-05,-14.731999999999998,31661,284,256.0,445,0.0329707041382789,3,4.666666666666667e-05,100000
500,127771,0.0,0.05,4.666666666666667e-05,-14.956,31917,286,256.0,445,0.0043269153684377,3,4.666666666666667e-05,100000
504,128795,0.0,0.05,4.666666666666667e-05,-15.290000000000004,32173,289,256.0,445,0.0009538821177557,3,4.666666666666667e-05,100000
508,129819,0.0,0.05,4.666666666666667e-05,-15.416000000000002,32429,291,256.0,445,0.0510736629366874,3,4.666666666666667e-05,100000
512,130843,0.0,0.05,4.666666666666667e-05,-15.204,32685,293,256.0,445,0.027990024536848,3,4.666666666666667e-05,100000
516,131867,0.0,0.05,4.666666666666667e-05,-14.972000000000005,32941,296,256.0,444,0.0030604479834437,3,4.666666666666667e-05,100000
520,132891,0.0,0.05,4.666666666666667e-05,-15.175999999999998,33197,298,256.0,444,0.0015044744359329,3,4.666666666666667e-05,100000
524,133915,0.0,0.05,4.666666666666667e-05,-15.146,33453,301,256.0,444,0.0284704212099313,3,4.666666666666667e-05,100000
528,134939,0.0,0.05,4.666666666666667e-05,-15.216,33709,303,256.0,444,0.0026177002582699,3,4.666666666666667e-05,100000
532,135963,0.0,0.05,4.666666666666667e-05,-15.164,33965,305,256.0,444,0.0018078499706462,3,4.666666666666667e-05,100000
536,136987,0.0,0.05,4.666666666666667e-05,-14.814,34221,308,256.0,444,0.002870351774618,3,4.666666666666667e-05,100000
540,138011,0.0,0.05,4.666666666666667e-05,-14.473999999999998,34477,310,256.0,444,0.0313000455498695,3,4.666666666666667e-05,100000
544,139035,0.0,0.05,4.666666666666667e-05,-14.19,34733,313,256.0,444,0.0290482006967067,3,4.666666666666667e-05,100000
548,140059,0.0,0.05,4.666666666666667e-05,-14.152000000000005,34989,315,256.0,443,0.0065361545421183,3,4.666666666666667e-05,100000
552,141083,0.0,0.05,4.666666666666667e-05,-14.706,35245,317,256.0,443,0.0048145283944904,3,4.666666666666667e-05,100000
556,142107,0.0,0.05,4.666666666666667e-05,-14.800000000000002,35501,320,256.0,443,0.0295269042253494,3,4.666666666666667e-05,100000
560,143131,0.0,0.05,4.666666666666667e-05,-15.146,35757,322,256.0,443,0.0270070303231477,3,4.666666666666667e-05,100000
564,144155,0.0,0.05,4.666666666666667e-05,-14.936,36013,325,256.0,443,0.0017346177482977,3,4.666666666666667e-05,100000
568,145179,0.0,0.05,4.666666666666667e-05,-15.105999999999996,36269,327,256.0,443,0.0029150256887078,3,4.666666666666667e-05,100000
572,146203,0.0,0.05,4.666666666666667e-05,-15.451999999999998,36525,329,256.0,443,0.0018821718404069,3,4.666666666666667e-05,100000
576,147227,0.0,0.05,4.666666666666667e-05,-15.376,36781,332,256.0,443,0.0325493961572647,3,4.666666666666667e-05,100000
580,148251,0.0,0.05,4.666666666666667e-05,-15.42,37037,334,256.0,442,0.0029455877374857,3,4.666666666666667e-05,100000
584,149275,0.0,0.05,4.666666666666667e-05,-15.308,37293,337,256.0,442,0.0065122116357088,3,4.666666666666667e-05,100000
588,150299,0.0,0.05,4.666666666666667e-05,-15.33,37549,339,256.0,442,0.0278801415115594,3,4.666666666666667e-05,100000
592,151323,0.0,0.05,4.666666666666667e-05,-15.152,37805,341,256.0,442,0.051743246614933,3,4.666666666666667e-05,100000
596,152347,0.0,0.05,4.666666666666667e-05,-15.719999999999995,38061,344,256.0,442,0.0009291857131756,3,4.666666666666667e-05,100000
600,153371,0.0,0.05,4.666666666666667e-05,-15.63,38317,346,256.0,442,0.0597123652696609,3,4.666666666666667e-05,100000
604,154395,0.0,0.05,4.666666666666667e-05,-15.518,38573,348,256.0,442,0.0346558950841426,3,4.666666666666667e-05,100000
608,155419,0.0,0.05,4.666666666666667e-05,-15.738,38829,351,256.0,442,0.0016823003534227,3,4.666666666666667e-05,100000
612,156443,0.0,0.05,4.666666666666667e-05,-15.882,39085,353,256.0,442,0.0008865178097039,3,4.666666666666667e-05,100000
616,157467,0.0,0.05,4.666666666666667e-05,-16.536,39341,355,256.0,442,0.0227052327245473,3,4.666666666666667e-05,100000
620,158477,0.01,0.05,4.666666666666667e-05,-15.222000000000005,39594,358,255.86,442,0.027411688119173,3,4.666666666666667e-05,100000
624,159501,0.01,0.05,4.666666666666667e-05,-15.038,39850,360,255.86,442,0.0024845646694302,3,4.666666666666667e-05,100000
628,160525,0.01,0.05,4.666666666666667e-05,-14.968000000000002,40106,362,255.86,442,0.0312918052077293,3,4.666666666666667e-05,100000
632,161549,0.01,0.05,4.666666666666667e-05,-14.99,40362,365,255.86,442,0.0028255868237465,3,4.666666666666667e-05,100000
636,162573,0.01,0.05,4.666666666666667e-05,-15.061999999999998,40618,367,255.86,442,0.0306780990213155,3,4.666666666666667e-05,100000
640,163597,0.01,0.05,4.666666666666667e-05,-15.230000000000002,40874,370,255.86,441,0.0253330450505018,3,4.666666666666667e-05,100000
644,164621,0.01,0.05,4.666666666666667e-05,-15.330000000000002,41130,372,255.86,441,0.0230464357882738,3,4.666666666666667e-05,100000
648,165645,0.01,0.05,4.666666666666667e-05,-15.596000000000002,41386,374,255.86,441,0.0320868752896785,3,4.666666666666667e-05,100000
652,166669,0.01,0.05,4.666666666666667e-05,-15.154000000000002,41642,377,255.86,441,0.0235549919307231,3,4.666666666666667e-05,100000
656,167693,0.01,0.05,4.666666666666667e-05,-14.814,41898,379,255.86,441,0.0020927840378135,3,4.666666666666667e-05,100000
